"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"NULL","0","0","1","NULL","NULL","1","100"
"1101","25500","5008","172","514","33.463035019","172","100"
"1101","25500","6013","13","514","2.529182879","13","100"
"1101","25500","6014","10","514","1.945525291","10","100"
"1101","25500","6023","144","514","28.015564202","144","100"
"1101","25500","6024","68","514","13.229571984","68","100"
"1101","25500","6025","1","514","0.194552529","1","100"
"1101","25500","6029","106","514","20.622568093","106","100"
"1102","25500","4007","63","932","6.759656652","63","100"
"1102","25500","4008","4","932","0.429184549","4","100"
"1102","25500","5000","59","932","6.330472103","59","100"
"1102","25500","5001","66","932","7.081545064","66","100"
"1102","25500","5002","21","932","2.253218884","21","100"
"1102","25500","5003","12","932","1.287553648","12","100"
"1102","25500","5004","61","932","6.545064377","61","100"
"1102","25500","5005","28","932","3.004291845","28","100"
"1102","25500","5006","73","932","7.832618025","73","100"
"1102","25500","5007","92","932","9.871244635","92","100"
"1102","25500","5009","83","932","8.905579399","83","100"
"1102","25500","5010","70","932","7.510729613","70","100"
"1102","25500","6022","85","932","9.120171673","85","100"
"1102","25500","6027","42","932","4.506437768","42","100"
"1102","25500","6028","26","932","2.78969957","26","100"
"1102","25500","6030","83","932","8.905579399","83","100"
"1102","25500","6031","64","932","6.866952789","64","100"
"1103","25500","3000","40","893","4.479283314","40","100"
"1103","25500","3002","31","893","3.471444568","31","100"
"1103","25500","3003","88","893","9.854423292","88","100"
"1103","25500","4000","109","893","12.206047032","109","100"
"1103","25500","6009","71","893","7.950727883","71","100"
"1103","25500","6010","101","893","11.310190369","101","100"
"1103","25500","6017","45","893","5.039193729","45","100"
"1103","25500","6018","177","893","19.820828667","177","100"
"1103","25500","6019","34","893","3.807390817","34","100"
"1103","25500","6020","30","893","3.359462486","30","100"
"1103","25500","6021","30","893","3.359462486","30","100"
"1103","25500","6032","137","893","15.341545352","137","100"
"1104","25500","1025","27","919","2.93797606","37","72.972972972"
"1104","25500","2027","120","919","13.057671381","120","100"
"1104","25500","2028","86","919","9.357997823","86","100"
"1104","25500","2029","40","919","4.352557127","40","100"
"1104","25500","2030","54","919","5.875952121","54","100"
"1104","25500","3005","89","919","9.684439608","89","100"
"1104","25500","3006","81","919","8.813928182","81","100"
"1104","25500","3008","88","919","9.57562568","88","100"
"1104","25500","3009","72","919","7.834602829","72","100"
"1104","25500","4002","81","919","8.813928182","81","100"
"1104","25500","4003","56","919","6.093579978","56","100"
"1104","25500","4004","72","919","7.834602829","72","100"
"1104","25500","4005","53","919","5.767138193","95","55.789473684"
"1106","31301","1004","94","761","12.352168199","94","100"
"1106","31301","1005","96","761","12.614980289","96","100"
"1106","31301","1006","43","761","5.650459921","43","100"
"1106","31301","2004","89","761","11.695137976","89","100"
"1106","31301","2005","79","761","10.381077529","79","100"
"1106","31301","2006","42","761","5.519053876","42","100"
"1106","31301","2009","67","761","8.804204993","67","100"
"1106","31301","2010","65","761","8.541392904","65","100"
"1106","31301","2011","102","761","13.403416557","102","100"
"1106","31301","2012","84","761","11.038107752","84","100"
"1107","31301","1000","96","726","13.223140495","96","100"
"1107","31301","1001","82","726","11.29476584","82","100"
"1107","31301","1002","77","726","10.606060606","77","100"
"1107","31301","1003","76","726","10.468319559","76","100"
"1107","31301","2000","96","726","13.223140495","96","100"
"1107","31301","2001","100","726","13.774104683","100","100"
"1107","31301","2002","96","726","13.223140495","96","100"
"1107","31301","2003","103","726","14.187327823","103","100"
