"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"1101","25500","5008","173","546","31.684981684","173","100"
"1101","25500","6013","14","546","2.564102564","14","100"
"1101","25500","6014","12","546","2.197802197","12","100"
"1101","25500","6023","171","546","31.318681318","171","100"
"1101","25500","6024","64","546","11.721611721","64","100"
"1101","25500","6029","112","546","20.512820512","112","100"
"1102","25500","4007","65","959","6.777893639","65","100"
"1102","25500","4008","4","959","0.417101147","4","100"
"1102","25500","5000","66","959","6.882168925","66","100"
"1102","25500","5001","68","959","7.090719499","68","100"
"1102","25500","5002","18","959","1.876955161","18","100"
"1102","25500","5003","15","959","1.564129301","15","100"
"1102","25500","5004","54","959","5.630865484","54","100"
"1102","25500","5005","27","959","2.815432742","27","100"
"1102","25500","5006","81","959","8.446298227","81","100"
"1102","25500","5007","95","959","9.906152241","95","100"
"1102","25500","5009","87","959","9.071949947","87","100"
"1102","25500","5010","66","959","6.882168925","66","100"
"1102","25500","6022","97","959","10.114702815","97","100"
"1102","25500","6027","38","959","3.962460896","38","100"
"1102","25500","6028","23","959","2.398331595","23","100"
"1102","25500","6030","86","959","8.967674661","86","100"
"1102","25500","6031","69","959","7.194994786","69","100"
"1103","25500","3000","43","913","4.709748083","43","100"
"1103","25500","3002","31","913","3.39539978","31","100"
"1103","25500","3003","98","913","10.733844468","98","100"
"1103","25500","4000","105","913","11.500547645","105","100"
"1103","25500","6009","68","913","7.447973713","68","100"
"1103","25500","6010","101","913","11.062431544","101","100"
"1103","25500","6017","54","913","5.91456736","54","100"
"1103","25500","6018","182","913","19.934282584","182","100"
"1103","25500","6019","31","913","3.39539978","31","100"
"1103","25500","6020","32","913","3.504928806","32","100"
"1103","25500","6021","28","913","3.066812705","28","100"
"1103","25500","6032","140","913","15.334063526","140","100"
"1104","25500","1025","31","945","3.28042328","42","73.809523809"
"1104","25500","2027","111","945","11.746031746","111","100"
"1104","25500","2028","95","945","10.052910052","95","100"
"1104","25500","2029","37","945","3.915343915","37","100"
"1104","25500","2030","56","945","5.925925925","56","100"
"1104","25500","3005","88","945","9.312169312","88","100"
"1104","25500","3006","83","945","8.783068783","83","100"
"1104","25500","3008","94","945","9.947089947","94","100"
"1104","25500","3009","82","945","8.677248677","82","100"
"1104","25500","4002","89","945","9.417989417","89","100"
"1104","25500","4003","52","945","5.502645502","52","100"
"1104","25500","4004","68","945","7.195767195","68","100"
"1104","25500","4005","59","945","6.243386243","102","57.843137254"
"1106","31301","1004","92","738","12.466124661","92","100"
"1106","31301","1005","93","738","12.601626016","93","100"
"1106","31301","1006","37","738","5.013550135","37","100"
"1106","31301","2004","72","738","9.75609756","72","100"
"1106","31301","2005","79","738","10.704607046","79","100"
"1106","31301","2006","45","738","6.097560975","45","100"
"1106","31301","2009","68","738","9.21409214","68","100"
"1106","31301","2010","59","738","7.994579945","59","100"
"1106","31301","2011","97","738","13.143631436","97","100"
"1106","31301","2012","96","738","13.008130081","96","100"
"1107","31301","1000","89","720","12.361111111","89","100"
"1107","31301","1001","85","720","11.805555555","85","100"
"1107","31301","1002","79","720","10.972222222","79","100"
"1107","31301","1003","73","720","10.138888888","73","100"
"1107","31301","2000","91","720","12.638888888","91","100"
"1107","31301","2001","92","720","12.777777777","92","100"
"1107","31301","2002","105","720","14.583333333","105","100"
"1107","31301","2003","106","720","14.722222222","106","100"
"1108","31201","4002","80","879","9.101251422","80","100"
"1108","31301","3000","19","879","2.161547212","19","100"
"1108","31301","3001","68","879","7.736063708","68","100"
"1108","31301","3002","89","879","10.125142207","89","100"
"1108","31301","3003","89","879","10.125142207","89","100"
"1108","31301","3004","112","879","12.74175199","112","100"
"1108","31301","3005","95","879","10.807736063","95","100"
"1108","31301","3006","106","879","12.059158134","106","100"
"1108","31301","3007","93","879","10.580204778","93","100"
"1108","31301","3008","101","879","11.49032992","101","100"
"1108","31301","3009","27","879","3.071672354","27","100"
"1109","31201","1011","98","755","12.98013245","98","100"
"1109","31201","4000","134","755","17.74834437","134","100"
"1109","31201","4001","124","755","16.423841059","124","100"
"1109","31201","4003","88","755","11.655629139","88","100"
"1109","31201","4004","107","755","14.17218543","107","100"
"1109","31201","4005","104","755","13.774834437","104","100"
"1109","31202","1005","100","755","13.245033112","100","100"
"1111","31201","1006","93","940","9.893617021","93","100"
"1111","31201","1007","122","940","12.978723404","122","100"
"1111","31201","1008","96","940","10.212765957","96","100"
"1111","31201","1009","105","940","11.170212765","105","100"
"1111","31201","1010","96","940","10.212765957","96","100"
"1111","31202","1001","107","940","11.382978723","107","100"
"1111","31202","1002","109","940","11.59574468","109","100"
"1111","31202","1003","93","940","9.893617021","93","100"
"1111","31202","1004","119","940","12.659574468","119","100"
"1112","31201","1002","7","699","1.001430615","7","100"
"1112","31201","1003","181","699","25.894134477","181","100"
"1112","31201","1005","130","699","18.597997138","130","100"
"1112","31201","1013","63","699","9.012875536","63","100"
"1112","31202","2004","77","699","11.015736766","77","100"
"1112","31202","2005","73","699","10.443490701","73","100"
"1112","31202","2007","7","699","1.001430615","7","100"
"1112","31202","2011","55","699","7.868383404","55","100"
"1112","31202","2012","57","699","8.154506437","57","100"
"1112","31202","2013","49","699","7.010014306","49","100"
"1113","26100","2000","88","697","12.62553802","88","100"
"1113","26100","2002","52","697","7.460545193","52","100"
"1113","26100","2020","33","697","4.734576757","33","100"
"1113","26100","2021","57","697","8.177905308","57","100"
"1113","26100","4002","36","697","5.164992826","36","100"
"1113","26100","4009","80","697","11.477761836","80","100"
"1113","26100","4020","148","697","21.233859397","148","100"
"1113","26100","4023","99","697","14.203730272","99","100"
"1113","26100","4024","104","697","14.921090387","104","100"
"1114","25500","4005","43","910","4.725274725","102","42.156862745"
"1114","26100","1000","4","910","0.439560439","4","100"
"1114","26100","1004","79","910","8.681318681","79","100"
"1114","26100","1006","59","910","6.483516483","59","100"
"1114","26100","1007","109","910","11.978021978","109","100"
"1114","26100","1008","180","910","19.78021978","180","100"
"1114","26100","1010","93","910","10.219780219","93","100"
"1114","26100","1011","151","910","16.593406593","151","100"
"1114","26100","1012","28","910","3.076923076","28","100"
"1114","26100","4000","77","910","8.461538461","77","100"
"1114","26100","4005","55","910","6.043956043","55","100"
"1114","26100","4007","32","910","3.516483516","32","100"
"1115","31302","2000","127","838","15.155131264","127","100"
"1115","31302","2001","100","838","11.933174224","100","100"
"1115","31302","2002","93","838","11.097852028","93","100"
"1115","31302","2003","106","838","12.649164677","106","100"
"1115","31302","2004","42","838","5.011933174","42","100"
"1115","31302","2006","59","838","7.040572792","59","100"
"1115","31302","2007","35","838","4.176610978","35","100"
"1115","31302","2010","36","838","4.29594272","36","100"
"1115","31302","2011","18","838","2.14797136","18","100"
"1115","31302","2012","66","838","7.875894988","66","100"
"1115","31302","2013","95","838","11.336515513","95","100"
"1115","31302","3004","61","838","7.279236276","61","100"
"1116","31302","1001","91","842","10.80760095","91","100"
"1116","31302","1002","78","842","9.263657957","78","100"
"1116","31302","1003","115","842","13.657957244","115","100"
"1116","31302","1004","75","842","8.90736342","75","100"
"1116","31302","1005","115","842","13.657957244","115","100"
"1116","31302","1006","98","842","11.638954869","98","100"
"1116","31302","3001","94","842","11.163895486","94","100"
"1116","31302","3002","100","842","11.87648456","100","100"
"1116","31302","3003","76","842","9.026128266","76","100"
"1117","31302","1000","95","829","11.459589867","95","100"
"1117","31302","1007","107","829","12.907117008","107","100"
"1117","31400","4001","159","829","19.17973462","159","100"
"1117","31400","5001","146","829","17.611580217","146","100"
"1117","31400","5003","51","829","6.151990349","51","100"
"1117","31400","5004","127","829","15.319662243","127","100"
"1117","31400","5005","144","829","17.370325693","144","100"
"1118","31400","1000","66","971","6.797116374","66","100"
"1118","31400","1001","93","971","9.577754891","93","100"
"1118","31400","1002","32","971","3.295571575","32","100"
"1118","31400","1003","60","971","6.179196704","60","100"
"1118","31400","1004","90","971","9.268795056","90","100"
"1118","31400","1005","100","971","10.298661174","100","100"
"1118","31400","2003","178","971","18.331616889","178","100"
"1118","31400","2004","68","971","7.003089598","68","100"
"1118","31400","5000","113","971","11.637487126","113","100"
"1118","31400","5002","171","971","17.610710607","171","100"
"1119","31202","1000","185","742","24.932614555","185","100"
"1119","31202","2009","17","742","2.291105121","17","100"
"1119","31202","2010","31","742","4.177897574","31","100"
"1119","31202","2014","59","742","7.951482479","59","100"
"1119","31202","2015","33","742","4.447439353","33","100"
"1119","31202","2016","73","742","9.838274932","73","100"
"1119","31202","2017","91","742","12.264150943","91","100"
"1119","31202","2018","110","742","14.824797843","110","100"
"1119","31202","2019","102","742","13.746630727","102","100"
"1119","31400","2000","41","742","5.525606469","41","100"
"1121","26100","2010","62","650","9.538461538","62","100"
"1121","26100","2011","52","650","8","52","100"
"1121","26100","3007","3","650","0.461538461","59","5.084745762"
"1121","26100","3008","5","650","0.769230769","5","100"
"1121","26100","3009","4","650","0.615384615","4","100"
"1121","26100","3010","53","650","8.153846153","53","100"
"1121","26100","3011","24","650","3.692307692","24","100"
"1121","26100","3012","30","650","4.615384615","30","100"
"1121","26100","3013","21","650","3.23076923","21","100"
"1121","26100","3014","71","650","10.923076923","71","100"
"1121","26200","1001","134","650","20.615384615","136","98.529411764"
"1121","26200","1002","96","650","14.769230769","96","100"
"1121","26200","1003","36","650","5.538461538","36","100"
"1121","26200","1004","59","650","9.076923076","59","100"
"1122","26100","2005","40","606","6.600660066","40","100"
"1122","26100","2007","77","606","12.706270627","77","100"
"1122","26100","2008","136","606","22.442244224","136","100"
"1122","26100","3001","57","606","9.405940594","57","100"
"1122","26100","3003","72","606","11.881188118","72","100"
"1122","26100","3005","74","606","12.211221122","74","100"
"1122","26100","3006","53","606","8.745874587","53","100"
