tabulation,run
per_rcv_group_stats,FALSE
per_rcv_type_stats,FALSE
condorcet,FALSE
crossover_support,FALSE
cumulative_rankings,FALSE
first_choice_to_finalist,FALSE
first_second_choices,FALSE
rank_usage,FALSE
candidate_details,FALSE
round_by_round,TRUE
