# Final piles of ballots, sorted by candidate.
# Created Wednesday, November 5, 2003 5:51 PM


# This file can be used for auditing, or for filling mid-term vacancies
# in Cambridge.  To fill a vacancy, edit the line below that says,
# "# CAMBRIDGE-VACANCY-RECOUNT candidate-code".  Remove the '#', so
# that ChoicePlusr will process the line, and replace "candidate-code"
# with the candidate code for whom the ballots are to be recounted.
# Be sure to rename the file when saving it!  E.g. to "<Your Election
# Title> Recount Input.txt".



# The following lines are the configuration lines necessary for a Cambridge
# style recount.
.COMPLY-WITH CAMBRIDGE
.ELECT 1


# The Candidates:
.CANDIDATE C01, "Yes"
.CANDIDATE C02, "No"

# The following lines exclude those candidates who
# were elected or excluded in the original election
# from participating in a future runoff.
.EXCLUDE-CANDIDATE C02

# ******* The following line must be edited for a Cambridge recount! *******
#.CAMBRIDGE-VACANCY-RECOUNT candidate-code

# Suppose that Joe Smith resigned mid-term, and Karen Jones was elected
# to fill that seat.  But then Karen Jones also resigned!  You can rerun
000102-00-0574, 1) C02
000102-00-0581, 1) C02
000102-00-0587, 1) C02
000102-00-0589, 1) C02
000102-00-0593, 1) C02
000102-00-0596, 1) C02
000102-00-0598, 1) C02
000102-00-0602, 1) C02
000102-00-0603, 1) C02
000102-00-0606, 1) C02
000102-00-0610, 1) C02
000102-00-0615, 1) C02
000102-00-0619, 1) C02
000102-00-0623, 1) C02
000102-00-0626, 1) C02
000102-00-0628, 1) C02
000102-00-0631, 1) C02
000102-00-0635, 1) C02
000102-00-0637, 1) C02
000102-00-0641, 1) C02
000102-00-0644, 1) C02
000102-00-0646, 1) C02
000102-00-0655, 1) C02
000102-00-0658, 1) C02
000102-00-0660, 1) C02
000102-00-0673, 1) C02
000102-00-0678, 1) C02
000102-00-0680, 1) C02
000102-00-0682, 1) C02
000102-00-0684, 1) C02
000102-00-0686, 1) C02
000102-00-0689, 1) C02
000102-00-0693, 1) C02
000102-00-0698, 1) C02
000102-00-0705, 1) C02
000102-00-0707, 1) C02
000102-00-0709, 1) C02
000102-00-0716, 1) C02
000102-00-0718, 1) C02
000102-00-0720, 1) C02
000102-00-0727, 1) C02
000102-00-0730, 1) C02
000102-00-0734, 1) C02
000102-00-0739, 1) C02
000102-00-0741, 1) C02
000102-00-0745, 1) C02
000102-00-0758, 1) C02
000102-00-0761, 1) C02
000102-00-0768, 1) C02
000102-00-0770, 1) C02
000102-00-0774, 1) C02
000102-00-0782, 1) C02
000102-00-0790, 1) C02
000102-00-0792, 1) C02
000102-00-0800, 1) C02
000102-00-0808, 1) C02
000102-00-0821, 1) C02
000102-00-0850, 1) C02
000102-00-0855, 1) C02
000102-00-0857, 1) C02
000102-00-0859, 1) C02
000102-00-0861, 1) C02
000102-00-0863, 1) C02
000102-00-0867, 1) C02
000102-00-0870, 1) C02
000102-00-0872, 1) C02
000102-00-0875, 1) C02
000102-00-0883, 1) C02
000102-00-0887, 1) C02
000102-00-0890, 1) C02
000102-00-0891, 1) C02
000102-00-0894, 1) C02
000102-00-0897, 1) C02
000102-00-0899, 1) C02
000102-00-0901, 1) C02
000102-00-0906, 1) C02
000102-00-0911, 1) C02
000102-00-0912, 1) C02
000102-00-0914, 1) C02
000102-00-0916, 1) C02
000102-00-0918, 1) C02
000102-00-0921, 1) C02
000102-00-0927, 1) C02
000102-00-0930, 1) C02
000102-00-0934, 1) C02
000102-00-0936, 1) C02
000102-00-0939, 1) C02
000102-00-0943, 1) C02
000102-00-0945, 1) C02
000102-00-0948, 1) C02
000102-00-0951, 1) C02
000102-00-0957, 1) C02
000102-00-0961, 1) C02
000102-00-0963, 1) C02
000102-00-0967, 1) C02
000102-00-0968, 1) C02
000102-00-0975, 1) C02
000102-00-0985, 1) C02
000102-00-0990, 1) C02
000102-00-0994, 1) C02
000102-00-0996, 1) C02
000102-00-1000, 1) C02
000102-00-1002, 1) C02
000102-00-1005, 1) C02
000102-00-1013, 1) C02
000102-00-1023, 1) C02
000102-00-1025, 1) C02
000102-00-1029, 1) C02
000102-00-1049, 1) C02
000102-00-1052, 1) C02
000102-00-1061, 1) C02
000102-00-1065, 1) C02
000102-00-1068, 1) C02
000102-00-1069, 1) C02
000102-00-1074, 1) C02
000102-00-1080, 1) C02
000102-00-1083, 1) C02
000102-00-1087, 1) C02
000102-00-1092, 1) C02
000102-00-1097, 1) C02
000102-00-1101, 1) C02
000102-00-1109, 1) C02
000102-00-1113, 1) C02
000102-00-1114, 1) C02
000102-00-1118, 1) C02
000102-00-1122, 1) C02
000102-00-1124, 1) C02
000102-00-1127, 1) C02
000102-00-1131, 1) C02
000102-00-1133, 1) C02
000102-00-1135, 1) C02
000102-00-1143, 1) C02
000102-00-1146, 1) C02
000102-00-1153, 1) C02
000102-00-1158, 1) C02
000102-00-1172, 1) C02
000102-00-1184, 1) C02
000102-00-1186, 1) C02
000102-00-1188, 1) C02
000102-00-1204, 1) C02
000102-00-1208, 1) C02
000102-00-1211, 1) C02
000102-00-1219, 1) C02
000102-00-1222, 1) C02
000102-00-1224, 1) C02
000102-00-1240, 1) C02
000102-00-1248, 1) C02
000102-00-1252, 1) C02
000102-00-1255, 1) C02
000102-00-1260, 1) C02
000102-00-1264, 1) C02
000102-00-1266, 1) C02
000102-00-1271, 1) C02
000102-00-1277, 1) C02
000102-00-1285, 1) C02
000102-00-1292, 1) C02
000102-00-1294, 1) C02
000102-00-1301, 1) C02
000102-00-1304, 1) C02
000102-00-1317, 1) C02
000102-00-1320, 1) C02
000102-00-1323, 1) C02
000102-00-1326, 1) C02
000102-00-1330, 1) C02
000102-00-1332, 1) C02
000102-00-1337, 1) C02
000102-00-1339, 1) C02
000102-00-1347, 1) C02
000102-00-1350, 1) C02
000102-00-1356, 1) C02
000102-00-1358, 1) C02
000102-00-1379, 1) C02
000102-00-1382, 1) C02
000102-00-1385, 1) C02
000102-00-1389, 1) C02
000102-00-1395, 1) C02
000102-00-1398, 1) C02
000102-00-1399, 1) C02
000102-00-1404, 1) C02
000102-00-1405, 1) C02
000102-00-1410, 1) C02
000102-00-1412, 1) C02
000102-00-1415, 1) C02
000102-00-1417, 1) C02
000102-00-1422, 1) C02
000102-00-1424, 1) C02
000102-00-1428, 1) C02
000102-00-1434, 1) C02
000102-00-1436, 1) C02
000102-00-1439, 1) C02
000102-00-1442, 1) C02
000102-00-1444, 1) C02
000102-00-1453, 1) C02
000102-00-1457, 1) C02
000102-00-1459, 1) C02
000102-00-1462, 1) C02
000102-00-1466, 1) C02
000102-00-1469, 1) C02
000102-00-1472, 1) C02
000102-00-1475, 1) C02
000102-00-1484, 1) C02
000102-00-1491, 1) C02
000102-00-1494, 1) C02
000102-00-1496, 1) C02
000102-00-1498, 1) C02
000102-00-1501, 1) C02
000102-00-1506, 1) C02
000102-00-1509, 1) C02
000102-00-1518, 1) C02
000102-00-1520, 1) C02
000102-00-1524, 1) C02
000102-00-1549, 1) C02
000102-00-1551, 1) C02
000102-00-1554, 1) C02
000102-00-1560, 1) C02
000102-00-1565, 1) C02
000102-00-1570, 1) C02
000102-00-1573, 1) C02
000102-00-1576, 1) C02
000102-00-1579, 1) C02
000102-00-1581, 1) C02
000102-00-1583, 1) C02
000102-00-1586, 1) C02
000102-00-1592, 1) C02
000102-00-1600, 1) C02
000102-00-1601, 1) C02
000102-00-1612, 1) C02
000102-00-1615, 1) C02
000102-00-1616, 1) C02
000102-00-1619, 1) C02
000102-00-1627, 1) C02
000102-00-1628, 1) C02
000102-00-1631, 1) C02
000102-00-1636, 1) C02
000102-00-1638, 1) C02
000102-00-1640, 1) C02
000102-00-1644, 1) C02
000102-00-1660, 1) C02
000102-00-1673, 1) C02
000102-00-1676, 1) C02
000102-00-1679, 1) C02
000102-00-1687, 1) C02
000102-00-1690, 1) C02
000102-00-1698, 1) C02
000102-00-1706, 1) C02
000102-00-1710, 1) C02
000102-00-1712, 1) C02
000102-00-1716, 1) C02
000102-00-1719, 1) C02
000102-00-1721, 1) C02
000102-00-1728, 1) C02
000102-00-1731, 1) C02
000102-00-1735, 1) C02
000102-00-1743, 1) C02
000102-00-1749, 1) C02
000102-00-1755, 1) C02
000102-00-1756, 1) C02
000102-00-1760, 1) C02
000102-00-1764, 1) C02
000102-00-1767, 1) C02
000102-00-1770, 1) C02
000102-00-1772, 1) C02
000102-00-1778, 1) C02
000102-00-1781, 1) C02
000102-00-1785, 1) C02
000102-00-1787, 1) C02
000102-00-1789, 1) C02
000102-00-1793, 1) C02
000102-00-1798, 1) C02
000102-00-1820, 1) C02
000102-00-1824, 1) C02
000102-00-1828, 1) C02
000102-00-1838, 1) C02
000102-00-1842, 1) C02
000102-00-1844, 1) C02
000102-00-1847, 1) C02
000102-00-1852, 1) C02
000102-00-1855, 1) C02
000102-00-1862, 1) C02
000102-00-1865, 1) C02
000102-00-1873, 1) C02
000102-00-1876, 1) C02
000102-00-1878, 1) C02
000102-00-1882, 1) C02
000102-00-1887, 1) C02
000102-00-1890, 1) C02
000102-00-1898, 1) C02
000102-00-1903, 1) C02
000102-00-1909, 1) C02
000102-00-1910, 1) C02
000102-00-1929, 1) C02
000102-00-1931, 1) C02
000102-00-1934, 1) C02
000102-00-1936, 1) C02
000102-00-1939, 1) C02
000102-00-1946, 1) C02
000102-00-1950, 1) C02
000102-00-1952, 1) C02
000102-00-1957, 1) C02
000102-00-1965, 1) C02
000102-00-1967, 1) C02
000102-00-1972, 1) C02
000102-00-1977, 1) C02
000102-00-1991, 1) C02
000102-00-1996, 1) C02
000901-00-0001, 1) C02
000901-00-0002, 1) C02
000901-00-0003, 1) C02
000901-00-0004, 1) C02
000901-00-0005, 1) C02
000901-00-0007, 1) C02
000901-00-0009, 1) C02
000901-00-0010, 1) C02
000901-00-0011, 1) C02
000901-00-0014, 1) C02
000901-00-0015, 1) C02
000901-00-0017, 1) C02
000901-00-0018, 1) C02
000901-00-0020, 1) C02
000901-00-0021, 1) C02
000901-00-0022, 1) C02
000901-00-0023, 1) C02
000901-00-0024, 1) C02
000901-00-0025, 1) C02
000901-00-0026, 1) C02
000901-00-0027, 1) C02
000901-00-0028, 1) C02
000901-00-0029, 1) C02
000901-00-0031, 1) C02
000901-00-0032, 1) C02
000901-00-0033, 1) C02
000901-00-0034, 1) C02
000901-00-0035, 1) C02
000901-00-0036, 1) C02
000901-00-0037, 1) C02
000901-00-0039, 1) C02
000901-00-0040, 1) C02
000901-00-0041, 1) C02
000901-00-0042, 1) C02
000901-00-0043, 1) C02
000901-00-0044, 1) C02
000901-00-0046, 1) C02
000901-00-0047, 1) C02
000901-00-0051, 1) C02
000901-00-0052, 1) C02
000901-00-0053, 1) C02
000901-00-0054, 1) C02
000901-00-0055, 1) C02
000901-00-0056, 1) C02
000901-00-0058, 1) C02
000901-00-0059, 1) C02
000901-00-0061, 1) C02
000901-00-0062, 1) C02
000901-00-0063, 1) C02
000901-00-0066, 1) C02
000901-00-0068, 1) C02
000901-00-0069, 1) C02
000901-00-0072, 1) C02
000901-00-0076, 1) C02
000901-00-0077, 1) C02
000901-00-0078, 1) C02
000901-00-0079, 1) C02
000901-00-0080, 1) C02
000901-00-0081, 1) C02
000901-00-0082, 1) C02
000901-00-0083, 1) C02
000901-00-0084, 1) C02
000901-00-0085, 1) C02
000901-00-0086, 1) C02
000901-00-0088, 1) C02
000901-00-0089, 1) C02
000901-00-0090, 1) C02
000901-00-0091, 1) C02
000901-00-0092, 1) C02
000901-00-0093, 1) C02
000901-00-0094, 1) C02
000901-00-0095, 1) C02
000901-00-0096, 1) C02
000901-00-0097, 1) C02
000901-00-0098, 1) C02
000901-00-0099, 1) C02
000901-00-0100, 1) C02
000901-00-0101, 1) C02
000901-00-0102, 1) C02
000901-00-0104, 1) C02
000901-00-0106, 1) C02
000901-00-0107, 1) C02
000901-00-0108, 1) C02
000901-00-0110, 1) C02
000901-00-0111, 1) C02
000901-00-0112, 1) C02
000901-00-0113, 1) C02
000901-00-0114, 1) C02
000901-00-0116, 1) C02
000901-00-0117, 1) C02
000901-00-0118, 1) C02
000901-00-0120, 1) C02
000901-00-0121, 1) C02
000901-00-0122, 1) C02
000901-00-0123, 1) C02
000901-00-0124, 1) C02
000901-00-0125, 1) C02
000901-00-0126, 1) C02
000901-00-0128, 1) C02
000901-00-0129, 1) C02
000901-00-0130, 1) C02
000901-00-0131, 1) C02
000901-00-0132, 1) C02
000901-00-0133, 1) C02
000901-00-0134, 1) C02
000901-00-0135, 1) C02
000901-00-0136, 1) C02
000901-00-0137, 1) C02
000901-00-0140, 1) C02
000901-00-0142, 1) C02
000901-00-0143, 1) C02
000901-00-0145, 1) C02
000901-00-0147, 1) C02
000901-00-0148, 1) C02
000901-00-0150, 1) C02
000901-00-0151, 1) C02
000901-00-0152, 1) C02
000901-00-0155, 1) C02
000901-00-0156, 1) C02
000901-00-0157, 1) C02
000901-00-0158, 1) C02
000901-00-0159, 1) C02
000901-00-0160, 1) C02
000901-00-0161, 1) C02
000901-00-0162, 1) C02
000901-00-0163, 1) C02
000901-00-0166, 1) C02
000901-00-0168, 1) C02
000901-00-0169, 1) C02
000901-00-0170, 1) C02
000901-00-0172, 1) C02
000901-00-0173, 1) C02
000901-00-0174, 1) C02
000901-00-0175, 1) C02
000901-00-0177, 1) C02
000901-00-0180, 1) C02
000901-00-0181, 1) C02
000901-00-0182, 1) C02
000901-00-0183, 1) C02
000901-00-0184, 1) C02
000901-00-0189, 1) C02
000901-00-0190, 1) C02
000901-00-0191, 1) C02
000901-00-0192, 1) C02
000901-00-0193, 1) C02
000901-00-0195, 1) C02
000901-00-0196, 1) C02
000901-00-0197, 1) C02
000901-00-0200, 1) C02
000901-00-0201, 1) C02
000901-00-0202, 1) C02
000901-00-0203, 1) C02
000901-00-0206, 1) C02
000901-00-0207, 1) C02
000901-00-0209, 1) C02
000901-00-0210, 1) C02
000901-00-0215, 1) C02
000901-00-0217, 1) C02
000901-00-0219, 1) C02
000901-00-0220, 1) C02
000901-00-0222, 1) C02
000901-00-0223, 1) C02
000901-00-0224, 1) C02
000901-00-0225, 1) C02
000901-00-0226, 1) C02
000901-00-0228, 1) C02
000901-00-0231, 1) C02
000901-00-0232, 1) C02
000901-00-0233, 1) C02
000901-00-0234, 1) C02
000901-00-0235, 1) C02
000901-00-0236, 1) C02
000901-00-0237, 1) C02
000901-00-0238, 1) C02
000901-00-0239, 1) C02
000901-00-0242, 1) C02
000901-00-0243, 1) C02
000901-00-0244, 1) C02
000901-00-0245, 1) C02
000901-00-0246, 1) C02
000901-00-0247, 1) C02
000901-00-0249, 1) C02
000901-00-0250, 1) C02
000901-00-0251, 1) C02
000901-00-0252, 1) C02
000901-00-0253, 1) C02
000901-00-0254, 1) C02
000901-00-0255, 1) C02
000901-00-0256, 1) C02
000901-00-0257, 1) C02
000901-00-0258, 1) C02
000901-00-0259, 1) C02
000901-00-0263, 1) C02
000901-00-0265, 1) C02
000901-00-0267, 1) C02
000901-00-0268, 1) C02
000901-00-0271, 1) C02
000901-00-0272, 1) C02
000901-00-0273, 1) C02
000901-00-0274, 1) C02
000901-00-0275, 1) C02
000901-00-0276, 1) C02
000901-00-0277, 1) C02
000901-00-0278, 1) C02
000901-00-0279, 1) C02
000901-00-0280, 1) C02
000901-00-0283, 1) C02
000901-00-0284, 1) C02
000901-00-0285, 1) C02
000901-00-0286, 1) C02
000901-00-0287, 1) C02
000901-00-0288, 1) C02
000901-00-0291, 1) C02
000901-00-0292, 1) C02
000901-00-0293, 1) C02
000901-00-0294, 1) C02
000901-00-0296, 1) C02
000901-00-0297, 1) C02
000901-00-0298, 1) C02
000901-00-0302, 1) C02
000901-00-0304, 1) C02
000901-00-0305, 1) C02
000901-00-0306, 1) C02
000901-00-0307, 1) C02
000901-00-0308, 1) C02
000901-00-0311, 1) C02
000901-00-0312, 1) C02
000901-00-0315, 1) C02
000901-00-0316, 1) C02
000901-00-0317, 1) C02
000901-00-0318, 1) C02
000901-00-0319, 1) C02
000901-00-0320, 1) C02
000901-00-0321, 1) C02
000901-00-0322, 1) C02
000901-00-0323, 1) C02
000901-00-0324, 1) C02
000901-00-0325, 1) C02
000901-00-0326, 1) C02
000901-00-0327, 1) C02
000901-00-0328, 1) C02
000901-00-0329, 1) C02
000901-00-0331, 1) C02
000901-00-0332, 1) C02
000901-00-0333, 1) C02
000901-00-0334, 1) C02
000901-00-0335, 1) C02
000901-00-0336, 1) C02
000901-00-0337, 1) C02
000901-00-0338, 1) C02
000901-00-0340, 1) C02
000901-00-0341, 1) C02
000901-00-0342, 1) C02
000901-00-0343, 1) C02
000901-00-0344, 1) C02
000901-00-0345, 1) C02
000901-00-0348, 1) C02
000901-00-0350, 1) C02
000901-00-0352, 1) C02
000901-00-0355, 1) C02
000901-00-0356, 1) C02
000901-00-0357, 1) C02
000901-00-0358, 1) C02
000901-00-0360, 1) C02
000901-00-0361, 1) C02
000901-00-0362, 1) C02
000901-00-0363, 1) C02
000901-00-0364, 1) C02
000901-00-0365, 1) C02
000901-00-0366, 1) C02
000901-00-0367, 1) C02
000901-00-0369, 1) C02
000901-00-0370, 1) C02
000901-00-0371, 1) C02
000901-00-0373, 1) C02
000901-00-0374, 1) C02
000901-00-0375, 1) C02
000901-00-0376, 1) C02
000901-00-0377, 1) C02
000901-00-0379, 1) C02
000901-00-0380, 1) C02
000901-00-0381, 1) C02
000901-00-0383, 1) C02
000901-00-0384, 1) C02
000901-00-0385, 1) C02
000901-00-0386, 1) C02
000901-00-0387, 1) C02
000901-00-0389, 1) C02
000901-00-0390, 1) C02
000901-00-0391, 1) C02
000901-00-0392, 1) C02
000901-00-0393, 1) C02
000901-00-0394, 1) C02
000901-00-0396, 1) C02
000901-00-0398, 1) C02
000901-00-0399, 1) C02
000901-00-0400, 1) C02
000901-00-0401, 1) C02
000901-00-0402, 1) C02
000901-00-0404, 1) C02
000901-00-0405, 1) C02
000901-00-0406, 1) C02
000901-00-0407, 1) C02
000901-00-0408, 1) C02
000901-00-0409, 1) C02
000901-00-0410, 1) C02
000901-00-0411, 1) C02
000901-00-0412, 1) C02
000901-00-0413, 1) C02
000901-00-0414, 1) C02
000901-00-0415, 1) C02
000901-00-0416, 1) C02
000901-00-0417, 1) C02
000901-00-0419, 1) C02
000901-00-0420, 1) C02
000901-00-0421, 1) C02
000901-00-0422, 1) C02
000901-00-0423, 1) C02
000901-00-0424, 1) C02
000901-00-0425, 1) C02
000901-00-0426, 1) C02
000901-00-0427, 1) C02
000901-00-0428, 1) C02
000901-00-0429, 1) C02
000901-00-0435, 1) C02
000901-00-0436, 1) C02
000901-00-0437, 1) C02
000901-00-0438, 1) C02
000901-00-0439, 1) C02
000901-00-0440, 1) C02
000901-00-0442, 1) C02
000901-00-0443, 1) C02
000901-00-0445, 1) C02
000901-00-0446, 1) C02
000901-00-0448, 1) C02
000901-00-0449, 1) C02
000901-00-0451, 1) C02
000901-00-0452, 1) C02
000901-00-0453, 1) C02
000901-00-0455, 1) C02
000901-00-0456, 1) C02
000901-00-0458, 1) C02
000901-00-0459, 1) C02
000901-00-0460, 1) C02
000901-00-0461, 1) C02
000901-00-0463, 1) C02
000901-00-0464, 1) C02
000901-00-0465, 1) C02
000901-00-0466, 1) C02
000901-00-0467, 1) C02
000901-00-0468, 1) C02
000901-00-0470, 1) C02
000901-00-0471, 1) C02
000901-00-0474, 1) C02
000901-00-0475, 1) C02
000901-00-0477, 1) C02
000901-00-0478, 1) C02
000901-00-0479, 1) C02
000901-00-0480, 1) C02
000901-00-0481, 1) C02
000901-00-0482, 1) C02
000901-00-0484, 1) C02
000901-00-0485, 1) C02
000901-00-0487, 1) C02
000901-00-0488, 1) C02
000901-00-0489, 1) C02
000901-00-0490, 1) C02
000901-00-0491, 1) C02
000901-00-0492, 1) C02
000901-00-0493, 1) C02
000901-00-0495, 1) C02
000901-00-0496, 1) C02
000901-00-0497, 1) C02
000901-00-0498, 1) C02
000901-00-0499, 1) C02
000901-00-0500, 1) C02
000901-00-0501, 1) C02
000901-00-0502, 1) C02
000901-00-0503, 1) C02
000901-00-0505, 1) C02
000901-00-0507, 1) C02
000901-00-0508, 1) C02
000901-00-0509, 1) C02
000901-00-0511, 1) C02
000901-00-0512, 1) C02
000901-00-0515, 1) C02
000901-00-0517, 1) C02
000901-00-0519, 1) C02
000901-00-0520, 1) C02
000901-00-0521, 1) C02
000901-00-0523, 1) C02
000901-00-0524, 1) C02
000901-00-0525, 1) C02
000901-00-0526, 1) C02
000901-00-0529, 1) C02
000901-00-0531, 1) C02
000901-00-0532, 1) C02
000901-00-0533, 1) C02
000901-00-0534, 1) C02
000901-00-0535, 1) C02
000901-00-0536, 1) C02
000901-00-0537, 1) C02
000901-00-0538, 1) C02
000901-00-0539, 1) C02
000901-00-0540, 1) C02
000901-00-0541, 1) C02
000901-00-0542, 1) C02
000901-00-0543, 1) C02
000901-00-0545, 1) C02
000901-00-0546, 1) C02
000901-00-0547, 1) C02
000901-00-0548, 1) C02
000901-00-0549, 1) C02
000901-00-0550, 1) C02
000901-00-0551, 1) C02
000901-00-0552, 1) C02
000901-00-0553, 1) C02
000901-00-0554, 1) C02
000901-00-0555, 1) C02
000901-00-0556, 1) C02
000901-00-0557, 1) C02
000901-00-0558, 1) C02
000901-00-0559, 1) C02
000901-00-0560, 1) C02
000901-00-0561, 1) C02
000901-00-0562, 1) C02
000901-00-0563, 1) C02
000901-00-0564, 1) C02
000901-00-0565, 1) C02
000901-00-0566, 1) C02
000901-00-0568, 1) C02
000901-00-0569, 1) C02
000901-00-0570, 1) C02
000901-00-0571, 1) C02
000901-00-0572, 1) C02
000901-00-0574, 1) C02
000901-00-0575, 1) C02
000901-00-0576, 1) C02
000901-00-0578, 1) C02
000901-00-0579, 1) C02
000901-00-0580, 1) C02
000901-00-0583, 1) C02
000901-00-0585, 1) C02
000901-00-0586, 1) C02
000901-00-0588, 1) C02
000901-00-0589, 1) C02
000901-00-0590, 1) C02
000901-00-0591, 1) C02
000901-00-0593, 1) C02
000901-00-0594, 1) C02
000901-00-0595, 1) C02
000901-00-0596, 1) C02
000901-00-0597, 1) C02
000901-00-0600, 1) C02
000901-00-0602, 1) C02
000901-00-0603, 1) C02
000901-00-0605, 1) C02
000901-00-0606, 1) C02
000901-00-0607, 1) C02
000901-00-0608, 1) C02
000901-00-0609, 1) C02
000901-00-0610, 1) C02
000901-00-0611, 1) C02
000901-00-0613, 1) C02
000901-00-0614, 1) C02
000901-00-0616, 1) C02
000901-00-0617, 1) C02
000901-00-0618, 1) C02
000901-00-0619, 1) C02
000901-00-0621, 1) C02
000901-00-0622, 1) C02
000901-00-0623, 1) C02
000901-00-0624, 1) C02
000901-00-0625, 1) C02
000901-00-0626, 1) C02
000901-00-0628, 1) C02
000901-00-0629, 1) C02
000901-00-0630, 1) C02
000901-00-0631, 1) C02
000901-00-0632, 1) C02
000901-00-0634, 1) C02
000901-00-0635, 1) C02
000901-00-0636, 1) C02
000901-00-0637, 1) C02
000901-00-0638, 1) C02
000901-00-0639, 1) C02
000901-00-0640, 1) C02
000901-00-0641, 1) C02
000901-00-0642, 1) C02
000901-00-0643, 1) C02
000901-00-0645, 1) C02
000901-00-0647, 1) C02
000901-00-0648, 1) C02
000901-00-0650, 1) C02
000901-00-0651, 1) C02
000901-00-0653, 1) C02
000901-00-0654, 1) C02
000901-00-0656, 1) C02
000901-00-0659, 1) C02
000901-00-0660, 1) C02
000901-00-0661, 1) C02
000901-00-0662, 1) C02
000901-00-0663, 1) C02
000901-00-0666, 1) C02
000901-00-0667, 1) C02
000901-00-0669, 1) C02
000901-00-0670, 1) C02
000901-00-0671, 1) C02
000901-00-0672, 1) C02
000901-00-0673, 1) C02
000901-00-0674, 1) C02
000901-00-0676, 1) C02
000901-00-0678, 1) C02
000901-00-0679, 1) C02
000901-00-0683, 1) C02
000901-00-0686, 1) C02
000901-00-0687, 1) C02
000901-00-0688, 1) C02
000901-00-0689, 1) C02
000901-00-0690, 1) C02
000901-00-0692, 1) C02
000901-00-0693, 1) C02
000901-00-0694, 1) C02
000901-00-0695, 1) C02
000901-00-0698, 1) C02
000901-00-0699, 1) C02
000901-00-0701, 1) C02
000901-00-0703, 1) C02
000901-00-0704, 1) C02
000901-00-0708, 1) C02
000901-00-0709, 1) C02
000901-00-0711, 1) C02
000901-00-0712, 1) C02
000901-00-0714, 1) C02
000901-00-0716, 1) C02
000901-00-0717, 1) C02
000901-00-0718, 1) C02
000901-00-0719, 1) C02
000901-00-0720, 1) C02
000901-00-0721, 1) C02
000901-00-0722, 1) C02
000901-00-0723, 1) C02
000901-00-0724, 1) C02
000901-00-0726, 1) C02
000901-00-0727, 1) C02
000901-00-0728, 1) C02
000901-00-0730, 1) C02
000901-00-0732, 1) C02
000901-00-0734, 1) C02
000901-00-0735, 1) C02
000901-00-0738, 1) C02
000901-00-0741, 1) C02
000901-00-0743, 1) C02
000901-00-0745, 1) C02
000901-00-0748, 1) C02
000901-00-0759, 1) C02
000901-00-0766, 1) C02
000901-00-0767, 1) C02
000901-00-0771, 1) C02
000901-00-0773, 1) C02
000901-00-0780, 1) C02
000901-00-0782, 1) C02
000901-00-0794, 1) C02
000901-00-0799, 1) C02
000901-00-0802, 1) C02
000901-00-0804, 1) C02
000901-00-0808, 1) C02
000901-00-0814, 1) C02
000901-00-0818, 1) C02
000901-00-0821, 1) C02
000901-00-0823, 1) C02
000901-00-0827, 1) C02
000901-00-0830, 1) C02
000901-00-0831, 1) C02
000901-00-0835, 1) C02
000901-00-0839, 1) C02
000901-00-0846, 1) C02
000901-00-0850, 1) C02
000901-00-0853, 1) C02
000901-00-0857, 1) C02
000901-00-0864, 1) C02
000901-00-0866, 1) C02
000901-00-0869, 1) C02
000901-00-0870, 1) C02
000901-00-0873, 1) C02
000901-00-0878, 1) C02
000901-00-0879, 1) C02
000901-00-0884, 1) C02
000901-00-0887, 1) C02
000901-00-0893, 1) C02
000901-00-0895, 1) C02
000901-00-0897, 1) C02
000901-00-0900, 1) C02
000901-00-0902, 1) C02
000901-00-0906, 1) C02
000901-00-0910, 1) C02
000901-00-0913, 1) C02
000901-00-0915, 1) C02
000901-00-0919, 1) C02
000901-00-0924, 1) C02
000901-00-0927, 1) C02
000901-00-0938, 1) C02
000901-00-0944, 1) C02
000901-00-0956, 1) C02
000901-00-0962, 1) C02
000901-00-0964, 1) C02
000901-00-0966, 1) C02
000901-00-0968, 1) C02
000901-00-0975, 1) C02
000901-00-0979, 1) C02
000901-00-0986, 1) C02
000901-00-0990, 1) C02
000901-00-0993, 1) C02
000901-00-0995, 1) C02
000901-00-1007, 1) C02
000901-00-1010, 1) C02
000901-00-1015, 1) C02
000901-00-1017, 1) C02
000901-00-1019, 1) C02
000901-00-1021, 1) C02
000901-00-1027, 1) C02
000901-00-1032, 1) C02
000901-00-1033, 1) C02
000901-00-1036, 1) C02
000901-00-1038, 1) C02
000901-00-1053, 1) C02
000901-00-1065, 1) C02
000901-00-1067, 1) C02
000901-00-1073, 1) C02
000901-00-1074, 1) C02
000901-00-1081, 1) C02
000901-00-1085, 1) C02
000901-00-1086, 1) C02
000901-00-1090, 1) C02
000901-00-1092, 1) C02
000901-00-1095, 1) C02
000901-00-1098, 1) C02
000901-00-1104, 1) C02
000901-00-1105, 1) C02
000901-00-1109, 1) C02
000901-00-1122, 1) C02
000901-00-1126, 1) C02
000901-00-1127, 1) C02
000901-00-1130, 1) C02
000901-00-1134, 1) C02
000901-00-1136, 1) C02
000901-00-1138, 1) C02
000901-00-1140, 1) C02
000901-00-1145, 1) C02
000901-00-1155, 1) C02
000901-00-1162, 1) C02
000901-00-1165, 1) C02
000901-00-1170, 1) C02
000901-00-1172, 1) C02
000901-00-1173, 1) C02
000901-00-1175, 1) C02
000901-00-1179, 1) C02
000901-00-1180, 1) C02
000901-00-1182, 1) C02
