# Final piles of ballots, sorted by candidate.
# Created Wednesday, November 5, 2003 5:51 PM


# This file can be used for auditing, or for filling mid-term vacancies
# in Cambridge.  To fill a vacancy, edit the line below that says,
# "# CAMBRIDGE-VACANCY-RECOUNT candidate-code".  Remove the '#', so
# that ChoicePlusr will process the line, and replace "candidate-code"
# with the candidate code for whom the ballots are to be recounted.
# Be sure to rename the file when saving it!  E.g. to "<Your Election
# Title> Recount Input.txt".



# The following lines are the configuration lines necessary for a Cambridge
# style recount.
.COMPLY-WITH CAMBRIDGE
.ELECT 1


# The Candidates:
.CANDIDATE C01, "Yes"
.CANDIDATE C02, "No"

# The following lines exclude those candidates who
# were elected or excluded in the original election
# from participating in a future runoff.
.EXCLUDE-CANDIDATE C02

# ******* The following line must be edited for a Cambridge recount! *******
#.CAMBRIDGE-VACANCY-RECOUNT candidate-code

# Suppose that Joe Smith resigned mid-term, and Karen Jones was elected
# to fill that seat.  But then Karen Jones also resigned!  You can rerun
000603-00-0794, 1) C01
000603-00-0830, 1) C01
000603-00-0851, 1) C01
000603-00-0859, 1) C01
000603-00-0871, 1) C01
000603-00-0877, 1) C01
000603-00-0890, 1) C01
000603-00-0897, 1) C01
000603-00-0902, 1) C01
000603-00-0903, 1) C01
000603-00-0918, 1) C01
000603-00-0927, 1) C01
000603-00-0942, 1) C01
000603-00-0959, 1) C01
000603-00-0960, 1) C01
000603-00-0977, 1) C01
000603-00-0987, 1) C01
000603-00-0998, 1) C01
000603-00-0999, 1) C01
000603-00-1010, 1) C01
000603-00-1016, 1) C01
000603-00-1021, 1) C01
000603-00-1023, 1) C01
000603-00-1027, 1) C01
000603-00-1034, 1) C01
000603-00-1036, 1) C01
000603-00-1045, 1) C01
000603-00-1058, 1) C01
000603-00-1071, 1) C01
000603-00-1079, 1) C01
000603-00-1088, 1) C01
000603-00-1090, 1) C01
000603-00-1100, 1) C01
000603-00-1114, 1) C01
000603-00-1129, 1) C01
000603-00-1137, 1) C01
000603-00-1139, 1) C01
000603-00-1153, 1) C01
000603-00-1154, 1) C01
000603-00-1185, 1) C01
000603-00-1189, 1) C01
000603-00-1199, 1) C01
000603-00-1205, 1) C01
000603-00-1210, 1) C01
000603-00-1213, 1) C01
000603-00-1217, 1) C01
000603-00-1228, 1) C01
000603-00-1240, 1) C01
000603-00-1250, 1) C01
000603-00-1258, 1) C01
000603-00-1272, 1) C01
000603-00-1275, 1) C01
000603-00-1286, 1) C01
000603-00-1300, 1) C01
000603-00-1318, 1) C01
000603-00-1334, 1) C01
000603-00-1364, 1) C01
000603-00-1375, 1) C01
000603-00-1390, 1) C01
000603-00-1397, 1) C01
000603-00-1402, 1) C01
000603-00-1406, 1) C01
000603-00-1410, 1) C01
000603-00-1412, 1) C01
000603-00-1425, 1) C01
000603-00-1442, 1) C01
000603-00-1450, 1) C01
000603-00-1477, 1) C01
000603-00-1485, 1) C01
000603-00-1492, 1) C01
000603-00-1495, 1) C01
000603-00-1500, 1) C01
000603-00-1511, 1) C01
000603-00-1515, 1) C01
000603-00-1521, 1) C01
000603-00-1524, 1) C01
000603-00-1539, 1) C01
000603-00-1549, 1) C01
000603-00-1556, 1) C01
000603-00-1582, 1) C01
000603-00-1596, 1) C01
000603-00-1599, 1) C01
000603-00-1603, 1) C01
000603-00-1606, 1) C01
000603-00-1617, 1) C01
000603-00-1641, 1) C01
000603-00-1681, 1) C01
000603-00-1684, 1) C01
000603-00-1687, 1) C01
000603-00-1692, 1) C01
000603-00-1695, 1) C01
000603-00-1707, 1) C01
000603-00-1711, 1) C01
000603-00-1715, 1) C01
000603-00-1721, 1) C01
000603-00-1730, 1) C01
000603-00-1733, 1) C01
000603-00-1767, 1) C01
000603-00-1775, 1) C01
000603-00-1778, 1) C01
000603-00-1788, 1) C01
000603-00-1791, 1) C01
000603-00-1799, 1) C01
000603-00-1801, 1) C01
000603-00-1807, 1) C01
000603-00-1815, 1) C01
000603-00-1818, 1) C01
000603-00-1825, 1) C01
000603-00-1835, 1) C01
000603-00-1843, 1) C01
000603-00-1844, 1) C01
000603-00-1851, 1) C01
000603-00-1867, 1) C01
000603-00-1871, 1) C01
000603-00-1885, 1) C01
000603-00-1898, 1) C01
000603-00-1907, 1) C01
000603-00-1912, 1) C01
000603-00-1938, 1) C01
000603-00-1958, 1) C01
000603-00-1960, 1) C01
000603-00-1966, 1) C01
000603-00-1983, 1) C01
000603-00-1984, 1) C01
000603-00-1990, 1) C01
000603-00-1993, 1) C01
000603-00-1998, 1) C01
000603-00-2002, 1) C01
000603-00-2006, 1) C01
000603-00-2036, 1) C01
000603-00-2040, 1) C01
000603-00-2043, 1) C01
000603-00-2047, 1) C01
000603-00-2057, 1) C01
000603-00-2062, 1) C01
000603-00-2070, 1) C01
000603-00-2081, 1) C01
000603-00-2088, 1) C01
000603-00-2091, 1) C01
000603-00-2094, 1) C01
000603-00-2097, 1) C01
000603-00-2104, 1) C01
000603-00-2113, 1) C01
000603-00-2120, 1) C01
000603-00-2124, 1) C01
000603-00-2136, 1) C01
000603-00-2140, 1) C01
000603-00-2141, 1) C01
000603-00-2145, 1) C01
000603-00-2147, 1) C01
000603-00-2157, 1) C01
000603-00-2167, 1) C01
000603-00-2172, 1) C01
000603-00-2197, 1) C01
000603-00-2201, 1) C01
000603-00-2206, 1) C01
000603-00-2209, 1) C01
000603-00-2211, 1) C01
000603-00-2228, 1) C01
000603-00-2236, 1) C01
000603-00-2249, 1) C01
000603-00-2253, 1) C01
000603-00-2255, 1) C01
000603-00-2258, 1) C01
000603-00-2276, 1) C01
000603-00-2282, 1) C01
000603-00-2285, 1) C01
000603-00-2290, 1) C01
000603-00-2297, 1) C01
000603-00-2316, 1) C01
000101-00-0008, 1) C01
000101-00-0029, 1) C01
000101-00-0040, 1) C01
000101-00-0043, 1) C01
000101-00-0078, 1) C01
000101-00-0090, 1) C01
000101-00-0099, 1) C01
000101-00-0106, 1) C01
000101-00-0117, 1) C01
000101-00-0127, 1) C01
000101-00-0146, 1) C01
000101-00-0155, 1) C01
000101-00-0166, 1) C01
000101-00-0172, 1) C01
000101-00-0179, 1) C01
000101-00-0189, 1) C01
000101-00-0200, 1) C01
000101-00-0217, 1) C01
000101-00-0226, 1) C01
000101-00-0228, 1) C01
000101-00-0251, 1) C01
000101-00-0269, 1) C01
000101-00-0297, 1) C01
000101-00-0300, 1) C01
000101-00-0316, 1) C01
000101-00-0317, 1) C01
000101-00-0322, 1) C01
000101-00-0323, 1) C01
000101-00-0325, 1) C01
000101-00-0338, 1) C01
000101-00-0344, 1) C01
000101-00-0351, 1) C01
000101-00-0365, 1) C01
000101-00-0377, 1) C01
000101-00-0411, 1) C01
000101-00-0413, 1) C01
000101-00-0417, 1) C01
000101-00-0432, 1) C01
000101-00-0435, 1) C01
000101-00-0446, 1) C01
000101-00-0450, 1) C01
000101-00-0479, 1) C01
000101-00-0502, 1) C01
000101-00-0506, 1) C01
000101-00-0510, 1) C01
000101-00-0527, 1) C01
000101-00-0531, 1) C01
000101-00-0533, 1) C01
000101-00-0548, 1) C01
000101-00-0551, 1) C01
000101-00-0563, 1) C01
000101-00-0574, 1) C01
000101-00-0586, 1) C01
000101-00-0590, 1) C01
000101-00-0624, 1) C01
000101-00-0649, 1) C01
000101-00-0652, 1) C01
000101-00-0658, 1) C01
000101-00-0660, 1) C01
000101-00-0664, 1) C01
000101-00-0685, 1) C01
000101-00-0696, 1) C01
000101-00-0698, 1) C01
000101-00-0700, 1) C01
000101-00-0709, 1) C01
000101-00-0712, 1) C01
000101-00-0739, 1) C01
000101-00-0747, 1) C01
000101-00-0758, 1) C01
000101-00-0777, 1) C01
000101-00-0784, 1) C01
000101-00-0785, 1) C01
000101-00-0790, 1) C01
000101-00-0830, 1) C01
000101-00-0834, 1) C01
000101-00-0837, 1) C01
000101-00-0843, 1) C01
000101-00-0847, 1) C01
000101-00-0861, 1) C01
000101-00-0878, 1) C01
000101-00-0885, 1) C01
000101-00-0901, 1) C01
000101-00-0918, 1) C01
000101-00-0920, 1) C01
000101-00-0930, 1) C01
000101-00-0941, 1) C01
000101-00-0949, 1) C01
000101-00-0955, 1) C01
000101-00-0966, 1) C01
000101-00-0970, 1) C01
000101-00-0980, 1) C01
000101-00-0981, 1) C01
000101-00-0989, 1) C01
000101-00-1014, 1) C01
000101-00-1021, 1) C01
000101-00-1028, 1) C01
000101-00-1061, 1) C01
000101-00-1063, 1) C01
000101-00-1070, 1) C01
000101-00-1076, 1) C01
000101-00-1085, 1) C01
000101-00-1088, 1) C01
000101-00-1090, 1) C01
000101-00-1093, 1) C01
000101-00-1097, 1) C01
000101-00-1102, 1) C01
000101-00-1136, 1) C01
000101-00-1148, 1) C01
000101-00-1149, 1) C01
000101-00-1164, 1) C01
000101-00-1167, 1) C01
000101-00-1187, 1) C01
000101-00-1191, 1) C01
000101-00-1207, 1) C01
000101-00-1230, 1) C01
000101-00-1235, 1) C01
000101-00-1237, 1) C01
000101-00-1257, 1) C01
000101-00-1302, 1) C01
000101-00-1308, 1) C01
000101-00-1315, 1) C01
000101-00-1318, 1) C01
000101-00-1319, 1) C01
000101-00-1338, 1) C01
000101-00-1347, 1) C01
000101-00-1354, 1) C01
000101-00-1364, 1) C01
000101-00-1368, 1) C01
000101-00-1370, 1) C01
000101-00-1375, 1) C01
000101-00-1379, 1) C01
000101-00-1381, 1) C01
000101-00-1386, 1) C01
000101-00-1423, 1) C01
000101-00-1429, 1) C01
000101-00-1436, 1) C01
000101-00-1452, 1) C01
000101-00-1454, 1) C01
000101-00-1459, 1) C01
000101-00-1471, 1) C01
000101-00-1501, 1) C01
000101-00-1506, 1) C01
000101-00-1512, 1) C01
000101-00-1523, 1) C01
000101-00-1583, 1) C01
000101-00-1592, 1) C01
000101-00-1601, 1) C01
000101-00-1615, 1) C01
000101-00-1619, 1) C01
000101-00-1622, 1) C01
000101-00-1640, 1) C01
000101-00-1643, 1) C01
000101-00-1656, 1) C01
000702-00-0003, 1) C01
000702-00-0004, 1) C01
000702-00-0015, 1) C01
000702-00-0016, 1) C01
000702-00-0032, 1) C01
000702-00-0047, 1) C01
000702-00-0051, 1) C01
000702-00-0060, 1) C01
000702-00-0061, 1) C01
000702-00-0084, 1) C01
000702-00-0087, 1) C01
000702-00-0095, 1) C01
000702-00-0105, 1) C01
000702-00-0122, 1) C01
000702-00-0132, 1) C01
000702-00-0134, 1) C01
000702-00-0136, 1) C01
000702-00-0140, 1) C01
000702-00-0151, 1) C01
000702-00-0156, 1) C01
000702-00-0159, 1) C01
000702-00-0161, 1) C01
000702-00-0163, 1) C01
000702-00-0172, 1) C01
000702-00-0180, 1) C01
000702-00-0184, 1) C01
000702-00-0187, 1) C01
000702-00-0192, 1) C01
000702-00-0195, 1) C01
000702-00-0198, 1) C01
000702-00-0216, 1) C01
000702-00-0220, 1) C01
000702-00-0221, 1) C01
000702-00-0234, 1) C01
000702-00-0242, 1) C01
000702-00-0246, 1) C01
000702-00-0251, 1) C01
000702-00-0258, 1) C01
000702-00-0263, 1) C01
000702-00-0264, 1) C01
000702-00-0272, 1) C01
000702-00-0276, 1) C01
000702-00-0290, 1) C01
000702-00-0294, 1) C01
000702-00-0296, 1) C01
000702-00-0299, 1) C01
000702-00-0324, 1) C01
000702-00-0325, 1) C01
000702-00-0332, 1) C01
000702-00-0338, 1) C01
000702-00-0342, 1) C01
000702-00-0345, 1) C01
000702-00-0348, 1) C01
000702-00-0356, 1) C01
000702-00-0361, 1) C01
000702-00-0369, 1) C01
000702-00-0374, 1) C01
000702-00-0379, 1) C01
000702-00-0385, 1) C01
000702-00-0394, 1) C01
000702-00-0408, 1) C01
000702-00-0409, 1) C01
000702-00-0414, 1) C01
000702-00-0418, 1) C01
000702-00-0435, 1) C01
000702-00-0438, 1) C01
000702-00-0445, 1) C01
000702-00-0448, 1) C01
000702-00-0460, 1) C01
000702-00-0468, 1) C01
000702-00-0474, 1) C01
000702-00-0483, 1) C01
000702-00-0487, 1) C01
000702-00-0502, 1) C01
000702-00-0507, 1) C01
000702-00-0508, 1) C01
000702-00-0512, 1) C01
000702-00-0514, 1) C01
000702-00-0520, 1) C01
000702-00-0524, 1) C01
000702-00-0529, 1) C01
000702-00-0537, 1) C01
000702-00-0543, 1) C01
000702-00-0546, 1) C01
000702-00-0556, 1) C01
000702-00-0559, 1) C01
000702-00-0565, 1) C01
000702-00-0570, 1) C01
000702-00-0579, 1) C01
000702-00-0582, 1) C01
000702-00-0583, 1) C01
000702-00-0586, 1) C01
000702-00-0589, 1) C01
000702-00-0597, 1) C01
000702-00-0605, 1) C01
000702-00-0622, 1) C01
000702-00-0625, 1) C01
000702-00-0628, 1) C01
000702-00-0631, 1) C01
000702-00-0639, 1) C01
000702-00-0641, 1) C01
000702-00-0648, 1) C01
000702-00-0654, 1) C01
000702-00-0658, 1) C01
000702-00-0671, 1) C01
000702-00-0676, 1) C01
000702-00-0678, 1) C01
000702-00-0686, 1) C01
000702-00-0689, 1) C01
000702-00-0692, 1) C01
000702-00-0700, 1) C01
000702-00-0701, 1) C01
000702-00-0706, 1) C01
000702-00-0713, 1) C01
000702-00-0720, 1) C01
000702-00-0724, 1) C01
000702-00-0726, 1) C01
000702-00-0728, 1) C01
000702-00-0732, 1) C01
000702-00-0742, 1) C01
000702-00-0748, 1) C01
000702-00-0750, 1) C01
000702-00-0753, 1) C01
000702-00-0756, 1) C01
000702-00-0770, 1) C01
000702-00-0774, 1) C01
000702-00-0786, 1) C01
000702-00-0796, 1) C01
000702-00-0802, 1) C01
000702-00-0805, 1) C01
000702-00-0810, 1) C01
000702-00-0812, 1) C01
000702-00-0815, 1) C01
000702-00-0818, 1) C01
000702-00-0820, 1) C01
000702-00-0823, 1) C01
000702-00-0829, 1) C01
000902-00-0021, 1) C01
000902-00-0023, 1) C01
000902-00-0051, 1) C01
000902-00-0070, 1) C01
000902-00-0081, 1) C01
000902-00-0095, 1) C01
000902-00-0108, 1) C01
000902-00-0123, 1) C01
000902-00-0158, 1) C01
000902-00-0217, 1) C01
000902-00-0222, 1) C01
000902-00-0223, 1) C01
000902-00-0235, 1) C01
000902-00-0239, 1) C01
000902-00-0240, 1) C01
000902-00-0247, 1) C01
000902-00-0261, 1) C01
000902-00-0265, 1) C01
000902-00-0274, 1) C01
000902-00-0297, 1) C01
000902-00-0326, 1) C01
000902-00-0330, 1) C01
000902-00-0334, 1) C01
000902-00-0337, 1) C01
000902-00-0353, 1) C01
000902-00-0369, 1) C01
000902-00-0377, 1) C01
000902-00-0437, 1) C01
000902-00-0444, 1) C01
000902-00-0462, 1) C01
000902-00-0480, 1) C01
000902-00-0481, 1) C01
000902-00-0485, 1) C01
000902-00-0489, 1) C01
000902-00-0493, 1) C01
000902-00-0494, 1) C01
000902-00-0505, 1) C01
000902-00-0550, 1) C01
000902-00-0568, 1) C01
000902-00-0570, 1) C01
000902-00-0623, 1) C01
000902-00-0629, 1) C01
000902-00-0630, 1) C01
000902-00-0634, 1) C01
000902-00-0637, 1) C01
000902-00-0675, 1) C01
000902-00-0685, 1) C01
000902-00-0687, 1) C01
000902-00-0708, 1) C01
000902-00-0747, 1) C01
000902-00-0754, 1) C01
000902-00-0761, 1) C01
000902-00-0779, 1) C01
000902-00-0786, 1) C01
000902-00-0804, 1) C01
000902-00-0825, 1) C01
000902-00-0829, 1) C01
000902-00-0831, 1) C01
000902-00-0847, 1) C01
000902-00-0851, 1) C01
000902-00-0852, 1) C01
000902-00-0858, 1) C01
000902-00-0861, 1) C01
000902-00-0866, 1) C01
000902-00-0867, 1) C01
000902-00-0868, 1) C01
000902-00-0873, 1) C01
000902-00-0874, 1) C01
000902-00-0875, 1) C01
000902-00-0951, 1) C01
000902-00-0995, 1) C01
000902-00-0998, 1) C01
000902-00-1028, 1) C01
000902-00-1033, 1) C01
000902-00-1041, 1) C01
000902-00-1047, 1) C01
000902-00-1065, 1) C01
000902-00-1066, 1) C01
000902-00-1076, 1) C01
000902-00-1115, 1) C01
000902-00-1117, 1) C01
000902-00-1133, 1) C01
000902-00-1140, 1) C01
000902-00-1142, 1) C01
000902-00-1156, 1) C01
000902-00-1161, 1) C01
000902-00-1167, 1) C01
000902-00-1184, 1) C01
000902-00-1214, 1) C01
000902-00-1238, 1) C01
000902-00-1248, 1) C01
000902-00-1254, 1) C01
000902-00-1256, 1) C01
000902-00-1259, 1) C01
000902-00-1267, 1) C01
000902-00-1275, 1) C01
000902-00-1278, 1) C01
000902-00-1280, 1) C01
000902-00-1305, 1) C01
000902-00-1317, 1) C01
000902-00-1318, 1) C01
000902-00-1325, 1) C01
000902-00-1340, 1) C01
000902-00-1364, 1) C01
000902-00-1367, 1) C01
000902-00-1377, 1) C01
000902-00-1380, 1) C01
000902-00-1393, 1) C01
000902-00-1425, 1) C01
000902-00-1438, 1) C01
000902-00-1455, 1) C01
000902-00-1460, 1) C01
000902-00-1477, 1) C01
000902-00-1480, 1) C01
000902-00-1482, 1) C01
000902-00-1529, 1) C01
000902-00-1532, 1) C01
000902-00-1536, 1) C01
000902-00-1551, 1) C01
000902-00-1554, 1) C01
000902-00-1557, 1) C01
000902-00-1596, 1) C01
000902-00-1630, 1) C01
000902-00-1644, 1) C01
000902-00-1651, 1) C01
000902-00-1691, 1) C01
000902-00-1700, 1) C01
000902-00-1723, 1) C01
000902-00-1729, 1) C01
000902-00-1745, 1) C01
000902-00-1750, 1) C01
000902-00-1756, 1) C01
000902-00-1758, 1) C01
000902-00-1765, 1) C01
000902-00-1770, 1) C01
000902-00-1798, 1) C01
000902-00-1811, 1) C01
000902-00-1848, 1) C01
000902-00-1865, 1) C01
000902-00-1875, 1) C01
000902-00-1879, 1) C01
000902-00-1885, 1) C01
000902-00-1888, 1) C01
000902-00-1912, 1) C01
000902-00-1915, 1) C01
000902-00-1950, 1) C01
000902-00-1956, 1) C01
000902-00-1959, 1) C01
000902-00-1973, 1) C01
000902-00-1977, 1) C01
000902-00-1978, 1) C01
000902-00-1981, 1) C01
000902-00-1989, 1) C01
000902-00-2006, 1) C01
000902-00-2012, 1) C01
000902-00-2030, 1) C01
000902-00-2048, 1) C01
000902-00-2071, 1) C01
000902-00-2075, 1) C01
000902-00-2081, 1) C01
000902-00-2102, 1) C01
000902-00-2105, 1) C01
000902-00-2119, 1) C01
000902-00-2125, 1) C01
000902-00-2166, 1) C01
000902-00-2171, 1) C01
000902-00-2174, 1) C01
000902-00-2179, 1) C01
000902-00-2207, 1) C01
000902-00-2212, 1) C01
000902-00-2219, 1) C01
000902-00-2226, 1) C01
000902-00-2232, 1) C01
000902-00-2236, 1) C01
000902-00-2239, 1) C01
000902-00-2250, 1) C01
000902-00-2254, 1) C01
000902-00-2258, 1) C01
000902-00-2271, 1) C01
000902-00-2273, 1) C01
000902-00-2277, 1) C01
000902-00-2298, 1) C01
000902-00-2303, 1) C01
000902-00-2319, 1) C01
000902-00-2321, 1) C01
000902-00-2323, 1) C01
000902-00-2328, 1) C01
000902-00-2333, 1) C01
000902-00-2335, 1) C01
000902-00-2341, 1) C01
000902-00-2347, 1) C01
000902-00-2349, 1) C01
000902-00-2353, 1) C01
000902-00-2395, 1) C01
000902-00-2404, 1) C01
000902-00-2410, 1) C01
000902-00-2418, 1) C01
000902-00-2426, 1) C01
000902-00-2428, 1) C01
000902-00-2439, 1) C01
000902-00-2451, 1) C01
000902-00-2455, 1) C01
000902-00-2460, 1) C01
000902-00-2470, 1) C01
000902-00-2481, 1) C01
000902-00-2521, 1) C01
000902-00-2528, 1) C01
000902-00-2552, 1) C01
000902-00-2564, 1) C01
000902-00-2567, 1) C01
000902-00-2589, 1) C01
000902-00-2593, 1) C01
000902-00-2604, 1) C01
000902-00-2609, 1) C01
000902-00-2644, 1) C01
000902-00-2647, 1) C01
000902-00-2653, 1) C01
000902-00-2655, 1) C01
000902-00-2660, 1) C01
000902-00-2674, 1) C01
000902-00-2677, 1) C01
000902-00-2688, 1) C01
000902-00-2706, 1) C01
000902-00-2712, 1) C01
000902-00-2715, 1) C01
000902-00-2717, 1) C01
000902-00-2724, 1) C01
000902-00-2726, 1) C01
000902-00-2762, 1) C01
000902-00-2765, 1) C01
000902-00-2775, 1) C01
000902-00-2777, 1) C01
000902-00-2778, 1) C01
000902-00-2784, 1) C01
000902-00-2787, 1) C01
000902-00-2797, 1) C01
000902-00-2808, 1) C01
000902-00-2816, 1) C01
000902-00-2826, 1) C01
000902-00-2831, 1) C01
000902-00-2843, 1) C01
000902-00-2851, 1) C01
000902-00-2853, 1) C01
000902-00-2859, 1) C01
000902-00-2875, 1) C01
000902-00-2897, 1) C01
000902-00-2904, 1) C01
000902-00-2912, 1) C01
000401-00-0001, 1) C01
000401-00-0004, 1) C01
000401-00-0010, 1) C01
000401-00-0014, 1) C01
000401-00-0017, 1) C01
000401-00-0027, 1) C01
000401-00-0042, 1) C01
000401-00-0044, 1) C01
000401-00-0057, 1) C01
000401-00-0069, 1) C01
000401-00-0080, 1) C01
000401-00-0091, 1) C01
000401-00-0095, 1) C01
000401-00-0104, 1) C01
000401-00-0110, 1) C01
000401-00-0124, 1) C01
000401-00-0128, 1) C01
000401-00-0130, 1) C01
000401-00-0136, 1) C01
000401-00-0140, 1) C01
000401-00-0143, 1) C01
000401-00-0165, 1) C01
000401-00-0176, 1) C01
000401-00-0190, 1) C01
000401-00-0192, 1) C01
000401-00-0194, 1) C01
000401-00-0211, 1) C01
000401-00-0227, 1) C01
000401-00-0235, 1) C01
000401-00-0239, 1) C01
000401-00-0247, 1) C01
000401-00-0257, 1) C01
000401-00-0279, 1) C01
000401-00-0285, 1) C01
000401-00-0296, 1) C01
000401-00-0300, 1) C01
000401-00-0301, 1) C01
000401-00-0305, 1) C01
000401-00-0318, 1) C01
000401-00-0319, 1) C01
000401-00-0322, 1) C01
000401-00-0328, 1) C01
000401-00-0331, 1) C01
000401-00-0337, 1) C01
000401-00-0352, 1) C01
000401-00-0370, 1) C01
000401-00-0385, 1) C01
000401-00-0392, 1) C01
000401-00-0396, 1) C01
000401-00-0398, 1) C01
000401-00-0401, 1) C01
000401-00-0412, 1) C01
000401-00-0415, 1) C01
000401-00-0420, 1) C01
000401-00-0423, 1) C01
000401-00-0425, 1) C01
000401-00-0428, 1) C01
000401-00-0435, 1) C01
000401-00-0445, 1) C01
000401-00-0459, 1) C01
000401-00-0460, 1) C01
000401-00-0464, 1) C01
000401-00-0471, 1) C01
000401-00-0474, 1) C01
000401-00-0479, 1) C01
000401-00-0489, 1) C01
000401-00-0491, 1) C01
000401-00-0495, 1) C01
000401-00-0504, 1) C01
000401-00-0511, 1) C01
000401-00-0518, 1) C01
000401-00-0520, 1) C01
000401-00-0528, 1) C01
000401-00-0540, 1) C01
000401-00-0553, 1) C01
000401-00-0570, 1) C01
000401-00-0583, 1) C01
000401-00-0593, 1) C01
000401-00-0601, 1) C01
000401-00-0602, 1) C01
000401-00-0607, 1) C01
000401-00-0613, 1) C01
000401-00-0622, 1) C01
000401-00-0624, 1) C01
000401-00-0631, 1) C01
000401-00-0641, 1) C01
000401-00-0644, 1) C01
000401-00-0654, 1) C01
000401-00-0656, 1) C01
000401-00-0660, 1) C01
000401-00-0667, 1) C01
000401-00-0669, 1) C01
000401-00-0684, 1) C01
000401-00-0696, 1) C01
000401-00-0698, 1) C01
000401-00-0700, 1) C01
000401-00-0704, 1) C01
000401-00-0707, 1) C01
000401-00-0710, 1) C01
000401-00-0714, 1) C01
000401-00-0716, 1) C01
000401-00-0719, 1) C01
000401-00-0731, 1) C01
000401-00-0736, 1) C01
000401-00-0744, 1) C01
000401-00-0751, 1) C01
000401-00-0759, 1) C01
000401-00-0770, 1) C01
000401-00-0773, 1) C01
000401-00-0782, 1) C01
000401-00-0787, 1) C01
000401-00-0792, 1) C01
000401-00-0795, 1) C01
000401-00-0797, 1) C01
000401-00-0807, 1) C01
000401-00-0809, 1) C01
000401-00-0818, 1) C01
000401-00-0822, 1) C01
000401-00-0824, 1) C01
000401-00-0826, 1) C01
000401-00-0837, 1) C01
000401-00-0843, 1) C01
000401-00-0845, 1) C01
000401-00-0856, 1) C01
000401-00-0860, 1) C01
000401-00-0864, 1) C01
000401-00-0894, 1) C01
000401-00-0902, 1) C01
000401-00-0906, 1) C01
000401-00-0910, 1) C01
000401-00-0913, 1) C01
000401-00-0923, 1) C01
000401-00-0927, 1) C01
000401-00-0928, 1) C01
000401-00-0936, 1) C01
000401-00-0937, 1) C01
000401-00-0941, 1) C01
000401-00-0943, 1) C01
000401-00-0948, 1) C01
000401-00-0952, 1) C01
000401-00-0956, 1) C01
000401-00-0961, 1) C01
000401-00-0965, 1) C01
000401-00-0983, 1) C01
000401-00-0987, 1) C01
000401-00-0989, 1) C01
000401-00-1021, 1) C01
000401-00-1029, 1) C01
000401-00-1030, 1) C01
000401-00-1040, 1) C01
000401-00-1043, 1) C01
000401-00-1051, 1) C01
000401-00-1055, 1) C01
000401-00-1073, 1) C01
000401-00-1079, 1) C01
000401-00-1086, 1) C01
000401-00-1094, 1) C01
000401-00-1105, 1) C01
000401-00-1122, 1) C01
000401-00-1155, 1) C01
000401-00-1161, 1) C01
000401-00-1176, 1) C01
000401-00-1181, 1) C01
000401-00-1186, 1) C01
000401-00-1187, 1) C01
000401-00-1192, 1) C01
000401-00-1198, 1) C01
000401-00-1203, 1) C01
000401-00-1206, 1) C01
000401-00-1223, 1) C01
000401-00-1228, 1) C01
000401-00-1232, 1) C01
000401-00-1236, 1) C01
000401-00-1239, 1) C01
000401-00-1244, 1) C01
000401-00-1253, 1) C01
000401-00-1257, 1) C01
000401-00-1261, 1) C01
000401-00-1264, 1) C01
000401-00-1267, 1) C01
000401-00-1269, 1) C01
000401-00-1273, 1) C01
000401-00-1276, 1) C01
000401-00-1286, 1) C01
000401-00-1291, 1) C01
000401-00-1296, 1) C01
000401-00-1299, 1) C01
000401-00-1307, 1) C01
000401-00-1311, 1) C01
000401-00-1329, 1) C01
000401-00-1332, 1) C01
000401-00-1334, 1) C01
000401-00-1340, 1) C01
000401-00-1347, 1) C01
000401-00-1352, 1) C01
000401-00-1368, 1) C01
000401-00-1374, 1) C01
000401-00-1377, 1) C01
000401-00-1384, 1) C01
000401-00-1387, 1) C01
000401-00-1390, 1) C01
000401-00-1394, 1) C01
000401-00-1404, 1) C01
000401-00-1407, 1) C01
000401-00-1415, 1) C01
000401-00-1418, 1) C01
000401-00-1422, 1) C01
000401-00-1423, 1) C01
000401-00-1434, 1) C01
000401-00-1436, 1) C01
000401-00-1443, 1) C01
000401-00-1451, 1) C01
000401-00-1455, 1) C01
000401-00-1457, 1) C01
000401-00-1461, 1) C01
000401-00-1464, 1) C01
000401-00-1466, 1) C01
000401-00-1470, 1) C01
000401-00-1478, 1) C01
000401-00-1479, 1) C01
000401-00-1481, 1) C01
000401-00-1493, 1) C01
000401-00-1504, 1) C01
000401-00-1508, 1) C01
000401-00-1518, 1) C01
000401-00-1519, 1) C01
000401-00-1534, 1) C01
000401-00-1539, 1) C01
000401-00-1541, 1) C01
000401-00-1545, 1) C01
000401-00-1547, 1) C01
000401-00-1550, 1) C01
000401-00-1557, 1) C01
000401-00-1562, 1) C01
000401-00-1568, 1) C01
000401-00-1581, 1) C01
000401-00-1600, 1) C01
000401-00-1602, 1) C01
000401-00-1605, 1) C01
000401-00-1608, 1) C01
000401-00-1611, 1) C01
000401-00-1615, 1) C01
000401-00-1617, 1) C01
000401-00-1620, 1) C01
000401-00-1630, 1) C01
000401-00-1635, 1) C01
000401-00-1637, 1) C01
000401-00-1643, 1) C01
000401-00-1648, 1) C01
000401-00-1649, 1) C01
000401-00-1652, 1) C01
000401-00-1661, 1) C01
000401-00-1666, 1) C01
000401-00-1670, 1) C01
000401-00-1680, 1) C01
000401-00-1684, 1) C01
