Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,4170,2.544124700239808,3.0
"Curry, Glenn Chip",1858,2.484930032292788,3.0
"Pattavina, Charles F.",1030,2.4961165048543688,3.0
"Stanicki, Robyn M.",1282,2.6684867394695786,3.0
