Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,2426,2.56760098928277,3.0
"Abbott, Heather",873,2.5578465063001143,3
"Bell, Arthur L.",971,2.538619979402678,3
"Fromuth, Peter J.",582,2.6305841924398625,3.0
