Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,1079,2.588507877664504,3
Elizabeth Warren,296,2.449324324324324,3.0
Kamala Harris,338,2.6479289940828403,3.0
Karen Bass,26,2.6153846153846154,3.0
Stacey Abrams,110,2.7636363636363637,3.0
Susan Rice,177,2.615819209039548,3
Tammy Duckworth,86,2.5813953488372094,3.0
Val Demings,46,2.5217391304347827,3.0
