,Rank 1,Rank 2,Rank 3,Did Not Rank
"Arford, Poppy",38.13,61.49,79.47,20.53
"Perreault, Corinne Ann",26.00,54.16,74.77,25.23
"Wilson, Katherine E.",27.86,50.89,75.61,24.39
