,Rank 1,Rank 2,Rank 3,Did Not Rank
"Crafts, Lydia V.",920.00,1392.00,1578.00,260.00
"Levesque, David J.",252.00,673.00,1387.00,451.00
"Pieh, Wendy",611.00,1200.00,1580.00,258.00
