,Rank 1,Rank 2,Rank 3,Did Not Rank
"Abbott, Heather",873.00,1537.00,2079.00,468.00
"Bell, Arthur L.",970.00,1708.00,2143.00,404.00
"Fromuth, Peter J.",582.00,1196.00,2004.00,543.00
