,Rank 1,Rank 2,Rank 3,Did Not Rank
"Abbott, Heather",34.28,60.35,81.63,18.37
"Bell, Arthur L.",38.08,67.06,84.14,15.86
"Fromuth, Peter J.",22.85,46.96,78.68,21.32
