contest,place,state,year,date,office,break_on_overvote,break_on_repeated_skipvotes,multi_winner_rounds,master_lookup,candidate_map,parser,idparser,rcv_type,num_winners,path
Poll Maine Senate 2020,Maine,ME,2020,10/28/2020,SenatePoll,TRUE,TRUE,,,,surveyUSA,,rcv_single_winner,1,../polls/oct_maine_poll/cruncher/senate
Poll Maine President D1 2020,Maine,ME,2020,10/28/2020,PresidentD1Poll,TRUE,TRUE,,,,surveyUSA,,rcv_single_winner,1,../polls/oct_maine_poll/cruncher/president_d1
Poll Maine President D2 2020,Maine,ME,2020,10/28/2020,PresidentD2Poll,TRUE,TRUE,,,,surveyUSA,,rcv_single_winner,1,../polls/oct_maine_poll/cruncher/president_d2
Poll Maine President D1 D2 2020,Maine,ME,2020,10/28/2020,PresidentD1D2Poll,TRUE,TRUE,,,,surveyUSA,,rcv_single_winner,1,../polls/oct_maine_poll/cruncher/president_d12
