Ballots with first choice:,Number of Ballots,Elizabeth Warren ranked in top 3,Kamala Harris ranked in top 3,Karen Bass ranked in top 3,Stacey Abrams ranked in top 3,Susan Rice ranked in top 3,Tammy Duckworth ranked in top 3,Val Demings ranked in top 3
Elizabeth Warren,287.99789603799974,287.99789603799974,147.663586204,21.742601071,68.45227433299998,92.02894825,45.231562228,28.381696493
Kamala Harris,342.9053723069997,188.44490046000016,342.9053723069997,30.64204460399999,121.66466680199996,117.42219100199999,71.30349223000002,30.47634188999999
Karen Bass,35.336635429000005,3.442567066,15.46627565,35.336635429000005,12.874937854999999,15.256980924999997,7.453580838000001,2.686344618
Stacey Abrams,95.81876409000003,52.165509761000024,49.10809657300002,11.172800016999998,95.81876409000003,25.109231031999997,15.448486543999996,15.286273284
Susan Rice,179.3371231790001,55.45170788800002,93.48502164599998,23.517800856999997,39.842522026999994,179.3371231790001,35.515831883999994,36.23258146399999
Tammy Duckworth,93.25907032500002,46.451053086,27.867340989,8.4457832,32.203710686,17.985839109000004,93.25907032500002,11.649527394
Val Demings,42.114868639,14.273184358999998,10.771512786999999,9.028528704000001,11.294321340999998,9.997575128000003,8.293672303,42.114868639
