"p12","V","1101","263","164","22","3","0","1","0","0","4","0","69","144","119","52","1","14","2","7","2","1","0","0","0","0","0","1","0","0","0","11","1","33","0","1","0","0","0","0","0","0","0","8","2","1","0","0","3","4","9","17","22","23","0","2","10","9","16","23","26","0","2","1","1","2","3","0","0","0","1","2","3","3","4","0","1","7","8","8","11","18","0","0","4","0","3","3","6","0","0","0","2","0","1","1","0","0","0","1","1","1","1","12","11","12","16","13","8","7","13","72","4","7","1","1","2","1","0","1","5","8","5","7","12","9","3","4","2","19","2","0","0","0","0","2","0","1","3"
"p12","V","1102","344","225","31","5","0","0","1","0","4","0","78","188","156","43","5","11","1","11","0","1","1","0","0","5","0","1","0","1","0","17","3","25","2","1","0","1","0","8","0","1","0","6","2","2","0","0","1","3","15","23","33","40","0","2","11","15","12","26","44","0","0","0","1","2","6","6","0","0","0","0","3","1","12","0","2","6","12","11","7","12","0","0","4","5","6","5","8","0","2","2","1","2","1","0","0","0","0","0","1","0","1","16","25","12","15","27","10","15","11","94","2","5","2","3","1","0","1","3","14","14","8","9","6","9","8","5","4","15","3","1","1","0","3","1","1","0","0"
"p12","V","1103","218","133","16","4","4","1","1","0","1","0","58","118","100","40","5","9","1","0","3","0","0","2","0","0","0","0","0","1","1","8","0","30","1","0","0","0","0","0","0","1","1","10","0","4","0","0","1","4","5","11","19","23","0","1","6","9","12","18","24","0","0","1","0","1","4","3","0","0","0","0","3","1","3","0","1","4","4","5","12","12","0","0","3","2","4","7","4","0","0","0","2","1","2","3","0","0","0","0","1","1","1","14","10","10","16","17","9","4","10","43","2","1","1","1","3","1","0","0","7","5","5","3","7","9","7","4","5","13","2","0","1","2","1","0","0","1","4"
"p12","V","1104","325","201","35","5","0","1","2","0","6","0","75","176","149","54","7","9","2","10","0","1","3","1","0","5","0","2","1","1","1","14","5","38","1","2","0","1","0","0","0","0","0","2","0","3","0","0","2","4","19","22","18","28","0","3","4","14","17","31","39","0","0","2","1","4","2","10","0","0","0","1","2","3","10","0","2","6","6","9","15","15","0","3","4","2","0","8","5","0","0","1","2","2","4","2","0","0","0","1","2","0","0","19","23","10","18","15","9","15","15","77","3","1","1","1","1","4","7","1","16","17","5","6","4","16","6","5","6","10","0","3","1","2","2","0","4","0","2"
"p12","V","1105","246","145","29","1","0","0","0","0","7","0","64","135","111","54","7","13","1","4","0","1","0","2","0","0","0","0","0","0","0","16","4","17","0","1","0","0","0","0","1","6","1","15","3","4","0","0","2","10","10","16","13","15","0","1","8","7","24","11","28","0","0","0","0","4","2","13","0","0","1","2","1","2","4","0","1","6","3","15","6","13","0","3","0","4","3","3","7","0","0","0","2","1","2","1","0","0","0","1","0","1","0","23","22","13","11","12","8","10","8","38","1","4","1","3","4","3","1","1","11","8","11","13","4","5","5","6","3","9","0","0","2","0","2","1","1","0","2"
"p12","V","1106","244","159","13","2","0","0","1","0","6","0","63","119","125","46","3","8","2","11","0","3","0","0","0","1","0","0","0","0","0","12","2","21","0","0","0","0","0","1","0","1","0","11","0","7","1","0","3","8","8","10","14","26","0","1","8","5","12","17","47","0","0","0","2","1","5","2","0","0","0","0","0","1","2","0","0","3","5","8","11","10","0","3","4","1","4","8","6","0","1","0","1","0","1","0","0","0","0","1","2","3","0","22","21","22","19","10","8","9","3","45","0","0","0","2","1","0","1","3","6","8","6","10","6","9","6","5","3","10","1","1","0","0","4","2","0","0","1"
"p12","V","1107","287","188","17","2","3","2","1","0","5","0","69","150","137","70","4","11","2","5","0","2","0","0","0","3","0","1","0","0","0","24","4","20","2","2","1","0","0","1","1","3","0","7","0","8","0","0","4","2","12","22","28","28","0","2","7","10","16","21","36","0","1","1","0","1","3","4","0","0","0","0","0","3","4","0","0","4","4","8","6","10","0","4","5","4","14","6","4","0","0","2","3","5","1","1","0","0","0","1","0","0","0","16","21","23","8","17","10","18","13","62","3","3","1","1","2","1","0","1","5","10","10","12","7","6","6","6","4","8","1","1","2","0","3","0","2","1","3"
"p12","V","1108","225","134","23","2","0","0","0","0","3","0","63","121","104","29","6","9","2","7","2","2","0","0","0","0","0","0","0","0","0","21","4","21","0","0","0","0","0","2","0","4","0","10","3","3","0","0","1","8","4","14","16","22","0","2","8","6","14","15","24","0","0","1","2","3","3","4","0","0","1","0","1","4","4","0","2","8","6","9","8","8","0","1","1","3","5","4","8","0","0","0","1","0","1","0","0","0","0","0","2","1","0","8","12","10","9","18","8","7","12","50","4","3","2","0","1","0","1","1","11","15","4","9","4","11","6","2","3","9","2","0","1","0","0","0","2","0","0"
"p12","V","1109","294","178","12","3","3","1","0","0","4","0","93","147","147","53","2","17","1","9","0","1","2","0","0","0","0","0","0","0","0","23","3","33","1","0","0","0","0","0","1","8","0","3","0","0","0","0","0","1","15","28","18","20","0","1","5","8","21","18","43","0","0","0","1","1","5","3","0","0","0","0","1","0","1","0","2","6","6","8","16","9","0","2","7","4","11","10","12","0","0","1","1","1","4","1","0","0","1","1","0","0","1","17","19","13","13","17","10","14","11","64","0","0","0","0","0","2","3","3","4","11","14","9","9","18","6","4","5","17","2","1","1","2","1","1","1","0","2"
"p12","V","1111","185","100","18","0","0","0","0","0","1","0","66","99","86","12","3","3","0","2","1","1","0","0","0","1","0","1","0","0","0","14","3","25","0","2","0","0","0","3","1","6","0","2","0","3","0","0","1","3","4","9","11","19","0","3","1","10","3","15","21","0","0","1","0","1","1","5","0","0","0","1","1","1","7","0","1","4","8","7","9","15","0","2","5","4","2","4","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10","4","10","5","9","2","10","7","43","4","1","1","0","1","0","2","2","7","10","7","9","5","8","7","4","3","13","1","0","0","0","0","0","0","0","0"
