"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g18","V","1101","381","231","19","6","1","1","1","0","1","0","121","211","170","62","3","21","5","1","2","3","0","0","0","5","0","0","0","0","0","32","3","26","0","2","0","1","0","4","0","1","0","12","1","5","0","0","4","25","18","26","17","26","0","9","25","18","16","18","29","0","0","4","2","4","2","2","0","0","0","1","1","0","3","0","4","21","12","16","4","17","0","2","9","12","8","12","4","0","0","0","2","0","1","4","0","0","0","0","1","0","2","54","48","9","9","12","21","6","22","50","3","3","0","1","1","3","2","1","5","37","19","7","5","5","7","7","17","17","1","3","0","1","1","1","0","1","2"
"g18","V","1102","731","470","42","11","2","1","3","0","3","1","198","388","343","145","13","47","8","14","0","3","0","5","0","6","0","3","1","0","1","28","7","50","2","4","0","1","0","7","0","6","2","9","3","6","0","0","10","45","39","55","39","47","0","17","41","44","45","33","55","0","3","3","2","4","8","4","0","0","0","0","3","3","12","0","5","24","22","18","23","22","0","10","20","19","13","8","14","0","1","2","1","3","5","3","0","0","1","1","1","1","2","115","82","20","33","12","33","15","32","128","12","9","1","0","1","0","1","0","18","48","37","10","24","7","7","5","15","45","8","1","1","0","1","1","1","1","7"
"g18","V","1103","670","393","54","9","2","1","3","0","11","0","197","340","330","101","7","43","3","21","0","2","3","0","0","3","2","3","0","1","0","39","6","54","3","1","0","2","0","14","0","2","0","11","3","5","1","0","12","34","35","31","25","50","0","9","30","43","34","31","59","0","1","1","4","4","9","8","0","0","0","1","4","5","17","0","6","17","27","23","15","22","0","7","13","19","16","12","20","0","1","0","6","3","4","2","0","1","1","5","2","1","0","84","77","10","20","24","23","7","37","111","9","11","1","4","4","1","0","3","21","46","37","7","21","6","17","4","20","39","7","5","2","3","0","2","0","2","5"
"g18","V","1104","636","390","34","8","0","0","3","0","7","0","194","332","304","136","10","49","6","11","0","2","1","1","0","3","0","0","0","0","0","43","7","55","2","3","0","2","0","2","1","4","2","30","2","11","0","0","11","32","36","37","32","45","0","15","39","28","31","36","48","0","1","0","2","3","2","12","0","0","1","3","1","6","3","0","8","22","19","15","23","21","0","9","18","16","14","9","20","0","0","0","1","5","2","3","0","2","0","2","1","1","1","83","94","11","32","14","25","12","24","95","7","5","1","1","1","3","1","4","11","62","38","8","13","3","18","8","13","31","5","3","2","1","0","2","1","1","3"
"g18","V","1106","495","282","32","13","1","1","3","0","4","0","159","264","231","30","1","18","4","14","3","4","1","6","0","4","1","13","0","1","0","40","6","56","2","0","0","1","0","8","2","8","0","2","3","6","0","0","13","26","27","17","21","27","0","22","24","14","26","20","45","0","0","2","4","2","4","9","0","1","2","0","0","3","5","0","13","16","14","17","18","22","0","8","15","9","8","5","14","0","1","4","3","3","1","0","0","1","2","3","0","1","3","62","65","12","22","6","20","5","14","76","4","5","1","6","2","1","1","1","11","48","28","9","13","5","11","4","17","24","8","4","1","1","0","1","1","2","4"
"g18","V","1107","482","296","24","3","0","1","2","0","1","0","155","239","243","30","1","10","1","12","3","4","0","3","0","1","0","4","0","1","0","29","6","62","1","2","0","4","0","5","1","6","0","2","3","2","1","0","12","17","19","14","26","38","0","21","24","23","18","26","58","0","0","1","1","4","4","7","0","0","0","1","2","1","3","0","10","16","16","17","17","16","0","13","12","7","10","12","9","0","1","0","1","0","2","0","0","1","1","0","0","0","1","76","46","15","13","8","18","7","17","96","8","3","3","1","1","1","0","1","6","58","23","6","10","5","10","3","20","20","5","0","1","0","0","1","0","0","0"
"g18","V","1108","641","398","20","9","0","3","0","0","6","0","205","333","308","51","2","19","4","11","0","4","1","5","0","1","0","3","0","3","0","51","1","68","1","3","0","0","0","6","1","7","0","4","1","4","0","0","21","30","23","35","32","49","0","7","34","24","38","39","66","0","0","2","2","4","0","6","0","0","0","1","0","3","2","0","8","26","19","24","20","23","0","10","15","15","19","8","18","0","0","3","4","1","1","0","0","0","1","0","2","6","0","95","56","6","26","8","34","7","25","141","7","1","1","1","1","1","0","1","7","61","37","8","20","6","12","8","15","38","6","2","0","1","0","2","2","1","4"
"g18","V","1109","509","295","31","5","0","1","1","1","5","0","170","274","235","38","2","15","2","8","0","3","0","0","0","4","0","2","0","1","0","41","7","76","1","5","0","2","0","10","2","9","0","6","0","2","0","0","10","29","31","34","16","35","0","12","25","21","19","24","39","0","0","2","6","4","4","4","0","0","1","1","1","4","4","0","7","15","16","18","10","25","0","4","14","13","16","15","17","0","2","2","0","3","0","1","0","0","0","0","3","0","2","74","50","16","21","5","15","11","22","81","7","1","1","3","3","1","0","2","13","50","19","11","9","5","22","4","9","41","5","3","0","0","0","0","0","1","4"
"g18","V","1111","648","376","32","9","1","4","1","0","6","0","219","360","288","82","11","26","2","14","0","4","1","9","1","5","0","2","0","1","0","62","4","112","1","1","0","2","0","6","1","12","3","16","5","4","0","0","20","45","25","22","25","43","0","30","36","21","20","30","59","0","1","3","4","3","1","7","0","0","1","3","2","1","6","0","11","27","24","22","20","41","0","17","15","8","15","6","13","0","0","4","5","2","2","3","0","2","0","0","2","0","1","99","76","15","21","10","22","10","25","98","5","4","1","0","1","2","2","3","14","70","39","15","13","11","9","8","12","42","7","5","1","2","1","1","0","3","1"
"g18","V","1112","470","259","16","3","0","3","4","1","2","0","182","232","238","56","3","21","1","5","0","1","0","2","0","0","0","1","0","0","0","51","2","92","4","6","0","0","0","6","1","9","1","12","2","7","0","0","10","30","16","17","21","18","0","21","35","20","13","26","32","0","0","1","2","1","2","2","0","1","2","2","0","1","2","0","5","15","21","16","20","29","0","11","18","9","14","12","12","0","0","0","2","1","1","2","0","4","1","0","0","2","0","75","52","11","14","7","19","10","24","47","5","1","1","2","1","0","0","1","5","49","26","10","14","6","9","8","15","45","5","2","0","1","1","0","1","1","2"
"g18","V","1113","468","251","38","6","3","4","1","0","2","0","163","242","226","59","14","27","7","10","0","4","1","2","0","1","0","1","0","0","0","55","2","77","1","2","0","2","0","3","0","5","0","15","2","7","0","0","10","21","20","22","18","27","0","13","31","17","19","16","37","0","0","0","0","4","4","12","0","0","0","1","0","3","14","0","6","20","12","16","17","26","0","6","11","7","10","16","16","0","1","1","2","1","1","1","0","2","4","2","1","0","0","76","43","7","24","8","17","11","17","48","5","11","0","1","1","2","0","3","15","52","29","4","11","3","10","11","12","31","7","2","2","1","1","2","0","0","1"
"g18","V","1114","615","354","37","13","1","2","3","0","6","0","199","322","293","124","10","51","7","12","0","2","1","0","0","2","0","2","0","0","0","44","4","60","1","3","0","1","0","10","0","3","1","38","5","15","2","0","14","37","33","24","24","37","0","16","33","25","35","21","55","0","0","3","1","2","6","7","0","0","0","2","3","4","9","0","13","20","21","22","19","25","0","6","13","14","15","12","19","0","0","6","2","3","1","2","0","3","2","3","2","0","1","84","71","24","40","15","21","7","15","77","7","5","0","2","0","1","4","3","15","64","35","14","15","3","14","5","15","34","11","6","3","0","0","0","3","1","1"
"g18","V","1115","515","297","16","6","0","2","3","0","4","0","187","272","243","44","2","15","5","6","0","1","0","7","0","3","0","2","0","0","0","51","7","95","2","5","0","0","1","5","1","4","0","7","0","4","0","0","19","27","24","17","28","31","0","29","35","18","10","23","36","0","0","3","2","1","0","4","0","0","1","2","0","3","0","0","9","27","19","17","10","25","0","16","13","13","17","6","15","0","2","3","2","1","0","1","0","2","0","1","1","1","1","85","56","8","28","11","21","8","13","67","2","6","0","1","0","0","2","1","4","53","37","10","19","7","11","5","11","34","9","1","0","1","1","0","1","1","1"
"g18","V","1116","573","343","37","7","1","6","1","0","3","2","173","301","272","50","4","23","4","7","0","2","0","4","0","0","0","3","0","0","0","45","18","72","3","5","0","1","0","3","1","6","0","14","1","2","0","0","18","31","26","24","23","38","0","24","28","25","20","35","51","0","2","2","3","3","7","3","0","0","2","2","1","5","7","0","7","29","14","15","17","25","0","17","17","13","4","5","10","0","4","1","4","0","2","3","0","0","4","0","1","0","1","79","57","13","29","10","21","12","20","102","9","6","0","0","1","4","3","2","12","71","37","7","10","9","13","6","6","14","11","3","0","0","0","1","0","0","5"
"g18","V","1117","526","314","24","10","3","1","4","1","1","0","168","246","280","80","4","30","4","9","0","1","0","0","0","4","0","1","0","0","0","33","5","61","1","0","0","1","0","3","0","10","0","1","0","1","0","0","13","21","26","15","18","42","0","19","31","27","18","44","40","0","0","1","3","3","2","4","0","0","1","0","4","0","6","0","8","19","18","13","12","15","0","11","23","13","10","10","16","0","2","5","3","3","0","0","0","1","1","1","1","0","3","77","54","10","32","9","24","8","18","82","3","4","3","2","2","0","2","1","7","62","30","9","6","6","8","5","15","27","9","4","0","1","0","3","0","1","2"
"g18","V","1118","668","382","22","8","2","2","2","1","10","0","239","379","289","78","4","33","3","11","0","4","0","2","1","2","1","4","1","0","0","43","5","103","7","1","0","1","0","8","1","3","0","10","0","13","0","0","17","45","32","35","27","41","0","21","32","26","23","32","51","0","1","0","4","1","3","4","0","0","2","0","2","2","3","0","7","37","26","24","23","38","0","10","16","14","14","13","17","0","2","3","1","5","0","3","0","1","2","1","0","4","3","101","60","20","34","6","28","11","26","96","11","4","0","0","1","1","0","1","4","73","36","10","25","9","11","10","25","40","8","8","1","1","0","2","2","1","2"
"g18","V","1119","532","327","25","8","2","0","3","0","4","0","163","283","249","68","9","29","4","11","0","2","0","0","0","1","0","1","0","0","0","28","2","58","0","2","0","1","0","5","1","4","0","12","1","7","1","0","12","38","28","23","24","28","0","14","37","26","19","27","51","0","2","2","1","2","3","2","0","1","0","1","1","3","7","0","11","18","19","14","22","23","0","7","15","7","11","10","6","0","2","2","4","1","1","1","0","2","2","1","0","1","0","93","57","12","26","12","23","10","24","70","4","7","1","3","0","1","2","0","7","48","23","14","12","4","11","5","15","31","9","5","0","0","0","0","1","0","2"
"g18","V","1121","461","258","26","5","5","4","3","0","0","0","160","249","212","76","5","33","3","2","0","1","0","1","0","2","0","4","0","1","0","56","11","68","5","0","0","2","0","9","1","1","0","13","3","9","2","0","8","35","15","17","26","31","0","12","28","18","21","18","29","0","0","2","2","1","4","6","0","0","0","0","3","3","5","0","2","22","15","10","22","19","0","5","13","10","19","10","13","0","3","2","2","4","0","1","0","0","1","0","3","0","1","59","59","9","16","5","25","7","20","58","5","3","0","1","1","1","1","4","10","37","25","8","14","6","17","8","10","35","8","4","0","1","1","2","1","0","0"
"g18","V","1122","406","212","26","8","1","3","0","0","3","0","153","201","205","57","2","25","1","5","0","2","0","2","1","2","0","1","0","0","0","46","8","77","3","2","1","1","0","8","0","5","1","11","2","5","0","0","10","18","10","14","15","23","0","10","34","12","16","18","32","0","0","2","5","5","2","2","0","0","0","1","2","1","6","0","10","17","21","9","9","19","0","5","13","10","16","13","11","0","0","3","0","1","3","3","0","0","1","1","1","2","0","49","39","9","13","4","20","10","12","56","3","1","1","1","4","5","0","1","10","44","19","4","13","6","17","4","12","34","5","4","0","3","1","0","0","0","2"
