"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"p18","V","1101","277","176","13","6","1","1","1","0","1","0","78","158","119","45","3","14","4","0","1","1","1","1","0","2","0","0","0","0","0","19","1","26","1","2","0","1","0","2","0","1","0","9","0","2","0","0","2","15","13","24","16","22","0","7","15","10","12","15","25","0","1","2","1","2","2","2","0","0","0","0","0","0","3","0","2","9","7","12","5","14","0","2","3","8","4","8","4","0","0","1","0","2","1","3","0","0","0","0","1","0","2","43","21","3","9","15","14","7","14","50","3","2","0","1","0","3","0","1","3","16","12","5","4","3","3","14","8","13","2","2","2","0","2","0","0","0","2"
"p18","V","1102","521","337","36","5","2","0","1","0","3","1","136","283","238","97","7","27","2","13","0","1","0","3","0","4","0","2","1","0","0","21","6","42","2","3","0","0","0","2","0","2","2","7","3","4","0","0","6","26","22","43","28","40","0","5","28","27","36","24","52","0","1","3","1","3","7","3","0","0","0","1","3","4","10","0","3","18","15","12","20","21","0","5","7","13","6","7","9","0","0","1","0","3","4","3","0","0","0","0","0","1","0","68","41","26","16","18","18","17","19","114","8","8","1","1","0","0","1","0","17","27","16","15","10","4","7","8","14","35","2","1","0","1","0","0","2","0","6"
"p18","V","1103","512","316","41","6","1","1","3","0","12","0","132","272","240","76","6","27","4","21","0","3","3","0","0","2","2","2","0","0","0","33","7","41","2","1","0","0","0","12","0","2","0","8","2","3","0","0","7","18","27","28","28","46","0","7","18","29","30","26","52","0","0","1","2","2","7","8","0","0","0","0","3","6","12","0","3","11","16","21","10","23","0","2","4","10","10","8","14","0","1","0","4","3","4","2","0","1","0","3","2","2","1","43","54","15","15","21","15","18","25","110","4","8","2","5","1","1","4","0","16","25","13","12","14","7","13","12","11","25","8","2","2","0","2","1","0","2","6"
"p18","V","1104","452","265","28","5","1","0","2","0","6","0","145","248","204","82","9","31","4","10","0","2","1","1","0","3","0","0","0","0","0","32","6","50","0","2","0","0","0","1","1","1","3","23","1","8","0","0","7","18","24","30","24","33","0","6","19","21","20","23","40","0","1","0","0","3","2","10","0","0","1","1","2","6","2","0","5","13","17","11","18","24","0","2","10","9","9","10","17","0","1","0","0","3","2","2","0","0","0","2","4","0","0","57","39","15","10","20","16","15","9","84","3","5","1","2","0","1","0","5","11","35","28","13","7","10","9","10","5","28","2","1","3","0","3","0","1","1","3"
"p18","V","1106","346","211","24","8","1","0","3","0","2","0","97","185","161","15","1","6","3","12","2","2","0","4","0","2","1","9","0","1","0","28","6","45","1","0","0","0","0","7","2","2","0","1","2","2","0","0","7","19","23","15","19","23","0","9","10","11","21","16","38","0","0","1","4","0","2","6","0","0","1","0","0","4","6","0","2","8","8","12","10","18","0","3","5","9","5","4","13","0","0","2","2","3","1","0","0","0","1","2","0","1","2","46","33","14","8","15","8","9","10","68","0","2","6","2","1","1","0","1","11","15","14","9","11","6","6","7","7","22","5","2","0","0","0","2","1","0","4"
"p18","V","1107","339","215","22","3","0","0","0","0","1","0","98","168","171","16","1","3","0","10","3","3","0","1","0","1","0","2","0","0","0","23","4","48","0","1","0","0","0","3","0","5","0","0","3","3","1","0","7","13","10","13","20","32","0","7","12","16","13","22","50","0","0","2","2","3","4","4","0","0","0","1","2","1","3","0","4","7","8","12","14","11","0","5","7","6","9","10","5","0","0","0","1","0","1","0","0","0","1","0","0","0","1","40","25","15","4","11","8","10","15","87","5","5","3","1","1","0","1","1","5","28","13","6","3","4","7","8","5","24","2","1","0","0","1","0","0","0","0"
"p18","V","1108","479","311","15","5","0","2","1","0","3","0","142","253","226","32","1","11","3","11","0","5","0","4","0","0","0","3","0","2","0","35","0","50","0","1","0","0","0","4","1","5","0","3","1","1","0","0","14","17","25","29","25","40","0","6","13","20","26","34","62","0","0","1","0","3","0","6","0","0","0","0","0","4","1","0","5","14","13","21","16","18","0","4","13","7","10","8","13","0","0","1","2","1","2","0","0","0","1","0","2","2","0","54","27","18","16","12","18","10","21","135","2","1","0","0","1","1","0","2","8","32","23","14","3","7","11","8","11","33","1","1","1","1","1","1","1","0","4"
"p18","V","1109","384","229","22","6","0","0","0","0","5","0","122","217","167","20","2","6","3","6","0","0","0","0","0","3","0","2","0","1","0","41","3","71","1","1","0","2","0","8","2","4","0","2","0","1","0","0","8","15","25","23","16","38","0","5","18","16","13","21","31","0","0","1","3","2","4","5","0","0","0","0","0","3","4","0","3","9","11","10","10","29","0","2","6","6","9","13","14","0","1","0","1","2","0","1","0","0","1","0","3","0","2","37","31","23","6","6","17","11","21","77","2","0","3","0","2","0","0","3","12","28","7","13","6","12","10","9","6","31","5","0","0","0","1","0","1","1","3"
"p18","V","1111","457","258","29","7","0","1","0","0","5","0","157","268","189","39","8","9","0","15","0","1","1","4","1","4","0","1","0","1","0","49","6","93","1","0","0","2","0","1","1","6","3","12","5","4","0","0","11","24","16","12","26","35","0","10","25","11","13","27","48","0","0","3","6","0","4","5","0","0","1","2","2","1","5","0","7","21","19","17","19","33","0","5","5","3","10","9","9","0","0","2","3","2","0","3","0","0","1","0","1","0","1","56","43","18","10","12","14","13","13","79","4","3","1","1","1","2","5","1","11","48","22","13","12","6","10","6","8","32","6","0","1","1","2","0","0","2","1"
"p18","V","1112","307","164","10","2","0","1","1","0","1","0","128","164","143","32","2","12","1","2","0","0","0","2","0","0","0","0","0","0","0","42","2","75","2","4","0","0","0","2","1","4","0","8","2","5","0","0","2","10","12","16","15","19","0","7","13","14","11","21","24","0","0","0","2","0","2","2","0","0","0","2","0","0","2","0","4","11","13","12","16","25","0","5","4","7","10","9","12","0","0","0","0","1","1","1","0","1","0","0","0","1","0","27","30","11","7","12","12","10","11","44","1","0","2","1","1","0","1","0","4","23","16","12","10","6","6","9","7","39","2","0","0","0","1","0","1","0","1"
