,Rank 1,Rank 2,Rank 3,Did Not Rank
AHSHA SAFAI,11839.00,18512.00,21113.00,4633.00
JASON CHUYUAN ZENG,12.00,14.00,17.00,25729.00
JOHN AVALOS,9903.00,17329.00,20389.00,5357.00
MARCELO COLUSSI,2035.00,7027.00,17211.00,8535.00
writeIns,27.00,49.00,113.00,25633.00
