C:\Cambridge\Election2011\School\Tuesday\School Ballot Allocation Report
000101-00-0035: Harding, Jr., Richard
000101-00-0037: Osborne, Mervan F.
000101-00-0038: Nolan, Patricia M.
000101-00-0041: Nolan, Patricia M.
000101-00-0042: Nolan, Patricia M.
000101-00-0045: Nolan, Patricia M.
000101-00-0047: EXHAUSTED PILE
000101-00-0048: Fantini, Alfred B.
000101-00-0050: Osborne, Mervan F.
000101-00-0054: Fantini, Alfred B.
000101-00-0055: Nolan, Patricia M.
000101-00-0057: Osborne, Mervan F.
000101-00-0059: Nolan, Patricia M.
000101-00-0060: Fantini, Alfred B.
000101-00-0062: McGovern, Marc C.
000101-00-0064: Fantini, Alfred B.
000101-00-0067: Harding, Jr., Richard
000101-00-0068: EXHAUSTED PILE
000101-00-0071: Turkel, Alice L.
000101-00-0072: Harding, Jr., Richard
000101-00-0074: McGovern, Marc C.
000101-00-0075: Harding, Jr., Richard
000101-00-0078: Harding, Jr., Richard
000101-00-0080: Fantini, Alfred B.
000101-00-0081: Harding, Jr., Richard
000101-00-0083: McGovern, Marc C.
000101-00-0086: Fantini, Alfred B.
000101-00-0088: Osborne, Mervan F.
000101-00-0089: Fantini, Alfred B.
000101-00-0091: Fantini, Alfred B.
000101-00-0093: Turkel, Alice L.
000101-00-0095: Osborne, Mervan F.
000101-00-0097: Turkel, Alice L.
000101-00-0099: Nolan, Patricia M.
000101-00-0102: Nolan, Patricia M.
000101-00-0104: Fantini, Alfred B.
000101-00-0106: Nolan, Patricia M.
000101-00-0108: McGovern, Marc C.
000101-00-0109: McGovern, Marc C.
000101-00-0111: Nolan, Patricia M.
000101-00-0114: Osborne, Mervan F.
000101-00-0116: McGovern, Marc C.
000101-00-0117: Nolan, Patricia M.
000101-00-0120: Nolan, Patricia M.
000101-00-0121: EXHAUSTED PILE
000101-00-0123: Fantini, Alfred B.
000101-00-0126: Nolan, Patricia M.
000101-00-0127: Nolan, Patricia M.
000101-00-0130: McGovern, Marc C.
000101-00-0131: Osborne, Mervan F.
000101-00-0134: Nolan, Patricia M.
000101-00-0136: Harding, Jr., Richard
000101-00-0137: Nolan, Patricia M.
000101-00-0140: Turkel, Alice L.
000101-00-0142: Nolan, Patricia M.
000101-00-0144: McGovern, Marc C.
000101-00-0145: Nolan, Patricia M.
000101-00-0147: Turkel, Alice L.
000101-00-0150: Fantini, Alfred B.
000101-00-0152: Fantini, Alfred B.
000101-00-0153: Nolan, Patricia M.
000101-00-0156: Nolan, Patricia M.
000101-00-0157: Osborne, Mervan F.
000101-00-0159: McGovern, Marc C.
000101-00-0162: Fantini, Alfred B.
000101-00-0165: Fantini, Alfred B.
000101-00-0166: Fantini, Alfred B.
000101-00-0168: Harding, Jr., Richard
000101-00-0172: McGovern, Marc C.
000101-00-0173: Osborne, Mervan F.
000101-00-0176: EXHAUSTED PILE
000101-00-0177: Fantini, Alfred B.
000101-00-0179: Fantini, Alfred B.
000101-00-0181: Fantini, Alfred B.
000101-00-0184: Fantini, Alfred B.
000101-00-0186: Nolan, Patricia M.
000101-00-0187: Fantini, Alfred B.
000101-00-0189: Fantini, Alfred B.
000101-00-0191: Fantini, Alfred B.
000101-00-0193: EXHAUSTED PILE
000101-00-0196: McGovern, Marc C.
000101-00-0198: Turkel, Alice L.
000101-00-0199: Fantini, Alfred B.
000101-00-0202: Fantini, Alfred B.
000101-00-0205: Fantini, Alfred B.
000101-00-0207: Harding, Jr., Richard
000101-00-0209: Fantini, Alfred B.
000101-00-0210: Fantini, Alfred B.
000101-00-0213: McGovern, Marc C.
000101-00-0215: Turkel, Alice L.
000101-00-0217: Osborne, Mervan F.
000101-00-0219: Fantini, Alfred B.
000101-00-0221: Turkel, Alice L.
000101-00-0224: Fantini, Alfred B.
000101-00-0226: Fantini, Alfred B.
000101-00-0228: Fantini, Alfred B.
000101-00-0231: Turkel, Alice L.
000101-00-0233: Fantini, Alfred B.
000101-00-0234: Turkel, Alice L.
000101-00-0236: Nolan, Patricia M.
000101-00-0239: Fantini, Alfred B.
000101-00-0241: Fantini, Alfred B.
000101-00-0242: Fantini, Alfred B.
000101-00-0245: Fantini, Alfred B.
000101-00-0248: Fantini, Alfred B.
000101-00-0249: Fantini, Alfred B.
000101-00-0251: Nolan, Patricia M.
000101-00-0252: Harding, Jr., Richard
000101-00-0255: Fantini, Alfred B.
000101-00-0256: McGovern, Marc C.
000101-00-0257: Fantini, Alfred B.
000101-00-0259: Fantini, Alfred B.
000101-00-0260: McGovern, Marc C.
000101-00-0262: Fantini, Alfred B.
000101-00-0264: Fantini, Alfred B.
000101-00-0266: Fantini, Alfred B.
000101-00-0269: Fantini, Alfred B.
000101-00-0270: Fantini, Alfred B.
000101-00-0273: Fantini, Alfred B.
000101-00-0275: Fantini, Alfred B.
000101-00-0277: Nolan, Patricia M.
000101-00-0279: Fantini, Alfred B.
000101-00-0281: Fantini, Alfred B.
000101-00-0283: Osborne, Mervan F.
000101-00-0284: Osborne, Mervan F.
000101-00-0286: McGovern, Marc C.
000101-00-0288: EXHAUSTED PILE
000101-00-0291: Turkel, Alice L.
000101-00-0293: Harding, Jr., Richard
000101-00-0295: EXHAUSTED PILE
000101-00-0297: Harding, Jr., Richard
000101-00-0299: Osborne, Mervan F.
000101-00-0300: Osborne, Mervan F.
000101-00-0302: Osborne, Mervan F.
000101-00-0304: Fantini, Alfred B.
000101-00-0307: Fantini, Alfred B.
000101-00-0309: Turkel, Alice L.
000101-00-0310: EXHAUSTED PILE
000101-00-0313: McGovern, Marc C.
000101-00-0314: McGovern, Marc C.
000101-00-0316: EXHAUSTED PILE
000101-00-0319: Harding, Jr., Richard
000101-00-0321: Harding, Jr., Richard
000101-00-0323: Fantini, Alfred B.
000101-00-0325: McGovern, Marc C.
000101-00-0326: Fantini, Alfred B.
000101-00-0328: Fantini, Alfred B.
000101-00-0331: Fantini, Alfred B.
000101-00-0334: EXHAUSTED PILE
000101-00-0336: Fantini, Alfred B.
000101-00-0338: Fantini, Alfred B.
000101-00-0340: Fantini, Alfred B.
000101-00-0343: EXHAUSTED PILE
000101-00-0345: McGovern, Marc C.
000101-00-0346: Harding, Jr., Richard
000101-00-0349: Osborne, Mervan F.
000101-00-0350: Fantini, Alfred B.
000101-00-0353: Fantini, Alfred B.
000101-00-0354: Fantini, Alfred B.
000101-00-0356: Nolan, Patricia M.
000101-00-0358: Fantini, Alfred B.
000101-00-0360: Nolan, Patricia M.
000101-00-0362: EXHAUSTED PILE
000101-00-0364: Nolan, Patricia M.
000101-00-0366: Fantini, Alfred B.
000101-00-0368: Fantini, Alfred B.
000101-00-0371: McGovern, Marc C.
000101-00-0373: McGovern, Marc C.
000101-00-0374: Fantini, Alfred B.
000101-00-0377: Harding, Jr., Richard
000101-00-0379: Harding, Jr., Richard
000101-00-0382: Harding, Jr., Richard
000101-00-0383: Fantini, Alfred B.
000101-00-0386: Harding, Jr., Richard
000101-00-0388: McGovern, Marc C.
000101-00-0390: Osborne, Mervan F.
000101-00-0392: Harding, Jr., Richard
000101-00-0393: McGovern, Marc C.
000101-00-0395: Fantini, Alfred B.
000101-00-0398: Turkel, Alice L.
000101-00-0399: Harding, Jr., Richard
000101-00-0402: Nolan, Patricia M.
000101-00-0404: EXHAUSTED PILE
000101-00-0406: EXHAUSTED PILE
000101-00-0407: Fantini, Alfred B.
000101-00-0409: Osborne, Mervan F.
000101-00-0410: Fantini, Alfred B.
000101-00-0411: Fantini, Alfred B.
000101-00-0415: Fantini, Alfred B.
000101-00-0416: Osborne, Mervan F.
000101-00-0419: Fantini, Alfred B.
000101-00-0421: Fantini, Alfred B.
000101-00-0423: Fantini, Alfred B.
000101-00-0425: Fantini, Alfred B.
000101-00-0427: Harding, Jr., Richard
000101-00-0429: Osborne, Mervan F.
000101-00-0430: Nolan, Patricia M.
000101-00-0433: Harding, Jr., Richard
000101-00-0435: Osborne, Mervan F.
000101-00-0437: Nolan, Patricia M.
000101-00-0440: Harding, Jr., Richard
000101-00-0441: Fantini, Alfred B.
000101-00-0443: Harding, Jr., Richard
000101-00-0445: Fantini, Alfred B.
000101-00-0446: Fantini, Alfred B.
000101-00-0449: Fantini, Alfred B.
000101-00-0452: EXHAUSTED PILE
000101-00-0454: Fantini, Alfred B.
000101-00-0456: Fantini, Alfred B.
000101-00-0457: Fantini, Alfred B.
000101-00-0460: Fantini, Alfred B.
000101-00-0462: McGovern, Marc C.
000101-00-0463: Nolan, Patricia M.
000101-00-0465: Osborne, Mervan F.
000101-00-0466: Osborne, Mervan F.
000101-00-0470: Osborne, Mervan F.
000101-00-0471: Osborne, Mervan F.
000101-00-0473: Harding, Jr., Richard
000101-00-0476: Harding, Jr., Richard
000101-00-0478: Nolan, Patricia M.
000101-00-0480: Fantini, Alfred B.
000101-00-0481: Fantini, Alfred B.
000101-00-0483: Osborne, Mervan F.
000101-00-0485: Fantini, Alfred B.
000101-00-0488: Fantini, Alfred B.
000101-00-0490: McGovern, Marc C.
000101-00-0491: Fantini, Alfred B.
000101-00-0494: Harding, Jr., Richard
000101-00-0495: Fantini, Alfred B.
000101-00-0498: Fantini, Alfred B.
000101-00-0499: Fantini, Alfred B.
000101-00-0502: McGovern, Marc C.
000101-00-0503: McGovern, Marc C.
000101-00-0506: Fantini, Alfred B.
000101-00-0508: Fantini, Alfred B.
000101-00-0510: Fantini, Alfred B.
000101-00-0512: EXHAUSTED PILE
000101-00-0514: Fantini, Alfred B.
000101-00-0515: Nolan, Patricia M.
000101-00-0518: Nolan, Patricia M.
000101-00-0520: Fantini, Alfred B.
000101-00-0522: Fantini, Alfred B.
000101-00-0524: Osborne, Mervan F.
000101-00-0525: Nolan, Patricia M.
000101-00-0528: Fantini, Alfred B.
000101-00-0530: McGovern, Marc C.
000101-00-0533: EXHAUSTED PILE
000101-00-0535: EXHAUSTED PILE
000101-00-0536: EXHAUSTED PILE
000101-00-0539: Turkel, Alice L.
000101-00-0540: Nolan, Patricia M.
000101-00-0542: EXHAUSTED PILE
000101-00-0544: Turkel, Alice L.
000101-00-0546: Osborne, Mervan F.
000101-00-0548: Fantini, Alfred B.
000101-00-0551: Fantini, Alfred B.
000101-00-0552: Fantini, Alfred B.
000101-00-0555: Fantini, Alfred B.
000101-00-0557: Fantini, Alfred B.
000101-00-0559: EXHAUSTED PILE
000101-00-0560: Osborne, Mervan F.
000101-00-0562: Nolan, Patricia M.
000101-00-0564: Fantini, Alfred B.
000101-00-0565: Harding, Jr., Richard
000101-00-0568: Turkel, Alice L.
000101-00-0571: EXHAUSTED PILE
000101-00-0572: Fantini, Alfred B.
000101-00-0575: Fantini, Alfred B.
000101-00-0576: Nolan, Patricia M.
000101-00-0579: Fantini, Alfred B.
000101-00-0580: Fantini, Alfred B.
000101-00-0583: McGovern, Marc C.
000101-00-0586: Turkel, Alice L.
000101-00-0589: EXHAUSTED PILE
000101-00-0591: Turkel, Alice L.
000101-00-0592: Fantini, Alfred B.
000101-00-0593: McGovern, Marc C.
000101-00-0596: Harding, Jr., Richard
000101-00-0598: Osborne, Mervan F.
000101-00-0601: Osborne, Mervan F.
000101-00-0602: Harding, Jr., Richard
000101-00-0604: Nolan, Patricia M.
000101-00-0605: Fantini, Alfred B.
000101-00-0608: Harding, Jr., Richard
000101-00-0609: Harding, Jr., Richard
000101-00-0611: Fantini, Alfred B.
000101-00-0614: Fantini, Alfred B.
000101-00-0615: Fantini, Alfred B.
000101-00-0618: Fantini, Alfred B.
000101-00-0619: Osborne, Mervan F.
000101-00-0622: Turkel, Alice L.
000101-00-0624: Harding, Jr., Richard
000101-00-0626: Fantini, Alfred B.
000101-00-0628: Nolan, Patricia M.
000101-00-0630: Harding, Jr., Richard
000101-00-0632: Fantini, Alfred B.
000101-00-0633: Fantini, Alfred B.
000101-00-0636: Harding, Jr., Richard
000101-00-0637: Nolan, Patricia M.
000101-00-0640: Nolan, Patricia M.
000101-00-0641: Turkel, Alice L.
000101-00-0642: Harding, Jr., Richard
000101-00-0646: Fantini, Alfred B.
000101-00-0648: Fantini, Alfred B.
000101-00-0651: EXHAUSTED PILE
000101-00-0653: Fantini, Alfred B.
000101-00-0654: Harding, Jr., Richard
000101-00-0657: Nolan, Patricia M.
000101-00-0659: Osborne, Mervan F.
000101-00-0661: McGovern, Marc C.
000101-00-0663: McGovern, Marc C.
000101-00-0664: Fantini, Alfred B.
000101-00-0666: EXHAUSTED PILE
000101-00-0669: Fantini, Alfred B.
000101-00-0670: Osborne, Mervan F.
000101-00-0672: McGovern, Marc C.
000101-00-0674: Fantini, Alfred B.
000101-00-0677: Fantini, Alfred B.
000101-00-0678: Harding, Jr., Richard
000101-00-0681: Turkel, Alice L.
000101-00-0682: EXHAUSTED PILE
000101-00-0685: Harding, Jr., Richard
000101-00-0688: Osborne, Mervan F.
000101-00-0689: Fantini, Alfred B.
000101-00-0692: Fantini, Alfred B.
000101-00-0694: EXHAUSTED PILE
000101-00-0696: Fantini, Alfred B.
000101-00-0698: Turkel, Alice L.
000101-00-0699: Turkel, Alice L.
000101-00-0702: Fantini, Alfred B.
000101-00-0703: Turkel, Alice L.
000101-00-0706: McGovern, Marc C.
000101-00-0708: Fantini, Alfred B.
000101-00-0709: EXHAUSTED PILE
000101-00-0711: Harding, Jr., Richard
000101-00-0714: EXHAUSTED PILE
000101-00-0715: Harding, Jr., Richard
000101-00-0717: Harding, Jr., Richard
000101-00-0719: EXHAUSTED PILE
000101-00-0721: Harding, Jr., Richard
000101-00-0723: Fantini, Alfred B.
000101-00-0726: Nolan, Patricia M.
000101-00-0729: EXHAUSTED PILE
000101-00-0731: EXHAUSTED PILE
000101-00-0732: Osborne, Mervan F.
000101-00-0734: Turkel, Alice L.
000101-00-0737: EXHAUSTED PILE
000101-00-0739: Osborne, Mervan F.
000101-00-0740: Fantini, Alfred B.
000101-00-0742: Fantini, Alfred B.
000101-00-0745: Harding, Jr., Richard
000101-00-0747: McGovern, Marc C.
000101-00-0749: Fantini, Alfred B.
000101-00-0751: Fantini, Alfred B.
000101-00-0752: Fantini, Alfred B.
000101-00-0754: Fantini, Alfred B.
000101-00-0757: Harding, Jr., Richard
000101-00-0759: Osborne, Mervan F.
000101-00-0761: EXHAUSTED PILE
000101-00-0762: Harding, Jr., Richard
000101-00-0764: Fantini, Alfred B.
000101-00-0766: Osborne, Mervan F.
000101-00-0769: Osborne, Mervan F.
000101-00-0770: Harding, Jr., Richard
000101-00-0772: Fantini, Alfred B.
000101-00-0775: EXHAUSTED PILE
000101-00-0776: Turkel, Alice L.
000101-00-0780: Nolan, Patricia M.
000101-00-0782: Harding, Jr., Richard
000101-00-0783: Fantini, Alfred B.
000101-00-0787: Harding, Jr., Richard
000101-00-0789: Nolan, Patricia M.
000101-00-0791: Harding, Jr., Richard
000101-00-0792: McGovern, Marc C.
000101-00-0794: EXHAUSTED PILE
000101-00-0796: Fantini, Alfred B.
000101-00-0798: Harding, Jr., Richard
000101-00-0800: EXHAUSTED PILE
000101-00-0802: Turkel, Alice L.
000101-00-0804: Nolan, Patricia M.
000101-00-0806: Fantini, Alfred B.
000101-00-0808: Fantini, Alfred B.
000101-00-0812: McGovern, Marc C.
000101-00-0813: Harding, Jr., Richard
000101-00-0815: Fantini, Alfred B.
000101-00-0818: Fantini, Alfred B.
000101-00-0820: McGovern, Marc C.
000101-00-0822: Fantini, Alfred B.
000101-00-0823: Fantini, Alfred B.
000101-00-0825: Fantini, Alfred B.
000101-00-0827: Fantini, Alfred B.
000101-00-0829: Harding, Jr., Richard
000101-00-0831: Harding, Jr., Richard
000101-00-0834: Osborne, Mervan F.
000101-00-0836: Turkel, Alice L.
000101-00-0838: Fantini, Alfred B.
000101-00-0841: Osborne, Mervan F.
000101-00-0843: Turkel, Alice L.
000101-00-0844: Harding, Jr., Richard
000101-00-0846: Nolan, Patricia M.
000101-00-0849: Harding, Jr., Richard
000101-00-0850: Harding, Jr., Richard
000101-00-0853: McGovern, Marc C.
000101-00-0856: Fantini, Alfred B.
000101-00-0860: Harding, Jr., Richard
000101-00-0862: McGovern, Marc C.
000101-00-0864: Osborne, Mervan F.
000101-00-0866: McGovern, Marc C.
000101-00-0868: McGovern, Marc C.
000101-00-0869: Turkel, Alice L.
000101-00-0871: EXHAUSTED PILE
000101-00-0873: Fantini, Alfred B.
000101-00-0875: McGovern, Marc C.
000101-00-0877: Harding, Jr., Richard
000101-00-0878: Nolan, Patricia M.
000101-00-0880: EXHAUSTED PILE
000101-00-0883: Nolan, Patricia M.
000101-00-0885: McGovern, Marc C.
000101-00-0888: EXHAUSTED PILE
000101-00-0890: Osborne, Mervan F.
000101-00-0892: McGovern, Marc C.
000101-00-0893: McGovern, Marc C.
000101-00-0895: Fantini, Alfred B.
000101-00-0897: Fantini, Alfred B.
000101-00-0899: Fantini, Alfred B.
000101-00-0901: Fantini, Alfred B.
000101-00-0903: Harding, Jr., Richard
000101-00-0905: EXHAUSTED PILE
000101-00-0907: Harding, Jr., Richard
000101-00-0908: Nolan, Patricia M.
000101-00-0911: McGovern, Marc C.
000101-00-0913: Turkel, Alice L.
000101-00-0915: Nolan, Patricia M.
000101-00-0918: McGovern, Marc C.
000101-00-0920: Nolan, Patricia M.
000101-00-0921: Harding, Jr., Richard
000101-00-0924: Harding, Jr., Richard
000101-00-0926: Harding, Jr., Richard
000101-00-0928: Fantini, Alfred B.
000101-00-0930: Nolan, Patricia M.
000101-00-0931: Nolan, Patricia M.
000101-00-0934: Turkel, Alice L.
000101-00-0936: Nolan, Patricia M.
000101-00-0937: Nolan, Patricia M.
000101-00-0939: Fantini, Alfred B.
000101-00-0942: Harding, Jr., Richard
000101-00-0943: Harding, Jr., Richard
000101-00-0945: Osborne, Mervan F.
000101-00-0948: Nolan, Patricia M.
000101-00-0952: Turkel, Alice L.
000101-00-0953: McGovern, Marc C.
000101-00-0955: McGovern, Marc C.
000101-00-0957: Fantini, Alfred B.
000101-00-0958: Osborne, Mervan F.
000101-00-0961: Fantini, Alfred B.
000101-00-0963: Fantini, Alfred B.
000101-00-0965: Fantini, Alfred B.
000101-00-0967: Fantini, Alfred B.
000101-00-0970: Fantini, Alfred B.
000101-00-0972: Fantini, Alfred B.
000101-00-0974: Fantini, Alfred B.
000101-00-0975: Nolan, Patricia M.
000101-00-0978: Turkel, Alice L.
000101-00-0979: Fantini, Alfred B.
000101-00-0981: Turkel, Alice L.
000101-00-0984: Harding, Jr., Richard
000101-00-0986: McGovern, Marc C.
000101-00-0988: McGovern, Marc C.
000101-00-0989: Turkel, Alice L.
000101-00-0992: McGovern, Marc C.
000101-00-0993: Harding, Jr., Richard
000101-00-0995: Harding, Jr., Richard
000101-00-0997: Harding, Jr., Richard
000802-00-0001: Osborne, Mervan F.
000802-00-0004: EXHAUSTED PILE
000802-00-0005: Osborne, Mervan F.
000802-00-0007: Turkel, Alice L.
000802-00-0008: Osborne, Mervan F.
000802-00-0011: Osborne, Mervan F.
000802-00-0013: Osborne, Mervan F.
000802-00-0014: Nolan, Patricia M.
000802-00-0016: Turkel, Alice L.
000802-00-0019: McGovern, Marc C.
000802-00-0021: McGovern, Marc C.
000802-00-0023: Osborne, Mervan F.
000802-00-0024: Osborne, Mervan F.
000802-00-0026: Turkel, Alice L.
000802-00-0029: Osborne, Mervan F.
000802-00-0032: Osborne, Mervan F.
000802-00-0034: Nolan, Patricia M.
000802-00-0036: EXHAUSTED PILE
000802-00-0038: Osborne, Mervan F.
000802-00-0039: Osborne, Mervan F.
000802-00-0041: Fantini, Alfred B.
000802-00-0043: McGovern, Marc C.
000802-00-0045: Osborne, Mervan F.
000802-00-0049: Osborne, Mervan F.
000802-00-0051: Osborne, Mervan F.
000802-00-0054: Osborne, Mervan F.
000802-00-0056: Nolan, Patricia M.
000802-00-0058: Osborne, Mervan F.
000802-00-0060: Turkel, Alice L.
000802-00-0062: Osborne, Mervan F.
000802-00-0064: Osborne, Mervan F.
000802-00-0066: Osborne, Mervan F.
000802-00-0067: Turkel, Alice L.
000802-00-0070: Nolan, Patricia M.
000802-00-0072: McGovern, Marc C.
000802-00-0074: Osborne, Mervan F.
000802-00-0076: EXHAUSTED PILE
000802-00-0078: Osborne, Mervan F.
000802-00-0079: Osborne, Mervan F.
000802-00-0081: Osborne, Mervan F.
000802-00-0084: Nolan, Patricia M.
000802-00-0086: Osborne, Mervan F.
000802-00-0088: Turkel, Alice L.
000802-00-0091: Nolan, Patricia M.
000802-00-0093: Turkel, Alice L.
000802-00-0095: EXHAUSTED PILE
000802-00-0097: Turkel, Alice L.
000802-00-0099: McGovern, Marc C.
000802-00-0100: Osborne, Mervan F.
000802-00-0102: Turkel, Alice L.
000802-00-0104: Osborne, Mervan F.
000802-00-0106: Osborne, Mervan F.
000802-00-0109: Nolan, Patricia M.
000802-00-0112: EXHAUSTED PILE
000802-00-0114: Fantini, Alfred B.
000802-00-0115: Nolan, Patricia M.
000802-00-0118: McGovern, Marc C.
000802-00-0119: Osborne, Mervan F.
000802-00-0121: Turkel, Alice L.
000802-00-0124: Turkel, Alice L.
000802-00-0126: McGovern, Marc C.
000802-00-0128: Osborne, Mervan F.
000802-00-0130: EXHAUSTED PILE
000802-00-0132: Osborne, Mervan F.
000802-00-0134: Turkel, Alice L.
000802-00-0136: McGovern, Marc C.
000802-00-0138: Osborne, Mervan F.
000802-00-0140: Osborne, Mervan F.
000802-00-0141: Turkel, Alice L.
000802-00-0143: EXHAUSTED PILE
000802-00-0144: Osborne, Mervan F.
000802-00-0147: McGovern, Marc C.
000802-00-0150: Nolan, Patricia M.
000802-00-0152: Turkel, Alice L.
000802-00-0153: McGovern, Marc C.
000802-00-0155: Osborne, Mervan F.
000802-00-0158: McGovern, Marc C.
000802-00-0160: Nolan, Patricia M.
000802-00-0162: Nolan, Patricia M.
000802-00-0163: McGovern, Marc C.
000802-00-0165: McGovern, Marc C.
000802-00-0167: Nolan, Patricia M.
000802-00-0169: Osborne, Mervan F.
000802-00-0171: Osborne, Mervan F.
000802-00-0173: Osborne, Mervan F.
000802-00-0175: Nolan, Patricia M.
000802-00-0178: Turkel, Alice L.
000802-00-0179: Turkel, Alice L.
000802-00-0182: Osborne, Mervan F.
000802-00-0183: Osborne, Mervan F.
000802-00-0186: Turkel, Alice L.
000802-00-0188: Nolan, Patricia M.
000802-00-0190: Nolan, Patricia M.
000802-00-0192: Nolan, Patricia M.
000802-00-0193: Nolan, Patricia M.
000802-00-0196: Osborne, Mervan F.
000802-00-0198: Nolan, Patricia M.
000802-00-0200: Nolan, Patricia M.
000802-00-0202: Harding, Jr., Richard
000802-00-0204: McGovern, Marc C.
000802-00-0206: EXHAUSTED PILE
000802-00-0207: Harding, Jr., Richard
000802-00-0210: Turkel, Alice L.
000802-00-0211: Osborne, Mervan F.
000802-00-0215: Osborne, Mervan F.
000802-00-0217: Osborne, Mervan F.
000802-00-0218: McGovern, Marc C.
000802-00-0221: EXHAUSTED PILE
000802-00-0222: Osborne, Mervan F.
000802-00-0224: Nolan, Patricia M.
000802-00-0227: Turkel, Alice L.
000802-00-0229: Osborne, Mervan F.
000802-00-0230: Nolan, Patricia M.
000802-00-0232: Osborne, Mervan F.
000802-00-0234: Nolan, Patricia M.
000802-00-0235: McGovern, Marc C.
000802-00-0238: Osborne, Mervan F.
000802-00-0240: Osborne, Mervan F.
000802-00-0243: Harding, Jr., Richard
000802-00-0244: Osborne, Mervan F.
000802-00-0245: Osborne, Mervan F.
000802-00-0247: Osborne, Mervan F.
000802-00-0249: Fantini, Alfred B.
000802-00-0252: Osborne, Mervan F.
000802-00-0253: EXHAUSTED PILE
000802-00-0254: EXHAUSTED PILE
000802-00-0255: EXHAUSTED PILE
000802-00-0256: Fantini, Alfred B.
000802-00-0257: Fantini, Alfred B.
000802-00-0258: Turkel, Alice L.
000802-00-0259: Fantini, Alfred B.
000802-00-0260: EXHAUSTED PILE
000802-00-0261: Nolan, Patricia M.
000802-00-0262: Nolan, Patricia M.
000802-00-0263: Osborne, Mervan F.
000802-00-0264: Nolan, Patricia M.
000802-00-0265: Turkel, Alice L.
000802-00-0266: Nolan, Patricia M.
000802-00-0268: Osborne, Mervan F.
000802-00-0270: Osborne, Mervan F.
000802-00-0271: Osborne, Mervan F.
000802-00-0273: Osborne, Mervan F.
000802-00-0274: Osborne, Mervan F.
000802-00-0275: Harding, Jr., Richard
000802-00-0276: Osborne, Mervan F.
000802-00-0277: Turkel, Alice L.
000802-00-0278: McGovern, Marc C.
000802-00-0279: Fantini, Alfred B.
000802-00-0280: Turkel, Alice L.
000802-00-0281: Nolan, Patricia M.
000802-00-0282: Osborne, Mervan F.
