BallotTypeId,ContestId
1,6
1,1
1,7
1,2
2,6
2,1
2,7
2,2
3,6
3,1
3,7
3,2
4,6
4,1
4,8
4,3
5,6
5,1
5,8
5,3
6,6
6,1
6,8
6,3
7,6
7,1
7,9
7,4
8,6
8,1
8,9
8,4
9,6
9,1
9,9
9,4
10,6
10,1
10,10
10,5
11,6
11,1
11,10
11,5
12,6
12,1
12,10
12,5
