break_on_overvote,break_on_repeated_skipvotes,candidate_map,contest,county,date,idparser,master_lookup,multi_winner_rounds,num_winners,office,parser,path,place,rcv_type,state,state_code,year
False,False,,Minneapolis City Council Ward 2 2009,,11/6/2009,,,False,1,Ward 2 City Council,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2009/csv2009/Minneapolis 2009 Council Member Ward 2.xls.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2009
False,False,,Minneapolis City Council Ward 3 2009,,11/6/2009,,,False,1,Ward 3 City Council,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2009/csv2009/Minneapolis 2009 Council Member Ward 3.xls.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2009
False,False,,Minneapolis City Council Ward 4 2009,,11/6/2009,,,False,1,Ward 4 City Council,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2009/csv2009/Minneapolis 2009 Council Member Ward 4.xls.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2009
False,False,,Minneapolis City Council Ward 5 2009,,11/6/2009,,,False,1,Ward 5 City Council,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2009/csv2009/Minneapolis 2009 Council Member Ward 5.xls.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2009
False,False,,Minneapolis City Council Ward 6 2009,,11/6/2009,,,False,1,Ward 6 City Council,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2009/csv2009/Minneapolis 2009 Council Member Ward 6.xls.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2009
False,False,,Minneapolis City Council Ward 7 2009,,11/6/2009,,,False,1,Ward 7 City Council,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2009/csv2009/Minneapolis 2009 Council Member Ward 7.xls.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2009
False,False,,Minneapolis City Council Ward 8 2009,,11/6/2009,,,False,1,Ward 8 City Council,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2009/csv2009/Minneapolis 2009 Council Member Ward 8.xls.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2009
False,False,,Minneapolis City Council Ward 9 2009,,11/6/2009,,,False,1,Ward 9 City Council,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2009/csv2009/Minneapolis 2009 Council Member Ward 9.xls.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2009
False,False,,Minneapolis BOE 2017,,11/7/2017,,,True,2,Board of Estimate and Taxation,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-boe-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.stv_fractional_ballot'>,MN,,2017
False,False,,Minneapolis Mayor 2017,,11/7/2017,,,False,1,Mayor,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-mayor-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Park District 1 2017,,11/7/2017,,,False,1,P&R Board District 1,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-park-district-1-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Park District 2 2017,,11/7/2017,,,False,1,P&R Board District 2,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-park-district-2-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Park District 3 2017,,11/7/2017,,,False,1,P&R Board District 3,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-park-district-3-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Park District 4 2017,,11/7/2017,,,False,1,P&R Board District 4,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-park-district-4-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Park District 5 2017,,11/7/2017,,,False,1,P&R Board District 5,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-park-district-5-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Park District 6 2017,,11/7/2017,,,False,1,P&R Board District 6,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-park-district-6-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Park At Large 2017,,11/7/2017,,,True,3,Park Board At Large,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-park-at-large-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.stv_fractional_ballot'>,MN,,2017
False,False,,Minneapolis Ward 10 2017,,11/7/2017,,,False,1,Ward 10 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-10-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 11 2017,,11/7/2017,,,False,1,Ward 11 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-11-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 12 2017,,11/7/2017,,,False,1,Ward 12 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-12-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 13 2017,,11/7/2017,,,False,1,Ward 13 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-13-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 1 2017,,11/7/2017,,,False,1,Ward 1 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-1-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 2 2017,,11/7/2017,,,False,1,Ward 2 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-2-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 3 2017,,11/7/2017,,,False,1,Ward 3 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-3-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 4 2017,,11/7/2017,,,False,1,Ward 4 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-4-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 5 2017,,11/7/2017,,,False,1,Ward 5 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-5-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 6 2017,,11/7/2017,,,False,1,Ward 6 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-6-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 7 2017,,11/7/2017,,,False,1,Ward 7 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-7-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 8 2017,,11/7/2017,,,False,1,Ward 8 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-8-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
False,False,,Minneapolis Ward 9 2017,,11/7/2017,,,False,1,Ward 9 City Council ,<function minneapolis at 0x000002546E0408B8>,Ballot_Images/Minneapolis/2017/csv2017/2017-ward-9-cvr.xlsx.csv,Minneapolis,<class 'scripts.rcv_variants.rcv_single_winner'>,MN,,2017
True,False,,2010 City Auditor - Oakland Nov 2010,001,11/2/2010,,,False,1,City Auditor,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_City Auditor - Oakland_Nov 2010.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,"2010 Member, City Council, District 2 - Oakland Nov 2010",001,11/2/2010,,,False,1,City Council District 2,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 2 - Oakland_Nov 2010.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,"2010 Member, City Council, District 4 - Oakland Nov 2010",001,11/2/2010,,,False,1,City Council District 4,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 4 - Oakland_Nov 2010.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,"2010 Member, City Council, District 6 - Oakland Nov 2010",001,11/2/2010,,,False,1,City Council District 6,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 6 - Oakland_Nov 2010.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,2010 Mayor of Oakland Nov 2010,001,11/2/2010,,,False,1,Mayor,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Mayor of Oakland_Nov 2010.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,"2010 School Director, District 2 - Oakland Nov 2010",001,11/2/2010,,,False,1,School Director District 2,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_School Director, District 2 - Oakland_Nov 2010.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,"2010 School Director, District 4 - Oakland Nov 2010",001,11/2/2010,,,False,1,School Director District 4,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_School Director, District 4 - Oakland_Nov 2010.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,"2010 School Director, District 6 - Oakland Nov 2010",001,11/2/2010,,,False,1,School Director District 6,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_School Director, District 6 - Oakland_Nov 2010.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,2014 City Auditor - Oakland Nov 2014,001,11/4/2014,,,False,1,City Auditor,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_City Auditor - Oakland_Nov 2014.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,"2014 Member, City Council, District 2 - Oakland Nov 2014",001,11/4/2014,,,False,1,City Council District 2,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 2 - Oakland_Nov 2014.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,"2014 Member, City Council, District 4 - Oakland Nov 2014",001,11/4/2014,,,False,1,City Council District 4,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 4 - Oakland_Nov 2014.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,"2014 Member, City Council, District 6 - Oakland Nov 2014",001,11/4/2014,,,False,1,City Council District 6,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 6 - Oakland_Nov 2014.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,2014 Mayor - Oakland Nov 2014,001,11/4/2014,,,False,1,Mayor,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Mayor - Oakland_Nov 2014.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,"2014 School Director, District 2 - Oakland Nov 2014",001,11/4/2014,,,False,1,School Director District 2,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_School Director, District 2 - Oakland_Nov 2014.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,"2014 School Director, District 4 - Oakland Nov 2014",001,11/4/2014,,,False,1,School Director District 4,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_School Director, District 4 - Oakland_Nov 2014.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,"2014 School Director, District 6 - Oakland Nov 2014",001,11/4/2014,,,False,1,School Director District 6,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_School Director, District 6 - Oakland_Nov 2014.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,2012 City Attorney - Oakland Nov 2012,001,11/6/2012,,,False,1,City Attorney,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_City Attorney - Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 Member, City Council, At-Large - Oakland Nov 2012",001,11/6/2012,,,False,1,City Council At-Large,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council, At-Large - Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 Member, City Council, District 1- Oakland Nov 2012",001,11/6/2012,,,False,1,City Council District 1,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council, District 1- Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 Member, City Council,District 3 - Oakland Nov 2012",001,11/6/2012,,,False,1,City Council District 3,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council,District 3 - Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 Member, City Council, District 5- Oakland Nov 2012",001,11/6/2012,,,False,1,City Council District 5,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council, District 5- Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 Member, City Council, District 7- Oakland Nov 2012",001,11/6/2012,,,False,1,City Council District 7,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council, District 7- Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 School Director, District 1 - Oakland Nov 2012",001,11/6/2012,,,False,1,School Director District 1,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_School Director, District 1 - Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 School Director, District 3 - Oakland Nov 2012",001,11/6/2012,,,False,1,School Director District 3,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_School Director, District 3 - Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 School Director, District 5 - Oakland Nov 2012",001,11/6/2012,,,False,1,School Director District 5,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_School Director, District 5 - Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 School Director, District 7 - Oakland Nov 2012",001,11/6/2012,,,False,1,School Director District 7,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_School Director, District 7 - Oakland_Nov 2012.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,Oakland City Auditor 2018,001,11/6/2018,,,False,1,City Auditor,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandCityAuditor2018ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,Oakland Council D2 2018,001,11/6/2018,,,False,1,City Council District 2,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandCouncilD22018ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,Oakland Council D4 2018,001,11/6/2018,,,False,1,City Council District 4,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandCouncilD42018ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,Oakland Council D6 2018,001,11/6/2018,,,False,1,City Council District 6,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandCouncilD62018ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,Oakland Mayor 2018,001,11/6/2018,,,False,1,Mayor,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandMayor2018ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,Oakland School D2 2018,001,11/6/2018,,,False,1,School Director District 2,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandSchoolD22018ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,Oakland School D4 2018,001,11/6/2018,,,False,1,School Director District 4,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandSchoolD42018ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,Oakland School D6 2018,001,11/6/2018,,,False,1,School Director District 6,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandSchoolD62018ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,2016 OaklandAttorney,001,11/8/2016,,,False,1,City Attorney,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandAttorney/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 OaklandCouncilD1,001,11/8/2016,,,False,1,City Council District 1,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilD1/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 OaklandCouncilD3,001,11/8/2016,,,False,1,City Council District 3,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilD3/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 OaklandCouncilD5,001,11/8/2016,,,False,1,City Council District 5,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilD5/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 OaklandCouncilD7,001,11/8/2016,,,False,1,City Council District 7,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilD7/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 OaklandCouncilAtLrg,001,11/8/2016,,,False,1,CouncilAtLrg,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilAtLrg/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 OaklandSchoolD1,001,11/8/2016,,,False,1,School Director District 1,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandSchoolD1/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 OaklandSchoolD3,001,11/8/2016,,,False,1,School Director District 3,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandSchoolD3/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 OaklandSchoolD5,001,11/8/2016,,,False,1,School Director District 5,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandSchoolD5/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 OaklandSchoolD7,001,11/8/2016,,,False,1,School Director District 7,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandSchoolD7/ballot_image.txt",Oakland,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,True,,Payson City Council 2019,,11/5/2019,,,False,3,City Council,<function utah at 0x000002546E040C18>,Ballot_Images/Payson/2019/Payson.csv,Payson,<class 'scripts.rcv_variants.sequential_rcv'>,UT,,2019
True,True,,Payson City Council 2019,,11/5/2019,,,False,3,City Council,<function utah at 0x000002546E040C18>,Ballot_Images/Payson/2019/Payson.csv,Payson,<class 'scripts.rcv_variants.sequential_rcv'>,UT,,2019
True,True,,Payson City Council 2019,,11/5/2019,,,False,3,City Council,<function utah at 0x000002546E040C18>,Ballot_Images/Payson/2019/Payson.csv,Payson,<class 'scripts.rcv_variants.sequential_rcv'>,UT,,2019
True,False,,Pierce County Auditor 2009,,11/3/2009,,,False,1,County Auditor,<function sfnoid at 0x000002546E040798>,Ballot_Images/Pierce County/Pierce County Auditor 2009 Ballot Image.txt,Pierce County,<class 'scripts.rcv_variants.rcv_single_winner'>,WA,,2009
True,False,,Pierce County Assessor - Treasurer 2008,,11/4/2008,,,False,1,County Assessor-Treasurer,<function sfnoid at 0x000002546E040798>,Ballot_Images/Pierce County/Pierce County Assessor - Treasurer 2008 Ballot Image.txt,Pierce County,<class 'scripts.rcv_variants.rcv_single_winner'>,WA,,2008
True,False,,"Pierce County Council, District 2 2008",,11/4/2008,,,False,1,County Council District 2,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Pierce County/Pierce County Council, District No. 2 2008 Ballot Image.txt",Pierce County,<class 'scripts.rcv_variants.rcv_single_winner'>,WA,,2008
True,False,,Pierce County Executive 2008,,11/4/2008,,,False,1,County Executive Member,<function sfnoid at 0x000002546E040798>,Ballot_Images/Pierce County/Pierce County Executive 2008 Ballot Image.txt,Pierce County,<class 'scripts.rcv_variants.rcv_single_winner'>,WA,,2008
True,False,,San Francisco Board of Supervisors District 8 June 2018,075,6/5/2018,,,False,1,Board of Supervisors District 8,"functools.partial(<function sf at 0x000002546E040708>, '0000021')",Ballot_Images/San Francisco/San Fran June 2018/20180621_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Francisco Mayor June 2018,075,6/5/2018,,,False,1,Mayor,"functools.partial(<function sf at 0x000002546E040708>, '0000020')",Ballot_Images/San Francisco/San Fran June 2018/20180621_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
