break_on_overvote,break_on_repeated_skipvotes,candidate_map,contest,county,date,idparser,master_lookup,multi_winner_rounds,num_winners,office,parser,path,place,rcv_type,state,state_code,year
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D11-Cntl.txt,San Francisco District 11 2004,075,11/2/2004,,,False,1,Board of Supervisors District 11,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D11-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2004
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D02-Cntl.txt,San Francisco District 2 2004,075,11/2/2004,,,False,1,Board of Supervisors District 2,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D02-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2004
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D03-Cntl.txt,San Francisco District 3 2004,075,11/2/2004,,,False,1,Board of Supervisors District 3,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D03-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2004
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D05-Cntl.txt,San Francisco District 5 2004,075,11/2/2004,,,False,1,Board of Supervisors District 5,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D05-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2004
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D07-Cntl.txt,San Francisco District 7 2004,075,11/2/2004,,,False,1,Board of Supervisors District 7,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D07-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2004
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D09-Cntl.txt,San Francisco District 9 2004,075,11/2/2004,,,False,1,Board of Supervisors District 9,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D09-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2004
True,False,,San Francisco Board of Supervisors District 10 2010,075,11/2/2010,,,False,1,Board of Supervisors District 10,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2010_District 10 Supervisors/BallotImage-D10.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,San Francisco Board of Supervisors District 2 2010,075,11/2/2010,,,False,1,Board of Supervisors District 2,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2010_District 2 Supervisors/BallotImage-D2.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,San Francisco Board of Supervisors District 6 2010,075,11/2/2010,,,False,1,Board of Supervisors District 6,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2010_District 6 Supervisors/BallotImage-D6.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,San Francisco Board of Supervisors District 8 2010,075,11/2/2010,,,False,1,Board of Supervisors District 8,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2010_District 8 Supervisors/BallotImage-D8.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,San Francisco Board of Supervisors District 3 2015,075,11/3/2015,,,False,1,Board of Supervisors District 3,"functools.partial(<function sf at 0x000002546E040708>, '0000003')",Ballot_Images/San Francisco/2015 All offices/20151119_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2015
True,False,,San Francisco Mayor 2015,075,11/3/2015,,,False,1,Mayor,"functools.partial(<function sf at 0x000002546E040708>, '0000001')",Ballot_Images/San Francisco/2015 All offices/20151119_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2015
True,False,,San Francisco Sheriff 2015,075,11/3/2015,,,False,1,Sheriff,"functools.partial(<function sf at 0x000002546E040708>, '0000002')",Ballot_Images/San Francisco/2015 All offices/20151119_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2015
True,False,,San Francisco Board of Supervisors District 11 2008,075,11/4/2008,,,False,1,Board of Supervisors District 11,"functools.partial(<function sf at 0x000002546E040708>, '0000004')",Ballot_Images/San Francisco/San Fran_Nov 2008_All District races/CityWide_BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2008
True,False,,San Francisco Board of Supervisors District 1 2008,075,11/4/2008,,,False,1,Board of Supervisors District 1,"functools.partial(<function sf at 0x000002546E040708>, '0000003')",Ballot_Images/San Francisco/San Fran_Nov 2008_All District races/CityWide_BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2008
True,False,,San Francisco Board of Supervisors District 3 2008,075,11/4/2008,,,False,1,Board of Supervisors District 3,"functools.partial(<function sf at 0x000002546E040708>, '0000005')",Ballot_Images/San Francisco/San Fran_Nov 2008_All District races/CityWide_BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2008
True,False,,San Francisco Board of Supervisors District 4 2008,075,11/4/2008,,,False,1,Board of Supervisors District 4,"functools.partial(<function sf at 0x000002546E040708>, '0000006')",Ballot_Images/San Francisco/San Fran_Nov 2008_All District races/CityWide_BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2008
True,False,,San Francisco Board of Supervisors District 5 2008,075,11/4/2008,,,False,1,Board of Supervisors District 5,"functools.partial(<function sf at 0x000002546E040708>, '0000007')",Ballot_Images/San Francisco/San Fran_Nov 2008_All District races/CityWide_BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2008
True,False,,San Francisco Board of Supervisors District 7 2008,075,11/4/2008,,,False,1,Board of Supervisors District 7,"functools.partial(<function sf at 0x000002546E040708>, '0000008')",Ballot_Images/San Francisco/San Fran_Nov 2008_All District races/CityWide_BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2008
True,False,,San Francisco Board of Supervisors District 9 2008,075,11/4/2008,,,False,1,Board of Supervisors District 9,"functools.partial(<function sf at 0x000002546E040708>, '0000009')",Ballot_Images/San Francisco/San Fran_Nov 2008_All District races/CityWide_BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2008
True,False,,San Francisco Board of Supervisors District 10 2014,075,11/4/2014,,,False,1,Board of Supervisors District 10,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2014_District 10 Supervisors/D10_BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D01-Cntl.txt,San Francisco District 1 2004,075,11/5/2004,,,False,1,Board of Supervisors District 1,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2004/D01-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2004
True,False,,San Francisco City Attorney 2019,075,11/5/2019,,,False,1,City Attorney,<function dominion5_2 at 0x000002546E040B88>,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2019
True,False,,San Francisco District Attorney 2019,075,11/5/2019,,,False,1,District Attorney,<function dominion5_2 at 0x000002546E040B88>,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2019
True,False,,San Francisco Mayor 2019,075,11/5/2019,,,False,1,Mayor,<function dominion5_2 at 0x000002546E040B88>,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2019
True,False,,"San Francisco Board of Supervisors, District 5 2019",075,11/5/2019,,,False,1,"Member, Board of Supervisors, District 5",<function dominion5_2 at 0x000002546E040B88>,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2019
True,False,,San Francisco Public Defender 2019,075,11/5/2019,,,False,1,Public Defender,<function dominion5_2 at 0x000002546E040B88>,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2019
True,False,,San Francisco Sheriff 2019,075,11/5/2019,,,False,1,Sheriff,<function dominion5_2 at 0x000002546E040B88>,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2019
True,False,,San Francisco Treasurer 2019,075,11/5/2019,,,False,1,Treasurer,<function dominion5_2 at 0x000002546E040B88>,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2019
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2007/MYR-Cntl.txt,San Francisco Mayor 2007,075,11/6/2007,,,False,1,Mayor,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2007/MYR-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2007
True,False,,San Francisco Board of Supervisors District 5 2012,075,11/6/2012,,,False,1,Board of Supervisors District 5,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2012_District 5 Supervisors/D5-BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,San Francisco Board of Supervisors District 7 2012,075,11/6/2012,,,False,1,Board of Supervisors District 7,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2012_District 7 Supervisors/D7-BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,San Francisco Assessor-Recorder 2018,075,11/6/2018,,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_masterlookup.txt,False,1,Assessor-Recorder,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_assessor_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Francisco Board of Supervisors District 10 2018,075,11/6/2018,,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_masterlookup.txt,False,1,Board of Supervisors District 10,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_d10_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Francisco Board of Supervisors District 2 2018,075,11/6/2018,,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_masterlookup.txt,False,1,Board of Supervisors District 2,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_d2_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Francisco Board of Supervisors District 4 2018,075,11/6/2018,,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_masterlookup.txt,False,1,Board of Supervisors District 4,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_d4_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Francisco Board of Supervisors District 6 2018,075,11/6/2018,,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_masterlookup.txt,False,1,Board of Supervisors District 6,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_d6_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Francisco Board of Supervisors District 8 2018,075,11/6/2018,,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_masterlookup.txt,False,1,Board of Supervisors District 8,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_d8_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Francisco Public Defender 2018,075,11/6/2018,,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_masterlookup.txt,False,1,Public Defender,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran_Nov 2018/20181127_defender_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D10-Cntl.txt,San Francisco Board of Supervisors District 10 2006,075,11/7/2006,,,False,1,Board of Supervisors District 10,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D10-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2006
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D02-Cntl.txt,San Francisco Board of Supervisors District 2 2006,075,11/7/2006,,,False,1,Board of Supervisors District 2,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D02-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2006
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D04-Cntl.txt,San Francisco Board of Supervisors District 4 2006,075,11/7/2006,,,False,1,Board of Supervisors District 4,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D04-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2006
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D06-Cntl.txt,San Francisco Board of Supervisors District 6 2006,075,11/7/2006,,,False,1,Board of Supervisors District 6,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D06-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2006
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D08-Cntl.txt,San Francisco Board of Supervisors District 8 2006,075,11/7/2006,,,False,1,Board of Supervisors District 8,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2006/D08-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2006
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2005/AR-Cntl.txt,San Francisco Assessor-Recorder 2005,075,11/8/2005,,,False,1,Assessor-Recorder,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2005/AR-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2005
True,False,Ballot_Images/San Francisco/RCVCalc Ballot Images/2005/TR-Cntl.txt,San Francisco Treasurer 2005,075,11/8/2005,,,False,1,Treasurer,<function old at 0x000002546E040828>,Ballot_Images/San Francisco/RCVCalc Ballot Images/2005/TR-Ballots.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2005
True,False,,San Francisco District Attorney 2011,075,11/8/2011,,,False,1,District Attorney,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran Nov 2011 District Attorney/DA-BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2011
True,False,,San Francisco Mayor 2011,075,11/8/2011,,,False,1,Mayor,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran Nov 2011 Mayor/Mayor-BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2011
True,False,,San Francisco Sheriff 2011,075,11/8/2011,,,False,1,Sheriff,<function sfnoid at 0x000002546E040798>,Ballot_Images/San Francisco/San Fran Nov 2011 Sheriff/Sheriff-BallotImage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2011
True,False,,San Francisco Board of Supervisors District 11 2016,075,11/8/2016,,Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_masterlookup.txt,False,1,Board of Supervisors District 11,"functools.partial(<function sf at 0x000002546E040708>, '0000014')",Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,San Francisco Board of Supervisors District 1 2016,075,11/8/2016,,Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_masterlookup.txt,False,1,Board of Supervisors District 1,"functools.partial(<function sf at 0x000002546E040708>, '0000009')",Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,San Francisco Board of Supervisors District 3 2016,075,11/8/2016,,Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_masterlookup.txt,False,1,Board of Supervisors District 3,"functools.partial(<function sf at 0x000002546E040708>, '0000010')",Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,San Francisco Board of Supervisors District 5 2016,075,11/8/2016,,Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_masterlookup.txt,False,1,Board of Supervisors District 5,"functools.partial(<function sf at 0x000002546E040708>, '0000011')",Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,San Francisco Board of Supervisors District 7 2016,075,11/8/2016,,Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_masterlookup.txt,False,1,Board of Supervisors District 7,"functools.partial(<function sf at 0x000002546E040708>, '0000012')",Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,San Francisco Board of Supervisors District 9 2016,075,11/8/2016,,Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_masterlookup.txt,False,1,Board of Supervisors District 9,"functools.partial(<function sf at 0x000002546E040708>, '0000013')",Ballot_Images/San Francisco/San Fran_Nov 2016/20161206_ballotimage.txt,San Francisco,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,"2010 Member, City Council, District 1 - San Leandro Nov 2010",001,11/2/2010,,,False,1,County Council District 1,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 1 - San Leandro_Nov 2010.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,"2010 Member, City Council, District 3 - San Leandro Nov 2010",001,11/2/2010,,,False,1,County Council District 3,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 3 - San Leandro_Nov 2010.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,"2010 Member, City Council, District 5 - San Leandro Nov 2010",001,11/2/2010,,,False,1,County Council District 5,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 5 - San Leandro_Nov 2010.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,2010 Mayor of San Leandro Nov 2010,001,11/2/2010,,,False,1,Mayor,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Mayor of San Leandro_Nov 2010.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2010
True,False,,"2014 Member, City Council, District 1 - San Leandro Nov 2014",001,11/4/2014,,,False,1,County Council District 1,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 1 - San Leandro_Nov 2014.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,"2014 Member, City Council, District 3 - San Leandro Nov 2014",001,11/4/2014,,,False,1,County Council District 3,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 3 - San Leandro_Nov 2014.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,"2014 Member, City Council, District 5 - San Leandro Nov 2014",001,11/4/2014,,,False,1,County Council District 5,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 5 - San Leandro_Nov 2014.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,2014 Mayor of San Leandro Nov 2014,001,11/4/2014,,,False,1,Mayor,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Mayor of San Leandro_Nov 2014.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2014
True,False,,"2012 Member, City Council, District 2 - San Leandro Nov 2012",001,11/6/2012,,,False,1,County Council District 2,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council, District 2 - San Leandro_Nov 2012.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 Member, City Council, District 4 - San Leandro Nov 2012",001,11/6/2012,,,False,1,County Council District 4,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council, District 4 - San Leandro_Nov 2012.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,"2012 Member, City Council, District 6 - San Leandro Nov 2012",001,11/6/2012,,,False,1,County Council District 6,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council, District 6 - San Leandro_Nov 2012.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2012
True,False,,San Leandro Council D1 2018,001,11/6/2018,,,False,1,County Council District 1,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/SanLeandroCouncilD12018ballot_image.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Leandro Council D3 2018,001,11/6/2018,,,False,1,County Council District 3,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/SanLeandroCouncilD32018ballot_image.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Leandro Council D5 2018,001,11/6/2018,,,False,1,County Council District 5,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/SanLeandroCouncilD52018ballot_image.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,San Leandro Mayor 2018,001,11/6/2018,,,False,1,Mayor,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/SanLeandroMayor2018ballot_image.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2018
True,False,,2016 SanLeandroCouncilD2,001,11/8/2016,,,False,1,County Council District 2,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/SanLeandroCouncilD2/ballot_image.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 SanLeandroCouncilD4,001,11/8/2016,,,False,1,County Council District 4,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/SanLeandroCouncilD4/ballot_image.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,2016 SanLeandroCouncilD6,001,11/8/2016,,,False,1,County Council District 6,<function sfnoid at 0x000002546E040798>,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/SanLeandroCouncilD6/ballot_image.txt",San Leandro,<class 'scripts.rcv_variants.rcv_single_winner'>,CA,06,2016
True,False,,Santa Fe Councilor District 2 2018,,3/6/2018,"functools.partial(<function santafe_id at 0x000002546E040A68>, 1, 3)",,False,1,City Council District 2,"functools.partial(<function santafe at 0x000002546E0409D8>, 1, 3)",Ballot_Images/Santa_Fe/csvFiles/CvrExport.csv,Santa Fe,<class 'scripts.rcv_variants.rcv_single_winner'>,NM,,2018
True,False,,Santa Fe Councilor District 4 2018,,3/6/2018,"functools.partial(<function santafe_id at 0x000002546E040A68>, 1, 5)",,False,1,City Council District 4,"functools.partial(<function santafe at 0x000002546E0409D8>, 1, 5)",Ballot_Images/Santa_Fe/csvFiles/CvrExport.csv,Santa Fe,<class 'scripts.rcv_variants.rcv_single_winner'>,NM,,2018
True,False,,Santa Fe Mayor 2018,,3/6/2018,"functools.partial(<function santafe_id at 0x000002546E040A68>, 0, 1)",,False,1,Mayor,"functools.partial(<function santafe at 0x000002546E0409D8>, 0, 1)",Ballot_Images/Santa_Fe/csvFiles/CvrExport.csv,Santa Fe,<class 'scripts.rcv_variants.rcv_single_winner'>,NM,,2018
True,True,,Vineyard City Council 2019,,11/5/2019,,,False,2,City Council,<function utah at 0x000002546E040C18>,Ballot_Images/Vineyard/2019/Vineyard.csv,Vineyard,<class 'scripts.rcv_variants.sequential_rcv'>,UT,,2019
True,True,,Vineyard City Council 2019,,11/5/2019,,,False,2,City Council,<function utah at 0x000002546E040C18>,Ballot_Images/Vineyard/2019/Vineyard.csv,Vineyard,<class 'scripts.rcv_variants.sequential_rcv'>,UT,,2019
True,False,,Wyoming Dem Primary 2020,,4/17/2020,,,False,1,PRESIDENT OF THE UNITED STATES,<function common_csv at 0x000002546B91BB88>,Ballot_Images/Wyoming/2020/dem_presidential_primary,Wyoming,<class 'scripts.rcv_variants.rcv_multiWinner_thresh15'>,WY,,2020
