Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,492,2.4857723577235773,3.0
Donald Trump Jr.,68,2.5588235294117645,3.0
Ivanka Trump,41,2.6341463414634148,3
Marco Rubio,37,2.4324324324324325,3
Mike Pence,194,2.350515463917526,3.0
Nikki Haley,79,2.5063291139240507,3
Ted Cruz,73,2.6986301369863015,3
