ranks,ballotID,rank1,rank2,rank3
"['LONDON BREED', 'THEA SELBY', 'JOHN RIZZO']",1,LONDON BREED,THEA SELBY,JOHN RIZZO
"['HOPE JOHNSON', 'HOPE JOHNSON', 'HOPE JOHNSON']",2,HOPE JOHNSON,HOPE JOHNSON,HOPE JOHNSON
"['LONDON BREED', 'skipped', 'skipped']",3,LONDON BREED,skipped,skipped
"['JOHN RIZZO', 'JOHN RIZZO', 'JOHN RIZZO']",4,JOHN RIZZO,JOHN RIZZO,JOHN RIZZO
"['JOHN RIZZO', 'JULIAN DAVIS', 'HOPE JOHNSON']",5,JOHN RIZZO,JULIAN DAVIS,HOPE JOHNSON
"['CHRISTINA OLAGUE', 'LONDON BREED', 'JOHN RIZZO']",6,CHRISTINA OLAGUE,LONDON BREED,JOHN RIZZO
"['LONDON BREED', 'LONDON BREED', 'skipped']",7,LONDON BREED,LONDON BREED,skipped
"['CHRISTINA OLAGUE', 'LONDON BREED', 'JULIAN DAVIS']",8,CHRISTINA OLAGUE,LONDON BREED,JULIAN DAVIS
"['LONDON BREED', 'DANIEL EVERETT', 'DANIEL EVERETT']",9,LONDON BREED,DANIEL EVERETT,DANIEL EVERETT
"['HOPE JOHNSON', 'JULIAN DAVIS', 'JULIAN DAVIS']",10,HOPE JOHNSON,JULIAN DAVIS,JULIAN DAVIS
"['LONDON BREED', 'JULIAN DAVIS', 'THEA SELBY']",11,LONDON BREED,JULIAN DAVIS,THEA SELBY
"['LONDON BREED', 'skipped', 'skipped']",12,LONDON BREED,skipped,skipped
"['LONDON BREED', 'skipped', 'DANIEL EVERETT']",13,LONDON BREED,skipped,DANIEL EVERETT
"['JULIAN DAVIS', 'CHRISTINA OLAGUE', 'LONDON BREED']",14,JULIAN DAVIS,CHRISTINA OLAGUE,LONDON BREED
"['LONDON BREED', 'LONDON BREED', 'LONDON BREED']",15,LONDON BREED,LONDON BREED,LONDON BREED
"['HOPE JOHNSON', 'THEA SELBY', 'JOHN RIZZO']",16,HOPE JOHNSON,THEA SELBY,JOHN RIZZO
"['LONDON BREED', 'CHRISTINA OLAGUE', 'JULIAN DAVIS']",17,LONDON BREED,CHRISTINA OLAGUE,JULIAN DAVIS
"['LONDON BREED', 'THEA SELBY', 'JOHN RIZZO']",18,LONDON BREED,THEA SELBY,JOHN RIZZO
"['LONDON BREED', 'CHRISTINA OLAGUE', 'JULIAN DAVIS']",19,LONDON BREED,CHRISTINA OLAGUE,JULIAN DAVIS
"['JULIAN DAVIS', 'LONDON BREED', 'CHRISTINA OLAGUE']",20,JULIAN DAVIS,LONDON BREED,CHRISTINA OLAGUE
"['CHRISTINA OLAGUE', 'CHRISTINA OLAGUE', 'CHRISTINA OLAGUE']",21,CHRISTINA OLAGUE,CHRISTINA OLAGUE,CHRISTINA OLAGUE
"['LONDON BREED', 'LONDON BREED', 'LONDON BREED']",22,LONDON BREED,LONDON BREED,LONDON BREED
"['LONDON BREED', 'THEA SELBY', 'JOHN RIZZO']",23,LONDON BREED,THEA SELBY,JOHN RIZZO
"['LONDON BREED', 'HOPE JOHNSON', 'JULIAN DAVIS']",24,LONDON BREED,HOPE JOHNSON,JULIAN DAVIS
"['CHRISTINA OLAGUE', 'THEA SELBY', 'LONDON BREED']",25,CHRISTINA OLAGUE,THEA SELBY,LONDON BREED
"['JOHN RIZZO', 'CHRISTINA OLAGUE', 'DANIEL EVERETT']",26,JOHN RIZZO,CHRISTINA OLAGUE,DANIEL EVERETT
"['JULIAN DAVIS', 'DANIEL EVERETT', 'LONDON BREED']",27,JULIAN DAVIS,DANIEL EVERETT,LONDON BREED
"['CHRISTINA OLAGUE', 'JULIAN DAVIS', 'LONDON BREED']",28,CHRISTINA OLAGUE,JULIAN DAVIS,LONDON BREED
"['THEA SELBY', 'LONDON BREED', 'DANIEL EVERETT']",29,THEA SELBY,LONDON BREED,DANIEL EVERETT
"[""ANDREW ''ELLARD'' RESIGNATO"", 'LONDON BREED', 'THEA SELBY']",30,ANDREW ''ELLARD'' RESIGNATO,LONDON BREED,THEA SELBY
"['JULIAN DAVIS', 'skipped', 'skipped']",31,JULIAN DAVIS,skipped,skipped
"['THEA SELBY', 'JOHN RIZZO', 'HOPE JOHNSON']",32,THEA SELBY,JOHN RIZZO,HOPE JOHNSON
"['LONDON BREED', 'LONDON BREED', 'LONDON BREED']",33,LONDON BREED,LONDON BREED,LONDON BREED
"['LONDON BREED', 'CHRISTINA OLAGUE', 'THEA SELBY']",34,LONDON BREED,CHRISTINA OLAGUE,THEA SELBY
"['LONDON BREED', ""ANDREW ''ELLARD'' RESIGNATO"", 'skipped']",35,LONDON BREED,ANDREW ''ELLARD'' RESIGNATO,skipped
"['LONDON BREED', 'skipped', 'skipped']",36,LONDON BREED,skipped,skipped
"['CHRISTINA OLAGUE', 'JOHN RIZZO', 'JULIAN DAVIS']",37,CHRISTINA OLAGUE,JOHN RIZZO,JULIAN DAVIS
"['JULIAN DAVIS', 'DANIEL EVERETT', 'LONDON BREED']",38,JULIAN DAVIS,DANIEL EVERETT,LONDON BREED
"['LONDON BREED', 'CHRISTINA OLAGUE', 'HOPE JOHNSON']",39,LONDON BREED,CHRISTINA OLAGUE,HOPE JOHNSON
"['JULIAN DAVIS', 'LONDON BREED', ""ANDREW ''ELLARD'' RESIGNATO""]",40,JULIAN DAVIS,LONDON BREED,ANDREW ''ELLARD'' RESIGNATO
"['LONDON BREED', 'HOPE JOHNSON', 'JULIAN DAVIS']",41,LONDON BREED,HOPE JOHNSON,JULIAN DAVIS
"['LONDON BREED', 'JOHN RIZZO', 'CHRISTINA OLAGUE']",42,LONDON BREED,JOHN RIZZO,CHRISTINA OLAGUE
"['JULIAN DAVIS', 'LONDON BREED', 'JOHN RIZZO']",43,JULIAN DAVIS,LONDON BREED,JOHN RIZZO
"['JOHN RIZZO', ""ANDREW ''ELLARD'' RESIGNATO"", 'JULIAN DAVIS']",44,JOHN RIZZO,ANDREW ''ELLARD'' RESIGNATO,JULIAN DAVIS
"['LONDON BREED', 'CHRISTINA OLAGUE', 'JOHN RIZZO']",45,LONDON BREED,CHRISTINA OLAGUE,JOHN RIZZO
"['JULIAN DAVIS', 'JOHN RIZZO', 'THEA SELBY']",46,JULIAN DAVIS,JOHN RIZZO,THEA SELBY
"['LONDON BREED', 'LONDON BREED', 'skipped']",47,LONDON BREED,LONDON BREED,skipped
"['CHRISTINA OLAGUE', 'skipped', 'skipped']",48,CHRISTINA OLAGUE,skipped,skipped
"['THEA SELBY', 'LONDON BREED', 'CHRISTINA OLAGUE']",49,THEA SELBY,LONDON BREED,CHRISTINA OLAGUE
"['JULIAN DAVIS', 'THEA SELBY', 'HOPE JOHNSON']",50,JULIAN DAVIS,THEA SELBY,HOPE JOHNSON
"['LONDON BREED', 'skipped', 'skipped']",51,LONDON BREED,skipped,skipped
"['JULIAN DAVIS', 'CHRISTINA OLAGUE', 'JOHN RIZZO']",52,JULIAN DAVIS,CHRISTINA OLAGUE,JOHN RIZZO
"['JULIAN DAVIS', 'CHRISTINA OLAGUE', ""ANDREW ''ELLARD'' RESIGNATO""]",53,JULIAN DAVIS,CHRISTINA OLAGUE,ANDREW ''ELLARD'' RESIGNATO
"['LONDON BREED', 'skipped', 'skipped']",54,LONDON BREED,skipped,skipped
"['LONDON BREED', 'CHRISTINA OLAGUE', 'HOPE JOHNSON']",55,LONDON BREED,CHRISTINA OLAGUE,HOPE JOHNSON
"['JOHN RIZZO', 'JULIAN DAVIS', 'CHRISTINA OLAGUE']",56,JOHN RIZZO,JULIAN DAVIS,CHRISTINA OLAGUE
"['JULIAN DAVIS', 'DANIEL EVERETT', 'HOPE JOHNSON']",57,JULIAN DAVIS,DANIEL EVERETT,HOPE JOHNSON
"['LONDON BREED', 'HOPE JOHNSON', 'CHRISTINA OLAGUE']",58,LONDON BREED,HOPE JOHNSON,CHRISTINA OLAGUE
"['LONDON BREED', 'JOHN RIZZO', 'HOPE JOHNSON']",59,LONDON BREED,JOHN RIZZO,HOPE JOHNSON
"['THEA SELBY', 'CHRISTINA OLAGUE', 'LONDON BREED']",60,THEA SELBY,CHRISTINA OLAGUE,LONDON BREED
"['THEA SELBY', 'JOHN RIZZO', 'LONDON BREED']",61,THEA SELBY,JOHN RIZZO,LONDON BREED
"['JULIAN DAVIS', 'LONDON BREED', 'LONDON BREED']",62,JULIAN DAVIS,LONDON BREED,LONDON BREED
"['LONDON BREED', 'JULIAN DAVIS', 'CHRISTINA OLAGUE']",63,LONDON BREED,JULIAN DAVIS,CHRISTINA OLAGUE
"['JOHN RIZZO', 'CHRISTINA OLAGUE', 'DANIEL EVERETT']",64,JOHN RIZZO,CHRISTINA OLAGUE,DANIEL EVERETT
"['LONDON BREED', 'CHRISTINA OLAGUE', 'THEA SELBY']",65,LONDON BREED,CHRISTINA OLAGUE,THEA SELBY
"['LONDON BREED', 'CHRISTINA OLAGUE', 'JULIAN DAVIS']",66,LONDON BREED,CHRISTINA OLAGUE,JULIAN DAVIS
"['LONDON BREED', ""ANDREW ''ELLARD'' RESIGNATO"", 'HOPE JOHNSON']",67,LONDON BREED,ANDREW ''ELLARD'' RESIGNATO,HOPE JOHNSON
"['THEA SELBY', 'HOPE JOHNSON', 'LONDON BREED']",68,THEA SELBY,HOPE JOHNSON,LONDON BREED
"['LONDON BREED', 'LONDON BREED', 'LONDON BREED']",69,LONDON BREED,LONDON BREED,LONDON BREED
"['CHRISTINA OLAGUE', 'skipped', 'skipped']",70,CHRISTINA OLAGUE,skipped,skipped
"['JULIAN DAVIS', 'CHRISTINA OLAGUE', 'JOHN RIZZO']",71,JULIAN DAVIS,CHRISTINA OLAGUE,JOHN RIZZO
"['LONDON BREED', 'skipped', 'skipped']",72,LONDON BREED,skipped,skipped
"['THEA SELBY', 'CHRISTINA OLAGUE', 'LONDON BREED']",73,THEA SELBY,CHRISTINA OLAGUE,LONDON BREED
"['LONDON BREED', 'skipped', 'skipped']",74,LONDON BREED,skipped,skipped
"['JULIAN DAVIS', 'CHRISTINA OLAGUE', 'JOHN RIZZO']",75,JULIAN DAVIS,CHRISTINA OLAGUE,JOHN RIZZO
"['JOHN RIZZO', 'skipped', 'skipped']",76,JOHN RIZZO,skipped,skipped
"['HOPE JOHNSON', 'THEA SELBY', 'LONDON BREED']",77,HOPE JOHNSON,THEA SELBY,LONDON BREED
