ballotID,rank1,rank2,rank3,rank4,rank5
96,Andy Montroll,Dan Smith,skipped,skipped,skipped
97,Dan Smith,Bob Kiss,skipped,skipped,skipped
98,Kurt Wright,skipped,skipped,skipped,skipped
99,Kurt Wright,skipped,skipped,skipped,skipped
100,Kurt Wright,Andy Montroll,Dan Smith,skipped,skipped
101,Kurt Wright,skipped,skipped,skipped,skipped
102,Dan Smith,James Simpson,Bob Kiss,Andy Montroll,Kurt Wright
103,Kurt Wright,skipped,skipped,skipped,skipped
104,Kurt Wright,skipped,skipped,skipped,skipped
105,Andy Montroll,Dan Smith,Kurt Wright,Bob Kiss,skipped
106,Bob Kiss,skipped,skipped,skipped,skipped
107,Bob Kiss,Andy Montroll,skipped,skipped,skipped
108,Bob Kiss,Andy Montroll,skipped,skipped,skipped
109,Dan Smith,skipped,skipped,skipped,skipped
110,Kurt Wright,Dan Smith,Bob Kiss,skipped,skipped
111,Bob Kiss,skipped,skipped,skipped,skipped
112,Kurt Wright,skipped,skipped,skipped,skipped
113,Andy Montroll,Dan Smith,skipped,skipped,skipped
114,Dan Smith,Andy Montroll,skipped,skipped,skipped
115,Kurt Wright,James Simpson,Andy Montroll,skipped,skipped
116,Kurt Wright,Dan Smith,Bob Kiss,Andy Montroll,James Simpson
117,Kurt Wright,James Simpson,writein,skipped,skipped
118,Kurt Wright,James Simpson,writein,skipped,skipped
119,Dan Smith,Andy Montroll,skipped,skipped,skipped
120,Andy Montroll,Dan Smith,James Simpson,Bob Kiss,Kurt Wright
121,Kurt Wright,Andy Montroll,Bob Kiss,Dan Smith,James Simpson
122,Dan Smith,Kurt Wright,Andy Montroll,Bob Kiss,skipped
123,Bob Kiss,skipped,skipped,skipped,skipped
124,Kurt Wright,Bob Kiss,Andy Montroll,James Simpson,Dan Smith
125,Kurt Wright,Bob Kiss,skipped,skipped,skipped
126,Bob Kiss,Andy Montroll,Dan Smith,skipped,skipped
127,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,skipped
128,Andy Montroll,Bob Kiss,skipped,skipped,skipped
129,Andy Montroll,Dan Smith,Bob Kiss,Kurt Wright,skipped
130,Bob Kiss,Dan Smith,James Simpson,Kurt Wright,Andy Montroll
131,Kurt Wright,skipped,skipped,skipped,skipped
132,Bob Kiss,Kurt Wright,Dan Smith,skipped,skipped
133,Kurt Wright,Andy Montroll,Dan Smith,skipped,skipped
134,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
135,Andy Montroll,skipped,Bob Kiss,skipped,skipped
136,Andy Montroll,James Simpson,Bob Kiss,Dan Smith,skipped
137,Andy Montroll,Dan Smith,James Simpson,skipped,skipped
138,Bob Kiss,Dan Smith,Andy Montroll,James Simpson,Kurt Wright
139,Kurt Wright,Dan Smith,skipped,skipped,skipped
140,Dan Smith,Andy Montroll,Bob Kiss,Kurt Wright,skipped
141,Dan Smith,Andy Montroll,skipped,skipped,skipped
142,Kurt Wright,skipped,skipped,skipped,skipped
143,Bob Kiss,skipped,skipped,skipped,skipped
144,Andy Montroll,skipped,skipped,skipped,skipped
145,Andy Montroll,Dan Smith,Bob Kiss,skipped,skipped
146,Andy Montroll,James Simpson,Kurt Wright,skipped,skipped
147,Kurt Wright,Andy Montroll,Dan Smith,skipped,skipped
148,Andy Montroll,Bob Kiss,Kurt Wright,skipped,skipped
149,Andy Montroll,skipped,skipped,skipped,skipped
150,Bob Kiss,Andy Montroll,Dan Smith,skipped,skipped
151,Andy Montroll,Dan Smith,skipped,skipped,skipped
152,Bob Kiss,Andy Montroll,Dan Smith,James Simpson,skipped
153,Kurt Wright,Dan Smith,Andy Montroll,Bob Kiss,James Simpson
154,Kurt Wright,Andy Montroll,skipped,skipped,skipped
155,Andy Montroll,Dan Smith,skipped,skipped,skipped
156,Andy Montroll,Bob Kiss,James Simpson,Dan Smith,Kurt Wright
157,Bob Kiss,Andy Montroll,skipped,skipped,skipped
158,Andy Montroll,Bob Kiss,Dan Smith,Kurt Wright,skipped
159,Dan Smith,Andy Montroll,Bob Kiss,Kurt Wright,skipped
160,Bob Kiss,Andy Montroll,James Simpson,skipped,skipped
161,Andy Montroll,writein,skipped,skipped,skipped
162,Dan Smith,Andy Montroll,Kurt Wright,Bob Kiss,James Simpson
163,Andy Montroll,Kurt Wright,skipped,skipped,skipped
164,Bob Kiss,Andy Montroll,James Simpson,Dan Smith,Kurt Wright
165,Bob Kiss,Dan Smith,Andy Montroll,James Simpson,skipped
166,Andy Montroll,Bob Kiss,skipped,skipped,skipped
167,Bob Kiss,Andy Montroll,skipped,skipped,skipped
168,Kurt Wright,Andy Montroll,James Simpson,Dan Smith,Bob Kiss
169,Kurt Wright,skipped,skipped,skipped,skipped
170,Kurt Wright,Dan Smith,skipped,skipped,skipped
171,Andy Montroll,Bob Kiss,James Simpson,Dan Smith,writein
172,Kurt Wright,skipped,skipped,skipped,skipped
173,Bob Kiss,Andy Montroll,Kurt Wright,skipped,skipped
174,Dan Smith,Bob Kiss,Andy Montroll,skipped,skipped
175,Bob Kiss,Dan Smith,Kurt Wright,Andy Montroll,skipped
176,Bob Kiss,Andy Montroll,skipped,skipped,skipped
177,Dan Smith,Bob Kiss,writein,Andy Montroll,James Simpson
178,Andy Montroll,Bob Kiss,James Simpson,Dan Smith,Kurt Wright
179,Bob Kiss,James Simpson,Dan Smith,Kurt Wright,skipped
180,Bob Kiss,Andy Montroll,James Simpson,Dan Smith,skipped
181,Andy Montroll,Bob Kiss,Dan Smith,James Simpson,Kurt Wright
182,Dan Smith,Andy Montroll,Bob Kiss,Kurt Wright,skipped
183,Dan Smith,Andy Montroll,James Simpson,Bob Kiss,Kurt Wright
184,Andy Montroll,Kurt Wright,Dan Smith,skipped,skipped
185,Andy Montroll,Bob Kiss,skipped,skipped,skipped
186,Bob Kiss,Andy Montroll,Dan Smith,James Simpson,Kurt Wright
187,Dan Smith,Andy Montroll,James Simpson,Bob Kiss,Kurt Wright
188,Bob Kiss,Kurt Wright,Andy Montroll,James Simpson,Dan Smith
189,Bob Kiss,Andy Montroll,Kurt Wright,Dan Smith,James Simpson
190,Bob Kiss,Dan Smith,Kurt Wright,Andy Montroll,skipped
191,Bob Kiss,Andy Montroll,Kurt Wright,Dan Smith,skipped
192,Bob Kiss,skipped,skipped,skipped,skipped
193,Andy Montroll,Bob Kiss,skipped,skipped,skipped
194,Bob Kiss,skipped,skipped,skipped,skipped
195,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,James Simpson
196,Bob Kiss,Kurt Wright,Andy Montroll,Dan Smith,James Simpson
197,Kurt Wright,Bob Kiss,Andy Montroll,Dan Smith,skipped
198,Kurt Wright,Andy Montroll,Dan Smith,skipped,skipped
199,Dan Smith,Kurt Wright,skipped,skipped,skipped
200,Andy Montroll,Bob Kiss,Kurt Wright,James Simpson,Dan Smith
201,Bob Kiss,skipped,Dan Smith,Kurt Wright,Andy Montroll
202,Bob Kiss,Dan Smith,Andy Montroll,skipped,skipped
203,Dan Smith,Andy Montroll,Bob Kiss,skipped,skipped
204,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,James Simpson
205,Bob Kiss,writein,Andy Montroll,skipped,skipped
206,Bob Kiss,Andy Montroll,Kurt Wright,Dan Smith,skipped
207,Kurt Wright,Andy Montroll,Dan Smith,James Simpson,Bob Kiss
208,Kurt Wright,Dan Smith,Bob Kiss,skipped,skipped
209,Bob Kiss,Andy Montroll,Dan Smith,James Simpson,Kurt Wright
210,Bob Kiss,Andy Montroll,Kurt Wright,Dan Smith,skipped
211,Andy Montroll,Dan Smith,Bob Kiss,Kurt Wright,skipped
212,Bob Kiss,Andy Montroll,skipped,skipped,skipped
213,Andy Montroll,Dan Smith,Bob Kiss,skipped,skipped
214,Andy Montroll,skipped,skipped,skipped,skipped
215,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
216,Dan Smith,Kurt Wright,James Simpson,Andy Montroll,Bob Kiss
217,Andy Montroll,Dan Smith,Bob Kiss,Kurt Wright,James Simpson
218,Kurt Wright,skipped,skipped,skipped,skipped
219,Andy Montroll,James Simpson,Bob Kiss,Dan Smith,skipped
220,Kurt Wright,skipped,skipped,skipped,skipped
221,Kurt Wright,skipped,skipped,skipped,skipped
222,Kurt Wright,skipped,skipped,skipped,skipped
223,Kurt Wright,skipped,skipped,skipped,skipped
224,Andy Montroll,Bob Kiss,James Simpson,skipped,skipped
225,Kurt Wright,skipped,skipped,skipped,skipped
226,Kurt Wright,skipped,skipped,skipped,skipped
227,Bob Kiss,Dan Smith,Andy Montroll,skipped,skipped
228,Bob Kiss,Andy Montroll,skipped,skipped,skipped
229,Bob Kiss,Kurt Wright,Dan Smith,skipped,skipped
230,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,James Simpson
231,Andy Montroll,Dan Smith,James Simpson,Bob Kiss,Kurt Wright
232,Kurt Wright,Dan Smith,James Simpson,Andy Montroll,Bob Kiss
233,Andy Montroll,Kurt Wright,skipped,skipped,skipped
234,Bob Kiss,Andy Montroll,Kurt Wright,skipped,skipped
235,Bob Kiss,Dan Smith,Andy Montroll,skipped,skipped
236,Bob Kiss,Andy Montroll,skipped,skipped,skipped
237,Andy Montroll,Dan Smith,Bob Kiss,Kurt Wright,skipped
238,Andy Montroll,skipped,skipped,skipped,skipped
239,Dan Smith,skipped,skipped,skipped,skipped
240,Andy Montroll,Dan Smith,Kurt Wright,Bob Kiss,skipped
241,Andy Montroll,Bob Kiss,Kurt Wright,Dan Smith,James Simpson
242,Dan Smith,Andy Montroll,Bob Kiss,James Simpson,Kurt Wright
243,Andy Montroll,skipped,skipped,skipped,skipped
244,Kurt Wright,skipped,skipped,skipped,skipped
245,Andy Montroll,Bob Kiss,Kurt Wright,Dan Smith,James Simpson
246,Dan Smith,Andy Montroll,skipped,skipped,skipped
247,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,James Simpson
248,Andy Montroll,Dan Smith,Kurt Wright,Bob Kiss,skipped
249,Dan Smith,Kurt Wright,Andy Montroll,James Simpson,Bob Kiss
250,Kurt Wright,skipped,skipped,skipped,skipped
251,Andy Montroll,Dan Smith,skipped,skipped,skipped
252,Kurt Wright,Bob Kiss,Andy Montroll,skipped,skipped
253,Dan Smith,James Simpson,Bob Kiss,Andy Montroll,skipped
254,Andy Montroll,Dan Smith,Bob Kiss,skipped,skipped
255,Andy Montroll,Bob Kiss,Kurt Wright,Dan Smith,James Simpson
256,Andy Montroll,Kurt Wright,Dan Smith,skipped,skipped
257,Andy Montroll,Kurt Wright,skipped,skipped,skipped
258,Dan Smith,Bob Kiss,skipped,skipped,skipped
259,Dan Smith,Bob Kiss,Andy Montroll,skipped,skipped
260,Bob Kiss,Andy Montroll,skipped,skipped,skipped
261,Dan Smith,Kurt Wright,Andy Montroll,Bob Kiss,James Simpson
262,Andy Montroll,Bob Kiss,skipped,skipped,skipped
263,Dan Smith,Andy Montroll,skipped,skipped,skipped
264,Kurt Wright,Dan Smith,Andy Montroll,Bob Kiss,James Simpson
265,Kurt Wright,Dan Smith,Andy Montroll,skipped,skipped
266,Bob Kiss,Dan Smith,Andy Montroll,James Simpson,skipped
267,Andy Montroll,Bob Kiss,Kurt Wright,Dan Smith,skipped
268,Bob Kiss,Kurt Wright,Andy Montroll,Dan Smith,James Simpson
269,Kurt Wright,Andy Montroll,Dan Smith,skipped,skipped
270,Bob Kiss,Andy Montroll,skipped,skipped,skipped
271,Bob Kiss,Dan Smith,Andy Montroll,James Simpson,skipped
272,Bob Kiss,Kurt Wright,skipped,skipped,skipped
273,Bob Kiss,Andy Montroll,Dan Smith,James Simpson,skipped
274,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,James Simpson
275,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,James Simpson
276,Kurt Wright,skipped,skipped,skipped,skipped
277,Kurt Wright,Andy Montroll,skipped,skipped,skipped
278,Bob Kiss,Dan Smith,Andy Montroll,skipped,skipped
279,Kurt Wright,Bob Kiss,Dan Smith,James Simpson,Andy Montroll
280,Bob Kiss,Kurt Wright,skipped,skipped,skipped
281,Andy Montroll,Bob Kiss,Kurt Wright,Dan Smith,skipped
282,Andy Montroll,Dan Smith,Bob Kiss,skipped,skipped
283,Bob Kiss,Kurt Wright,skipped,skipped,skipped
284,Andy Montroll,skipped,skipped,skipped,skipped
285,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
286,Bob Kiss,skipped,skipped,skipped,skipped
287,Dan Smith,James Simpson,skipped,skipped,skipped
288,Andy Montroll,Bob Kiss,Dan Smith,James Simpson,Kurt Wright
289,Andy Montroll,Dan Smith,Bob Kiss,Kurt Wright,James Simpson
290,Bob Kiss,Dan Smith,Andy Montroll,skipped,skipped
291,Bob Kiss,Kurt Wright,Dan Smith,Andy Montroll,James Simpson
292,Andy Montroll,James Simpson,Kurt Wright,Bob Kiss,Dan Smith
293,Bob Kiss,Andy Montroll,Dan Smith,James Simpson,Kurt Wright
294,Bob Kiss,Dan Smith,skipped,skipped,skipped
295,Andy Montroll,Dan Smith,skipped,skipped,skipped
296,Andy Montroll,Dan Smith,skipped,skipped,skipped
297,Bob Kiss,Kurt Wright,Dan Smith,Andy Montroll,skipped
298,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
299,Kurt Wright,Dan Smith,Andy Montroll,Bob Kiss,skipped
300,Andy Montroll,Kurt Wright,Bob Kiss,skipped,skipped
301,Kurt Wright,Bob Kiss,Dan Smith,Andy Montroll,James Simpson
302,Andy Montroll,Kurt Wright,Dan Smith,Bob Kiss,skipped
303,Kurt Wright,Bob Kiss,Dan Smith,Andy Montroll,James Simpson
304,Bob Kiss,Kurt Wright,Dan Smith,Andy Montroll,James Simpson
305,Bob Kiss,Andy Montroll,Dan Smith,skipped,skipped
306,Kurt Wright,Dan Smith,James Simpson,Bob Kiss,Andy Montroll
307,Andy Montroll,skipped,skipped,skipped,skipped
308,Bob Kiss,Andy Montroll,Dan Smith,James Simpson,skipped
309,Andy Montroll,Bob Kiss,Dan Smith,Kurt Wright,skipped
310,Dan Smith,Bob Kiss,Andy Montroll,Kurt Wright,James Simpson
311,Kurt Wright,Dan Smith,Bob Kiss,Andy Montroll,skipped
312,Bob Kiss,James Simpson,Andy Montroll,skipped,skipped
313,Kurt Wright,Dan Smith,skipped,skipped,skipped
314,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
315,Dan Smith,Andy Montroll,skipped,skipped,skipped
316,Andy Montroll,Kurt Wright,Bob Kiss,Dan Smith,James Simpson
317,Andy Montroll,Bob Kiss,Kurt Wright,skipped,skipped
318,Bob Kiss,Kurt Wright,Andy Montroll,James Simpson,skipped
319,Kurt Wright,Andy Montroll,skipped,skipped,skipped
320,Bob Kiss,Dan Smith,skipped,skipped,skipped
321,skipped,Kurt Wright,skipped,skipped,skipped
322,Kurt Wright,Bob Kiss,Dan Smith,James Simpson,skipped
323,Bob Kiss,skipped,skipped,skipped,skipped
324,Dan Smith,Kurt Wright,skipped,skipped,skipped
325,Bob Kiss,Andy Montroll,skipped,skipped,skipped
326,Kurt Wright,Andy Montroll,skipped,skipped,skipped
327,Bob Kiss,Dan Smith,skipped,skipped,skipped
328,Kurt Wright,Andy Montroll,skipped,skipped,skipped
329,Kurt Wright,skipped,skipped,skipped,skipped
330,Dan Smith,Kurt Wright,Andy Montroll,Bob Kiss,James Simpson
331,Kurt Wright,skipped,skipped,skipped,skipped
332,Dan Smith,Bob Kiss,skipped,skipped,skipped
333,Bob Kiss,Andy Montroll,Dan Smith,skipped,skipped
334,Bob Kiss,skipped,skipped,skipped,skipped
335,Bob Kiss,skipped,skipped,skipped,skipped
336,Bob Kiss,Andy Montroll,skipped,skipped,skipped
337,Kurt Wright,Dan Smith,Andy Montroll,Bob Kiss,James Simpson
338,Dan Smith,Bob Kiss,Andy Montroll,skipped,skipped
339,Bob Kiss,skipped,skipped,skipped,skipped
340,Andy Montroll,Kurt Wright,Bob Kiss,Dan Smith,James Simpson
341,Andy Montroll,Kurt Wright,skipped,skipped,skipped
342,Bob Kiss,Dan Smith,Andy Montroll,Kurt Wright,skipped
343,Bob Kiss,Andy Montroll,Kurt Wright,skipped,skipped
344,Bob Kiss,Andy Montroll,skipped,skipped,skipped
345,Andy Montroll,Kurt Wright,skipped,skipped,skipped
346,Andy Montroll,Kurt Wright,skipped,skipped,skipped
347,Andy Montroll,Kurt Wright,Dan Smith,skipped,skipped
348,Andy Montroll,Dan Smith,Bob Kiss,James Simpson,Kurt Wright
349,Bob Kiss,Andy Montroll,Dan Smith,skipped,skipped
350,Bob Kiss,Dan Smith,Kurt Wright,Andy Montroll,James Simpson
351,Bob Kiss,Kurt Wright,Andy Montroll,Dan Smith,James Simpson
352,Bob Kiss,Andy Montroll,skipped,skipped,skipped
353,Andy Montroll,Dan Smith,skipped,skipped,skipped
354,Kurt Wright,Andy Montroll,Bob Kiss,skipped,skipped
355,Bob Kiss,skipped,skipped,skipped,skipped
356,Bob Kiss,Andy Montroll,skipped,skipped,skipped
357,Bob Kiss,Andy Montroll,Dan Smith,skipped,skipped
358,Bob Kiss,Andy Montroll,skipped,skipped,skipped
359,Andy Montroll,Bob Kiss,Dan Smith,James Simpson,skipped
360,Bob Kiss,skipped,skipped,skipped,skipped
361,Bob Kiss,Dan Smith,Andy Montroll,James Simpson,skipped
362,Andy Montroll,Bob Kiss,skipped,skipped,skipped
363,Bob Kiss,Andy Montroll,skipped,skipped,skipped
364,Kurt Wright,Andy Montroll,Dan Smith,skipped,skipped
365,Dan Smith,Kurt Wright,Bob Kiss,Andy Montroll,James Simpson
366,Bob Kiss,Andy Montroll,James Simpson,skipped,skipped
367,Andy Montroll,James Simpson,Dan Smith,Bob Kiss,writein
368,Bob Kiss,Andy Montroll,skipped,skipped,skipped
369,Bob Kiss,Kurt Wright,Dan Smith,Andy Montroll,James Simpson
370,Bob Kiss,Andy Montroll,skipped,skipped,skipped
371,Dan Smith,Bob Kiss,skipped,skipped,skipped
372,Kurt Wright,skipped,skipped,skipped,skipped
373,Dan Smith,Bob Kiss,skipped,skipped,skipped
374,Kurt Wright,skipped,skipped,skipped,skipped
375,Dan Smith,Bob Kiss,Andy Montroll,skipped,skipped
376,Kurt Wright,skipped,skipped,skipped,skipped
377,Kurt Wright,Dan Smith,skipped,skipped,skipped
378,Andy Montroll,skipped,skipped,skipped,skipped
379,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
380,Kurt Wright,Andy Montroll,Bob Kiss,Dan Smith,James Simpson
381,Bob Kiss,Andy Montroll,Dan Smith,skipped,skipped
382,Andy Montroll,Kurt Wright,Dan Smith,Bob Kiss,skipped
383,Kurt Wright,skipped,skipped,skipped,skipped
384,Bob Kiss,Dan Smith,skipped,skipped,skipped
385,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
386,Andy Montroll,Bob Kiss,skipped,skipped,skipped
387,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,skipped
388,Andy Montroll,Dan Smith,Bob Kiss,James Simpson,Kurt Wright
389,Andy Montroll,Dan Smith,Bob Kiss,Kurt Wright,skipped
390,Bob Kiss,Andy Montroll,skipped,skipped,skipped
391,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,James Simpson
392,Andy Montroll,Bob Kiss,skipped,skipped,skipped
393,Kurt Wright,Bob Kiss,skipped,skipped,skipped
394,Dan Smith,James Simpson,Bob Kiss,skipped,skipped
395,Bob Kiss,Andy Montroll,skipped,skipped,skipped
396,Kurt Wright,Andy Montroll,skipped,skipped,skipped
397,Dan Smith,skipped,skipped,skipped,skipped
398,Andy Montroll,Dan Smith,skipped,skipped,skipped
399,Bob Kiss,Andy Montroll,James Simpson,Dan Smith,Kurt Wright
400,Bob Kiss,Dan Smith,James Simpson,Andy Montroll,Kurt Wright
401,Andy Montroll,Kurt Wright,Dan Smith,skipped,skipped
402,Bob Kiss,Dan Smith,skipped,skipped,skipped
403,Bob Kiss,Andy Montroll,Dan Smith,Kurt Wright,James Simpson
404,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
405,Kurt Wright,Dan Smith,Andy Montroll,Bob Kiss,James Simpson
406,Bob Kiss,Andy Montroll,Dan Smith,skipped,skipped
407,Kurt Wright,Dan Smith,skipped,skipped,skipped
408,Bob Kiss,Dan Smith,Andy Montroll,skipped,skipped
409,Bob Kiss,Dan Smith,James Simpson,Andy Montroll,Kurt Wright
410,Bob Kiss,Dan Smith,Andy Montroll,skipped,skipped
411,Bob Kiss,Andy Montroll,Kurt Wright,James Simpson,Dan Smith
412,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
413,Bob Kiss,James Simpson,Dan Smith,skipped,skipped
414,Dan Smith,James Simpson,Bob Kiss,Andy Montroll,skipped
415,Kurt Wright,Andy Montroll,Dan Smith,skipped,skipped
416,Bob Kiss,Dan Smith,Andy Montroll,Kurt Wright,James Simpson
417,Bob Kiss,Dan Smith,Andy Montroll,James Simpson,Kurt Wright
418,Kurt Wright,Dan Smith,Andy Montroll,skipped,skipped
419,Bob Kiss,Andy Montroll,James Simpson,Dan Smith,Kurt Wright
420,Dan Smith,skipped,skipped,skipped,skipped
421,Dan Smith,Bob Kiss,writein,Andy Montroll,James Simpson
422,Kurt Wright,skipped,skipped,skipped,skipped
423,Andy Montroll,Bob Kiss,Dan Smith,skipped,skipped
