ranks,ballotID,rank1,rank2,rank3
"['THEO ELLINGTON', 'GLORIA BERRY', 'ASALE CHANDLER']",1,THEO ELLINGTON,GLORIA BERRY,ASALE CHANDLER
"['skipped', 'skipped', 'skipped']",2,skipped,skipped,skipped
"['THEO ELLINGTON', 'UZURI PEASE-GREENE', 'skipped']",3,THEO ELLINGTON,UZURI PEASE-GREENE,skipped
"['GLORIA BERRY', 'SHAMANN WALTON', 'UZURI PEASE-GREENE']",4,GLORIA BERRY,SHAMANN WALTON,UZURI PEASE-GREENE
"['UZURI PEASE-GREENE', 'TONY KELLY', 'skipped']",5,UZURI PEASE-GREENE,TONY KELLY,skipped
"['TONY KELLY', 'UZURI PEASE-GREENE', 'THEO ELLINGTON']",6,TONY KELLY,UZURI PEASE-GREENE,THEO ELLINGTON
"['TONY KELLY', 'UZURI PEASE-GREENE', 'skipped']",7,TONY KELLY,UZURI PEASE-GREENE,skipped
"['THEO ELLINGTON', 'skipped', 'skipped']",8,THEO ELLINGTON,skipped,skipped
"['GLORIA BERRY', 'ASALE CHANDLER', 'TONY KELLY']",9,GLORIA BERRY,ASALE CHANDLER,TONY KELLY
"['SHAMANN WALTON', 'THEO ELLINGTON', 'TONY KELLY']",10,SHAMANN WALTON,THEO ELLINGTON,TONY KELLY
"['GLORIA BERRY', 'ASALE CHANDLER', 'TONY KELLY']",11,GLORIA BERRY,ASALE CHANDLER,TONY KELLY
"['ASALE CHANDLER', 'UZURI PEASE-GREENE', 'SHAMANN WALTON']",12,ASALE CHANDLER,UZURI PEASE-GREENE,SHAMANN WALTON
"['SHAMANN WALTON', 'TONY KELLY', 'skipped']",13,SHAMANN WALTON,TONY KELLY,skipped
"['TONY KELLY', 'SHAMANN WALTON', 'THEO ELLINGTON']",14,TONY KELLY,SHAMANN WALTON,THEO ELLINGTON
"['THEO ELLINGTON', 'SHAMANN WALTON', 'TONY KELLY']",15,THEO ELLINGTON,SHAMANN WALTON,TONY KELLY
"['GLORIA BERRY', 'TONY KELLY', 'THEO ELLINGTON']",16,GLORIA BERRY,TONY KELLY,THEO ELLINGTON
"['SHAMANN WALTON', 'THEO ELLINGTON', 'TONY KELLY']",17,SHAMANN WALTON,THEO ELLINGTON,TONY KELLY
"['TONY KELLY', 'skipped', 'skipped']",18,TONY KELLY,skipped,skipped
"['THEO ELLINGTON', 'SHAMANN WALTON', 'TONY KELLY']",19,THEO ELLINGTON,SHAMANN WALTON,TONY KELLY
"['THEO ELLINGTON', 'TONY KELLY', 'GLORIA BERRY']",20,THEO ELLINGTON,TONY KELLY,GLORIA BERRY
"['SHAMANN WALTON', 'THEO ELLINGTON', 'TONY KELLY']",21,SHAMANN WALTON,THEO ELLINGTON,TONY KELLY
"['SHAMANN WALTON', 'TONY KELLY', 'THEO ELLINGTON']",22,SHAMANN WALTON,TONY KELLY,THEO ELLINGTON
"['SHAMANN WALTON', 'GLORIA BERRY', 'UZURI PEASE-GREENE']",23,SHAMANN WALTON,GLORIA BERRY,UZURI PEASE-GREENE
"['TONY KELLY', 'skipped', 'skipped']",24,TONY KELLY,skipped,skipped
"['SHAMANN WALTON', 'THEO ELLINGTON', 'UZURI PEASE-GREENE']",25,SHAMANN WALTON,THEO ELLINGTON,UZURI PEASE-GREENE
"['SHAMANN WALTON', 'THEO ELLINGTON', 'UZURI PEASE-GREENE']",26,SHAMANN WALTON,THEO ELLINGTON,UZURI PEASE-GREENE
"['THEO ELLINGTON', 'THEO ELLINGTON', 'THEO ELLINGTON']",27,THEO ELLINGTON,THEO ELLINGTON,THEO ELLINGTON
"['SHAMANN WALTON', 'UZURI PEASE-GREENE', 'GLORIA BERRY']",28,SHAMANN WALTON,UZURI PEASE-GREENE,GLORIA BERRY
"['SHAMANN WALTON', 'GLORIA BERRY', 'TONY KELLY']",29,SHAMANN WALTON,GLORIA BERRY,TONY KELLY
"['THEO ELLINGTON', 'SHAMANN WALTON', 'skipped']",30,THEO ELLINGTON,SHAMANN WALTON,skipped
"['THEO ELLINGTON', 'GLORIA BERRY', 'SHAMANN WALTON']",31,THEO ELLINGTON,GLORIA BERRY,SHAMANN WALTON
"['TONY KELLY', 'UZURI PEASE-GREENE', 'THEO ELLINGTON']",32,TONY KELLY,UZURI PEASE-GREENE,THEO ELLINGTON
"['SHAMANN WALTON', 'skipped', 'skipped']",33,SHAMANN WALTON,skipped,skipped
"['SHAMANN WALTON', 'THEO ELLINGTON', 'TONY KELLY']",34,SHAMANN WALTON,THEO ELLINGTON,TONY KELLY
"['GLORIA BERRY', 'THEO ELLINGTON', 'TONY KELLY']",35,GLORIA BERRY,THEO ELLINGTON,TONY KELLY
"['SHAMANN WALTON', 'THEO ELLINGTON', 'TONY KELLY']",36,SHAMANN WALTON,THEO ELLINGTON,TONY KELLY
"['SHAMANN WALTON', 'THEO ELLINGTON', 'TONY KELLY']",37,SHAMANN WALTON,THEO ELLINGTON,TONY KELLY
"['UZURI PEASE-GREENE', 'THEO ELLINGTON', 'SHAMANN WALTON']",38,UZURI PEASE-GREENE,THEO ELLINGTON,SHAMANN WALTON
"['SHAMANN WALTON', 'THEO ELLINGTON', 'TONY KELLY']",39,SHAMANN WALTON,THEO ELLINGTON,TONY KELLY
"['TONY KELLY', 'TONY KELLY', 'TONY KELLY']",40,TONY KELLY,TONY KELLY,TONY KELLY
"['TONY KELLY', 'SHAMANN WALTON', 'UZURI PEASE-GREENE']",41,TONY KELLY,SHAMANN WALTON,UZURI PEASE-GREENE
"['SHAMANN WALTON', 'SHAMANN WALTON', 'SHAMANN WALTON']",42,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON
"['SHAMANN WALTON', 'SHAMANN WALTON', 'SHAMANN WALTON']",43,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON
"['SHAMANN WALTON', 'THEO ELLINGTON', 'ASALE CHANDLER']",44,SHAMANN WALTON,THEO ELLINGTON,ASALE CHANDLER
"['SHAMANN WALTON', 'skipped', 'skipped']",45,SHAMANN WALTON,skipped,skipped
"['SHAMANN WALTON', 'skipped', 'skipped']",46,SHAMANN WALTON,skipped,skipped
"['THEO ELLINGTON', 'SHAMANN WALTON', 'GLORIA BERRY']",47,THEO ELLINGTON,SHAMANN WALTON,GLORIA BERRY
"['TONY KELLY', 'SHAMANN WALTON', 'THEO ELLINGTON']",48,TONY KELLY,SHAMANN WALTON,THEO ELLINGTON
"['SHAMANN WALTON', 'THEO ELLINGTON', 'TONY KELLY']",49,SHAMANN WALTON,THEO ELLINGTON,TONY KELLY
"['SHAMANN WALTON', 'UZURI PEASE-GREENE', 'THEO ELLINGTON']",50,SHAMANN WALTON,UZURI PEASE-GREENE,THEO ELLINGTON
"['ASALE CHANDLER', 'GLORIA BERRY', 'ASALE CHANDLER']",51,ASALE CHANDLER,GLORIA BERRY,ASALE CHANDLER
"['SHAMANN WALTON', 'skipped', 'skipped']",52,SHAMANN WALTON,skipped,skipped
"['SHAMANN WALTON', 'SHAMANN WALTON', 'SHAMANN WALTON']",53,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON
"['TONY KELLY', 'skipped', 'skipped']",54,TONY KELLY,skipped,skipped
"['THEO ELLINGTON', 'SHAMANN WALTON', 'SHAMANN WALTON']",55,THEO ELLINGTON,SHAMANN WALTON,SHAMANN WALTON
"['SHAMANN WALTON', 'skipped', 'skipped']",56,SHAMANN WALTON,skipped,skipped
"['SHAMANN WALTON', 'skipped', 'skipped']",57,SHAMANN WALTON,skipped,skipped
"['SHAMANN WALTON', 'GLORIA BERRY', 'TONY KELLY']",58,SHAMANN WALTON,GLORIA BERRY,TONY KELLY
"['SHAMANN WALTON', 'UZURI PEASE-GREENE', 'TONY KELLY']",59,SHAMANN WALTON,UZURI PEASE-GREENE,TONY KELLY
"['UZURI PEASE-GREENE', 'TONY KELLY', 'THEO ELLINGTON']",60,UZURI PEASE-GREENE,TONY KELLY,THEO ELLINGTON
"['THEO ELLINGTON', 'THEO ELLINGTON', 'skipped']",61,THEO ELLINGTON,THEO ELLINGTON,skipped
