ranks,ballotID,rank1,rank2,rank3
"['SANDRA LEE FEWER', 'skipped', 'skipped']",1,SANDRA LEE FEWER,skipped,skipped
"['MARJAN PHILHOUR', 'DAVID LEE', 'SAMUEL KWONG']",2,MARJAN PHILHOUR,DAVID LEE,SAMUEL KWONG
"['DAVID LEE', 'RICHIE GREENBERG', 'BRIAN J. LARKIN']",3,DAVID LEE,RICHIE GREENBERG,BRIAN J. LARKIN
"['MARJAN PHILHOUR', 'DAVID LEE', 'SANDRA LEE FEWER']",4,MARJAN PHILHOUR,DAVID LEE,SANDRA LEE FEWER
"['BRIAN J. LARKIN', 'ANDY THORNLEY', 'JASON JUNGREIS']",5,BRIAN J. LARKIN,ANDY THORNLEY,JASON JUNGREIS
"['MARJAN PHILHOUR', 'skipped', 'skipped']",6,MARJAN PHILHOUR,skipped,skipped
"['DAVID LEE', 'SANDRA LEE FEWER', 'MARJAN PHILHOUR']",7,DAVID LEE,SANDRA LEE FEWER,MARJAN PHILHOUR
"['SANDRA LEE FEWER', 'JONATHAN LYENS', 'JASON JUNGREIS']",8,SANDRA LEE FEWER,JONATHAN LYENS,JASON JUNGREIS
"['SANDRA LEE FEWER', 'DAVID LEE', 'MARJAN PHILHOUR']",9,SANDRA LEE FEWER,DAVID LEE,MARJAN PHILHOUR
"['MARJAN PHILHOUR', 'DAVID LEE', 'SANDRA LEE FEWER']",10,MARJAN PHILHOUR,DAVID LEE,SANDRA LEE FEWER
"['DAVID LEE', 'SAMUEL KWONG', 'MARJAN PHILHOUR']",11,DAVID LEE,SAMUEL KWONG,MARJAN PHILHOUR
"['SANDRA LEE FEWER', 'MARJAN PHILHOUR', 'JONATHAN LYENS']",12,SANDRA LEE FEWER,MARJAN PHILHOUR,JONATHAN LYENS
"['SANDRA LEE FEWER', 'BRIAN J. LARKIN', 'SAMUEL KWONG']",13,SANDRA LEE FEWER,BRIAN J. LARKIN,SAMUEL KWONG
"['SANDRA LEE FEWER', 'skipped', 'skipped']",14,SANDRA LEE FEWER,skipped,skipped
"[""SHERMAN R. D'SILVA"", 'SANDRA LEE FEWER', 'MARJAN PHILHOUR']",15,SHERMAN R. D'SILVA,SANDRA LEE FEWER,MARJAN PHILHOUR
"['MARJAN PHILHOUR', ""SHERMAN R. D'SILVA"", 'skipped']",16,MARJAN PHILHOUR,SHERMAN R. D'SILVA,skipped
"['MARJAN PHILHOUR', ""SHERMAN R. D'SILVA"", 'skipped']",17,MARJAN PHILHOUR,SHERMAN R. D'SILVA,skipped
"['MARJAN PHILHOUR', 'SANDRA LEE FEWER', 'DAVID LEE']",18,MARJAN PHILHOUR,SANDRA LEE FEWER,DAVID LEE
"['SANDRA LEE FEWER', 'DAVID LEE', 'skipped']",19,SANDRA LEE FEWER,DAVID LEE,skipped
"['MARJAN PHILHOUR', 'SANDRA LEE FEWER', 'DAVID LEE']",20,MARJAN PHILHOUR,SANDRA LEE FEWER,DAVID LEE
"['MARJAN PHILHOUR', 'SANDRA LEE FEWER', 'DAVID LEE']",21,MARJAN PHILHOUR,SANDRA LEE FEWER,DAVID LEE
"['DAVID LEE', 'MARJAN PHILHOUR', 'SANDRA LEE FEWER']",22,DAVID LEE,MARJAN PHILHOUR,SANDRA LEE FEWER
"['SANDRA LEE FEWER', 'SANDRA LEE FEWER', 'SANDRA LEE FEWER']",23,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER
