ranks,ballotID,rank1,rank2,rank3
"['F. X. FRANCIS XAVIER CROWLEY', 'MICHAEL GARCIA', 'NORMAN YEE']",1,F. X. FRANCIS XAVIER CROWLEY,MICHAEL GARCIA,NORMAN YEE
"['LYNN GAVIN', 'LYNN GAVIN', 'LYNN GAVIN']",2,LYNN GAVIN,LYNN GAVIN,LYNN GAVIN
"['MICHAEL GARCIA', 'F. X. FRANCIS XAVIER CROWLEY', 'JOEL ENGARDIO']",3,MICHAEL GARCIA,F. X. FRANCIS XAVIER CROWLEY,JOEL ENGARDIO
"['MICHAEL GARCIA', 'F. X. FRANCIS XAVIER CROWLEY', 'JOEL ENGARDIO']",4,MICHAEL GARCIA,F. X. FRANCIS XAVIER CROWLEY,JOEL ENGARDIO
"['NORMAN YEE', 'skipped', 'skipped']",5,NORMAN YEE,skipped,skipped
"['MICHAEL GARCIA', 'JULIAN P. LAGOS', 'LYNN GAVIN']",6,MICHAEL GARCIA,JULIAN P. LAGOS,LYNN GAVIN
"['LYNN GAVIN', 'LYNN GAVIN', 'LYNN GAVIN']",7,LYNN GAVIN,LYNN GAVIN,LYNN GAVIN
"['NORMAN YEE', 'F. X. FRANCIS XAVIER CROWLEY', 'JOEL ENGARDIO']",8,NORMAN YEE,F. X. FRANCIS XAVIER CROWLEY,JOEL ENGARDIO
"['NORMAN YEE', 'skipped', 'skipped']",9,NORMAN YEE,skipped,skipped
"['NORMAN YEE', 'skipped', 'skipped']",10,NORMAN YEE,skipped,skipped
"['NORMAN YEE', 'F. X. FRANCIS XAVIER CROWLEY', 'ROBERT J. SQUERI']",11,NORMAN YEE,F. X. FRANCIS XAVIER CROWLEY,ROBERT J. SQUERI
"['ROBERT J. SQUERI', 'MICHAEL GARCIA', 'NORMAN YEE']",12,ROBERT J. SQUERI,MICHAEL GARCIA,NORMAN YEE
"['NORMAN YEE', 'MICHAEL GARCIA', 'LYNN GAVIN']",13,NORMAN YEE,MICHAEL GARCIA,LYNN GAVIN
"['MICHAEL GARCIA', 'LYNN GAVIN', 'ANDREW BLEY']",14,MICHAEL GARCIA,LYNN GAVIN,ANDREW BLEY
"['JULIAN P. LAGOS', 'JULIAN P. LAGOS', 'skipped']",15,JULIAN P. LAGOS,JULIAN P. LAGOS,skipped
"['F. X. FRANCIS XAVIER CROWLEY', 'MICHAEL GARCIA', 'NORMAN YEE']",16,F. X. FRANCIS XAVIER CROWLEY,MICHAEL GARCIA,NORMAN YEE
"['NORMAN YEE', 'skipped', 'skipped']",17,NORMAN YEE,skipped,skipped
"['F. X. FRANCIS XAVIER CROWLEY', 'skipped', 'skipped']",18,F. X. FRANCIS XAVIER CROWLEY,skipped,skipped
"['MICHAEL GARCIA', 'JOEL ENGARDIO', 'F. X. FRANCIS XAVIER CROWLEY']",19,MICHAEL GARCIA,JOEL ENGARDIO,F. X. FRANCIS XAVIER CROWLEY
"['F. X. FRANCIS XAVIER CROWLEY', 'NORMAN YEE', 'skipped']",20,F. X. FRANCIS XAVIER CROWLEY,NORMAN YEE,skipped
"['ANDREW BLEY', 'F. X. FRANCIS XAVIER CROWLEY', 'LYNN GAVIN']",21,ANDREW BLEY,F. X. FRANCIS XAVIER CROWLEY,LYNN GAVIN
"['MICHAEL GARCIA', 'ROBERT J. SQUERI', 'skipped']",22,MICHAEL GARCIA,ROBERT J. SQUERI,skipped
"['ROBERT J. SQUERI', 'GLENN ROGERS', 'ANDREW BLEY']",23,ROBERT J. SQUERI,GLENN ROGERS,ANDREW BLEY
"['NORMAN YEE', 'F. X. FRANCIS XAVIER CROWLEY', 'ROBERT J. SQUERI']",24,NORMAN YEE,F. X. FRANCIS XAVIER CROWLEY,ROBERT J. SQUERI
"['F. X. FRANCIS XAVIER CROWLEY', 'MICHAEL GARCIA', 'F. X. FRANCIS XAVIER CROWLEY']",25,F. X. FRANCIS XAVIER CROWLEY,MICHAEL GARCIA,F. X. FRANCIS XAVIER CROWLEY
"['NORMAN YEE', 'F. X. FRANCIS XAVIER CROWLEY', 'JOEL ENGARDIO']",26,NORMAN YEE,F. X. FRANCIS XAVIER CROWLEY,JOEL ENGARDIO
"['F. X. FRANCIS XAVIER CROWLEY', 'NORMAN YEE', 'skipped']",27,F. X. FRANCIS XAVIER CROWLEY,NORMAN YEE,skipped
