ranks,ballotID,rank1,rank2,rank3
"['Jake McGoldrick', 'David Heller', 'Leanna Dawydiak']",1,Jake McGoldrick,David Heller,Leanna Dawydiak
"['Jake McGoldrick', 'David Heller', 'Leanna Dawydiak']",2,Jake McGoldrick,David Heller,Leanna Dawydiak
"['Jake McGoldrick', 'David Heller', 'Leanna Dawydiak']",3,Jake McGoldrick,David Heller,Leanna Dawydiak
"['Jake McGoldrick', 'David Heller', 'Leanna Dawydiak']",4,Jake McGoldrick,David Heller,Leanna Dawydiak
"['Jake McGoldrick', 'David Heller', 'Leanna Dawydiak']",5,Jake McGoldrick,David Heller,Leanna Dawydiak
"['Jake McGoldrick', 'David Heller', 'Leanna Dawydiak']",6,Jake McGoldrick,David Heller,Leanna Dawydiak
"['Jake McGoldrick', 'David Heller', 'Jeffrey S. Freebairn']",7,Jake McGoldrick,David Heller,Jeffrey S. Freebairn
"['Jake McGoldrick', 'David Heller', 'Jeffrey S. Freebairn']",8,Jake McGoldrick,David Heller,Jeffrey S. Freebairn
"['Jake McGoldrick', 'David Heller', 'Jeffrey S. Freebairn']",9,Jake McGoldrick,David Heller,Jeffrey S. Freebairn
"['Jake McGoldrick', 'David Heller', 'Jeffrey S. Freebairn']",10,Jake McGoldrick,David Heller,Jeffrey S. Freebairn
"['Jake McGoldrick', 'David Heller', 'Jeffrey S. Freebairn']",11,Jake McGoldrick,David Heller,Jeffrey S. Freebairn
"['Jake McGoldrick', 'David Heller', 'Jeffrey S. Freebairn']",12,Jake McGoldrick,David Heller,Jeffrey S. Freebairn
"['Jake McGoldrick', 'David Heller', 'Lillian Sing']",13,Jake McGoldrick,David Heller,Lillian Sing
"['Jake McGoldrick', 'David Heller', 'Lillian Sing']",14,Jake McGoldrick,David Heller,Lillian Sing
"['Jake McGoldrick', 'David Heller', 'Lillian Sing']",15,Jake McGoldrick,David Heller,Lillian Sing
"['Jake McGoldrick', 'David Heller', 'Lillian Sing']",16,Jake McGoldrick,David Heller,Lillian Sing
"['Jake McGoldrick', 'David Heller', 'Lillian Sing']",17,Jake McGoldrick,David Heller,Lillian Sing
"['Jake McGoldrick', 'David Heller', 'Lillian Sing']",18,Jake McGoldrick,David Heller,Lillian Sing
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",19,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",20,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",21,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",22,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",23,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",24,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",25,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",26,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",27,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",28,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",29,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",30,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",31,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",32,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'Matt Tuchow']",33,Jake McGoldrick,David Heller,Matt Tuchow
"['Jake McGoldrick', 'David Heller', 'skipped']",34,Jake McGoldrick,David Heller,skipped
"['Jake McGoldrick', 'David Heller', 'skipped']",35,Jake McGoldrick,David Heller,skipped
"['Jake McGoldrick', 'David Heller', 'skipped']",36,Jake McGoldrick,David Heller,skipped
"['Jake McGoldrick', 'David Heller', 'skipped']",37,Jake McGoldrick,David Heller,skipped
"['Jake McGoldrick', 'Leanna Dawydiak', 'David Heller']",38,Jake McGoldrick,Leanna Dawydiak,David Heller
"['Jake McGoldrick', 'Leanna Dawydiak', 'David Heller']",39,Jake McGoldrick,Leanna Dawydiak,David Heller
"['Jake McGoldrick', 'Leanna Dawydiak', 'David Heller']",40,Jake McGoldrick,Leanna Dawydiak,David Heller
"['Jake McGoldrick', 'Leanna Dawydiak', 'David Heller']",41,Jake McGoldrick,Leanna Dawydiak,David Heller
"['Jake McGoldrick', 'Leanna Dawydiak', 'Jeffrey S. Freebairn']",42,Jake McGoldrick,Leanna Dawydiak,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Leanna Dawydiak', 'Jeffrey S. Freebairn']",43,Jake McGoldrick,Leanna Dawydiak,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Leanna Dawydiak', 'Jeffrey S. Freebairn']",44,Jake McGoldrick,Leanna Dawydiak,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Leanna Dawydiak', 'Jeffrey S. Freebairn']",45,Jake McGoldrick,Leanna Dawydiak,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Leanna Dawydiak', 'Jeffrey S. Freebairn']",46,Jake McGoldrick,Leanna Dawydiak,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Leanna Dawydiak', 'Jeffrey S. Freebairn']",47,Jake McGoldrick,Leanna Dawydiak,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Leanna Dawydiak', 'Jeffrey S. Freebairn']",48,Jake McGoldrick,Leanna Dawydiak,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Leanna Dawydiak', 'Jeffrey S. Freebairn']",49,Jake McGoldrick,Leanna Dawydiak,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Leanna Dawydiak', 'Jeffrey S. Freebairn']",50,Jake McGoldrick,Leanna Dawydiak,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Leanna Dawydiak', 'Lillian Sing']",51,Jake McGoldrick,Leanna Dawydiak,Lillian Sing
"['Jake McGoldrick', 'Leanna Dawydiak', 'Lillian Sing']",52,Jake McGoldrick,Leanna Dawydiak,Lillian Sing
"['Jake McGoldrick', 'Leanna Dawydiak', 'Lillian Sing']",53,Jake McGoldrick,Leanna Dawydiak,Lillian Sing
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",54,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",55,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",56,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",57,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",58,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",59,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",60,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",61,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",62,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",63,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",64,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'Matt Tuchow']",65,Jake McGoldrick,Leanna Dawydiak,Matt Tuchow
"['Jake McGoldrick', 'Leanna Dawydiak', 'skipped']",66,Jake McGoldrick,Leanna Dawydiak,skipped
"['Jake McGoldrick', 'Leanna Dawydiak', 'skipped']",67,Jake McGoldrick,Leanna Dawydiak,skipped
"['Jake McGoldrick', 'Leanna Dawydiak', 'skipped']",68,Jake McGoldrick,Leanna Dawydiak,skipped
"['Jake McGoldrick', 'Leanna Dawydiak', 'skipped']",69,Jake McGoldrick,Leanna Dawydiak,skipped
"['Jake McGoldrick', 'Jeffrey S. Freebairn', 'David Heller']",70,Jake McGoldrick,Jeffrey S. Freebairn,David Heller
"['Jake McGoldrick', 'Jeffrey S. Freebairn', 'Leanna Dawydiak']",71,Jake McGoldrick,Jeffrey S. Freebairn,Leanna Dawydiak
"['Jake McGoldrick', 'Jeffrey S. Freebairn', 'Lillian Sing']",72,Jake McGoldrick,Jeffrey S. Freebairn,Lillian Sing
"['Jake McGoldrick', 'Jeffrey S. Freebairn', 'Lillian Sing']",73,Jake McGoldrick,Jeffrey S. Freebairn,Lillian Sing
"['Jake McGoldrick', 'Jeffrey S. Freebairn', 'Matt Tuchow']",74,Jake McGoldrick,Jeffrey S. Freebairn,Matt Tuchow
"['Jake McGoldrick', 'Jeffrey S. Freebairn', 'Matt Tuchow']",75,Jake McGoldrick,Jeffrey S. Freebairn,Matt Tuchow
"['Jake McGoldrick', 'Jeffrey S. Freebairn', 'Matt Tuchow']",76,Jake McGoldrick,Jeffrey S. Freebairn,Matt Tuchow
"['Jake McGoldrick', 'Jeffrey S. Freebairn', 'skipped']",77,Jake McGoldrick,Jeffrey S. Freebairn,skipped
"['Jake McGoldrick', 'Lillian Sing', 'David Heller']",78,Jake McGoldrick,Lillian Sing,David Heller
"['Jake McGoldrick', 'Lillian Sing', 'David Heller']",79,Jake McGoldrick,Lillian Sing,David Heller
"['Jake McGoldrick', 'Lillian Sing', 'David Heller']",80,Jake McGoldrick,Lillian Sing,David Heller
"['Jake McGoldrick', 'Lillian Sing', 'David Heller']",81,Jake McGoldrick,Lillian Sing,David Heller
"['Jake McGoldrick', 'Lillian Sing', 'David Heller']",82,Jake McGoldrick,Lillian Sing,David Heller
"['Jake McGoldrick', 'Lillian Sing', 'Leanna Dawydiak']",83,Jake McGoldrick,Lillian Sing,Leanna Dawydiak
"['Jake McGoldrick', 'Lillian Sing', 'Leanna Dawydiak']",84,Jake McGoldrick,Lillian Sing,Leanna Dawydiak
"['Jake McGoldrick', 'Lillian Sing', 'Leanna Dawydiak']",85,Jake McGoldrick,Lillian Sing,Leanna Dawydiak
"['Jake McGoldrick', 'Lillian Sing', 'Leanna Dawydiak']",86,Jake McGoldrick,Lillian Sing,Leanna Dawydiak
"['Jake McGoldrick', 'Lillian Sing', 'Jeffrey S. Freebairn']",87,Jake McGoldrick,Lillian Sing,Jeffrey S. Freebairn
"['Jake McGoldrick', 'Lillian Sing', 'Rose Tsui']",88,Jake McGoldrick,Lillian Sing,Rose Tsui
"['Jake McGoldrick', 'Lillian Sing', 'Rose Tsui']",89,Jake McGoldrick,Lillian Sing,Rose Tsui
"['Jake McGoldrick', 'Lillian Sing', 'Rose Tsui']",90,Jake McGoldrick,Lillian Sing,Rose Tsui
"['Jake McGoldrick', 'Lillian Sing', 'Rose Tsui']",91,Jake McGoldrick,Lillian Sing,Rose Tsui
"['Jake McGoldrick', 'Lillian Sing', 'Rose Tsui']",92,Jake McGoldrick,Lillian Sing,Rose Tsui
"['Jake McGoldrick', 'Lillian Sing', 'Rose Tsui']",93,Jake McGoldrick,Lillian Sing,Rose Tsui
