ballotID,rank1,rank2,rank3
1,skipped,skipped,skipped
2,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
3,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
4,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
5,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
6,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
7,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
8,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
9,skipped,skipped,skipped
10,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
11,LYNETTE GIBSON MCELHANEY,skipped,skipped
12,LYNETTE GIBSON MCELHANEY,skipped,skipped
13,LYNETTE GIBSON MCELHANEY,skipped,skipped
14,NONI D. SESSION,skipped,skipped
15,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
16,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
17,NONI D. SESSION,skipped,skipped
18,NONI D. SESSION,skipped,skipped
19,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
20,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
21,LYNETTE GIBSON MCELHANEY,skipped,skipped
22,skipped,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY
23,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY
24,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
25,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
26,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
27,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
28,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
29,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
30,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY
31,LYNETTE GIBSON MCELHANEY,skipped,skipped
32,NONI D. SESSION,skipped,skipped
33,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
34,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
35,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION
36,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
37,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION
38,skipped,skipped,skipped
39,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
40,NONI D. SESSION,NONI D. SESSION,NONI D. SESSION
41,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,NONI D. SESSION
42,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
43,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,NONI D. SESSION
44,NONI D. SESSION,NONI D. SESSION,NONI D. SESSION
45,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
46,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
47,LYNETTE GIBSON MCELHANEY,skipped,skipped
48,skipped,skipped,skipped
49,NONI D. SESSION,skipped,skipped
50,LYNETTE GIBSON MCELHANEY,skipped,skipped
51,NONI D. SESSION,skipped,skipped
52,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
53,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
54,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION
55,skipped,skipped,skipped
56,NONI D. SESSION,NONI D. SESSION,NONI D. SESSION
57,NONI D. SESSION,NONI D. SESSION,NONI D. SESSION
58,skipped,skipped,skipped
59,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY
60,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
61,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY
62,LYNETTE GIBSON MCELHANEY,skipped,skipped
63,LYNETTE GIBSON MCELHANEY,skipped,skipped
64,skipped,skipped,skipped
65,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
66,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY
67,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
68,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
69,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
70,skipped,skipped,skipped
71,LYNETTE GIBSON MCELHANEY,skipped,skipped
72,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
73,LYNETTE GIBSON MCELHANEY,skipped,skipped
74,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
75,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
76,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
77,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
78,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
79,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION
80,NONI D. SESSION,skipped,skipped
81,LYNETTE GIBSON MCELHANEY,skipped,skipped
82,LYNETTE GIBSON MCELHANEY,skipped,skipped
83,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
84,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
85,LYNETTE GIBSON MCELHANEY,skipped,skipped
86,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY
87,skipped,skipped,skipped
88,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
89,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION
90,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
91,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
92,skipped,skipped,skipped
93,NONI D. SESSION,NONI D. SESSION,NONI D. SESSION
94,LYNETTE GIBSON MCELHANEY,skipped,skipped
95,NONI D. SESSION,skipped,skipped
96,NONI D. SESSION,skipped,skipped
97,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
98,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
99,skipped,skipped,skipped
100,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
101,NONI D. SESSION,skipped,skipped
102,NONI D. SESSION,skipped,skipped
103,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY
104,LYNETTE GIBSON MCELHANEY,skipped,skipped
105,NONI D. SESSION,NONI D. SESSION,NONI D. SESSION
106,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
107,NONI D. SESSION,skipped,skipped
108,NONI D. SESSION,skipped,skipped
109,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
110,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,skipped
111,LYNETTE GIBSON MCELHANEY,skipped,skipped
112,LYNETTE GIBSON MCELHANEY,skipped,skipped
113,NONI D. SESSION,skipped,skipped
114,NONI D. SESSION,NONI D. SESSION,NONI D. SESSION
115,NONI D. SESSION,NONI D. SESSION,NONI D. SESSION
116,NONI D. SESSION,skipped,skipped
117,NONI D. SESSION,NONI D. SESSION,NONI D. SESSION
118,skipped,skipped,skipped
119,NONI D. SESSION,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
120,NONI D. SESSION,skipped,skipped
121,NONI D. SESSION,skipped,skipped
122,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY
123,NONI D. SESSION,LYNETTE GIBSON MCELHANEY,skipped
124,skipped,skipped,skipped
