ranks,ballotID,rank1,rank2,rank3
"['BENNY LEE', 'CHRIS CROW', 'DARLENE DAEVU']",1,BENNY LEE,CHRIS CROW,DARLENE DAEVU
"['CHRIS CROW', 'DARLENE DAEVU', 'BENNY LEE']",2,CHRIS CROW,DARLENE DAEVU,BENNY LEE
"['DARLENE DAEVU', 'CHRIS CROW', 'BENNY LEE']",3,DARLENE DAEVU,CHRIS CROW,BENNY LEE
"['CHRIS CROW', 'CHRIS CROW', 'CHRIS CROW']",4,CHRIS CROW,CHRIS CROW,CHRIS CROW
"['DARLENE DAEVU', 'CHRIS CROW', 'BENNY LEE']",5,DARLENE DAEVU,CHRIS CROW,BENNY LEE
"['BENNY LEE', 'DARLENE DAEVU', 'JUSTIN HUTCHISON']",6,BENNY LEE,DARLENE DAEVU,JUSTIN HUTCHISON
"['BENNY LEE', 'CHRIS CROW', 'JUSTIN HUTCHISON']",7,BENNY LEE,CHRIS CROW,JUSTIN HUTCHISON
"['CHRIS CROW', 'CHRIS CROW', 'CHRIS CROW']",8,CHRIS CROW,CHRIS CROW,CHRIS CROW
"['CHRIS CROW', 'DARLENE DAEVU', 'BENNY LEE']",9,CHRIS CROW,DARLENE DAEVU,BENNY LEE
"['JUSTIN HUTCHISON', 'DARLENE DAEVU', 'CHRIS CROW']",10,JUSTIN HUTCHISON,DARLENE DAEVU,CHRIS CROW
"['BENNY LEE', 'DARLENE DAEVU', 'JUSTIN HUTCHISON']",11,BENNY LEE,DARLENE DAEVU,JUSTIN HUTCHISON
"['BENNY LEE', 'BENNY LEE', 'BENNY LEE']",12,BENNY LEE,BENNY LEE,BENNY LEE
"['JUSTIN HUTCHISON', 'CHRIS CROW', 'BENNY LEE']",13,JUSTIN HUTCHISON,CHRIS CROW,BENNY LEE
"['BENNY LEE', 'DARLENE DAEVU', 'CHRIS CROW']",14,BENNY LEE,DARLENE DAEVU,CHRIS CROW
"['BENNY LEE', 'DARLENE DAEVU', 'CHRIS CROW']",15,BENNY LEE,DARLENE DAEVU,CHRIS CROW
"['CHRIS CROW', 'JUSTIN HUTCHISON', 'BENNY LEE']",16,CHRIS CROW,JUSTIN HUTCHISON,BENNY LEE
"['CHRIS CROW', 'BENNY LEE', 'DARLENE DAEVU']",17,CHRIS CROW,BENNY LEE,DARLENE DAEVU
"['skipped', 'skipped', 'skipped']",18,skipped,skipped,skipped
"['CHRIS CROW', 'skipped', 'skipped']",19,CHRIS CROW,skipped,skipped
"['CHRIS CROW', 'BENNY LEE', 'skipped']",20,CHRIS CROW,BENNY LEE,skipped
"['CHRIS CROW', 'BENNY LEE', 'skipped']",21,CHRIS CROW,BENNY LEE,skipped
"['CHRIS CROW', 'DARLENE DAEVU', 'BENNY LEE']",22,CHRIS CROW,DARLENE DAEVU,BENNY LEE
"['JUSTIN HUTCHISON', 'DARLENE DAEVU', 'CHRIS CROW']",23,JUSTIN HUTCHISON,DARLENE DAEVU,CHRIS CROW
"['BENNY LEE', 'CHRIS CROW', 'DARLENE DAEVU']",24,BENNY LEE,CHRIS CROW,DARLENE DAEVU
"['CHRIS CROW', 'JUSTIN HUTCHISON', 'DARLENE DAEVU']",25,CHRIS CROW,JUSTIN HUTCHISON,DARLENE DAEVU
"['CHRIS CROW', 'DARLENE DAEVU', 'JUSTIN HUTCHISON']",26,CHRIS CROW,DARLENE DAEVU,JUSTIN HUTCHISON
"['DARLENE DAEVU', 'BENNY LEE', 'skipped']",27,DARLENE DAEVU,BENNY LEE,skipped
"['writein', 'writein', 'writein']",28,writein,writein,writein
"['BENNY LEE', 'BENNY LEE', 'BENNY LEE']",29,BENNY LEE,BENNY LEE,BENNY LEE
"['CHRIS CROW', 'BENNY LEE', 'BENNY LEE']",30,CHRIS CROW,BENNY LEE,BENNY LEE
"['writein', 'CHRIS CROW', 'JUSTIN HUTCHISON']",31,writein,CHRIS CROW,JUSTIN HUTCHISON
"['BENNY LEE', 'CHRIS CROW', 'JUSTIN HUTCHISON']",32,BENNY LEE,CHRIS CROW,JUSTIN HUTCHISON
"['BENNY LEE', 'BENNY LEE', 'BENNY LEE']",33,BENNY LEE,BENNY LEE,BENNY LEE
"['CHRIS CROW', 'BENNY LEE', 'BENNY LEE']",34,CHRIS CROW,BENNY LEE,BENNY LEE
"['CHRIS CROW', 'JUSTIN HUTCHISON', 'DARLENE DAEVU']",35,CHRIS CROW,JUSTIN HUTCHISON,DARLENE DAEVU
"['DARLENE DAEVU', 'DARLENE DAEVU', 'DARLENE DAEVU']",36,DARLENE DAEVU,DARLENE DAEVU,DARLENE DAEVU
"['JUSTIN HUTCHISON', 'BENNY LEE', 'CHRIS CROW']",37,JUSTIN HUTCHISON,BENNY LEE,CHRIS CROW
"['JUSTIN HUTCHISON', 'CHRIS CROW', 'skipped']",38,JUSTIN HUTCHISON,CHRIS CROW,skipped
"['CHRIS CROW', 'JUSTIN HUTCHISON', 'DARLENE DAEVU']",39,CHRIS CROW,JUSTIN HUTCHISON,DARLENE DAEVU
"['BENNY LEE', 'BENNY LEE', 'BENNY LEE']",40,BENNY LEE,BENNY LEE,BENNY LEE
"['BENNY LEE', 'JUSTIN HUTCHISON', 'DARLENE DAEVU']",41,BENNY LEE,JUSTIN HUTCHISON,DARLENE DAEVU
"['BENNY LEE', 'JUSTIN HUTCHISON', 'CHRIS CROW']",42,BENNY LEE,JUSTIN HUTCHISON,CHRIS CROW
"['skipped', 'skipped', 'skipped']",43,skipped,skipped,skipped
"['JUSTIN HUTCHISON', 'skipped', 'skipped']",44,JUSTIN HUTCHISON,skipped,skipped
"['BENNY LEE', 'JUSTIN HUTCHISON', 'CHRIS CROW']",45,BENNY LEE,JUSTIN HUTCHISON,CHRIS CROW
"['BENNY LEE', 'BENNY LEE', 'BENNY LEE']",46,BENNY LEE,BENNY LEE,BENNY LEE
"['CHRIS CROW', 'skipped', 'skipped']",47,CHRIS CROW,skipped,skipped
"['BENNY LEE', 'DARLENE DAEVU', 'CHRIS CROW']",48,BENNY LEE,DARLENE DAEVU,CHRIS CROW
"['BENNY LEE', 'DARLENE DAEVU', 'CHRIS CROW']",49,BENNY LEE,DARLENE DAEVU,CHRIS CROW
"['BENNY LEE', 'CHRIS CROW', 'BENNY LEE']",50,BENNY LEE,CHRIS CROW,BENNY LEE
"['skipped', 'skipped', 'skipped']",51,skipped,skipped,skipped
"['BENNY LEE', 'JUSTIN HUTCHISON', 'CHRIS CROW']",52,BENNY LEE,JUSTIN HUTCHISON,CHRIS CROW
"['BENNY LEE', 'CHRIS CROW', 'JUSTIN HUTCHISON']",53,BENNY LEE,CHRIS CROW,JUSTIN HUTCHISON
