ballotID,rank1,rank2,rank3
1,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
2,ANNIE CAMPBELL WASHINGTON,skipped,skipped
3,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON
4,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,skipped
5,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
6,JILL BROADHURST,skipped,skipped
7,PAUL LIM,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
8,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
9,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
10,skipped,skipped,skipped
11,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
12,JILL BROADHURST,JILL BROADHURST,JILL BROADHURST
13,skipped,skipped,skipped
14,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
15,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
16,ANNIE CAMPBELL WASHINGTON,PAUL LIM,skipped
17,JILL BROADHURST,skipped,skipped
18,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
19,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
20,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
21,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
22,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
23,skipped,skipped,skipped
24,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
25,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
26,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
27,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
28,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
29,JILL BROADHURST,skipped,skipped
30,ANNIE CAMPBELL WASHINGTON,skipped,skipped
31,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
32,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
33,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,skipped
34,skipped,skipped,skipped
35,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
36,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
37,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
38,ANNIE CAMPBELL WASHINGTON,PAUL LIM,skipped
39,JILL BROADHURST,PAUL LIM,skipped
40,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
41,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
42,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
43,ANNIE CAMPBELL WASHINGTON,skipped,skipped
44,ANNIE CAMPBELL WASHINGTON,skipped,skipped
45,JILL BROADHURST,skipped,skipped
46,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST
47,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
48,skipped,skipped,skipped
49,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
50,ANNIE CAMPBELL WASHINGTON,skipped,skipped
51,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,skipped
52,ANNIE CAMPBELL WASHINGTON,skipped,skipped
53,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON
54,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
55,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
56,ANNIE CAMPBELL WASHINGTON,skipped,skipped
57,PAUL LIM,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST
58,PAUL LIM,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
59,ANNIE CAMPBELL WASHINGTON,PAUL LIM,ANNIE CAMPBELL WASHINGTON
60,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
61,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
62,ANNIE CAMPBELL WASHINGTON,skipped,skipped
63,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
64,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
65,skipped,skipped,skipped
66,skipped,skipped,skipped
67,skipped,skipped,skipped
68,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
69,ANNIE CAMPBELL WASHINGTON,skipped,skipped
70,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
71,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
72,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
73,PAUL LIM,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
74,ANNIE CAMPBELL WASHINGTON,skipped,skipped
75,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
76,ANNIE CAMPBELL WASHINGTON,skipped,skipped
77,ANNIE CAMPBELL WASHINGTON,PAUL LIM,skipped
78,PAUL LIM,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
79,JILL BROADHURST,JILL BROADHURST,PAUL LIM
80,JILL BROADHURST,JILL BROADHURST,JILL BROADHURST
81,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
82,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
83,ANNIE CAMPBELL WASHINGTON,PAUL LIM,skipped
84,skipped,skipped,skipped
85,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
86,skipped,skipped,skipped
87,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON
88,PAUL LIM,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST
89,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
90,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
91,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
92,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON
93,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
94,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
95,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
96,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON
97,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
98,ANNIE CAMPBELL WASHINGTON,skipped,skipped
99,ANNIE CAMPBELL WASHINGTON,skipped,skipped
100,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
101,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
102,skipped,skipped,skipped
103,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON
104,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
105,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
106,skipped,skipped,skipped
107,JILL BROADHURST,PAUL LIM,skipped
108,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,skipped
109,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,JILL BROADHURST
110,ANNIE CAMPBELL WASHINGTON,skipped,skipped
111,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
112,ANNIE CAMPBELL WASHINGTON,skipped,skipped
113,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
114,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,skipped
115,skipped,skipped,skipped
116,ANNIE CAMPBELL WASHINGTON,skipped,skipped
117,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
118,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST
119,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
120,ANNIE CAMPBELL WASHINGTON,PAUL LIM,skipped
121,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,skipped
122,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
123,ANNIE CAMPBELL WASHINGTON,skipped,skipped
124,ANNIE CAMPBELL WASHINGTON,skipped,skipped
125,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
126,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
127,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST
128,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
129,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
130,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
131,JILL BROADHURST,skipped,skipped
132,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
133,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
134,JILL BROADHURST,JILL BROADHURST,JILL BROADHURST
135,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
136,skipped,skipped,skipped
137,ANNIE CAMPBELL WASHINGTON,skipped,skipped
138,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
139,skipped,skipped,skipped
140,skipped,skipped,skipped
141,JILL BROADHURST,JILL BROADHURST,JILL BROADHURST
142,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
143,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
144,JILL BROADHURST,skipped,skipped
145,JILL BROADHURST,skipped,skipped
146,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
147,skipped,skipped,skipped
148,JILL BROADHURST,JILL BROADHURST,JILL BROADHURST
149,JILL BROADHURST,JILL BROADHURST,JILL BROADHURST
150,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON
151,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
152,ANNIE CAMPBELL WASHINGTON,skipped,skipped
153,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
154,ANNIE CAMPBELL WASHINGTON,skipped,skipped
155,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
156,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
157,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
158,JILL BROADHURST,JILL BROADHURST,JILL BROADHURST
159,skipped,skipped,skipped
160,PAUL LIM,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
161,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
162,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
163,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
164,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,skipped
165,skipped,skipped,skipped
166,ANNIE CAMPBELL WASHINGTON,PAUL LIM,skipped
167,JILL BROADHURST,PAUL LIM,skipped
168,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
169,skipped,skipped,skipped
170,skipped,skipped,skipped
171,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,PAUL LIM
172,JILL BROADHURST,skipped,skipped
173,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
174,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
175,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
176,JILL BROADHURST,JILL BROADHURST,JILL BROADHURST
177,PAUL LIM,PAUL LIM,PAUL LIM
178,ANNIE CAMPBELL WASHINGTON,skipped,skipped
179,PAUL LIM,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
180,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
181,JILL BROADHURST,skipped,skipped
182,ANNIE CAMPBELL WASHINGTON,skipped,skipped
183,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
184,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
185,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,skipped
186,ANNIE CAMPBELL WASHINGTON,skipped,skipped
187,skipped,skipped,skipped
188,JILL BROADHURST,PAUL LIM,skipped
189,ANNIE CAMPBELL WASHINGTON,skipped,skipped
190,PAUL LIM,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
191,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
192,ANNIE CAMPBELL WASHINGTON,skipped,skipped
193,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
194,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
195,JILL BROADHURST,skipped,skipped
196,ANNIE CAMPBELL WASHINGTON,skipped,skipped
197,JILL BROADHURST,skipped,skipped
198,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
199,JILL BROADHURST,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
200,JILL BROADHURST,PAUL LIM,ANNIE CAMPBELL WASHINGTON
201,PAUL LIM,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON
202,skipped,skipped,skipped
203,ANNIE CAMPBELL WASHINGTON,skipped,skipped
204,PAUL LIM,PAUL LIM,PAUL LIM
205,ANNIE CAMPBELL WASHINGTON,skipped,skipped
206,skipped,skipped,skipped
207,ANNIE CAMPBELL WASHINGTON,skipped,skipped
208,ANNIE CAMPBELL WASHINGTON,PAUL LIM,JILL BROADHURST
209,JILL BROADHURST,JILL BROADHURST,PAUL LIM
210,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
211,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
212,ANNIE CAMPBELL WASHINGTON,skipped,skipped
213,JILL BROADHURST,skipped,skipped
214,JILL BROADHURST,ANNIE CAMPBELL WASHINGTON,skipped
215,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,skipped
216,ANNIE CAMPBELL WASHINGTON,JILL BROADHURST,PAUL LIM
217,ANNIE CAMPBELL WASHINGTON,skipped,skipped
218,ANNIE CAMPBELL WASHINGTON,skipped,skipped
