ranks,ballotID,rank1,rank2,rank3
"['CHRISTINE JOHNSON', 'SONJA TRAUSS', 'skipped']",1,CHRISTINE JOHNSON,SONJA TRAUSS,skipped
"['MATT HANEY', 'SONJA TRAUSS', 'CHRISTINE JOHNSON']",2,MATT HANEY,SONJA TRAUSS,CHRISTINE JOHNSON
"['CHRISTINE JOHNSON', 'MATT HANEY', 'SONJA TRAUSS']",3,CHRISTINE JOHNSON,MATT HANEY,SONJA TRAUSS
"['MATT HANEY', 'skipped', 'skipped']",4,MATT HANEY,skipped,skipped
"['CHRISTINE JOHNSON', 'MATT HANEY', 'SONJA TRAUSS']",5,CHRISTINE JOHNSON,MATT HANEY,SONJA TRAUSS
"['MATT HANEY', 'MATT HANEY', 'MATT HANEY']",6,MATT HANEY,MATT HANEY,MATT HANEY
"['CHRISTINE JOHNSON', 'skipped', 'skipped']",7,CHRISTINE JOHNSON,skipped,skipped
"['MATT HANEY', 'skipped', 'skipped']",8,MATT HANEY,skipped,skipped
"['MATT HANEY', 'MATT HANEY', 'MATT HANEY']",9,MATT HANEY,MATT HANEY,MATT HANEY
"['MATT HANEY', 'MATT HANEY', 'MATT HANEY']",10,MATT HANEY,MATT HANEY,MATT HANEY
"['MATT HANEY', 'SONJA TRAUSS', 'CHRISTINE JOHNSON']",11,MATT HANEY,SONJA TRAUSS,CHRISTINE JOHNSON
"['SONJA TRAUSS', 'SONJA TRAUSS', 'SONJA TRAUSS']",12,SONJA TRAUSS,SONJA TRAUSS,SONJA TRAUSS
"['CHRISTINE JOHNSON', 'MATT HANEY', 'SONJA TRAUSS']",13,CHRISTINE JOHNSON,MATT HANEY,SONJA TRAUSS
"['SONJA TRAUSS', 'MATT HANEY', 'CHRISTINE JOHNSON']",14,SONJA TRAUSS,MATT HANEY,CHRISTINE JOHNSON
"['SONJA TRAUSS', 'CHRISTINE JOHNSON', 'skipped']",15,SONJA TRAUSS,CHRISTINE JOHNSON,skipped
"['MATT HANEY', 'SONJA TRAUSS', 'MATT HANEY']",16,MATT HANEY,SONJA TRAUSS,MATT HANEY
"['SONJA TRAUSS', 'CHRISTINE JOHNSON', 'skipped']",17,SONJA TRAUSS,CHRISTINE JOHNSON,skipped
"['SONJA TRAUSS', 'skipped', 'skipped']",18,SONJA TRAUSS,skipped,skipped
