ranks,ballotID,rank1,rank2,rank3
"['KRISS WORTHINGTON', 'skipped', 'skipped']",1,KRISS WORTHINGTON,skipped,skipped
"['GEORGE BEIER', 'KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES""]",2,GEORGE BEIER,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES
"['GEORGE BEIER', 'KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES""]",3,GEORGE BEIER,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES
"['GEORGE BEIER', 'skipped', 'skipped']",4,GEORGE BEIER,skipped,skipped
"['GEORGE BEIER', ""CECILIA ''CES'' ROSALES"", 'KRISS WORTHINGTON']",5,GEORGE BEIER,CECILIA ''CES'' ROSALES,KRISS WORTHINGTON
"[""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER', 'KRISS WORTHINGTON']",6,CECILIA ''CES'' ROSALES,GEORGE BEIER,KRISS WORTHINGTON
"['KRISS WORTHINGTON', 'GEORGE BEIER', ""CECILIA ''CES'' ROSALES""]",7,KRISS WORTHINGTON,GEORGE BEIER,CECILIA ''CES'' ROSALES
"['GEORGE BEIER', 'KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES""]",8,GEORGE BEIER,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES
"[""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER', 'KRISS WORTHINGTON']",9,CECILIA ''CES'' ROSALES,GEORGE BEIER,KRISS WORTHINGTON
"['KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER']",10,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES,GEORGE BEIER
"['GEORGE BEIER', ""CECILIA ''CES'' ROSALES"", 'KRISS WORTHINGTON']",11,GEORGE BEIER,CECILIA ''CES'' ROSALES,KRISS WORTHINGTON
"[""CECILIA ''CES'' ROSALES"", 'KRISS WORTHINGTON', 'GEORGE BEIER']",12,CECILIA ''CES'' ROSALES,KRISS WORTHINGTON,GEORGE BEIER
"['GEORGE BEIER', ""CECILIA ''CES'' ROSALES"", 'skipped']",13,GEORGE BEIER,CECILIA ''CES'' ROSALES,skipped
"['GEORGE BEIER', 'KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES""]",14,GEORGE BEIER,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES
"['GEORGE BEIER', ""CECILIA ''CES'' ROSALES"", 'skipped']",15,GEORGE BEIER,CECILIA ''CES'' ROSALES,skipped
"[""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER', 'skipped']",16,CECILIA ''CES'' ROSALES,GEORGE BEIER,skipped
"[""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER', 'KRISS WORTHINGTON']",17,CECILIA ''CES'' ROSALES,GEORGE BEIER,KRISS WORTHINGTON
"['KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER']",18,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES,GEORGE BEIER
"['GEORGE BEIER', 'KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES""]",19,GEORGE BEIER,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES
"['GEORGE BEIER', ""CECILIA ''CES'' ROSALES"", 'skipped']",20,GEORGE BEIER,CECILIA ''CES'' ROSALES,skipped
"['GEORGE BEIER', 'skipped', 'skipped']",21,GEORGE BEIER,skipped,skipped
"['GEORGE BEIER', ""CECILIA ''CES'' ROSALES"", 'skipped']",22,GEORGE BEIER,CECILIA ''CES'' ROSALES,skipped
"['GEORGE BEIER', 'KRISS WORTHINGTON', 'skipped']",23,GEORGE BEIER,KRISS WORTHINGTON,skipped
"['KRISS WORTHINGTON', 'GEORGE BEIER', ""CECILIA ''CES'' ROSALES""]",24,KRISS WORTHINGTON,GEORGE BEIER,CECILIA ''CES'' ROSALES
"[""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER', 'KRISS WORTHINGTON']",25,CECILIA ''CES'' ROSALES,GEORGE BEIER,KRISS WORTHINGTON
"['GEORGE BEIER', 'KRISS WORTHINGTON', 'skipped']",26,GEORGE BEIER,KRISS WORTHINGTON,skipped
"['KRISS WORTHINGTON', 'skipped', 'skipped']",27,KRISS WORTHINGTON,skipped,skipped
"['KRISS WORTHINGTON', 'GEORGE BEIER', ""CECILIA ''CES'' ROSALES""]",28,KRISS WORTHINGTON,GEORGE BEIER,CECILIA ''CES'' ROSALES
"['KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER']",29,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES,GEORGE BEIER
"['GEORGE BEIER', 'KRISS WORTHINGTON', 'skipped']",30,GEORGE BEIER,KRISS WORTHINGTON,skipped
"['KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER']",31,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES,GEORGE BEIER
"['GEORGE BEIER', ""CECILIA ''CES'' ROSALES"", 'skipped']",32,GEORGE BEIER,CECILIA ''CES'' ROSALES,skipped
"['KRISS WORTHINGTON', 'GEORGE BEIER', ""CECILIA ''CES'' ROSALES""]",33,KRISS WORTHINGTON,GEORGE BEIER,CECILIA ''CES'' ROSALES
"[""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER', 'KRISS WORTHINGTON']",34,CECILIA ''CES'' ROSALES,GEORGE BEIER,KRISS WORTHINGTON
"['KRISS WORTHINGTON', 'GEORGE BEIER', ""CECILIA ''CES'' ROSALES""]",35,KRISS WORTHINGTON,GEORGE BEIER,CECILIA ''CES'' ROSALES
"['KRISS WORTHINGTON', 'GEORGE BEIER', ""CECILIA ''CES'' ROSALES""]",36,KRISS WORTHINGTON,GEORGE BEIER,CECILIA ''CES'' ROSALES
"['GEORGE BEIER', ""CECILIA ''CES'' ROSALES"", 'skipped']",37,GEORGE BEIER,CECILIA ''CES'' ROSALES,skipped
"['KRISS WORTHINGTON', 'skipped', 'skipped']",38,KRISS WORTHINGTON,skipped,skipped
"['GEORGE BEIER', 'KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES""]",39,GEORGE BEIER,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES
"['KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER']",40,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES,GEORGE BEIER
"['KRISS WORTHINGTON', 'GEORGE BEIER', 'KRISS WORTHINGTON']",41,KRISS WORTHINGTON,GEORGE BEIER,KRISS WORTHINGTON
"['KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER']",42,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES,GEORGE BEIER
"['KRISS WORTHINGTON', ""CECILIA ''CES'' ROSALES"", 'GEORGE BEIER']",43,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES,GEORGE BEIER
"['GEORGE BEIER', ""CECILIA ''CES'' ROSALES"", 'KRISS WORTHINGTON']",44,GEORGE BEIER,CECILIA ''CES'' ROSALES,KRISS WORTHINGTON
"['KRISS WORTHINGTON', 'GEORGE BEIER', ""CECILIA ''CES'' ROSALES""]",45,KRISS WORTHINGTON,GEORGE BEIER,CECILIA ''CES'' ROSALES
"['KRISS WORTHINGTON', 'skipped', 'skipped']",46,KRISS WORTHINGTON,skipped,skipped
"['GEORGE BEIER', 'GEORGE BEIER', 'skipped']",47,GEORGE BEIER,GEORGE BEIER,skipped
"['KRISS WORTHINGTON', 'GEORGE BEIER', ""CECILIA ''CES'' ROSALES""]",48,KRISS WORTHINGTON,GEORGE BEIER,CECILIA ''CES'' ROSALES
