ranks,ballotID,rank1,rank2,rank3
"['ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL']",1,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL
"['ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL']",2,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",3,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",4,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",5,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",6,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",7,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",8,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",9,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",10,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",11,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",12,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['ALEJANDRO SOTO-VIGIL', 'skipped', 'skipped']",13,ALEJANDRO SOTO-VIGIL,skipped,skipped
"['MERRILIE MITCHELL', 'ALEJANDRO SOTO-VIGIL', 'LINDA MAIO']",14,MERRILIE MITCHELL,ALEJANDRO SOTO-VIGIL,LINDA MAIO
"['skipped', 'skipped', 'skipped']",15,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",16,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",17,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",18,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",19,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",20,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",21,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",22,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",23,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",24,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",25,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",26,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",27,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",28,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",29,skipped,skipped,skipped
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'skipped']",30,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'skipped']",31,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped
"['LINDA MAIO', 'LINDA MAIO', 'ALEJANDRO SOTO-VIGIL']",32,LINDA MAIO,LINDA MAIO,ALEJANDRO SOTO-VIGIL
"['MERRILIE MITCHELL', 'LINDA MAIO', 'ALEJANDRO SOTO-VIGIL']",33,MERRILIE MITCHELL,LINDA MAIO,ALEJANDRO SOTO-VIGIL
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'MERRILIE MITCHELL']",34,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'MERRILIE MITCHELL']",35,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'MERRILIE MITCHELL']",36,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'MERRILIE MITCHELL']",37,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'MERRILIE MITCHELL']",38,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'MERRILIE MITCHELL']",39,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'MERRILIE MITCHELL']",40,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL
"['ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL', 'LINDA MAIO']",41,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,LINDA MAIO
"['ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL', 'LINDA MAIO']",42,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,LINDA MAIO
"['ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL', 'LINDA MAIO']",43,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,LINDA MAIO
"['LINDA MAIO', 'skipped', 'skipped']",44,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",45,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",46,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",47,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",48,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",49,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",50,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",51,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",52,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",53,LINDA MAIO,skipped,skipped
"['LINDA MAIO', 'skipped', 'skipped']",54,LINDA MAIO,skipped,skipped
"['skipped', 'MERRILIE MITCHELL', 'LINDA MAIO']",55,skipped,MERRILIE MITCHELL,LINDA MAIO
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'skipped']",56,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'skipped']",57,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'skipped']",58,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'skipped']",59,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped
"['ALEJANDRO SOTO-VIGIL', 'LINDA MAIO', 'skipped']",60,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped
"['MERRILIE MITCHELL', 'skipped', 'skipped']",61,MERRILIE MITCHELL,skipped,skipped
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'LINDA MAIO']",62,LINDA MAIO,ALEJANDRO SOTO-VIGIL,LINDA MAIO
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'skipped']",63,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'skipped']",64,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'skipped']",65,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped
"['ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL']",66,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL
"['ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL']",67,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL
"['ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL']",68,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL
"['ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL', 'ALEJANDRO SOTO-VIGIL']",69,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL,ALEJANDRO SOTO-VIGIL
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",70,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",71,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",72,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",73,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",74,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",75,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",76,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",77,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",78,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",79,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",80,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",81,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",82,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",83,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",84,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",85,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'ALEJANDRO SOTO-VIGIL', 'MERRILIE MITCHELL']",86,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",87,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",88,LINDA MAIO,LINDA MAIO,LINDA MAIO
"['LINDA MAIO', 'LINDA MAIO', 'LINDA MAIO']",89,LINDA MAIO,LINDA MAIO,LINDA MAIO
