ranks,ballotID,rank1,rank2,rank3
"['DAN KALB', 'skipped', 'skipped']",1,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",2,DAN KALB,skipped,skipped
"['DAN KALB', 'DAN KALB', 'skipped']",3,DAN KALB,DAN KALB,skipped
"['DAN KALB', 'skipped', 'skipped']",4,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",5,DAN KALB,skipped,skipped
"['DAN KALB', 'DAN KALB', 'skipped']",6,DAN KALB,DAN KALB,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",7,DAN KALB,KEVIN M. CORBETT,skipped
"['KEVIN M. CORBETT', 'DAN KALB', 'KEVIN M. CORBETT']",8,KEVIN M. CORBETT,DAN KALB,KEVIN M. CORBETT
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",9,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'skipped', 'skipped']",10,DAN KALB,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'DAN KALB']",11,DAN KALB,KEVIN M. CORBETT,DAN KALB
"['DAN KALB', 'skipped', 'skipped']",12,DAN KALB,skipped,skipped
"['DAN KALB', 'DAN KALB', 'DAN KALB']",13,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",14,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",15,DAN KALB,KEVIN M. CORBETT,skipped
"['skipped', 'DAN KALB', 'skipped']",16,skipped,DAN KALB,skipped
"['skipped', 'skipped', 'KEVIN M. CORBETT']",17,skipped,skipped,KEVIN M. CORBETT
"['DAN KALB', 'skipped', 'skipped']",18,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",19,DAN KALB,skipped,skipped
"['skipped', 'skipped', 'skipped']",20,skipped,skipped,skipped
"['KEVIN M. CORBETT', 'KEVIN M. CORBETT', 'KEVIN M. CORBETT']",21,KEVIN M. CORBETT,KEVIN M. CORBETT,KEVIN M. CORBETT
"['DAN KALB', 'DAN KALB', 'KEVIN M. CORBETT']",22,DAN KALB,DAN KALB,KEVIN M. CORBETT
"['KEVIN M. CORBETT', 'KEVIN M. CORBETT', 'DAN KALB']",23,KEVIN M. CORBETT,KEVIN M. CORBETT,DAN KALB
"['skipped', 'skipped', 'skipped']",24,skipped,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",25,DAN KALB,KEVIN M. CORBETT,skipped
"['KEVIN M. CORBETT', 'skipped', 'skipped']",26,KEVIN M. CORBETT,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",27,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",28,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'skipped', 'skipped']",29,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",30,DAN KALB,skipped,skipped
"['KEVIN M. CORBETT', 'skipped', 'skipped']",31,KEVIN M. CORBETT,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",32,DAN KALB,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",33,DAN KALB,KEVIN M. CORBETT,skipped
"['skipped', 'skipped', 'KEVIN M. CORBETT']",34,skipped,skipped,KEVIN M. CORBETT
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",35,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'DAN KALB', 'DAN KALB']",36,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'skipped', 'skipped']",37,DAN KALB,skipped,skipped
"['DAN KALB', 'DAN KALB', 'DAN KALB']",38,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'skipped', 'skipped']",39,DAN KALB,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",40,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'DAN KALB', 'DAN KALB']",41,DAN KALB,DAN KALB,DAN KALB
"['skipped', 'skipped', 'skipped']",42,skipped,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",43,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'DAN KALB', 'DAN KALB']",44,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'skipped', 'skipped']",45,DAN KALB,skipped,skipped
"['DAN KALB', 'DAN KALB', 'DAN KALB']",46,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'skipped', 'skipped']",47,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",48,DAN KALB,skipped,skipped
"['KEVIN M. CORBETT', 'KEVIN M. CORBETT', 'KEVIN M. CORBETT']",49,KEVIN M. CORBETT,KEVIN M. CORBETT,KEVIN M. CORBETT
"['DAN KALB', 'DAN KALB', 'DAN KALB']",50,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'DAN KALB', 'DAN KALB']",51,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'skipped', 'skipped']",52,DAN KALB,skipped,skipped
"['DAN KALB', 'DAN KALB', 'DAN KALB']",53,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'DAN KALB', 'DAN KALB']",54,DAN KALB,DAN KALB,DAN KALB
"['skipped', 'skipped', 'skipped']",55,skipped,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",56,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'DAN KALB', 'DAN KALB']",57,DAN KALB,DAN KALB,DAN KALB
"['KEVIN M. CORBETT', 'KEVIN M. CORBETT', 'KEVIN M. CORBETT']",58,KEVIN M. CORBETT,KEVIN M. CORBETT,KEVIN M. CORBETT
"['DAN KALB', 'skipped', 'skipped']",59,DAN KALB,skipped,skipped
"['skipped', 'skipped', 'skipped']",60,skipped,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",61,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",62,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",63,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",64,DAN KALB,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'DAN KALB']",65,DAN KALB,KEVIN M. CORBETT,DAN KALB
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",66,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'DAN KALB', 'DAN KALB']",67,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'skipped', 'KEVIN M. CORBETT']",68,DAN KALB,skipped,KEVIN M. CORBETT
"['DAN KALB', 'DAN KALB', 'DAN KALB']",69,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'skipped', 'skipped']",70,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",71,DAN KALB,skipped,skipped
"['skipped', 'DAN KALB', 'skipped']",72,skipped,DAN KALB,skipped
"['DAN KALB', 'skipped', 'skipped']",73,DAN KALB,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'DAN KALB']",74,DAN KALB,KEVIN M. CORBETT,DAN KALB
"['DAN KALB', 'DAN KALB', 'DAN KALB']",75,DAN KALB,DAN KALB,DAN KALB
"['DAN KALB', 'skipped', 'skipped']",76,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",77,DAN KALB,skipped,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",78,DAN KALB,KEVIN M. CORBETT,skipped
"['DAN KALB', 'KEVIN M. CORBETT', 'skipped']",79,DAN KALB,KEVIN M. CORBETT,skipped
"['KEVIN M. CORBETT', 'DAN KALB', 'skipped']",80,KEVIN M. CORBETT,DAN KALB,skipped
