ballotID,rank1,rank2,rank3
1,Michael Patrick Mallen,Shawn Reifsteck,Art Belenson
2,Michael Patrick Mallen,Christine Linnenbach,Sean R. Elsbernd
3,Michael Patrick Mallen,David Parker,Gregory Corrales
4,Michael Patrick Mallen,David Parker,Gregory Corrales
5,Michael Patrick Mallen,Milton `Rennie` O`Brien,Christine Linnenbach
6,Michael Patrick Mallen,Milton `Rennie` O`Brien,Svelana Kaff
7,Michael Patrick Mallen,Milton `Rennie` O`Brien,Sean R. Elsbernd
8,Michael Patrick Mallen,Isaac Wang,Shawn Reifsteck
9,Michael Patrick Mallen,Isaac Wang,Milton `Rennie` O`Brien
10,Michael Patrick Mallen,Isaac Wang,Gregory Corrales
11,Shawn Reifsteck,Michael Patrick Mallen,Pat Lakey
12,Shawn Reifsteck,Christine Linnenbach,Gregory Corrales
13,Shawn Reifsteck,Christine Linnenbach,Gregory Corrales
14,Shawn Reifsteck,Christine Linnenbach,Gregory Corrales
15,Shawn Reifsteck,Christine Linnenbach,Isaac Wang
16,Shawn Reifsteck,Christine Linnenbach,skipped
17,Shawn Reifsteck,Christine Linnenbach,skipped
18,Shawn Reifsteck,Christine Linnenbach,skipped
19,Shawn Reifsteck,Christine Linnenbach,skipped
20,Shawn Reifsteck,Pat Lakey,Sheela Kini
21,Shawn Reifsteck,Pat Lakey,Sheela Kini
22,Shawn Reifsteck,David Parker,Vernon C. Grigg III
23,Shawn Reifsteck,David Parker,Sheela Kini
24,Shawn Reifsteck,David Parker,Art Belenson
25,Shawn Reifsteck,David Parker,skipped
26,Shawn Reifsteck,David Parker,skipped
27,Shawn Reifsteck,Milton `Rennie` O`Brien,Michael Patrick Mallen
28,Shawn Reifsteck,Milton `Rennie` O`Brien,Christine Linnenbach
29,Shawn Reifsteck,Milton `Rennie` O`Brien,Sheela Kini
30,Shawn Reifsteck,Milton `Rennie` O`Brien,Sheela Kini
31,Shawn Reifsteck,Vernon C. Grigg III,Christine Linnenbach
32,Shawn Reifsteck,Vernon C. Grigg III,skipped
33,Shawn Reifsteck,Sheela Kini,Milton `Rennie` O`Brien
34,Shawn Reifsteck,Sheela Kini,Gregory Corrales
35,Shawn Reifsteck,Sheela Kini,Art Belenson
36,Shawn Reifsteck,Sean R. Elsbernd,Sheela Kini
37,Shawn Reifsteck,Sean R. Elsbernd,Sheela Kini
38,Shawn Reifsteck,Sean R. Elsbernd,Art Belenson
39,Shawn Reifsteck,Isaac Wang,Pat Lakey
40,Shawn Reifsteck,Isaac Wang,Pat Lakey
41,Shawn Reifsteck,Isaac Wang,Sean R. Elsbernd
42,Shawn Reifsteck,Isaac Wang,Sean R. Elsbernd
43,Shawn Reifsteck,skipped,skipped
44,Shawn Reifsteck,skipped,skipped
45,Shawn Reifsteck,skipped,skipped
46,Christine Linnenbach,Michael Patrick Mallen,Svelana Kaff
47,Christine Linnenbach,Shawn Reifsteck,Michael Patrick Mallen
48,Christine Linnenbach,Shawn Reifsteck,Michael Patrick Mallen
49,Christine Linnenbach,Shawn Reifsteck,Michael Patrick Mallen
50,Christine Linnenbach,Shawn Reifsteck,Pat Lakey
51,Christine Linnenbach,Shawn Reifsteck,Vernon C. Grigg III
52,Christine Linnenbach,Shawn Reifsteck,Vernon C. Grigg III
53,Christine Linnenbach,Shawn Reifsteck,Vernon C. Grigg III
54,Christine Linnenbach,Shawn Reifsteck,Vernon C. Grigg III
55,Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd
56,Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd
57,Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd
58,Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd
59,Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd
60,Christine Linnenbach,Shawn Reifsteck,Isaac Wang
61,Christine Linnenbach,Shawn Reifsteck,Isaac Wang
62,Christine Linnenbach,Shawn Reifsteck,skipped
63,Christine Linnenbach,Shawn Reifsteck,skipped
64,Christine Linnenbach,Shawn Reifsteck,skipped
65,Christine Linnenbach,Shawn Reifsteck,skipped
66,Christine Linnenbach,Shawn Reifsteck,skipped
67,Christine Linnenbach,Shawn Reifsteck,skipped
68,Christine Linnenbach,Shawn Reifsteck,skipped
69,Christine Linnenbach,Shawn Reifsteck,skipped
70,Christine Linnenbach,Shawn Reifsteck,skipped
71,Christine Linnenbach,Shawn Reifsteck,skipped
72,Christine Linnenbach,Pat Lakey,skipped
73,Christine Linnenbach,David Parker,Vernon C. Grigg III
74,Christine Linnenbach,Milton `Rennie` O`Brien,Pat Lakey
75,Christine Linnenbach,Milton `Rennie` O`Brien,Svelana Kaff
76,Christine Linnenbach,Milton `Rennie` O`Brien,Sean R. Elsbernd
77,Christine Linnenbach,Milton `Rennie` O`Brien,Sean R. Elsbernd
78,Christine Linnenbach,Milton `Rennie` O`Brien,Sean R. Elsbernd
79,Christine Linnenbach,Vernon C. Grigg III,Shawn Reifsteck
80,Christine Linnenbach,Vernon C. Grigg III,Shawn Reifsteck
81,Christine Linnenbach,Vernon C. Grigg III,Shawn Reifsteck
82,Christine Linnenbach,Vernon C. Grigg III,Milton `Rennie` O`Brien
83,Christine Linnenbach,Vernon C. Grigg III,Sean R. Elsbernd
84,Christine Linnenbach,Vernon C. Grigg III,Gregory Corrales
85,Christine Linnenbach,Vernon C. Grigg III,skipped
86,Christine Linnenbach,Vernon C. Grigg III,skipped
87,Christine Linnenbach,Svelana Kaff,Michael Patrick Mallen
88,Christine Linnenbach,Sean R. Elsbernd,Art Belenson
89,Christine Linnenbach,Gregory Corrales,Pat Lakey
90,Christine Linnenbach,Gregory Corrales,Sean R. Elsbernd
91,Christine Linnenbach,skipped,Shawn Reifsteck
92,Christine Linnenbach,skipped,skipped
93,Christine Linnenbach,skipped,skipped
94,Christine Linnenbach,skipped,skipped
95,Christine Linnenbach,skipped,skipped
96,Christine Linnenbach,skipped,skipped
97,Christine Linnenbach,skipped,skipped
98,Pat Lakey,Michael Patrick Mallen,David Parker
99,Pat Lakey,Christine Linnenbach,Shawn Reifsteck
100,Pat Lakey,Christine Linnenbach,Sean R. Elsbernd
101,Pat Lakey,Vernon C. Grigg III,Sean R. Elsbernd
102,Pat Lakey,Vernon C. Grigg III,Sean R. Elsbernd
103,Pat Lakey,Sheela Kini,Milton `Rennie` O`Brien
104,Pat Lakey,Sheela Kini,Vernon C. Grigg III
105,Pat Lakey,Sheela Kini,Vernon C. Grigg III
106,Pat Lakey,Sheela Kini,Sean R. Elsbernd
107,Pat Lakey,Sean R. Elsbernd,Michael Patrick Mallen
108,Pat Lakey,Sean R. Elsbernd,Shawn Reifsteck
109,Pat Lakey,Sean R. Elsbernd,Christine Linnenbach
110,Pat Lakey,Sean R. Elsbernd,Christine Linnenbach
111,Pat Lakey,Sean R. Elsbernd,David Parker
112,Pat Lakey,Sean R. Elsbernd,Sheela Kini
113,Pat Lakey,Sean R. Elsbernd,Svelana Kaff
114,Pat Lakey,skipped,skipped
115,Pat Lakey,skipped,skipped
116,Pat Lakey,skipped,skipped
117,Pat Lakey,skipped,skipped
118,Pat Lakey,skipped,skipped
119,David Parker,Christine Linnenbach,Pat Lakey
120,David Parker,Sean R. Elsbernd,Christine Linnenbach
121,David Parker,Sean R. Elsbernd,skipped
122,David Parker,skipped,skipped
123,David Parker,skipped,skipped
124,David Parker,skipped,skipped
125,Milton `Rennie` O`Brien,Michael Patrick Mallen,Christine Linnenbach
126,Milton `Rennie` O`Brien,Michael Patrick Mallen,Christine Linnenbach
127,Milton `Rennie` O`Brien,Michael Patrick Mallen,Vernon C. Grigg III
128,Milton `Rennie` O`Brien,Shawn Reifsteck,Christine Linnenbach
129,Milton `Rennie` O`Brien,Shawn Reifsteck,Sheela Kini
130,Milton `Rennie` O`Brien,Shawn Reifsteck,Sheela Kini
131,Milton `Rennie` O`Brien,Shawn Reifsteck,Isaac Wang
132,Milton `Rennie` O`Brien,Christine Linnenbach,Vernon C. Grigg III
133,Milton `Rennie` O`Brien,Christine Linnenbach,Gregory Corrales
134,Milton `Rennie` O`Brien,Christine Linnenbach,skipped
135,Milton `Rennie` O`Brien,Christine Linnenbach,skipped
136,Milton `Rennie` O`Brien,Pat Lakey,Christine Linnenbach
137,Milton `Rennie` O`Brien,David Parker,Shawn Reifsteck
138,Milton `Rennie` O`Brien,Vernon C. Grigg III,skipped
139,Milton `Rennie` O`Brien,Sheela Kini,Gregory Corrales
140,Milton `Rennie` O`Brien,Sheela Kini,Isaac Wang
141,Milton `Rennie` O`Brien,Sean R. Elsbernd,Shawn Reifsteck
142,Milton `Rennie` O`Brien,Sean R. Elsbernd,Christine Linnenbach
143,Milton `Rennie` O`Brien,Sean R. Elsbernd,Christine Linnenbach
144,Milton `Rennie` O`Brien,Sean R. Elsbernd,Pat Lakey
145,Milton `Rennie` O`Brien,Sean R. Elsbernd,Gregory Corrales
146,Milton `Rennie` O`Brien,Sean R. Elsbernd,Isaac Wang
147,Milton `Rennie` O`Brien,Gregory Corrales,David Parker
148,Milton `Rennie` O`Brien,Gregory Corrales,David Parker
149,Milton `Rennie` O`Brien,Isaac Wang,Pat Lakey
150,Milton `Rennie` O`Brien,Isaac Wang,Sean R. Elsbernd
151,Milton `Rennie` O`Brien,Isaac Wang,skipped
152,Milton `Rennie` O`Brien,skipped,skipped
153,Milton `Rennie` O`Brien,skipped,skipped
154,Milton `Rennie` O`Brien,skipped,skipped
155,Vernon C. Grigg III,Shawn Reifsteck,Christine Linnenbach
156,Vernon C. Grigg III,Shawn Reifsteck,Milton `Rennie` O`Brien
157,Vernon C. Grigg III,Shawn Reifsteck,Sean R. Elsbernd
158,Vernon C. Grigg III,Shawn Reifsteck,Sean R. Elsbernd
159,Vernon C. Grigg III,Shawn Reifsteck,Sean R. Elsbernd
160,Vernon C. Grigg III,Svelana Kaff,skipped
161,Vernon C. Grigg III,Sean R. Elsbernd,Christine Linnenbach
162,Vernon C. Grigg III,Sean R. Elsbernd,Christine Linnenbach
