ranks,ballotID,rank1,rank2,rank3
"['TONY KELLY', 'MARLENE TRAN', 'ED DONALDSON']",1,TONY KELLY,MARLENE TRAN,ED DONALDSON
"['TONY KELLY', 'SHAWN M. RICHARD', 'ED DONALDSON']",2,TONY KELLY,SHAWN M. RICHARD,ED DONALDSON
"['TONY KELLY', 'MALIA COHEN', 'skipped']",3,TONY KELLY,MALIA COHEN,skipped
"['TONY KELLY', 'MALIA COHEN', 'skipped']",4,TONY KELLY,MALIA COHEN,skipped
"['TONY KELLY', 'TONY KELLY', 'TONY KELLY']",5,TONY KELLY,TONY KELLY,TONY KELLY
"['TONY KELLY', 'SHAWN M. RICHARD', 'MARLENE TRAN']",6,TONY KELLY,SHAWN M. RICHARD,MARLENE TRAN
"['MALIA COHEN', 'MARLENE TRAN', 'SHAWN M. RICHARD']",7,MALIA COHEN,MARLENE TRAN,SHAWN M. RICHARD
"['MALIA COHEN', 'skipped', 'skipped']",8,MALIA COHEN,skipped,skipped
"['ED DONALDSON', 'MALIA COHEN', 'TONY KELLY']",9,ED DONALDSON,MALIA COHEN,TONY KELLY
"['MALIA COHEN', 'TONY KELLY', 'MARLENE TRAN']",10,MALIA COHEN,TONY KELLY,MARLENE TRAN
"['MALIA COHEN', 'TONY KELLY', 'SHAWN M. RICHARD']",11,MALIA COHEN,TONY KELLY,SHAWN M. RICHARD
"['TONY KELLY', 'MALIA COHEN', 'skipped']",12,TONY KELLY,MALIA COHEN,skipped
"['MALIA COHEN', 'TONY KELLY', 'skipped']",13,MALIA COHEN,TONY KELLY,skipped
"['MARLENE TRAN', 'MALIA COHEN', 'SHAWN M. RICHARD']",14,MARLENE TRAN,MALIA COHEN,SHAWN M. RICHARD
"['MALIA COHEN', 'MALIA COHEN', 'MALIA COHEN']",15,MALIA COHEN,MALIA COHEN,MALIA COHEN
"['MALIA COHEN', 'skipped', 'skipped']",16,MALIA COHEN,skipped,skipped
