ballotID,rank1,rank2,rank3,rank4
1445,DEAN PRESTON,skipped,DEAN PRESTON,RYAN LAM
1446,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
1447,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1448,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
1449,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1450,VALLIE BROWN,skipped,skipped,skipped
1451,DEAN PRESTON,skipped,skipped,skipped
1452,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1453,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1454,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1455,VALLIE BROWN,RYAN LAM,DEAN PRESTON,skipped
1456,VALLIE BROWN,skipped,skipped,skipped
1457,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM,VALLIE BROWN
1458,VALLIE BROWN,skipped,skipped,skipped
1459,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
1460,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
1461,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
1462,DEAN PRESTON,skipped,skipped,skipped
1463,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1464,DEAN PRESTON,skipped,skipped,skipped
1465,DEAN PRESTON,skipped,skipped,skipped
1466,VALLIE BROWN,skipped,skipped,skipped
1467,VALLIE BROWN,skipped,skipped,skipped
1468,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN,RYAN LAM
1469,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON
1470,VALLIE BROWN,RYAN LAM,skipped,skipped
1471,VALLIE BROWN,skipped,skipped,skipped
1472,VALLIE BROWN,skipped,skipped,skipped
1473,skipped,skipped,skipped,skipped
1474,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON,VALLIE BROWN
1475,DEAN PRESTON,skipped,skipped,skipped
1476,RYAN LAM,skipped,skipped,skipped
1477,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1478,NOMVULA O'MEARA,RYAN LAM,NOMVULA O'MEARA,RYAN LAM
1479,skipped,RYAN LAM,skipped,skipped
1480,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1481,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
1482,RYAN LAM,VALLIE BROWN,skipped,skipped
1483,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
1484,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,skipped
1485,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1486,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1487,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1488,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1489,DEAN PRESTON,skipped,skipped,skipped
1490,DEAN PRESTON,skipped,skipped,skipped
1491,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1492,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
1493,VALLIE BROWN,skipped,skipped,skipped
1494,DEAN PRESTON,skipped,skipped,skipped
1495,VALLIE BROWN,skipped,skipped,skipped
1496,VALLIE BROWN,skipped,skipped,skipped
1497,VALLIE BROWN,skipped,skipped,skipped
1498,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1499,DEAN PRESTON,skipped,skipped,skipped
1500,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
1501,DEAN PRESTON,skipped,skipped,skipped
1502,VALLIE BROWN,skipped,skipped,skipped
1503,VALLIE BROWN,skipped,skipped,skipped
1504,RYAN LAM,skipped,skipped,skipped
1505,RYAN LAM,skipped,skipped,skipped
1506,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1507,VALLIE BROWN,skipped,skipped,skipped
1508,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,skipped
1509,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1510,skipped,skipped,skipped,skipped
1511,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN,skipped
1512,VALLIE BROWN,skipped,skipped,skipped
1513,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1514,VALLIE BROWN,skipped,skipped,skipped
1515,DEAN PRESTON,skipped,skipped,skipped
1516,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN
1517,RYAN LAM,DEAN PRESTON,skipped,skipped
1518,DEAN PRESTON,skipped,skipped,skipped
1519,VALLIE BROWN,skipped,skipped,skipped
1520,VALLIE BROWN,skipped,skipped,skipped
1521,VALLIE BROWN,skipped,skipped,skipped
1522,VALLIE BROWN,skipped,skipped,skipped
1523,DEAN PRESTON,skipped,skipped,skipped
1524,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1525,RYAN LAM,skipped,skipped,skipped
1526,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1527,VALLIE BROWN,skipped,skipped,skipped
1528,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM,VALLIE BROWN
1529,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,VALLIE BROWN
1530,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1531,DEAN PRESTON,skipped,skipped,skipped
1532,DEAN PRESTON,skipped,skipped,skipped
1533,DEAN PRESTON,skipped,skipped,skipped
1534,RYAN LAM,skipped,DEAN PRESTON,NOMVULA O'MEARA
1535,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1536,VALLIE BROWN,skipped,skipped,skipped
1537,VALLIE BROWN,skipped,skipped,skipped
1538,VALLIE BROWN,skipped,skipped,skipped
1539,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1540,VALLIE BROWN,skipped,skipped,skipped
1541,DEAN PRESTON,skipped,skipped,skipped
1542,RYAN LAM,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA
1543,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
1544,RYAN LAM,DEAN PRESTON,skipped,skipped
1545,RYAN LAM,DEAN PRESTON,skipped,skipped
1546,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1547,RYAN LAM,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA
1548,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1549,DEAN PRESTON,skipped,skipped,skipped
1550,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
1551,DEAN PRESTON,skipped,skipped,skipped
1552,RYAN LAM,skipped,skipped,skipped
1553,DEAN PRESTON,skipped,skipped,skipped
1554,DEAN PRESTON,skipped,skipped,skipped
1555,VALLIE BROWN,skipped,skipped,skipped
1556,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN
1557,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1558,DEAN PRESTON,skipped,skipped,skipped
1559,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
1560,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1561,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1562,VALLIE BROWN,skipped,skipped,skipped
1563,VALLIE BROWN,skipped,skipped,skipped
1564,skipped,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1565,DEAN PRESTON,skipped,skipped,skipped
1566,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1567,DEAN PRESTON,skipped,skipped,skipped
1568,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1569,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
1570,VALLIE BROWN,skipped,skipped,skipped
1571,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1572,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
1573,DEAN PRESTON,skipped,skipped,skipped
1574,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1575,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
1576,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
1577,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
1578,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,VALLIE BROWN
1579,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
1580,skipped,skipped,skipped,skipped
1581,VALLIE BROWN,skipped,skipped,skipped
1582,VALLIE BROWN,RYAN LAM,skipped,skipped
1583,DEAN PRESTON,skipped,skipped,VALLIE BROWN
1584,VALLIE BROWN,skipped,skipped,skipped
1585,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1586,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,skipped
1587,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1588,DEAN PRESTON,skipped,skipped,skipped
1589,skipped,skipped,skipped,skipped
1590,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,VALLIE BROWN
1591,RYAN LAM,skipped,skipped,skipped
1592,DEAN PRESTON,RYAN LAM,skipped,skipped
1593,skipped,DEAN PRESTON,skipped,skipped
1594,VALLIE BROWN,skipped,skipped,skipped
1595,VALLIE BROWN,RYAN LAM,DEAN PRESTON,skipped
1596,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1597,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1598,VALLIE BROWN,skipped,skipped,skipped
1599,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1600,VALLIE BROWN,skipped,skipped,skipped
1601,skipped,VALLIE BROWN,overvote,RYAN LAM
1602,DEAN PRESTON,skipped,skipped,skipped
1603,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1604,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1605,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1606,VALLIE BROWN,skipped,skipped,skipped
1607,DEAN PRESTON,skipped,skipped,skipped
1608,DEAN PRESTON,skipped,skipped,skipped
1609,skipped,skipped,skipped,skipped
1610,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
1611,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1612,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1613,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1614,VALLIE BROWN,skipped,skipped,skipped
1615,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
1616,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1617,VALLIE BROWN,skipped,skipped,skipped
1618,skipped,skipped,skipped,skipped
1619,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1620,VALLIE BROWN,RYAN LAM,DEAN PRESTON,skipped
1621,VALLIE BROWN,skipped,skipped,skipped
1622,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1623,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1624,DEAN PRESTON,skipped,skipped,skipped
1625,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1626,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1627,DEAN PRESTON,skipped,VALLIE BROWN,RYAN LAM
1628,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,skipped
1629,VALLIE BROWN,skipped,skipped,skipped
1630,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,VALLIE BROWN
1631,VALLIE BROWN,skipped,skipped,skipped
1632,VALLIE BROWN,skipped,skipped,skipped
1633,DEAN PRESTON,skipped,skipped,skipped
1634,VALLIE BROWN,DEAN PRESTON,RYAN LAM,DEAN PRESTON
1635,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1636,overvote,skipped,skipped,skipped
1637,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1638,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1639,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1640,DEAN PRESTON,skipped,skipped,skipped
1641,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1642,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1643,DEAN PRESTON,skipped,skipped,skipped
1644,RYAN LAM,skipped,skipped,skipped
1645,VALLIE BROWN,skipped,skipped,skipped
1646,VALLIE BROWN,skipped,skipped,skipped
1647,DEAN PRESTON,skipped,skipped,skipped
1648,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1649,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
1650,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
1651,DEAN PRESTON,skipped,skipped,skipped
1652,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1653,VALLIE BROWN,skipped,skipped,skipped
1654,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1655,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1656,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1657,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
1658,RYAN LAM,DEAN PRESTON,skipped,skipped
1659,VALLIE BROWN,RYAN LAM,skipped,skipped
1660,DEAN PRESTON,skipped,skipped,skipped
1661,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1662,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1663,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1664,DEAN PRESTON,skipped,skipped,skipped
1665,VALLIE BROWN,skipped,skipped,skipped
1666,RYAN LAM,skipped,skipped,skipped
1667,NOMVULA O'MEARA,VALLIE BROWN,RYAN LAM,DEAN PRESTON
1668,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
1669,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1670,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1671,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
1672,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1673,VALLIE BROWN,skipped,skipped,skipped
1674,RYAN LAM,skipped,skipped,skipped
1675,VALLIE BROWN,skipped,skipped,skipped
1676,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1677,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
1678,DEAN PRESTON,RYAN LAM,skipped,skipped
1679,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1680,DEAN PRESTON,VALLIE BROWN,RYAN LAM,DEAN PRESTON
1681,skipped,skipped,skipped,skipped
1682,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
1683,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
1684,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
1685,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1686,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
1687,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
1688,VALLIE BROWN,skipped,skipped,skipped
1689,DEAN PRESTON,skipped,skipped,skipped
1690,DEAN PRESTON,skipped,skipped,skipped
1691,NOMVULA O'MEARA,VALLIE BROWN,RYAN LAM,DEAN PRESTON
1692,DEAN PRESTON,VALLIE BROWN,DEAN PRESTON,VALLIE BROWN
1693,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1694,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1695,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1696,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1697,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1698,VALLIE BROWN,skipped,skipped,skipped
1699,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
1700,skipped,skipped,skipped,skipped
1701,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN,skipped
1702,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
1703,DEAN PRESTON,skipped,skipped,skipped
1704,VALLIE BROWN,skipped,skipped,skipped
1705,VALLIE BROWN,skipped,skipped,skipped
1706,skipped,skipped,skipped,skipped
1707,VALLIE BROWN,RYAN LAM,skipped,skipped
1708,VALLIE BROWN,skipped,skipped,skipped
1709,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1710,VALLIE BROWN,VALLIE BROWN,skipped,skipped
1711,VALLIE BROWN,skipped,skipped,skipped
1712,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
1713,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
1714,VALLIE BROWN,RYAN LAM,skipped,skipped
1715,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1716,VALLIE BROWN,skipped,skipped,skipped
1717,VALLIE BROWN,skipped,skipped,skipped
1718,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
1719,VALLIE BROWN,skipped,skipped,skipped
1720,DEAN PRESTON,skipped,skipped,skipped
1721,DEAN PRESTON,skipped,skipped,skipped
1722,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
1723,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN,skipped
1724,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1725,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
1726,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1727,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1728,skipped,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1729,VALLIE BROWN,skipped,skipped,skipped
1730,VALLIE BROWN,skipped,skipped,skipped
1731,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1732,VALLIE BROWN,skipped,skipped,skipped
1733,VALLIE BROWN,skipped,skipped,skipped
1734,DEAN PRESTON,skipped,skipped,skipped
1735,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1736,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1737,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1738,VALLIE BROWN,skipped,skipped,skipped
1739,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1740,skipped,skipped,skipped,skipped
1741,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1742,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
1743,VALLIE BROWN,skipped,skipped,skipped
1744,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
1745,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1746,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1747,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1748,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1749,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1750,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
1751,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,skipped
1752,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1753,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
1754,VALLIE BROWN,skipped,skipped,skipped
1755,DEAN PRESTON,skipped,skipped,skipped
1756,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN
1757,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN
1758,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1759,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1760,DEAN PRESTON,skipped,skipped,skipped
1761,DEAN PRESTON,skipped,skipped,skipped
1762,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,skipped
1763,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
1764,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1765,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN
1766,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1767,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1768,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1769,VALLIE BROWN,skipped,skipped,skipped
1770,VALLIE BROWN,skipped,skipped,skipped
1771,DEAN PRESTON,skipped,skipped,skipped
1772,VALLIE BROWN,DEAN PRESTON,RYAN LAM,VALLIE BROWN
1773,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1774,DEAN PRESTON,skipped,skipped,skipped
1775,skipped,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1776,DEAN PRESTON,skipped,skipped,skipped
1777,DEAN PRESTON,skipped,skipped,skipped
1778,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1779,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
1780,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
1781,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1782,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1783,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
1784,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1785,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
1786,VALLIE BROWN,skipped,skipped,skipped
1787,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1788,DEAN PRESTON,skipped,skipped,skipped
1789,DEAN PRESTON,skipped,skipped,skipped
1790,VALLIE BROWN,skipped,skipped,skipped
1791,VALLIE BROWN,skipped,skipped,skipped
1792,skipped,skipped,skipped,skipped
1793,RYAN LAM,skipped,skipped,skipped
1794,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1795,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1796,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1797,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1798,DEAN PRESTON,skipped,skipped,skipped
1799,DEAN PRESTON,skipped,skipped,skipped
1800,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,skipped
1801,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,VALLIE BROWN
1802,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1803,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1804,skipped,skipped,skipped,skipped
1805,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1806,VALLIE BROWN,skipped,skipped,skipped
1807,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
1808,DEAN PRESTON,VALLIE BROWN,skipped,skipped
1809,RYAN LAM,VALLIE BROWN,skipped,skipped
1810,VALLIE BROWN,skipped,skipped,skipped
1811,VALLIE BROWN,skipped,skipped,skipped
1812,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN,RYAN LAM
1813,DEAN PRESTON,skipped,skipped,skipped
1814,DEAN PRESTON,skipped,skipped,skipped
1815,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1816,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
1817,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1818,RYAN LAM,skipped,skipped,skipped
1819,VALLIE BROWN,skipped,skipped,skipped
1820,DEAN PRESTON,skipped,skipped,skipped
1821,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
1822,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
1823,skipped,skipped,skipped,skipped
1824,skipped,skipped,skipped,skipped
1825,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1826,DEAN PRESTON,skipped,skipped,skipped
1827,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN,DEAN PRESTON
1828,VALLIE BROWN,skipped,skipped,skipped
1829,DEAN PRESTON,skipped,skipped,VALLIE BROWN
1830,RYAN LAM,RYAN LAM,RYAN LAM,RYAN LAM
1831,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1832,DEAN PRESTON,NOMVULA O'MEARA,skipped,skipped
1833,DEAN PRESTON,skipped,skipped,skipped
1834,VALLIE BROWN,skipped,skipped,skipped
1835,VALLIE BROWN,skipped,skipped,skipped
1836,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1837,DEAN PRESTON,skipped,skipped,skipped
1838,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN
1839,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
1840,DEAN PRESTON,skipped,skipped,skipped
1841,VALLIE BROWN,skipped,skipped,skipped
1842,skipped,skipped,skipped,skipped
1843,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
1844,DEAN PRESTON,skipped,skipped,skipped
1845,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1846,skipped,skipped,skipped,skipped
1847,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
1848,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
1849,DEAN PRESTON,skipped,RYAN LAM,NOMVULA O'MEARA
1850,VALLIE BROWN,DEAN PRESTON,skipped,skipped
1851,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1852,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
1853,VALLIE BROWN,skipped,skipped,skipped
1854,DEAN PRESTON,skipped,skipped,skipped
1855,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
1856,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
1857,VALLIE BROWN,skipped,skipped,skipped
1858,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
1859,DEAN PRESTON,RYAN LAM,skipped,skipped
1860,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
1861,NOMVULA O'MEARA,RYAN LAM,skipped,overvote
1862,NOMVULA O'MEARA,RYAN LAM,NOMVULA O'MEARA,NOMVULA O'MEARA
1863,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
1864,VALLIE BROWN,DEAN PRESTON,VALLIE BROWN,VALLIE BROWN
1865,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
