ranks,ballotID,rank1,rank2,rank3
"['KAT ANDERSON', 'skipped', 'skipped']",1,KAT ANDERSON,skipped,skipped
"['JANET REILLY', 'JANET REILLY', 'JANET REILLY']",2,JANET REILLY,JANET REILLY,JANET REILLY
"['VILMA B. GUINTO PEORO', 'KAT ANDERSON', 'skipped']",3,VILMA B. GUINTO PEORO,KAT ANDERSON,skipped
"['JANET REILLY', 'ABRAHAM SIMMONS', 'BARBARA BERWICK']",4,JANET REILLY,ABRAHAM SIMMONS,BARBARA BERWICK
"['MARK FARRELL', 'ABRAHAM SIMMONS', 'BARBARA BERWICK']",5,MARK FARRELL,ABRAHAM SIMMONS,BARBARA BERWICK
"['MARK FARRELL', 'BARBARA BERWICK', 'KAT ANDERSON']",6,MARK FARRELL,BARBARA BERWICK,KAT ANDERSON
"['JANET REILLY', 'JANET REILLY', 'JANET REILLY']",7,JANET REILLY,JANET REILLY,JANET REILLY
"['JANET REILLY', 'skipped', 'skipped']",8,JANET REILLY,skipped,skipped
"['MARK FARRELL', 'ABRAHAM SIMMONS', 'BARBARA BERWICK']",9,MARK FARRELL,ABRAHAM SIMMONS,BARBARA BERWICK
"['MARK FARRELL', 'MARK FARRELL', 'MARK FARRELL']",10,MARK FARRELL,MARK FARRELL,MARK FARRELL
"['JANET REILLY', 'skipped', 'skipped']",11,JANET REILLY,skipped,skipped
"['JANET REILLY', 'JANET REILLY', 'JANET REILLY']",12,JANET REILLY,JANET REILLY,JANET REILLY
"['MARK FARRELL', 'skipped', 'skipped']",13,MARK FARRELL,skipped,skipped
"['MARK FARRELL', 'MARK FARRELL', 'MARK FARRELL']",14,MARK FARRELL,MARK FARRELL,MARK FARRELL
"['ABRAHAM SIMMONS', 'VILMA B. GUINTO PEORO', 'JANET REILLY']",15,ABRAHAM SIMMONS,VILMA B. GUINTO PEORO,JANET REILLY
"['BARBARA BERWICK', 'MARK FARRELL', 'VILMA B. GUINTO PEORO']",16,BARBARA BERWICK,MARK FARRELL,VILMA B. GUINTO PEORO
"['JANET REILLY', 'skipped', 'skipped']",17,JANET REILLY,skipped,skipped
"['MARK FARRELL', 'MARK FARRELL', 'MARK FARRELL']",18,MARK FARRELL,MARK FARRELL,MARK FARRELL
"['MARK FARRELL', 'JANET REILLY', 'skipped']",19,MARK FARRELL,JANET REILLY,skipped
"['ABRAHAM SIMMONS', 'MARK FARRELL', 'BARBARA BERWICK']",20,ABRAHAM SIMMONS,MARK FARRELL,BARBARA BERWICK
"['MARK FARRELL', 'ABRAHAM SIMMONS', 'skipped']",21,MARK FARRELL,ABRAHAM SIMMONS,skipped
"['JANET REILLY', 'MARK FARRELL', 'BARBARA BERWICK']",22,JANET REILLY,MARK FARRELL,BARBARA BERWICK
"['MARK FARRELL', 'KAT ANDERSON', 'JANET REILLY']",23,MARK FARRELL,KAT ANDERSON,JANET REILLY
"['BARBARA BERWICK', 'KAT ANDERSON', 'BARBARA BERWICK']",24,BARBARA BERWICK,KAT ANDERSON,BARBARA BERWICK
"['MARK FARRELL', 'KAT ANDERSON', 'ABRAHAM SIMMONS']",25,MARK FARRELL,KAT ANDERSON,ABRAHAM SIMMONS
"['ABRAHAM SIMMONS', 'BARBARA BERWICK', 'KAT ANDERSON']",26,ABRAHAM SIMMONS,BARBARA BERWICK,KAT ANDERSON
"['JANET REILLY', 'JANET REILLY', 'JANET REILLY']",27,JANET REILLY,JANET REILLY,JANET REILLY
"['JANET REILLY', 'ABRAHAM SIMMONS', 'skipped']",28,JANET REILLY,ABRAHAM SIMMONS,skipped
"['JANET REILLY', 'KAT ANDERSON', 'BARBARA BERWICK']",29,JANET REILLY,KAT ANDERSON,BARBARA BERWICK
"['JANET REILLY', 'JANET REILLY', 'JANET REILLY']",30,JANET REILLY,JANET REILLY,JANET REILLY
"['JANET REILLY', 'skipped', 'skipped']",31,JANET REILLY,skipped,skipped
"['MARK FARRELL', 'MARK FARRELL', 'MARK FARRELL']",32,MARK FARRELL,MARK FARRELL,MARK FARRELL
"['JANET REILLY', 'skipped', 'skipped']",33,JANET REILLY,skipped,skipped
