ranks,ballotID,rank1,rank2,rank3
"['IGOR A. TREGUB', 'MARGO SCHUELER', 'RASHI KESARWANI']",1,IGOR A. TREGUB,MARGO SCHUELER,RASHI KESARWANI
"['RASHI KESARWANI', 'MARGO SCHUELER', 'IGOR A. TREGUB']",2,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB
"['MARGO SCHUELER', 'MARY BEHM-STEINBERG', 'IGOR A. TREGUB']",3,MARGO SCHUELER,MARY BEHM-STEINBERG,IGOR A. TREGUB
"['MARGO SCHUELER', 'RASHI KESARWANI', 'IGOR A. TREGUB']",4,MARGO SCHUELER,RASHI KESARWANI,IGOR A. TREGUB
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",5,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'skipped', 'skipped']",6,RASHI KESARWANI,skipped,skipped
"['RASHI KESARWANI', 'MARGO SCHUELER', 'IGOR A. TREGUB']",7,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'skipped']",8,RASHI KESARWANI,IGOR A. TREGUB,skipped
"['IGOR A. TREGUB', 'RASHI KESARWANI', 'MARGO SCHUELER']",9,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",10,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'MARGO SCHUELER', 'IGOR A. TREGUB']",11,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'skipped']",12,RASHI KESARWANI,IGOR A. TREGUB,skipped
"['RASHI KESARWANI', 'MARGO SCHUELER', 'IGOR A. TREGUB']",13,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB
"['IGOR A. TREGUB', 'MARGO SCHUELER', 'RASHI KESARWANI']",14,IGOR A. TREGUB,MARGO SCHUELER,RASHI KESARWANI
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",15,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['IGOR A. TREGUB', 'RASHI KESARWANI', 'MARGO SCHUELER']",16,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER
"['IGOR A. TREGUB', 'RASHI KESARWANI', 'MARGO SCHUELER']",17,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER
"['IGOR A. TREGUB', 'RASHI KESARWANI', 'MARGO SCHUELER']",18,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",19,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",20,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",21,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'RASHI KESARWANI', 'skipped']",22,RASHI KESARWANI,RASHI KESARWANI,skipped
"['IGOR A. TREGUB', 'MARGO SCHUELER', 'RASHI KESARWANI']",23,IGOR A. TREGUB,MARGO SCHUELER,RASHI KESARWANI
"['IGOR A. TREGUB', 'RASHI KESARWANI', 'skipped']",24,IGOR A. TREGUB,RASHI KESARWANI,skipped
"['RASHI KESARWANI', 'skipped', 'skipped']",25,RASHI KESARWANI,skipped,skipped
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",26,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'RASHI KESARWANI', 'RASHI KESARWANI']",27,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI
"['RASHI KESARWANI', 'MARGO SCHUELER', 'IGOR A. TREGUB']",28,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB
"['RASHI KESARWANI', 'MARGO SCHUELER', 'MARY BEHM-STEINBERG']",29,RASHI KESARWANI,MARGO SCHUELER,MARY BEHM-STEINBERG
"['RASHI KESARWANI', 'RASHI KESARWANI', 'IGOR A. TREGUB']",30,RASHI KESARWANI,RASHI KESARWANI,IGOR A. TREGUB
"['IGOR A. TREGUB', 'RASHI KESARWANI', 'MARGO SCHUELER']",31,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",32,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['MARGO SCHUELER', 'MARY BEHM-STEINBERG', 'skipped']",33,MARGO SCHUELER,MARY BEHM-STEINBERG,skipped
"['MARGO SCHUELER', 'IGOR A. TREGUB', 'MARY BEHM-STEINBERG']",34,MARGO SCHUELER,IGOR A. TREGUB,MARY BEHM-STEINBERG
"['MARGO SCHUELER', 'RASHI KESARWANI', 'IGOR A. TREGUB']",35,MARGO SCHUELER,RASHI KESARWANI,IGOR A. TREGUB
"['RASHI KESARWANI', 'skipped', 'skipped']",36,RASHI KESARWANI,skipped,skipped
"['skipped', 'skipped', 'skipped']",37,skipped,skipped,skipped
"['RASHI KESARWANI', 'MARY BEHM-STEINBERG', 'IGOR A. TREGUB']",38,RASHI KESARWANI,MARY BEHM-STEINBERG,IGOR A. TREGUB
"['RASHI KESARWANI', 'MARY BEHM-STEINBERG', 'MARGO SCHUELER']",39,RASHI KESARWANI,MARY BEHM-STEINBERG,MARGO SCHUELER
"['RASHI KESARWANI', 'skipped', 'skipped']",40,RASHI KESARWANI,skipped,skipped
"['RASHI KESARWANI', 'MARGO SCHUELER', 'MARY BEHM-STEINBERG']",41,RASHI KESARWANI,MARGO SCHUELER,MARY BEHM-STEINBERG
"['IGOR A. TREGUB', 'MARY BEHM-STEINBERG', 'MARGO SCHUELER']",42,IGOR A. TREGUB,MARY BEHM-STEINBERG,MARGO SCHUELER
"['RASHI KESARWANI', 'MARGO SCHUELER', 'MARY BEHM-STEINBERG']",43,RASHI KESARWANI,MARGO SCHUELER,MARY BEHM-STEINBERG
"['RASHI KESARWANI', 'skipped', 'skipped']",44,RASHI KESARWANI,skipped,skipped
"['IGOR A. TREGUB', 'MARY BEHM-STEINBERG', 'MARGO SCHUELER']",45,IGOR A. TREGUB,MARY BEHM-STEINBERG,MARGO SCHUELER
"['MARY BEHM-STEINBERG', 'skipped', 'skipped']",46,MARY BEHM-STEINBERG,skipped,skipped
"['IGOR A. TREGUB', 'MARY BEHM-STEINBERG', 'MARGO SCHUELER']",47,IGOR A. TREGUB,MARY BEHM-STEINBERG,MARGO SCHUELER
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",48,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'MARGO SCHUELER', 'IGOR A. TREGUB']",49,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB
"['RASHI KESARWANI', 'MARGO SCHUELER', 'RASHI KESARWANI']",50,RASHI KESARWANI,MARGO SCHUELER,RASHI KESARWANI
"['IGOR A. TREGUB', 'MARY BEHM-STEINBERG', 'MARGO SCHUELER']",51,IGOR A. TREGUB,MARY BEHM-STEINBERG,MARGO SCHUELER
"['RASHI KESARWANI', 'MARGO SCHUELER', 'MARY BEHM-STEINBERG']",52,RASHI KESARWANI,MARGO SCHUELER,MARY BEHM-STEINBERG
"['MARGO SCHUELER', 'IGOR A. TREGUB', 'MARY BEHM-STEINBERG']",53,MARGO SCHUELER,IGOR A. TREGUB,MARY BEHM-STEINBERG
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",54,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'MARY BEHM-STEINBERG', 'IGOR A. TREGUB']",55,RASHI KESARWANI,MARY BEHM-STEINBERG,IGOR A. TREGUB
"['IGOR A. TREGUB', 'skipped', 'skipped']",56,IGOR A. TREGUB,skipped,skipped
"['RASHI KESARWANI', 'skipped', 'skipped']",57,RASHI KESARWANI,skipped,skipped
"['skipped', 'skipped', 'skipped']",58,skipped,skipped,skipped
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARY BEHM-STEINBERG']",59,RASHI KESARWANI,IGOR A. TREGUB,MARY BEHM-STEINBERG
"['RASHI KESARWANI', 'skipped', 'skipped']",60,RASHI KESARWANI,skipped,skipped
"['skipped', 'skipped', 'skipped']",61,skipped,skipped,skipped
"['MARGO SCHUELER', 'RASHI KESARWANI', 'skipped']",62,MARGO SCHUELER,RASHI KESARWANI,skipped
"['MARY BEHM-STEINBERG', 'IGOR A. TREGUB', 'RASHI KESARWANI']",63,MARY BEHM-STEINBERG,IGOR A. TREGUB,RASHI KESARWANI
"['skipped', 'skipped', 'skipped']",64,skipped,skipped,skipped
"['IGOR A. TREGUB', 'MARGO SCHUELER', 'skipped']",65,IGOR A. TREGUB,MARGO SCHUELER,skipped
"['RASHI KESARWANI', 'RASHI KESARWANI', 'RASHI KESARWANI']",66,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",67,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'MARGO SCHUELER', 'MARY BEHM-STEINBERG']",68,RASHI KESARWANI,MARGO SCHUELER,MARY BEHM-STEINBERG
"['IGOR A. TREGUB', 'MARGO SCHUELER', 'RASHI KESARWANI']",69,IGOR A. TREGUB,MARGO SCHUELER,RASHI KESARWANI
"['RASHI KESARWANI', 'RASHI KESARWANI', 'RASHI KESARWANI']",70,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",71,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'MARGO SCHUELER', 'MARY BEHM-STEINBERG']",72,RASHI KESARWANI,MARGO SCHUELER,MARY BEHM-STEINBERG
"['RASHI KESARWANI', 'MARGO SCHUELER', 'MARY BEHM-STEINBERG']",73,RASHI KESARWANI,MARGO SCHUELER,MARY BEHM-STEINBERG
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",74,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",75,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['IGOR A. TREGUB', 'MARGO SCHUELER', 'skipped']",76,IGOR A. TREGUB,MARGO SCHUELER,skipped
"['IGOR A. TREGUB', 'IGOR A. TREGUB', 'IGOR A. TREGUB']",77,IGOR A. TREGUB,IGOR A. TREGUB,IGOR A. TREGUB
"['IGOR A. TREGUB', 'IGOR A. TREGUB', 'IGOR A. TREGUB']",78,IGOR A. TREGUB,IGOR A. TREGUB,IGOR A. TREGUB
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",79,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['IGOR A. TREGUB', 'skipped', 'skipped']",80,IGOR A. TREGUB,skipped,skipped
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",81,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['IGOR A. TREGUB', 'RASHI KESARWANI', 'IGOR A. TREGUB']",82,IGOR A. TREGUB,RASHI KESARWANI,IGOR A. TREGUB
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",83,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['IGOR A. TREGUB', 'RASHI KESARWANI', 'MARGO SCHUELER']",84,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'skipped']",85,RASHI KESARWANI,IGOR A. TREGUB,skipped
"['RASHI KESARWANI', 'RASHI KESARWANI', 'skipped']",86,RASHI KESARWANI,RASHI KESARWANI,skipped
"['IGOR A. TREGUB', 'RASHI KESARWANI', 'MARY BEHM-STEINBERG']",87,IGOR A. TREGUB,RASHI KESARWANI,MARY BEHM-STEINBERG
"['RASHI KESARWANI', 'RASHI KESARWANI', 'RASHI KESARWANI']",88,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI
"['RASHI KESARWANI', 'RASHI KESARWANI', 'IGOR A. TREGUB']",89,RASHI KESARWANI,RASHI KESARWANI,IGOR A. TREGUB
"['RASHI KESARWANI', 'RASHI KESARWANI', 'RASHI KESARWANI']",90,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI
"['RASHI KESARWANI', 'MARGO SCHUELER', 'IGOR A. TREGUB']",91,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB
"['RASHI KESARWANI', 'IGOR A. TREGUB', 'MARGO SCHUELER']",92,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER
"['MARGO SCHUELER', 'MARGO SCHUELER', 'MARGO SCHUELER']",93,MARGO SCHUELER,MARGO SCHUELER,MARGO SCHUELER
"['RASHI KESARWANI', 'RASHI KESARWANI', 'RASHI KESARWANI']",94,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI
"['IGOR A. TREGUB', 'skipped', 'skipped']",95,IGOR A. TREGUB,skipped,skipped
"['IGOR A. TREGUB', 'MARGO SCHUELER', 'RASHI KESARWANI']",96,IGOR A. TREGUB,MARGO SCHUELER,RASHI KESARWANI
"['IGOR A. TREGUB', 'MARY BEHM-STEINBERG', 'RASHI KESARWANI']",97,IGOR A. TREGUB,MARY BEHM-STEINBERG,RASHI KESARWANI
"['RASHI KESARWANI', 'RASHI KESARWANI', 'RASHI KESARWANI']",98,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI
