ballotID,rank1,rank2,rank3
1,Jose Medina,Myrna Viray Lim,Anita Grier
2,Jose Medina,Myrna Viray Lim,Rebecca Reynolds Silverberg
3,Jose Medina,Myrna Viray Lim,Rebecca Reynolds Silverberg
4,Jose Medina,Myrna Viray Lim,Gerardo Sandoval
5,Jose Medina,Myrna Viray Lim,Gerardo Sandoval
6,Jose Medina,Anita Grier,Myrna Viray Lim
7,Jose Medina,Anita Grier,Gerardo Sandoval
8,Jose Medina,Anita Grier,Gerardo Sandoval
9,Jose Medina,Anita Grier,Gerardo Sandoval
10,Jose Medina,Anita Grier,Gerardo Sandoval
11,Jose Medina,Anita Grier,Rolando A. Bonialla
12,Jose Medina,Anita Grier,Tom Yuen
13,Jose Medina,Anita Grier,Tom Yuen
14,Jose Medina,Anita Grier,skipped
15,Jose Medina,Rebecca Reynolds Silverberg,Myrna Viray Lim
16,Jose Medina,Rebecca Reynolds Silverberg,Myrna Viray Lim
17,Jose Medina,Rebecca Reynolds Silverberg,Anita Grier
18,Jose Medina,Rebecca Reynolds Silverberg,Anita Grier
19,Jose Medina,Rebecca Reynolds Silverberg,Anita Grier
20,Jose Medina,Rebecca Reynolds Silverberg,Gerardo Sandoval
21,Jose Medina,Rebecca Reynolds Silverberg,Gerardo Sandoval
22,Jose Medina,Rebecca Reynolds Silverberg,Gerardo Sandoval
23,Jose Medina,Rebecca Reynolds Silverberg,Rolando A. Bonialla
24,Jose Medina,Rebecca Reynolds Silverberg,Rolando A. Bonialla
25,Jose Medina,Rebecca Reynolds Silverberg,Tom Yuen
26,Jose Medina,Rebecca Reynolds Silverberg,Tom Yuen
27,Jose Medina,Rebecca Reynolds Silverberg,skipped
28,Jose Medina,Gerardo Sandoval,Myrna Viray Lim
29,Jose Medina,Gerardo Sandoval,Myrna Viray Lim
30,Jose Medina,Gerardo Sandoval,Myrna Viray Lim
31,Jose Medina,Gerardo Sandoval,Anita Grier
32,Jose Medina,Gerardo Sandoval,Anita Grier
33,Jose Medina,Gerardo Sandoval,Anita Grier
34,Jose Medina,Gerardo Sandoval,Anita Grier
35,Jose Medina,Gerardo Sandoval,Fil M. Silverio
36,Jose Medina,Gerardo Sandoval,Rebecca Reynolds Silverberg
37,Jose Medina,Gerardo Sandoval,Rebecca Reynolds Silverberg
38,Jose Medina,Gerardo Sandoval,Rolando A. Bonialla
39,Jose Medina,Gerardo Sandoval,Rolando A. Bonialla
40,Jose Medina,Gerardo Sandoval,Rolando A. Bonialla
41,Jose Medina,Gerardo Sandoval,Rolando A. Bonialla
42,Jose Medina,Gerardo Sandoval,Rolando A. Bonialla
43,Jose Medina,Gerardo Sandoval,Rolando A. Bonialla
44,Jose Medina,Gerardo Sandoval,Rolando A. Bonialla
45,Jose Medina,Gerardo Sandoval,Rolando A. Bonialla
46,Jose Medina,Gerardo Sandoval,skipped
47,Jose Medina,Gerardo Sandoval,skipped
48,Jose Medina,Gerardo Sandoval,skipped
49,Jose Medina,Gerardo Sandoval,skipped
50,Jose Medina,Rolando A. Bonialla,Myrna Viray Lim
51,Jose Medina,Rolando A. Bonialla,Gerardo Sandoval
52,Jose Medina,Rolando A. Bonialla,Gerardo Sandoval
53,Jose Medina,Rolando A. Bonialla,skipped
54,Jose Medina,Rolando A. Bonialla,skipped
55,Jose Medina,Tom Yuen,Myrna Viray Lim
56,Jose Medina,Tom Yuen,Myrna Viray Lim
57,Jose Medina,Tom Yuen,Fil M. Silverio
58,Jose Medina,Tom Yuen,Fil M. Silverio
59,Jose Medina,skipped,Anita Grier
60,Jose Medina,skipped,skipped
61,Jose Medina,skipped,skipped
62,Jose Medina,skipped,skipped
63,Jose Medina,skipped,skipped
64,Jose Medina,skipped,skipped
65,Jose Medina,skipped,skipped
66,Jose Medina,skipped,skipped
67,Jose Medina,skipped,skipped
68,Jose Medina,skipped,skipped
69,Jose Medina,skipped,skipped
70,Jose Medina,skipped,skipped
71,Jose Medina,skipped,skipped
72,Jose Medina,skipped,skipped
73,Jose Medina,skipped,skipped
74,Myrna Viray Lim,Jose Medina,Anita Grier
75,Myrna Viray Lim,Jose Medina,Anita Grier
76,Myrna Viray Lim,Jose Medina,Fil M. Silverio
77,Myrna Viray Lim,Jose Medina,Rebecca Reynolds Silverberg
78,Myrna Viray Lim,Jose Medina,Rebecca Reynolds Silverberg
79,Myrna Viray Lim,Jose Medina,Rebecca Reynolds Silverberg
