ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18
13368,"Cheung, Leland","Mello, Gary W.","Toomey, Jr., Timothy J.","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Reeves, Kenneth E.","Ward, Larry W.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13369,"Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13370,"Simmons, E. Denise","Reeves, Kenneth E.","Cheung, Leland","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13371,"Nelson, Matthew P.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13372,"Davis, Henrietta","Stohlman, Jr., Thomas J.","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13373,"Davis, Henrietta","Ward, Larry W.","Decker, Marjorie C.","Stohlman, Jr., Thomas J.","Simmons, E. Denise","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13374,"Stohlman, Jr., Thomas J.","Davis, Henrietta","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13375,"Davis, Henrietta","Ward, Larry W.","Seidel, Sam","vanBeuzekom, Minka Y.","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Cheung, Leland","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13376,"Stohlman, Jr., Thomas J.","Davis, Henrietta","Simmons, E. Denise","Seidel, Sam","vanBeuzekom, Minka Y.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13377,"Cheung, Leland","Davis, Henrietta","Stohlman, Jr., Thomas J.","Maher, David P.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13378,"vanBeuzekom, Minka Y.","Cheung, Leland","Davis, Henrietta","Ward, Larry W.","Seidel, Sam","Simmons, E. Denise","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13379,"Decker, Marjorie C.","Ward, Larry W.","Nelson, Matthew P.","Simmons, E. Denise","Cheung, Leland","Davis, Henrietta","vanBeuzekom, Minka Y.","Reeves, Kenneth E.","Seidel, Sam","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13380,"Cheung, Leland","Stohlman, Jr., Thomas J.","Davis, Henrietta","vanBeuzekom, Minka Y.","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13381,"Stohlman, Jr., Thomas J.","Cheung, Leland","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13382,"Cheung, Leland","Stohlman, Jr., Thomas J.","Simmons, E. Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13383,"Stohlman, Jr., Thomas J.","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13384,"Davis, Henrietta","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13385,"Decker, Marjorie C.","Simmons, E. Denise","Cheung, Leland","Maher, David P.","Davis, Henrietta","Reeves, Kenneth E.","Seidel, Sam","Toomey, Jr., Timothy J.","Kelley, Craig A.","Nelson, Matthew P.","Pascual, Jamake","Stohlman, Jr., Thomas J.","Ward, Larry W.","Williamson, James M.","vanBeuzekom, Minka Y.","Moree, Gregg J.","Marquardt, Charles J.","Mello, Gary W."
13386,"Simmons, E. Denise",skipped,skipped,"Reeves, Kenneth E.",skipped,skipped,"Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13387,"Kelley, Craig A.","vanBeuzekom, Minka Y.","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13388,"Ward, Larry W.","Maher, David P.","Stohlman, Jr., Thomas J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13389,"Decker, Marjorie C.","vanBeuzekom, Minka Y.","Cheung, Leland","Stohlman, Jr., Thomas J.","Davis, Henrietta","Maher, David P.","Simmons, E. Denise","Reeves, Kenneth E.","Toomey, Jr., Timothy J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13390,"Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13391,"Cheung, Leland","Decker, Marjorie C.","Maher, David P.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13392,"Cheung, Leland","Decker, Marjorie C.","Maher, David P.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13393,"Davis, Henrietta","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13394,"Stohlman, Jr., Thomas J.","Davis, Henrietta","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13395,"Seidel, Sam","Stohlman, Jr., Thomas J.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13396,"Seidel, Sam","Reeves, Kenneth E.","Cheung, Leland","Davis, Henrietta","Kelley, Craig A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13397,"Maher, David P.","Ward, Larry W.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13398,"Seidel, Sam","Cheung, Leland","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13399,"Stohlman, Jr., Thomas J.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Marquardt, Charles J.","Maher, David P.","Reeves, Kenneth E.","Pascual, Jamake","Seidel, Sam","Toomey, Jr., Timothy J.","Kelley, Craig A.","Ward, Larry W.","Nelson, Matthew P.",skipped,skipped,skipped,skipped
13400,"Maher, David P.","Toomey, Jr., Timothy J.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13401,"Marquardt, Charles J.","Ward, Larry W.","Toomey, Jr., Timothy J.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13402,"Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Kelley, Craig A.","Toomey, Jr., Timothy J.","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13403,"Kelley, Craig A.","vanBeuzekom, Minka Y.","Cheung, Leland","Williamson, James M.","Ward, Larry W.","Reeves, Kenneth E.","Toomey, Jr., Timothy J.","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13404,"Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13405,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13406,"vanBeuzekom, Minka Y.","Cheung, Leland","Davis, Henrietta","Ward, Larry W.","Seidel, Sam","Simmons, E. Denise","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13407,"Kelley, Craig A.","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13408,"Maher, David P.","Cheung, Leland","Seidel, Sam","Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta","Toomey, Jr., Timothy J.","Mello, Gary W.","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13409,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13410,"Cheung, Leland","vanBeuzekom, Minka Y.","Toomey, Jr., Timothy J.","Maher, David P.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13411,"Davis, Henrietta","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13412,"Davis, Henrietta","Decker, Marjorie C.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13413,"Kelley, Craig A.","Maher, David P.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13414,"Marquardt, Charles J.","Ward, Larry W.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13415,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13416,"Decker, Marjorie C.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13417,"Maher, David P.","Decker, Marjorie C.","Kelley, Craig A.","Cheung, Leland","Simmons, E. Denise","Reeves, Kenneth E.","Davis, Henrietta","vanBeuzekom, Minka Y.","Stohlman, Jr., Thomas J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13418,"Maher, David P.","Cheung, Leland","Toomey, Jr., Timothy J.","Reeves, Kenneth E.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13419,"Cheung, Leland","Maher, David P.","Kelley, Craig A.","vanBeuzekom, Minka Y.","Stohlman, Jr., Thomas J.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13420,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13421,"Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13422,"Ward, Larry W.","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13423,"Seidel, Sam","Simmons, E. Denise","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13424,"Davis, Henrietta","Ward, Larry W.","Stohlman, Jr., Thomas J.","Seidel, Sam","vanBeuzekom, Minka Y.","Simmons, E. Denise","Cheung, Leland","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13425,"Maher, David P.","Toomey, Jr., Timothy J.","Reeves, Kenneth E.","Davis, Henrietta","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13426,"Cheung, Leland","Maher, David P.","Seidel, Sam","Stohlman, Jr., Thomas J.","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13427,"Cheung, Leland","Seidel, Sam","Stohlman, Jr., Thomas J.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Toomey, Jr., Timothy J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13428,"Stohlman, Jr., Thomas J.","Cheung, Leland","Kelley, Craig A.","vanBeuzekom, Minka Y.","Decker, Marjorie C.","Seidel, Sam","Davis, Henrietta","Simmons, E. Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13429,"Maher, David P.","Ward, Larry W.","Williamson, James M.","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13430,"Ward, Larry W.","Cheung, Leland","Maher, David P.","Davis, Henrietta","Seidel, Sam","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13431,"Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13432,"Stohlman, Jr., Thomas J.","Davis, Henrietta","Cheung, Leland","vanBeuzekom, Minka Y.","Reeves, Kenneth E.","Maher, David P.","Seidel, Sam","Simmons, E. Denise","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13433,"Davis, Henrietta","Simmons, E. Denise","Toomey, Jr., Timothy J.","Cheung, Leland","Decker, Marjorie C.","Kelley, Craig A.","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13434,"Davis, Henrietta","Stohlman, Jr., Thomas J.","Cheung, Leland","Maher, David P.","Reeves, Kenneth E.","Seidel, Sam","vanBeuzekom, Minka Y.","Ward, Larry W.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13435,"Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Cheung, Leland","Toomey, Jr., Timothy J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13436,"Davis, Henrietta","vanBeuzekom, Minka Y.","Maher, David P.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13437,"Cheung, Leland","Decker, Marjorie C.","Kelley, Craig A.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13438,"Cheung, Leland","vanBeuzekom, Minka Y.","Simmons, E. Denise","Moree, Gregg J.","Kelley, Craig A.","Mello, Gary W.","Reeves, Kenneth E.","Pascual, Jamake","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13439,"Reeves, Kenneth E.","Simmons, E. Denise","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13440,"Kelley, Craig A.","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta","Cheung, Leland","Maher, David P.","Seidel, Sam","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13441,"Cheung, Leland","Maher, David P.","Decker, Marjorie C.","Kelley, Craig A.","vanBeuzekom, Minka Y.","Stohlman, Jr., Thomas J.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13442,"Stohlman, Jr., Thomas J.","Cheung, Leland","Mello, Gary W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13443,"vanBeuzekom, Minka Y.","Cheung, Leland","Marquardt, Charles J.","Stohlman, Jr., Thomas J.","Davis, Henrietta","Maher, David P.","Simmons, E. Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13444,"Cheung, Leland","Decker, Marjorie C.","Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise","Ward, Larry W.","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13445,"Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13446,"Cheung, Leland","Seidel, Sam","Maher, David P.","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13447,"Davis, Henrietta","vanBeuzekom, Minka Y.","Ward, Larry W.","Nelson, Matthew P.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13448,"Davis, Henrietta","Williamson, James M.","Decker, Marjorie C.","Simmons, E. Denise","Maher, David P.","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13449,"Maher, David P.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13450,"Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13451,"Marquardt, Charles J.","Moree, Gregg J.","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13452,"Maher, David P.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13453,"Davis, Henrietta","Kelley, Craig A.","Cheung, Leland","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13454,"Davis, Henrietta","Simmons, E. Denise","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13455,"vanBeuzekom, Minka Y.","Davis, Henrietta","Seidel, Sam","Cheung, Leland","Kelley, Craig A.","Maher, David P.","Williamson, James M.","Ward, Larry W.","Toomey, Jr., Timothy J.","Stohlman, Jr., Thomas J.","Simmons, E. Denise","Reeves, Kenneth E.","Pascual, Jamake","Nelson, Matthew P.","Moree, Gregg J.","Mello, Gary W.","Marquardt, Charles J.","Decker, Marjorie C."
13456,"Davis, Henrietta","Cheung, Leland","Seidel, Sam","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13457,"Stohlman, Jr., Thomas J.","Cheung, Leland","Kelley, Craig A.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13458,"vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13459,"Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13460,"Ward, Larry W.","Davis, Henrietta","Stohlman, Jr., Thomas J.","Decker, Marjorie C.","Maher, David P.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13461,"Kelley, Craig A.","Maher, David P.","Seidel, Sam","Stohlman, Jr., Thomas J.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13462,"Stohlman, Jr., Thomas J.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13463,"Davis, Henrietta","vanBeuzekom, Minka Y.","Stohlman, Jr., Thomas J.","Cheung, Leland","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13464,"Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13465,"Simmons, E. Denise","Reeves, Kenneth E.","Seidel, Sam","Toomey, Jr., Timothy J.","Davis, Henrietta","Maher, David P.","Stohlman, Jr., Thomas J.","Pascual, Jamake","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13466,"Marquardt, Charles J.","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","Williamson, James M.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13467,"Cheung, Leland","Stohlman, Jr., Thomas J.","Davis, Henrietta","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13468,"vanBeuzekom, Minka Y.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13469,"Cheung, Leland","vanBeuzekom, Minka Y.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13470,"Nelson, Matthew P.","vanBeuzekom, Minka Y.","Cheung, Leland","Mello, Gary W.","Ward, Larry W.","Seidel, Sam","Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13471,"Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13472,"Cheung, Leland","Davis, Henrietta","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13473,"Toomey, Jr., Timothy J.","Stohlman, Jr., Thomas J.","Ward, Larry W.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13474,"Seidel, Sam","Ward, Larry W.","Simmons, E. Denise","Davis, Henrietta","Maher, David P.","Stohlman, Jr., Thomas J.","Cheung, Leland","vanBeuzekom, Minka Y.","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13475,"Seidel, Sam","Cheung, Leland","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13476,"Marquardt, Charles J.","Kelley, Craig A.","vanBeuzekom, Minka Y.","Cheung, Leland","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13477,"vanBeuzekom, Minka Y.","Cheung, Leland","Ward, Larry W.","Toomey, Jr., Timothy J.","Decker, Marjorie C.","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13478,"Seidel, Sam","Davis, Henrietta","Maher, David P.","Cheung, Leland","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13479,"Decker, Marjorie C.","vanBeuzekom, Minka Y.","Ward, Larry W.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13480,"Decker, Marjorie C.","Kelley, Craig A.","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13481,"Davis, Henrietta","Kelley, Craig A.","Cheung, Leland","Simmons, E. Denise","Decker, Marjorie C.","vanBeuzekom, Minka Y.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13482,"Marquardt, Charles J.","Stohlman, Jr., Thomas J.","Pascual, Jamake","Williamson, James M.","Kelley, Craig A.","Cheung, Leland","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13483,"Simmons, E. Denise","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Seidel, Sam","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13484,"Simmons, E. Denise","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Seidel, Sam","Cheung, Leland","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13485,"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13486,"Davis, Henrietta","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13487,"Stohlman, Jr., Thomas J.","Seidel, Sam","Simmons, E. Denise","Toomey, Jr., Timothy J.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Marquardt, Charles J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13488,"Stohlman, Jr., Thomas J.","Cheung, Leland","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
