ranks,ballotID,rank1,rank2,rank3
"['Grant Cermak', 'writein', 'skipped']",1,Grant Cermak,writein,skipped
"['Grant Cermak', 'writein', 'writein']",2,Grant Cermak,writein,writein
"['Grant Cermak', 'Marcus Harcus', 'Barbara A. Johnson']",3,Grant Cermak,Marcus Harcus,Barbara A. Johnson
"['Grant Cermak', 'Marcus Harcus', 'Barbara A. Johnson']",4,Grant Cermak,Marcus Harcus,Barbara A. Johnson
"['Grant Cermak', 'Marcus Harcus', 'Barbara A. Johnson']",5,Grant Cermak,Marcus Harcus,Barbara A. Johnson
"['Grant Cermak', 'Marcus Harcus', 'Barbara A. Johnson']",6,Grant Cermak,Marcus Harcus,Barbara A. Johnson
"['Grant Cermak', 'Marcus Harcus', 'Barbara A. Johnson']",7,Grant Cermak,Marcus Harcus,Barbara A. Johnson
"['Grant Cermak', 'Marcus Harcus', 'Barbara A. Johnson']",8,Grant Cermak,Marcus Harcus,Barbara A. Johnson
"['Grant Cermak', 'Marcus Harcus', 'Barbara A. Johnson']",9,Grant Cermak,Marcus Harcus,Barbara A. Johnson
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",10,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",11,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",12,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",13,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",14,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",15,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",16,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",17,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",18,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",19,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",20,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",21,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",22,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",23,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",24,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",25,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",26,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",27,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",28,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",29,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",30,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",31,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",32,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",33,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",34,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",35,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",36,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",37,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",38,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",39,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",40,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",41,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",42,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",43,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",44,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'Troy Parker']",45,Grant Cermak,Marcus Harcus,Troy Parker
"['Grant Cermak', 'Marcus Harcus', 'writein']",46,Grant Cermak,Marcus Harcus,writein
"['Grant Cermak', 'Marcus Harcus', 'skipped']",47,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",48,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",49,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",50,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",51,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",52,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",53,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",54,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",55,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",56,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",57,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",58,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",59,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",60,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",61,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",62,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",63,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",64,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",65,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",66,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",67,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'Marcus Harcus', 'skipped']",68,Grant Cermak,Marcus Harcus,skipped
"['Grant Cermak', 'writein', 'skipped']",69,Grant Cermak,writein,skipped
"['Grant Cermak', 'Barbara A. Johnson', 'writein']",70,Grant Cermak,Barbara A. Johnson,writein
"['Grant Cermak', 'Barbara A. Johnson', 'Marcus Harcus']",71,Grant Cermak,Barbara A. Johnson,Marcus Harcus
"['Grant Cermak', 'Barbara A. Johnson', 'Marcus Harcus']",72,Grant Cermak,Barbara A. Johnson,Marcus Harcus
"['Grant Cermak', 'Barbara A. Johnson', 'Marcus Harcus']",73,Grant Cermak,Barbara A. Johnson,Marcus Harcus
"['Grant Cermak', 'Barbara A. Johnson', 'Marcus Harcus']",74,Grant Cermak,Barbara A. Johnson,Marcus Harcus
