ballotID,rank1,rank2,rank3
1,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
2,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
3,JAMES HARRIS,skipped,skipped
4,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
5,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
6,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
7,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
8,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
9,ALICE A. SPEARMAN,skipped,skipped
10,ALICE A. SPEARMAN,skipped,skipped
11,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
12,ALICE A. SPEARMAN,JAMES HARRIS,skipped
13,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
14,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
15,ALICE A. SPEARMAN,JAMES HARRIS,skipped
16,ALICE A. SPEARMAN,JAMES HARRIS,skipped
17,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
18,ALICE A. SPEARMAN,JAMES HARRIS,skipped
19,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
20,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
21,ALICE A. SPEARMAN,JAMES HARRIS,skipped
22,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
23,ALICE A. SPEARMAN,skipped,ALICE A. SPEARMAN
24,ALICE A. SPEARMAN,skipped,skipped
25,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
26,JAMES HARRIS,ALICE A. SPEARMAN,skipped
27,ALICE A. SPEARMAN,skipped,ALICE A. SPEARMAN
28,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
29,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
30,skipped,skipped,skipped
31,ALICE A. SPEARMAN,ALICE A. SPEARMAN,JAMES HARRIS
32,ALICE A. SPEARMAN,JAMES HARRIS,skipped
33,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
34,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
35,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
36,ALICE A. SPEARMAN,JAMES HARRIS,skipped
37,ALICE A. SPEARMAN,JAMES HARRIS,skipped
38,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
39,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
40,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
41,ALICE A. SPEARMAN,skipped,skipped
42,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
43,JAMES HARRIS,ALICE A. SPEARMAN,skipped
44,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
45,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
46,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
47,ALICE A. SPEARMAN,JAMES HARRIS,skipped
48,JAMES HARRIS,JAMES HARRIS,ALICE A. SPEARMAN
49,JAMES HARRIS,ALICE A. SPEARMAN,skipped
50,ALICE A. SPEARMAN,JAMES HARRIS,skipped
51,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
52,JAMES HARRIS,ALICE A. SPEARMAN,skipped
53,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
54,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
55,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
56,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
57,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
58,skipped,JAMES HARRIS,ALICE A. SPEARMAN
59,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
60,JAMES HARRIS,ALICE A. SPEARMAN,skipped
61,JAMES HARRIS,ALICE A. SPEARMAN,skipped
62,JAMES HARRIS,skipped,skipped
63,JAMES HARRIS,ALICE A. SPEARMAN,writein
64,ALICE A. SPEARMAN,JAMES HARRIS,skipped
65,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
66,ALICE A. SPEARMAN,JAMES HARRIS,skipped
67,ALICE A. SPEARMAN,ALICE A. SPEARMAN,writein
68,writein,writein,writein
69,ALICE A. SPEARMAN,JAMES HARRIS,writein
70,ALICE A. SPEARMAN,JAMES HARRIS,writein
71,JAMES HARRIS,ALICE A. SPEARMAN,ALICE A. SPEARMAN
72,JAMES HARRIS,ALICE A. SPEARMAN,skipped
73,skipped,skipped,skipped
74,JAMES HARRIS,ALICE A. SPEARMAN,skipped
75,ALICE A. SPEARMAN,JAMES HARRIS,skipped
76,JAMES HARRIS,ALICE A. SPEARMAN,skipped
77,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
78,JAMES HARRIS,skipped,skipped
79,JAMES HARRIS,JAMES HARRIS,ALICE A. SPEARMAN
80,skipped,skipped,skipped
81,ALICE A. SPEARMAN,skipped,skipped
82,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
83,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
84,JAMES HARRIS,ALICE A. SPEARMAN,skipped
85,skipped,skipped,skipped
86,ALICE A. SPEARMAN,JAMES HARRIS,skipped
87,JAMES HARRIS,skipped,skipped
88,ALICE A. SPEARMAN,JAMES HARRIS,skipped
89,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
90,ALICE A. SPEARMAN,skipped,skipped
91,ALICE A. SPEARMAN,JAMES HARRIS,skipped
92,ALICE A. SPEARMAN,JAMES HARRIS,skipped
93,ALICE A. SPEARMAN,skipped,skipped
94,JAMES HARRIS,ALICE A. SPEARMAN,skipped
95,ALICE A. SPEARMAN,JAMES HARRIS,skipped
96,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
97,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
98,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
99,ALICE A. SPEARMAN,JAMES HARRIS,skipped
100,ALICE A. SPEARMAN,skipped,skipped
101,ALICE A. SPEARMAN,skipped,skipped
102,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
103,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
104,ALICE A. SPEARMAN,skipped,skipped
105,ALICE A. SPEARMAN,JAMES HARRIS,skipped
106,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
107,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
108,JAMES HARRIS,skipped,skipped
109,JAMES HARRIS,skipped,skipped
110,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
111,ALICE A. SPEARMAN,skipped,skipped
112,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
113,ALICE A. SPEARMAN,JAMES HARRIS,skipped
114,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
115,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
116,JAMES HARRIS,ALICE A. SPEARMAN,writein
117,JAMES HARRIS,ALICE A. SPEARMAN,skipped
118,ALICE A. SPEARMAN,JAMES HARRIS,skipped
119,ALICE A. SPEARMAN,skipped,skipped
120,JAMES HARRIS,skipped,skipped
121,JAMES HARRIS,JAMES HARRIS,writein
122,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
123,ALICE A. SPEARMAN,JAMES HARRIS,skipped
124,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
125,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
126,JAMES HARRIS,JAMES HARRIS,writein
127,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
128,ALICE A. SPEARMAN,JAMES HARRIS,writein
129,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
130,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
131,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
132,skipped,skipped,skipped
133,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
134,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
135,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
136,ALICE A. SPEARMAN,skipped,skipped
137,JAMES HARRIS,ALICE A. SPEARMAN,writein
138,JAMES HARRIS,ALICE A. SPEARMAN,ALICE A. SPEARMAN
139,JAMES HARRIS,ALICE A. SPEARMAN,writein
140,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
141,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
142,ALICE A. SPEARMAN,JAMES HARRIS,skipped
143,ALICE A. SPEARMAN,skipped,skipped
144,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
145,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
146,JAMES HARRIS,ALICE A. SPEARMAN,skipped
147,ALICE A. SPEARMAN,JAMES HARRIS,skipped
148,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
149,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
150,skipped,skipped,skipped
151,ALICE A. SPEARMAN,writein,JAMES HARRIS
152,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
153,ALICE A. SPEARMAN,ALICE A. SPEARMAN,JAMES HARRIS
154,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
155,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
156,JAMES HARRIS,ALICE A. SPEARMAN,skipped
157,ALICE A. SPEARMAN,skipped,skipped
158,skipped,skipped,skipped
159,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
160,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
161,JAMES HARRIS,skipped,skipped
