ranks,ballotID,rank1,rank2,rank3,rank4,rank5
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",147,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",148,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",149,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Ronald S. Trujillo', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",150,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'skipped']",151,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",152,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",153,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'skipped', 'skipped']",154,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",155,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'skipped', 'skipped']",156,Kate I. Noble,Joseph M. Maestas,Alan Webber,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",157,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",158,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",159,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas']",160,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Alan Webber,Joseph M. Maestas
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",161,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",162,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",163,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives']",164,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
"['Peter N. Ives', 'Kate I. Noble', 'skipped', 'overvote', 'Alan Webber']",165,Peter N. Ives,Kate I. Noble,skipped,overvote,Alan Webber
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",166,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",167,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'skipped', 'skipped']",168,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",169,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",170,Alan Webber,Joseph M. Maestas,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",171,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",172,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",173,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",174,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",175,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber']",176,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber
"['Joseph M. Maestas', 'Alan Webber', 'skipped', 'skipped', 'skipped']",177,Joseph M. Maestas,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",178,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",179,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",180,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",181,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives']",182,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",183,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",184,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble']",185,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",186,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",187,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",188,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",189,Peter N. Ives,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",190,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Ronald S. Trujillo', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",191,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",192,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'skipped', 'skipped']",193,Kate I. Noble,Joseph M. Maestas,Alan Webber,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",194,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives']",195,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives
"['Ronald S. Trujillo', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas']",196,Ronald S. Trujillo,Peter N. Ives,Alan Webber,Kate I. Noble,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",197,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",198,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo', 'skipped']",199,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",200,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble']",201,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",202,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",203,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",204,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo']",205,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",206,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",207,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",208,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped', 'skipped']",209,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped,skipped
"['Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo']",210,Joseph M. Maestas,Peter N. Ives,Alan Webber,Kate I. Noble,Ronald S. Trujillo
"['Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",211,Peter N. Ives,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives']",212,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",213,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'skipped']",214,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,skipped
"['Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives']",215,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",216,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",217,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",218,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",219,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",220,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",221,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",222,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives', 'Kate I. Noble']",223,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives,Kate I. Noble
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",224,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives']",225,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'skipped']",226,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",227,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'skipped', 'skipped', 'skipped']",228,Alan Webber,Peter N. Ives,skipped,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives']",229,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",230,Ronald S. Trujillo,Joseph M. Maestas,skipped,skipped,skipped
"['Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble']",231,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'overvote', 'skipped', 'skipped', 'skipped']",232,Alan Webber,overvote,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber']",233,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Alan Webber
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",234,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber']",235,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",236,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",237,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped', 'skipped']",238,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",239,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",240,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo']",241,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",242,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",243,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble']",244,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'skipped', 'skipped']",245,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
"['Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber']",246,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'skipped']",247,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,skipped
"['Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas']",248,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Alan Webber,Joseph M. Maestas
"['Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble', 'skipped']",249,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",250,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",251,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",252,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives']",253,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",254,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",255,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'skipped', 'skipped', 'skipped']",256,Joseph M. Maestas,Ronald S. Trujillo,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",257,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",258,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",259,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'skipped', 'skipped', 'skipped']",260,Joseph M. Maestas,Ronald S. Trujillo,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",261,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",262,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'skipped', 'skipped']",263,Joseph M. Maestas,Kate I. Noble,Alan Webber,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",264,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",265,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",266,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",267,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo']",268,Peter N. Ives,Joseph M. Maestas,Alan Webber,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",269,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber']",270,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Alan Webber
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives', 'skipped']",271,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",272,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber']",273,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Alan Webber
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",274,Joseph M. Maestas,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",275,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",276,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",277,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",278,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'skipped', 'skipped', 'skipped']",279,Alan Webber,Peter N. Ives,skipped,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",280,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",281,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'skipped']",282,Kate I. Noble,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,skipped
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas']",283,Alan Webber,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'skipped', 'skipped']",284,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
