ranks,ballotID,rank1,rank2,rank3
"['Lisa Goodman', 'Janne Flisrand', 'skipped']",1,Lisa Goodman,Janne Flisrand,skipped
"['Janne Flisrand', 'skipped', 'skipped']",2,Janne Flisrand,skipped,skipped
"['Lisa Goodman', 'skipped', 'skipped']",3,Lisa Goodman,skipped,skipped
"['Janne Flisrand', 'skipped', 'skipped']",4,Janne Flisrand,skipped,skipped
"['Lisa Goodman', 'skipped', 'skipped']",5,Lisa Goodman,skipped,skipped
"['Joe Kovacs', 'skipped', 'skipped']",6,Joe Kovacs,skipped,skipped
"['Janne Flisrand', 'Teqen Zéa-Aida', 'skipped']",7,Janne Flisrand,Teqen Zéa-Aida,skipped
"['Lisa Goodman', 'skipped', 'skipped']",8,Lisa Goodman,skipped,skipped
"['Teqen Zéa-Aida', 'Lisa Goodman', 'Janne Flisrand']",9,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand
"['Lisa Goodman', 'skipped', 'skipped']",10,Lisa Goodman,skipped,skipped
"['Lisa Goodman', 'Teqen Zéa-Aida', 'Joe Kovacs']",11,Lisa Goodman,Teqen Zéa-Aida,Joe Kovacs
"['Janne Flisrand', 'Lisa Goodman', 'Teqen Zéa-Aida']",12,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida
"['Janne Flisrand', 'Lisa Goodman', 'Teqen Zéa-Aida']",13,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida
"['Joe Kovacs', 'skipped', 'skipped']",14,Joe Kovacs,skipped,skipped
"['Lisa Goodman', 'skipped', 'skipped']",15,Lisa Goodman,skipped,skipped
"['Joe Kovacs', 'Lisa Goodman', 'skipped']",16,Joe Kovacs,Lisa Goodman,skipped
"['Teqen Zéa-Aida', 'Lisa Goodman', 'Janne Flisrand']",17,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand
"['Lisa Goodman', 'Teqen Zéa-Aida', 'Janne Flisrand']",18,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand
"['Janne Flisrand', 'Lisa Goodman', 'skipped']",19,Janne Flisrand,Lisa Goodman,skipped
"['Lisa Goodman', 'Janne Flisrand', 'skipped']",20,Lisa Goodman,Janne Flisrand,skipped
"['Joe Kovacs', 'Lisa Goodman', 'skipped']",21,Joe Kovacs,Lisa Goodman,skipped
"['Lisa Goodman', 'skipped', 'skipped']",22,Lisa Goodman,skipped,skipped
"['Lisa Goodman', 'Janne Flisrand', 'skipped']",23,Lisa Goodman,Janne Flisrand,skipped
"['Joe Kovacs', 'Lisa Goodman', 'Teqen Zéa-Aida']",24,Joe Kovacs,Lisa Goodman,Teqen Zéa-Aida
"['Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida']",25,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
"['Lisa Goodman', 'skipped', 'skipped']",26,Lisa Goodman,skipped,skipped
"['Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida']",27,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
"['Lisa Goodman', 'skipped', 'skipped']",28,Lisa Goodman,skipped,skipped
"['Janne Flisrand', 'Lisa Goodman', 'skipped']",29,Janne Flisrand,Lisa Goodman,skipped
"['Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida']",30,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
"['Lisa Goodman', 'Teqen Zéa-Aida', 'Joe Kovacs']",31,Lisa Goodman,Teqen Zéa-Aida,Joe Kovacs
"['Teqen Zéa-Aida', 'Janne Flisrand', 'skipped']",32,Teqen Zéa-Aida,Janne Flisrand,skipped
"['Janne Flisrand', 'Teqen Zéa-Aida', 'skipped']",33,Janne Flisrand,Teqen Zéa-Aida,skipped
"['Lisa Goodman', 'skipped', 'skipped']",34,Lisa Goodman,skipped,skipped
"['Janne Flisrand', 'Teqen Zéa-Aida', 'Joe Kovacs']",35,Janne Flisrand,Teqen Zéa-Aida,Joe Kovacs
"['Lisa Goodman', 'skipped', 'skipped']",36,Lisa Goodman,skipped,skipped
"['Teqen Zéa-Aida', 'Janne Flisrand', 'Lisa Goodman']",37,Teqen Zéa-Aida,Janne Flisrand,Lisa Goodman
"['Lisa Goodman', 'Teqen Zéa-Aida', 'Janne Flisrand']",38,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand
"['Lisa Goodman', 'skipped', 'skipped']",39,Lisa Goodman,skipped,skipped
"['Janne Flisrand', 'Teqen Zéa-Aida', 'Lisa Goodman']",40,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman
"['Joe Kovacs', 'Janne Flisrand', 'Lisa Goodman']",41,Joe Kovacs,Janne Flisrand,Lisa Goodman
"['Lisa Goodman', 'Janne Flisrand', 'skipped']",42,Lisa Goodman,Janne Flisrand,skipped
"['Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida']",43,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
"['Teqen Zéa-Aida', 'Janne Flisrand', 'Lisa Goodman']",44,Teqen Zéa-Aida,Janne Flisrand,Lisa Goodman
"['Lisa Goodman', 'skipped', 'skipped']",45,Lisa Goodman,skipped,skipped
"['Lisa Goodman', 'Teqen Zéa-Aida', 'Janne Flisrand']",46,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand
"['Lisa Goodman', 'skipped', 'skipped']",47,Lisa Goodman,skipped,skipped
"['Janne Flisrand', 'Teqen Zéa-Aida', 'skipped']",48,Janne Flisrand,Teqen Zéa-Aida,skipped
"['Lisa Goodman', 'skipped', 'skipped']",49,Lisa Goodman,skipped,skipped
"['Joe Kovacs', 'Janne Flisrand', 'Lisa Goodman']",50,Joe Kovacs,Janne Flisrand,Lisa Goodman
"['Lisa Goodman', 'Joe Kovacs', 'Janne Flisrand']",51,Lisa Goodman,Joe Kovacs,Janne Flisrand
"['Janne Flisrand', 'Lisa Goodman', 'Teqen Zéa-Aida']",52,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida
"['skipped', 'skipped', 'skipped']",53,skipped,skipped,skipped
"['Teqen Zéa-Aida', 'Janne Flisrand', 'writein']",54,Teqen Zéa-Aida,Janne Flisrand,writein
"['Lisa Goodman', 'skipped', 'skipped']",55,Lisa Goodman,skipped,skipped
"['Lisa Goodman', 'skipped', 'skipped']",56,Lisa Goodman,skipped,skipped
"['Janne Flisrand', 'skipped', 'skipped']",57,Janne Flisrand,skipped,skipped
"['Lisa Goodman', 'skipped', 'skipped']",58,Lisa Goodman,skipped,skipped
"['Lisa Goodman', 'skipped', 'skipped']",59,Lisa Goodman,skipped,skipped
"['Janne Flisrand', 'Lisa Goodman', 'skipped']",60,Janne Flisrand,Lisa Goodman,skipped
"['Janne Flisrand', 'Lisa Goodman', 'skipped']",61,Janne Flisrand,Lisa Goodman,skipped
"['Janne Flisrand', 'Teqen Zéa-Aida', 'Lisa Goodman']",62,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman
"['Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida']",63,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
"['Lisa Goodman', 'skipped', 'skipped']",64,Lisa Goodman,skipped,skipped
"['Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida']",65,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
"['Janne Flisrand', 'skipped', 'skipped']",66,Janne Flisrand,skipped,skipped
"['Janne Flisrand', 'Lisa Goodman', 'Teqen Zéa-Aida']",67,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida
"['Lisa Goodman', 'Teqen Zéa-Aida', 'skipped']",68,Lisa Goodman,Teqen Zéa-Aida,skipped
"['Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida']",69,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
"['Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida']",70,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
"['Lisa Goodman', 'Joe Kovacs', 'Janne Flisrand']",71,Lisa Goodman,Joe Kovacs,Janne Flisrand
"['Janne Flisrand', 'Teqen Zéa-Aida', 'skipped']",72,Janne Flisrand,Teqen Zéa-Aida,skipped
"['Lisa Goodman', 'skipped', 'skipped']",73,Lisa Goodman,skipped,skipped
"['Janne Flisrand', 'Teqen Zéa-Aida', 'writein']",74,Janne Flisrand,Teqen Zéa-Aida,writein
"['Lisa Goodman', 'skipped', 'skipped']",75,Lisa Goodman,skipped,skipped
"['Janne Flisrand', 'Teqen Zéa-Aida', 'skipped']",76,Janne Flisrand,Teqen Zéa-Aida,skipped
"['Lisa Goodman', 'Teqen Zéa-Aida', 'Janne Flisrand']",77,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand
"['Lisa Goodman', 'Joe Kovacs', 'Janne Flisrand']",78,Lisa Goodman,Joe Kovacs,Janne Flisrand
"['Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida']",79,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
"['Lisa Goodman', 'skipped', 'skipped']",80,Lisa Goodman,skipped,skipped
"['Joe Kovacs', 'Lisa Goodman', 'skipped']",81,Joe Kovacs,Lisa Goodman,skipped
"['Janne Flisrand', 'Lisa Goodman', 'Teqen Zéa-Aida']",82,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida
