ranks,ballotID,rank1,rank2,rank3
"['GORDON WOZNIAK', 'skipped', 'skipped']",1,GORDON WOZNIAK,skipped,skipped
"['GORDON WOZNIAK', 'JACQUELYN McCORMICK', 'STEWART JONES']",2,GORDON WOZNIAK,JACQUELYN McCORMICK,STEWART JONES
"['STEWART JONES', 'GORDON WOZNIAK', 'JACQUELYN McCORMICK']",3,STEWART JONES,GORDON WOZNIAK,JACQUELYN McCORMICK
"['GORDON WOZNIAK', 'skipped', 'skipped']",4,GORDON WOZNIAK,skipped,skipped
"['STEWART JONES', 'GORDON WOZNIAK', 'JACQUELYN McCORMICK']",5,STEWART JONES,GORDON WOZNIAK,JACQUELYN McCORMICK
"['JACQUELYN McCORMICK', 'GORDON WOZNIAK', 'STEWART JONES']",6,JACQUELYN McCORMICK,GORDON WOZNIAK,STEWART JONES
"['STEWART JONES', 'GORDON WOZNIAK', 'JACQUELYN McCORMICK']",7,STEWART JONES,GORDON WOZNIAK,JACQUELYN McCORMICK
"['GORDON WOZNIAK', 'skipped', 'skipped']",8,GORDON WOZNIAK,skipped,skipped
"['GORDON WOZNIAK', 'JACQUELYN McCORMICK', 'STEWART JONES']",9,GORDON WOZNIAK,JACQUELYN McCORMICK,STEWART JONES
"['skipped', 'skipped', 'skipped']",10,skipped,skipped,skipped
"['JACQUELYN McCORMICK', 'STEWART JONES', 'skipped']",11,JACQUELYN McCORMICK,STEWART JONES,skipped
"['skipped', 'skipped', 'skipped']",12,skipped,skipped,skipped
"['GORDON WOZNIAK', 'skipped', 'skipped']",13,GORDON WOZNIAK,skipped,skipped
"['STEWART JONES', 'JACQUELYN McCORMICK', 'GORDON WOZNIAK']",14,STEWART JONES,JACQUELYN McCORMICK,GORDON WOZNIAK
"['JACQUELYN McCORMICK', 'STEWART JONES', 'skipped']",15,JACQUELYN McCORMICK,STEWART JONES,skipped
"['JACQUELYN McCORMICK', 'STEWART JONES', 'GORDON WOZNIAK']",16,JACQUELYN McCORMICK,STEWART JONES,GORDON WOZNIAK
"['JACQUELYN McCORMICK', 'STEWART JONES', 'skipped']",17,JACQUELYN McCORMICK,STEWART JONES,skipped
"['GORDON WOZNIAK', 'skipped', 'skipped']",18,GORDON WOZNIAK,skipped,skipped
"['GORDON WOZNIAK', 'STEWART JONES', 'JACQUELYN McCORMICK']",19,GORDON WOZNIAK,STEWART JONES,JACQUELYN McCORMICK
"['GORDON WOZNIAK', 'STEWART JONES', 'JACQUELYN McCORMICK']",20,GORDON WOZNIAK,STEWART JONES,JACQUELYN McCORMICK
"['GORDON WOZNIAK', 'JACQUELYN McCORMICK', 'STEWART JONES']",21,GORDON WOZNIAK,JACQUELYN McCORMICK,STEWART JONES
"['GORDON WOZNIAK', 'STEWART JONES', 'JACQUELYN McCORMICK']",22,GORDON WOZNIAK,STEWART JONES,JACQUELYN McCORMICK
"['GORDON WOZNIAK', 'STEWART JONES', 'JACQUELYN McCORMICK']",23,GORDON WOZNIAK,STEWART JONES,JACQUELYN McCORMICK
"['STEWART JONES', 'JACQUELYN McCORMICK', 'GORDON WOZNIAK']",24,STEWART JONES,JACQUELYN McCORMICK,GORDON WOZNIAK
"['GORDON WOZNIAK', 'STEWART JONES', 'skipped']",25,GORDON WOZNIAK,STEWART JONES,skipped
"['STEWART JONES', 'JACQUELYN McCORMICK', 'skipped']",26,STEWART JONES,JACQUELYN McCORMICK,skipped
"['skipped', 'STEWART JONES', 'JACQUELYN McCORMICK']",27,skipped,STEWART JONES,JACQUELYN McCORMICK
"['JACQUELYN McCORMICK', 'GORDON WOZNIAK', 'STEWART JONES']",28,JACQUELYN McCORMICK,GORDON WOZNIAK,STEWART JONES
"['GORDON WOZNIAK', 'skipped', 'skipped']",29,GORDON WOZNIAK,skipped,skipped
"['GORDON WOZNIAK', 'skipped', 'skipped']",30,GORDON WOZNIAK,skipped,skipped
"['GORDON WOZNIAK', 'JACQUELYN McCORMICK', 'STEWART JONES']",31,GORDON WOZNIAK,JACQUELYN McCORMICK,STEWART JONES
"['GORDON WOZNIAK', 'skipped', 'skipped']",32,GORDON WOZNIAK,skipped,skipped
"['JACQUELYN McCORMICK', 'STEWART JONES', 'GORDON WOZNIAK']",33,JACQUELYN McCORMICK,STEWART JONES,GORDON WOZNIAK
"['STEWART JONES', 'GORDON WOZNIAK', 'JACQUELYN McCORMICK']",34,STEWART JONES,GORDON WOZNIAK,JACQUELYN McCORMICK
"['JACQUELYN McCORMICK', 'GORDON WOZNIAK', 'STEWART JONES']",35,JACQUELYN McCORMICK,GORDON WOZNIAK,STEWART JONES
"['GORDON WOZNIAK', 'STEWART JONES', 'JACQUELYN McCORMICK']",36,GORDON WOZNIAK,STEWART JONES,JACQUELYN McCORMICK
"['GORDON WOZNIAK', 'STEWART JONES', 'JACQUELYN McCORMICK']",37,GORDON WOZNIAK,STEWART JONES,JACQUELYN McCORMICK
"['GORDON WOZNIAK', 'STEWART JONES', 'JACQUELYN McCORMICK']",38,GORDON WOZNIAK,STEWART JONES,JACQUELYN McCORMICK
"['JACQUELYN McCORMICK', 'STEWART JONES', 'skipped']",39,JACQUELYN McCORMICK,STEWART JONES,skipped
"['JACQUELYN McCORMICK', 'STEWART JONES', 'GORDON WOZNIAK']",40,JACQUELYN McCORMICK,STEWART JONES,GORDON WOZNIAK
"['GORDON WOZNIAK', 'skipped', 'skipped']",41,GORDON WOZNIAK,skipped,skipped
"['GORDON WOZNIAK', 'GORDON WOZNIAK', 'GORDON WOZNIAK']",42,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK
"['GORDON WOZNIAK', 'JACQUELYN McCORMICK', 'skipped']",43,GORDON WOZNIAK,JACQUELYN McCORMICK,skipped
"['GORDON WOZNIAK', 'STEWART JONES', 'JACQUELYN McCORMICK']",44,GORDON WOZNIAK,STEWART JONES,JACQUELYN McCORMICK
"['GORDON WOZNIAK', 'JACQUELYN McCORMICK', 'STEWART JONES']",45,GORDON WOZNIAK,JACQUELYN McCORMICK,STEWART JONES
"['GORDON WOZNIAK', 'JACQUELYN McCORMICK', 'STEWART JONES']",46,GORDON WOZNIAK,JACQUELYN McCORMICK,STEWART JONES
"['GORDON WOZNIAK', 'STEWART JONES', 'writein']",47,GORDON WOZNIAK,STEWART JONES,writein
"['GORDON WOZNIAK', 'skipped', 'skipped']",48,GORDON WOZNIAK,skipped,skipped
"['JACQUELYN McCORMICK', 'STEWART JONES', 'skipped']",49,JACQUELYN McCORMICK,STEWART JONES,skipped
"['GORDON WOZNIAK', 'JACQUELYN McCORMICK', 'STEWART JONES']",50,GORDON WOZNIAK,JACQUELYN McCORMICK,STEWART JONES
"['GORDON WOZNIAK', 'skipped', 'JACQUELYN McCORMICK']",51,GORDON WOZNIAK,skipped,JACQUELYN McCORMICK
