ranks,ballotID,rank1,rank2,rank3,rank4,rank5
"['C03', 'C02', 'skipped', 'skipped', 'skipped']",7306,C03,C02,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7307,C04,C03,skipped,skipped,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7308,C02,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7309,C03,C04,skipped,skipped,skipped
"['C02', 'C03', 'C01', 'C05', 'C04']",7310,C02,C03,C01,C05,C04
"['C03', 'C01', 'C02', 'C04', 'C05']",7311,C03,C01,C02,C04,C05
"['C03', 'C04', 'C02', 'skipped', 'skipped']",7312,C03,C04,C02,skipped,skipped
"['C04', 'C03', 'C05', 'C02', 'C01']",7313,C04,C03,C05,C02,C01
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7314,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'C01', 'C02', 'C05']",7315,C03,C04,C01,C02,C05
"['C03', 'C04', 'C05', 'C01', 'C02']",7316,C03,C04,C05,C01,C02
"['C03', 'C02', 'C04', 'skipped', 'skipped']",7317,C03,C02,C04,skipped,skipped
"['C04', 'C03', 'C02', 'C01', 'C05']",7318,C04,C03,C02,C01,C05
"['C03', 'C04', 'C06', 'skipped', 'skipped']",7319,C03,C04,C06,skipped,skipped
"['C03', 'C04', 'C05', 'C01', 'C02']",7320,C03,C04,C05,C01,C02
"['C03', 'C01', 'C05', 'C04', 'C02']",7321,C03,C01,C05,C04,C02
"['C03', 'C02', 'C04', 'C05', 'C01']",7322,C03,C02,C04,C05,C01
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7323,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'C02', 'C05', 'C01']",7324,C03,C04,C02,C05,C01
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7325,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7326,C03,C04,skipped,skipped,skipped
"['C02', 'C06', 'C01', 'C05', 'C03']",7327,C02,C06,C01,C05,C03
"['C02', 'C01', 'C03', 'C05', 'C04']",7328,C02,C01,C03,C05,C04
"['C02', 'C04', 'C03', 'C01', 'C06']",7329,C02,C04,C03,C01,C06
"['C04', 'C03', 'C01', 'C06', 'C02']",7330,C04,C03,C01,C06,C02
"['C03', 'C05', 'C01', 'C04', 'skipped']",7331,C03,C05,C01,C04,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7332,C02,skipped,skipped,skipped,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7333,C02,skipped,skipped,skipped,skipped
"['C03', 'C04', 'C02', 'C05', 'C01']",7334,C03,C04,C02,C05,C01
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7335,C03,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7336,C03,C04,skipped,skipped,skipped
"['C03', 'C02', 'C05', 'C01', 'C04']",7337,C03,C02,C05,C01,C04
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7338,C04,skipped,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7339,C04,C03,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7340,C04,C03,skipped,skipped,skipped
"['C03', 'C04', 'C01', 'C05', 'C02']",7341,C03,C04,C01,C05,C02
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7342,C03,C04,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7343,C04,C03,skipped,skipped,skipped
"['C04', 'C03', 'C02', 'skipped', 'skipped']",7344,C04,C03,C02,skipped,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7345,C02,skipped,skipped,skipped,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7346,C02,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7347,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7348,C03,C04,skipped,skipped,skipped
"['C03', 'C02', 'C04', 'C05', 'C01']",7349,C03,C02,C04,C05,C01
"['C02', 'C04', 'skipped', 'skipped', 'skipped']",7350,C02,C04,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7351,C03,skipped,skipped,skipped,skipped
"['C04', 'C02', 'C05', 'skipped', 'skipped']",7352,C04,C02,C05,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7353,C03,C04,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7354,C03,skipped,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7355,C04,C03,skipped,skipped,skipped
"['C04', 'C03', 'C02', 'C05', 'C01']",7356,C04,C03,C02,C05,C01
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7357,C03,C04,skipped,skipped,skipped
"['C01', 'C03', 'C04', 'skipped', 'skipped']",7358,C01,C03,C04,skipped,skipped
"['C04', 'C03', 'C02', 'skipped', 'skipped']",7359,C04,C03,C02,skipped,skipped
"['C02', 'C01', 'C05', 'skipped', 'skipped']",7360,C02,C01,C05,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7361,C04,C03,skipped,skipped,skipped
"['C03', 'C04', 'C02', 'C05', 'C01']",7362,C03,C04,C02,C05,C01
"['C04', 'C02', 'C03', 'skipped', 'skipped']",7363,C04,C02,C03,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7364,C03,C04,skipped,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7365,C04,C02,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7366,C03,skipped,skipped,skipped,skipped
"['C02', 'C03', 'skipped', 'skipped', 'skipped']",7367,C02,C03,skipped,skipped,skipped
"['C04', 'C02', 'C03', 'C01', 'C05']",7368,C04,C02,C03,C01,C05
"['C03', 'C02', 'C04', 'skipped', 'skipped']",7369,C03,C02,C04,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7370,C04,C03,skipped,skipped,skipped
"['C03', 'C04', 'C01', 'C05', 'C02']",7371,C03,C04,C01,C05,C02
"['C04', 'C03', 'C02', 'skipped', 'skipped']",7372,C04,C03,C02,skipped,skipped
"['C03', 'C04', 'C01', 'C05', 'C02']",7373,C03,C04,C01,C05,C02
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7374,C03,C04,skipped,skipped,skipped
"['C04', 'C05', 'C03', 'C01', 'C06']",7375,C04,C05,C03,C01,C06
"['C02', 'C03', 'skipped', 'skipped', 'skipped']",7376,C02,C03,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7377,C03,skipped,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7378,C04,C03,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7379,C03,C04,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7380,C04,C03,skipped,skipped,skipped
"['C03', 'C02', 'C06', 'skipped', 'skipped']",7381,C03,C02,C06,skipped,skipped
"['C03', 'C02', 'C05', 'skipped', 'skipped']",7382,C03,C02,C05,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7383,C04,C02,skipped,skipped,skipped
"['C04', 'C03', 'C02', 'skipped', 'skipped']",7384,C04,C03,C02,skipped,skipped
"['C04', 'C03', 'C02', 'C01', 'C05']",7385,C04,C03,C02,C01,C05
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7386,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7387,C03,C04,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7388,C03,skipped,skipped,skipped,skipped
"['C02', 'C04', 'skipped', 'skipped', 'skipped']",7389,C02,C04,skipped,skipped,skipped
"['C03', 'C02', 'skipped', 'skipped', 'skipped']",7390,C03,C02,skipped,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7391,C04,skipped,skipped,skipped,skipped
"['C03', 'C04', 'C01', 'C05', 'C02']",7392,C03,C04,C01,C05,C02
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7393,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7394,C03,C04,skipped,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7395,C04,skipped,skipped,skipped,skipped
"['C01', 'C05', 'skipped', 'skipped', 'skipped']",7396,C01,C05,skipped,skipped,skipped
"['C03', 'C04', 'C01', 'C05', 'skipped']",7397,C03,C04,C01,C05,skipped
"['C03', 'C05', 'C04', 'skipped', 'skipped']",7398,C03,C05,C04,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7399,C04,skipped,skipped,skipped,skipped
"['C03', 'C04', 'C02', 'C06', 'C01']",7400,C03,C04,C02,C06,C01
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7401,C04,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7402,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7403,C03,C04,skipped,skipped,skipped
"['C04', 'C03', 'C02', 'C05', 'C01']",7404,C04,C03,C02,C05,C01
"['C02', 'C03', 'C05', 'C01', 'C04']",7405,C02,C03,C05,C01,C04
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7406,C04,C03,skipped,skipped,skipped
"['C04', 'C02', 'C03', 'C01', 'C05']",7407,C04,C02,C03,C01,C05
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7408,C03,C04,skipped,skipped,skipped
"['C06', 'C04', 'C02', 'skipped', 'skipped']",7409,C06,C04,C02,skipped,skipped
"['C02', 'C04', 'C05', 'skipped', 'skipped']",7410,C02,C04,C05,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7411,C03,C04,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7412,C03,skipped,skipped,skipped,skipped
"['C03', 'C04', 'C01', 'C05', 'C02']",7413,C03,C04,C01,C05,C02
"['C02', 'C03', 'C01', 'C05', 'C04']",7414,C02,C03,C01,C05,C04
"['C04', 'C03', 'C01', 'C02', 'skipped']",7415,C04,C03,C01,C02,skipped
"['C03', 'C04', 'C05', 'C02', 'C01']",7416,C03,C04,C05,C02,C01
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7417,C03,skipped,skipped,skipped,skipped
"['C02', 'C03', 'skipped', 'skipped', 'skipped']",7418,C02,C03,skipped,skipped,skipped
"['C03', 'C02', 'skipped', 'skipped', 'skipped']",7419,C03,C02,skipped,skipped,skipped
"['C03', 'C05', 'C01', 'C04', 'C02']",7420,C03,C05,C01,C04,C02
"['C03', 'C04', 'C01', 'C05', 'C02']",7421,C03,C04,C01,C05,C02
"['C03', 'C02', 'C04', 'skipped', 'skipped']",7422,C03,C02,C04,skipped,skipped
"['C03', 'C06', 'C02', 'C05', 'C04']",7423,C03,C06,C02,C05,C04
"['C03', 'C04', 'C05', 'C02', 'C01']",7424,C03,C04,C05,C02,C01
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7425,C04,C02,skipped,skipped,skipped
"['C04', 'C03', 'C05', 'skipped', 'skipped']",7426,C04,C03,C05,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7427,C04,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7428,C03,C04,skipped,skipped,skipped
"['C03', 'C02', 'C04', 'C05', 'C01']",7429,C03,C02,C04,C05,C01
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7430,C03,C04,skipped,skipped,skipped
"['C03', 'C06', 'C02', 'skipped', 'skipped']",7431,C03,C06,C02,skipped,skipped
"['C04', 'C03', 'C02', 'C06', 'C01']",7432,C04,C03,C02,C06,C01
"['C03', 'C01', 'C02', 'C05', 'C04']",7433,C03,C01,C02,C05,C04
"['C03', 'C04', 'C05', 'C01', 'C06']",7434,C03,C04,C05,C01,C06
"['C01', 'C03', 'C05', 'C02', 'C04']",7435,C01,C03,C05,C02,C04
"['C03', 'C05', 'C01', 'C04', 'C02']",7436,C03,C05,C01,C04,C02
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7437,C02,skipped,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7438,C03,skipped,skipped,skipped,skipped
"['C04', 'C02', 'C01', 'C05', 'C03']",7439,C04,C02,C01,C05,C03
"['C04', 'C03', 'C02', 'skipped', 'skipped']",7440,C04,C03,C02,skipped,skipped
"['C06', 'C03', 'C01', 'C04', 'C05']",7441,C06,C03,C01,C04,C05
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7442,C04,C03,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7443,C03,skipped,skipped,skipped,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7444,C02,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7445,C03,C04,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7446,C03,skipped,skipped,skipped,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7447,C02,skipped,skipped,skipped,skipped
"['C06', 'C03', 'C02', 'skipped', 'skipped']",7448,C06,C03,C02,skipped,skipped
"['C06', 'C03', 'C01', 'skipped', 'skipped']",7449,C06,C03,C01,skipped,skipped
"['C03', 'C05', 'C02', 'C01', 'C04']",7450,C03,C05,C02,C01,C04
"['C03', 'C02', 'C06', 'C05', 'skipped']",7451,C03,C02,C06,C05,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7452,C04,skipped,skipped,skipped,skipped
"['C04', 'C03', 'C05', 'C01', 'C02']",7453,C04,C03,C05,C01,C02
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7454,C04,C03,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7455,C04,C03,skipped,skipped,skipped
"['C03', 'C02', 'C04', 'C05', 'C01']",7456,C03,C02,C04,C05,C01
"['C05', 'C01', 'C03', 'C02', 'C04']",7457,C05,C01,C03,C02,C04
"['C03', 'C01', 'C04', 'C02', 'C05']",7458,C03,C01,C04,C02,C05
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7459,C04,C02,skipped,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7460,C04,skipped,skipped,skipped,skipped
"['C03', 'C01', 'C02', 'C05', 'C04']",7461,C03,C01,C02,C05,C04
"['C02', 'C03', 'skipped', 'skipped', 'skipped']",7462,C02,C03,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7463,C04,C03,skipped,skipped,skipped
"['C03', 'C02', 'C01', 'skipped', 'skipped']",7464,C03,C02,C01,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7465,C04,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7466,C03,C04,skipped,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7467,C04,skipped,skipped,skipped,skipped
"['C04', 'C02', 'C03', 'C05', 'C01']",7468,C04,C02,C03,C05,C01
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7469,C03,skipped,skipped,skipped,skipped
"['C04', 'C03', 'C01', 'skipped', 'skipped']",7470,C04,C03,C01,skipped,skipped
"['C03', 'C05', 'C06', 'C01', 'C02']",7471,C03,C05,C06,C01,C02
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7472,C04,C03,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7473,C04,C03,skipped,skipped,skipped
"['C02', 'C03', 'C01', 'C05', 'C04']",7474,C02,C03,C01,C05,C04
"['C04', 'C05', 'skipped', 'skipped', 'skipped']",7475,C04,C05,skipped,skipped,skipped
"['C03', 'C02', 'C04', 'skipped', 'skipped']",7476,C03,C02,C04,skipped,skipped
"['C03', 'C05', 'C04', 'C01', 'C02']",7477,C03,C05,C04,C01,C02
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7478,C04,C03,skipped,skipped,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7479,C02,skipped,skipped,skipped,skipped
"['C03', 'C05', 'C02', 'C04', 'C01']",7480,C03,C05,C02,C04,C01
"['C04', 'C02', 'C03', 'C05', 'C01']",7481,C04,C02,C03,C05,C01
"['C03', 'C02', 'skipped', 'skipped', 'skipped']",7482,C03,C02,skipped,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7483,C04,C02,skipped,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7484,C04,skipped,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7485,C03,skipped,skipped,skipped,skipped
"['C03', 'C06', 'C02', 'skipped', 'skipped']",7486,C03,C06,C02,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7487,C04,C02,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7488,C03,C04,skipped,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7489,C04,C02,skipped,skipped,skipped
"['C02', 'C05', 'C03', 'C04', 'C01']",7490,C02,C05,C03,C04,C01
"['C02', 'C03', 'skipped', 'skipped', 'skipped']",7491,C02,C03,skipped,skipped,skipped
"['C02', 'C06', 'skipped', 'skipped', 'skipped']",7492,C02,C06,skipped,skipped,skipped
"['C02', 'C03', 'C06', 'C01', 'C05']",7493,C02,C03,C06,C01,C05
"['C03', 'C04', 'C02', 'C01', 'C05']",7494,C03,C04,C02,C01,C05
"['C04', 'C03', 'C02', 'C01', 'skipped']",7495,C04,C03,C02,C01,skipped
"['C03', 'C04', 'C05', 'skipped', 'skipped']",7496,C03,C04,C05,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7497,C03,C04,skipped,skipped,skipped
"['C04', 'C03', 'C02', 'C05', 'C01']",7498,C04,C03,C02,C05,C01
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7499,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'C02', 'skipped', 'skipped']",7500,C03,C04,C02,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7501,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'C01', 'C05', 'C02']",7502,C03,C04,C01,C05,C02
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7503,C04,C03,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7504,C04,C03,skipped,skipped,skipped
"['C03', 'C01', 'C04', 'skipped', 'skipped']",7505,C03,C01,C04,skipped,skipped
"['C03', 'C02', 'C04', 'C01', 'C05']",7506,C03,C02,C04,C01,C05
"['C04', 'C03', 'C02', 'skipped', 'skipped']",7507,C04,C03,C02,skipped,skipped
"['C03', 'C04', 'C02', 'skipped', 'skipped']",7508,C03,C04,C02,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7509,C04,C02,skipped,skipped,skipped
"['C02', 'C04', 'C03', 'skipped', 'skipped']",7510,C02,C04,C03,skipped,skipped
"['C02', 'C03', 'C04', 'C01', 'C05']",7511,C02,C03,C04,C01,C05
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7512,C03,skipped,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7513,C04,C03,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7514,C04,C03,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7515,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7516,C03,C04,skipped,skipped,skipped
"['C04', 'C06', 'skipped', 'skipped', 'skipped']",7517,C04,C06,skipped,skipped,skipped
"['C02', 'C03', 'C04', 'skipped', 'skipped']",7518,C02,C03,C04,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7519,C04,C02,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7520,C04,C03,skipped,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7521,C04,C02,skipped,skipped,skipped
"['C04', 'C03', 'C02', 'skipped', 'skipped']",7522,C04,C03,C02,skipped,skipped
"['C03', 'C04', 'C06', 'skipped', 'skipped']",7523,C03,C04,C06,skipped,skipped
"['C04', 'C03', 'C01', 'skipped', 'skipped']",7524,C04,C03,C01,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7525,C04,C03,skipped,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7526,C04,skipped,skipped,skipped,skipped
"['C03', 'C04', 'C01', 'C05', 'C02']",7527,C03,C04,C01,C05,C02
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7528,C04,C03,skipped,skipped,skipped
"['C03', 'C02', 'C01', 'C05', 'skipped']",7529,C03,C02,C01,C05,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7530,C03,C04,skipped,skipped,skipped
"['C03', 'C02', 'C01', 'skipped', 'skipped']",7531,C03,C02,C01,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7532,C03,C04,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7533,C03,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7534,C03,C04,skipped,skipped,skipped
"['C04', 'C03', 'C05', 'C02', 'C01']",7535,C04,C03,C05,C02,C01
"['C03', 'C04', 'C02', 'C05', 'C01']",7536,C03,C04,C02,C05,C01
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7537,C03,skipped,skipped,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7538,C04,C02,skipped,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7539,C04,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7540,C03,C04,skipped,skipped,skipped
"['C03', 'C05', 'C04', 'skipped', 'skipped']",7541,C03,C05,C04,skipped,skipped
"['C03', 'C02', 'skipped', 'skipped', 'skipped']",7542,C03,C02,skipped,skipped,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7543,C02,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7544,C03,C04,skipped,skipped,skipped
"['C02', 'C05', 'skipped', 'skipped', 'skipped']",7545,C02,C05,skipped,skipped,skipped
"['C03', 'C02', 'C01', 'C05', 'C04']",7546,C03,C02,C01,C05,C04
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7547,C03,C04,skipped,skipped,skipped
"['C03', 'C06', 'C02', 'skipped', 'skipped']",7548,C03,C06,C02,skipped,skipped
"['C03', 'C02', 'C05', 'C04', 'C01']",7549,C03,C02,C05,C04,C01
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7550,C03,C04,skipped,skipped,skipped
"['C04', 'C03', 'C05', 'skipped', 'skipped']",7551,C04,C03,C05,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7552,C04,C02,skipped,skipped,skipped
"['C02', 'C04', 'skipped', 'skipped', 'skipped']",7553,C02,C04,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7554,C04,C03,skipped,skipped,skipped
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7555,C02,skipped,skipped,skipped,skipped
"['C04', 'C03', 'C05', 'C02', 'C01']",7556,C04,C03,C05,C02,C01
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7557,C03,C04,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7558,C04,C03,skipped,skipped,skipped
"['C03', 'C06', 'skipped', 'skipped', 'skipped']",7559,C03,C06,skipped,skipped,skipped
"['C04', 'C03', 'C02', 'skipped', 'skipped']",7560,C04,C03,C02,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7561,C03,skipped,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7562,C04,C03,skipped,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7563,C04,skipped,skipped,skipped,skipped
"['C04', 'C02', 'C05', 'C01', 'C03']",7564,C04,C02,C05,C01,C03
"['C04', 'C03', 'C06', 'skipped', 'skipped']",7565,C04,C03,C06,skipped,skipped
"['C04', 'C02', 'C03', 'skipped', 'skipped']",7566,C04,C02,C03,skipped,skipped
"['C04', 'C03', 'C01', 'C02', 'C05']",7567,C04,C03,C01,C02,C05
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7568,C04,C03,skipped,skipped,skipped
"['C04', 'C02', 'skipped', 'skipped', 'skipped']",7569,C04,C02,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7570,C04,C03,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7571,C04,C03,skipped,skipped,skipped
"['C03', 'C02', 'skipped', 'skipped', 'skipped']",7572,C03,C02,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7573,C03,C04,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7574,C03,skipped,skipped,skipped,skipped
"['C04', 'C02', 'C03', 'C05', 'C01']",7575,C04,C02,C03,C05,C01
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7576,C03,C04,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7577,C03,C04,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7578,C04,C03,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7579,C03,C04,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7580,C03,skipped,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7581,C04,C03,skipped,skipped,skipped
"['C03', 'skipped', 'skipped', 'skipped', 'skipped']",7582,C03,skipped,skipped,skipped,skipped
"['C03', 'C04', 'skipped', 'skipped', 'skipped']",7583,C03,C04,skipped,skipped,skipped
"['C02', 'C06', 'skipped', 'skipped', 'skipped']",7584,C02,C06,skipped,skipped,skipped
"['C06', 'C02', 'C01', 'skipped', 'skipped']",7585,C06,C02,C01,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7586,C04,C03,skipped,skipped,skipped
"['C04', 'C03', 'skipped', 'skipped', 'skipped']",7587,C04,C03,skipped,skipped,skipped
"['C04', 'skipped', 'skipped', 'skipped', 'skipped']",7588,C04,skipped,skipped,skipped,skipped
"['C04', 'C01', 'C05', 'C03', 'C02']",7589,C04,C01,C05,C03,C02
"['C02', 'C03', 'C01', 'C05', 'C04']",7590,C02,C03,C01,C05,C04
"['C02', 'skipped', 'skipped', 'skipped', 'skipped']",7591,C02,skipped,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped', 'skipped']",7592,skipped,skipped,skipped,skipped,skipped
"['C04', 'C05', 'C03', 'skipped', 'skipped']",7593,C04,C05,C03,skipped,skipped
