ranks,ballotID,rank1,rank2,rank3
"['JAMES M. CALLOWAY', 'DEWITT M. LACY', 'DEWITT M. LACY']",1,JAMES M. CALLOWAY,DEWITT M. LACY,DEWITT M. LACY
"['STEVE MOSS', 'DEWITT M. LACY', 'MARLENE TRAN']",2,STEVE MOSS,DEWITT M. LACY,MARLENE TRAN
"['TERESA DUQUE', 'ERIC SMITH', 'JAMES M. CALLOWAY']",3,TERESA DUQUE,ERIC SMITH,JAMES M. CALLOWAY
"['KRISTINE ENEA', 'STEVE MOSS', 'LYNETTE SWEET']",4,KRISTINE ENEA,STEVE MOSS,LYNETTE SWEET
"['DEWITT M. LACY', 'DEWITT M. LACY', 'DEWITT M. LACY']",5,DEWITT M. LACY,DEWITT M. LACY,DEWITT M. LACY
"['skipped', 'skipped', 'skipped']",6,skipped,skipped,skipped
"['LYNETTE SWEET', 'M.J. MARIE FRANKLIN', 'JAMES M. CALLOWAY']",7,LYNETTE SWEET,M.J. MARIE FRANKLIN,JAMES M. CALLOWAY
"['MALIA COHEN', 'TERESA DUQUE', 'CHRIS JACKSON']",8,MALIA COHEN,TERESA DUQUE,CHRIS JACKSON
"['MARLENE TRAN', 'TERESA DUQUE', 'MALIA COHEN']",9,MARLENE TRAN,TERESA DUQUE,MALIA COHEN
"['STEVE MOSS', 'STEVE MOSS', 'STEVE MOSS']",10,STEVE MOSS,STEVE MOSS,STEVE MOSS
"['MARLENE TRAN', 'M.J. MARIE FRANKLIN', 'GEOFFREA MORRIS']",11,MARLENE TRAN,M.J. MARIE FRANKLIN,GEOFFREA MORRIS
"['STEVE MOSS', 'skipped', 'skipped']",12,STEVE MOSS,skipped,skipped
"['TERESA DUQUE', 'MARLENE TRAN', 'MARLENE TRAN']",13,TERESA DUQUE,MARLENE TRAN,MARLENE TRAN
"['MALIA COHEN', 'DEWITT M. LACY', 'DEWITT M. LACY']",14,MALIA COHEN,DEWITT M. LACY,DEWITT M. LACY
"['STEVE MOSS', 'TONY KELLY', 'DEWITT M. LACY']",15,STEVE MOSS,TONY KELLY,DEWITT M. LACY
"['MARLENE TRAN', 'TERESA DUQUE', 'skipped']",16,MARLENE TRAN,TERESA DUQUE,skipped
"['MARLENE TRAN', 'TERESA DUQUE', 'skipped']",17,MARLENE TRAN,TERESA DUQUE,skipped
"['MALIA COHEN', 'skipped', 'skipped']",18,MALIA COHEN,skipped,skipped
"['STEVE MOSS', 'skipped', 'skipped']",19,STEVE MOSS,skipped,skipped
"['JACKIE NORMAN', 'JACKIE NORMAN', 'JACKIE NORMAN']",20,JACKIE NORMAN,JACKIE NORMAN,JACKIE NORMAN
"['STEVE MOSS', ""ELLSWORTH ''ELL'' JENNISON"", 'DEWITT M. LACY']",21,STEVE MOSS,ELLSWORTH ''ELL'' JENNISON,DEWITT M. LACY
"['STEVE MOSS', 'CHRIS JACKSON', 'DIANE WESLEY SMITH']",22,STEVE MOSS,CHRIS JACKSON,DIANE WESLEY SMITH
"['STEVE MOSS', 'TONY KELLY', 'MARLENE TRAN']",23,STEVE MOSS,TONY KELLY,MARLENE TRAN
"['STEVE MOSS', 'TONY KELLY', 'ERIC SMITH']",24,STEVE MOSS,TONY KELLY,ERIC SMITH
"['CHRIS JACKSON', 'LYNETTE SWEET', 'ERIC SMITH']",25,CHRIS JACKSON,LYNETTE SWEET,ERIC SMITH
"['LYNETTE SWEET', 'skipped', 'skipped']",26,LYNETTE SWEET,skipped,skipped
"['MARLENE TRAN', 'TONY KELLY', 'DEWITT M. LACY']",27,MARLENE TRAN,TONY KELLY,DEWITT M. LACY
"['LYNETTE SWEET', 'LYNETTE SWEET', 'LYNETTE SWEET']",28,LYNETTE SWEET,LYNETTE SWEET,LYNETTE SWEET
"['STEVE MOSS', 'TONY KELLY', 'JAMES M. CALLOWAY']",29,STEVE MOSS,TONY KELLY,JAMES M. CALLOWAY
"['TERESA DUQUE', 'MARLENE TRAN', 'RODNEY HAMPTON, JR.']",30,TERESA DUQUE,MARLENE TRAN,"RODNEY HAMPTON, JR."
"['MALIA COHEN', 'DIANE WESLEY SMITH', 'LYNETTE SWEET']",31,MALIA COHEN,DIANE WESLEY SMITH,LYNETTE SWEET
"['JAMES M. CALLOWAY', 'LYNETTE SWEET', 'RODNEY HAMPTON, JR.']",32,JAMES M. CALLOWAY,LYNETTE SWEET,"RODNEY HAMPTON, JR."
"['TONY KELLY', 'DEWITT M. LACY', 'CHRIS JACKSON']",33,TONY KELLY,DEWITT M. LACY,CHRIS JACKSON
"['MARLENE TRAN', 'TERESA DUQUE', 'TONY KELLY']",34,MARLENE TRAN,TERESA DUQUE,TONY KELLY
