ranks,ballotID,rank1,rank2,rank3
"['RICHARD RAYA', ""GORDON ''DON'' LINK"", 'AMY LEMLEY']",1,RICHARD RAYA,GORDON ''DON'' LINK,AMY LEMLEY
"['LEN RAPHAEL', 'CRAIG BRANDT', 'DONALD MACLEAY']",2,LEN RAPHAEL,CRAIG BRANDT,DONALD MACLEAY
"['AMY LEMLEY', 'AMY LEMLEY', 'AMY LEMLEY']",3,AMY LEMLEY,AMY LEMLEY,AMY LEMLEY
"['AMY LEMLEY', 'AMY LEMLEY', 'AMY LEMLEY']",4,AMY LEMLEY,AMY LEMLEY,AMY LEMLEY
"[""GORDON ''DON'' LINK"", 'AMY LEMLEY', 'RICHARD RAYA']",5,GORDON ''DON'' LINK,AMY LEMLEY,RICHARD RAYA
"['AMY LEMLEY', 'CRAIG BRANDT', 'LEN RAPHAEL']",6,AMY LEMLEY,CRAIG BRANDT,LEN RAPHAEL
"['AMY LEMLEY', 'RICHARD RAYA', 'DAN KALB']",7,AMY LEMLEY,RICHARD RAYA,DAN KALB
"['DAN KALB', ""GORDON ''DON'' LINK"", 'CRAIG BRANDT']",8,DAN KALB,GORDON ''DON'' LINK,CRAIG BRANDT
"['DAN KALB', 'RICHARD RAYA', 'LEN RAPHAEL']",9,DAN KALB,RICHARD RAYA,LEN RAPHAEL
"['RICHARD RAYA', 'AMY LEMLEY', 'LEN RAPHAEL']",10,RICHARD RAYA,AMY LEMLEY,LEN RAPHAEL
"['LEN RAPHAEL', 'LEN RAPHAEL', 'LEN RAPHAEL']",11,LEN RAPHAEL,LEN RAPHAEL,LEN RAPHAEL
"['LEN RAPHAEL', 'skipped', 'skipped']",12,LEN RAPHAEL,skipped,skipped
"['DAN KALB', 'AMY LEMLEY', 'RICHARD RAYA']",13,DAN KALB,AMY LEMLEY,RICHARD RAYA
"['DAN KALB', 'AMY LEMLEY', 'RICHARD RAYA']",14,DAN KALB,AMY LEMLEY,RICHARD RAYA
"[""GORDON ''DON'' LINK"", ""GORDON ''DON'' LINK"", ""GORDON ''DON'' LINK""]",15,GORDON ''DON'' LINK,GORDON ''DON'' LINK,GORDON ''DON'' LINK
"['RICHARD RAYA', 'skipped', 'skipped']",16,RICHARD RAYA,skipped,skipped
"['DAN KALB', 'RICHARD RAYA', 'CRAIG BRANDT']",17,DAN KALB,RICHARD RAYA,CRAIG BRANDT
"['DAN KALB', 'DAN KALB', 'DAN KALB']",18,DAN KALB,DAN KALB,DAN KALB
"['AMY LEMLEY', 'DAN KALB', 'RICHARD RAYA']",19,AMY LEMLEY,DAN KALB,RICHARD RAYA
"['DAN KALB', 'skipped', 'skipped']",20,DAN KALB,skipped,skipped
"['DAN KALB', 'skipped', 'skipped']",21,DAN KALB,skipped,skipped
"['AMY LEMLEY', 'DAN KALB', 'skipped']",22,AMY LEMLEY,DAN KALB,skipped
"['DAN KALB', 'AMY LEMLEY', 'skipped']",23,DAN KALB,AMY LEMLEY,skipped
"['RICHARD RAYA', 'CRAIG BRANDT', 'AMY LEMLEY']",24,RICHARD RAYA,CRAIG BRANDT,AMY LEMLEY
"['DAN KALB', 'AMY LEMLEY', 'skipped']",25,DAN KALB,AMY LEMLEY,skipped
"['skipped', 'skipped', 'skipped']",26,skipped,skipped,skipped
"['AMY LEMLEY', 'DAN KALB', 'RICHARD RAYA']",27,AMY LEMLEY,DAN KALB,RICHARD RAYA
"['AMY LEMLEY', 'skipped', 'skipped']",28,AMY LEMLEY,skipped,skipped
"['AMY LEMLEY', 'RICHARD RAYA', ""GORDON ''DON'' LINK""]",29,AMY LEMLEY,RICHARD RAYA,GORDON ''DON'' LINK
"['DAN KALB', 'DAN KALB', 'DAN KALB']",30,DAN KALB,DAN KALB,DAN KALB
"['RICHARD RAYA', 'AMY LEMLEY', 'DAN KALB']",31,RICHARD RAYA,AMY LEMLEY,DAN KALB
"['skipped', 'skipped', 'skipped']",32,skipped,skipped,skipped
"['RICHARD RAYA', 'skipped', 'skipped']",33,RICHARD RAYA,skipped,skipped
"['DAN KALB', 'AMY LEMLEY', 'LEN RAPHAEL']",34,DAN KALB,AMY LEMLEY,LEN RAPHAEL
"['DAN KALB', 'RICHARD RAYA', 'skipped']",35,DAN KALB,RICHARD RAYA,skipped
"['DAN KALB', 'AMY LEMLEY', 'RICHARD RAYA']",36,DAN KALB,AMY LEMLEY,RICHARD RAYA
"['RICHARD RAYA', ""GORDON ''DON'' LINK"", 'LEN RAPHAEL']",37,RICHARD RAYA,GORDON ''DON'' LINK,LEN RAPHAEL
"['DAN KALB', 'RICHARD RAYA', 'AMY LEMLEY']",38,DAN KALB,RICHARD RAYA,AMY LEMLEY
"['DAN KALB', 'AMY LEMLEY', 'CRAIG BRANDT']",39,DAN KALB,AMY LEMLEY,CRAIG BRANDT
"['DAN KALB', 'skipped', 'skipped']",40,DAN KALB,skipped,skipped
"['RICHARD RAYA', 'DAN KALB', 'skipped']",41,RICHARD RAYA,DAN KALB,skipped
"['LEN RAPHAEL', 'DONALD MACLEAY', 'CRAIG BRANDT']",42,LEN RAPHAEL,DONALD MACLEAY,CRAIG BRANDT
"['DAN KALB', 'skipped', 'skipped']",43,DAN KALB,skipped,skipped
"['skipped', 'skipped', 'skipped']",44,skipped,skipped,skipped
"['RICHARD RAYA', 'DAN KALB', 'skipped']",45,RICHARD RAYA,DAN KALB,skipped
"['LEN RAPHAEL', 'skipped', 'skipped']",46,LEN RAPHAEL,skipped,skipped
