ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
1,"Fantini, Alfred B.","Grassi, Joseph G.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
2,"Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped
3,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped
4,"Schuster, Luc","Tauber, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
5,"Schuster, Luc","Fantini, Alfred B.","Harding, Richard, Jr.","Nolan, Patricia M.","Tauber, Nancy","Malner, Stefan","Lemily Wiggins, Gail","Grassi, Joseph G.","McGovern, Marc C."
6,"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy","Harding, Richard, Jr.","Lemily Wiggins, Gail",skipped,skipped,skipped
7,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8,"Nolan, Patricia M.","Fantini, Alfred B.","Schuster, Luc","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped
9,"Grassi, Joseph G.","Harding, Richard, Jr.","Fantini, Alfred B.","Schuster, Luc","Malner, Stefan","McGovern, Marc C.",skipped,skipped,skipped
10,"McGovern, Marc C.","Lemily Wiggins, Gail","Tauber, Nancy","Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
11,"McGovern, Marc C.","Tauber, Nancy","Lemily Wiggins, Gail","Schuster, Luc","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped
12,"Nolan, Patricia M.","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
13,"Lemily Wiggins, Gail","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
14,"Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.","Malner, Stefan","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M."
15,"Schuster, Luc","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
16,"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
17,"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
18,"Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped
19,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
20,"Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy","Lemily Wiggins, Gail","Fantini, Alfred B.",skipped,skipped,skipped
21,"Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
22,"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
23,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.","Malner, Stefan","Schuster, Luc","Tauber, Nancy",skipped
24,"Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
25,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
26,"Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
27,"Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
28,"Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
29,"Lemily Wiggins, Gail","Nolan, Patricia M.","Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy",skipped,skipped
30,"Tauber, Nancy","Malner, Stefan","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
31,"Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
32,"Schuster, Luc","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
33,"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
34,"Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
35,"Schuster, Luc","Tauber, Nancy","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped
36,"Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
37,"Schuster, Luc","Harding, Richard, Jr.","Nolan, Patricia M.","Tauber, Nancy","Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.","Lemily Wiggins, Gail","Malner, Stefan"
38,"Nolan, Patricia M.","McGovern, Marc C.","Malner, Stefan","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
39,"Nolan, Patricia M.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
40,"Schuster, Luc","Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
41,"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
42,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
43,"Tauber, Nancy","Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.","Malner, Stefan","Lemily Wiggins, Gail","Harding, Richard, Jr.","Grassi, Joseph G.",skipped
44,"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Lemily Wiggins, Gail","Harding, Richard, Jr.","Grassi, Joseph G.","Tauber, Nancy","Fantini, Alfred B.","Malner, Stefan"
45,"Schuster, Luc","Malner, Stefan","Grassi, Joseph G.","Nolan, Patricia M.","Harding, Richard, Jr.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped
46,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
47,"Fantini, Alfred B.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
48,"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
49,"Nolan, Patricia M.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
50,"Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C."
51,"Lemily Wiggins, Gail","Nolan, Patricia M.","Tauber, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
52,"Nolan, Patricia M.","Tauber, Nancy","McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
53,"Lemily Wiggins, Gail","Nolan, Patricia M.","Tauber, Nancy","Harding, Richard, Jr.","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped
54,"McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
55,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
56,"Schuster, Luc","Tauber, Nancy",skipped,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,"Grassi, Joseph G."
57,"Nolan, Patricia M.","Tauber, Nancy","Harding, Richard, Jr.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
58,"McGovern, Marc C.","Tauber, Nancy","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
59,"Schuster, Luc","McGovern, Marc C.","Lemily Wiggins, Gail","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
60,"Tauber, Nancy","Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
61,"Schuster, Luc","Lemily Wiggins, Gail","McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy","Grassi, Joseph G.",skipped,skipped,skipped
62,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
63,"Tauber, Nancy","Schuster, Luc","Lemily Wiggins, Gail","McGovern, Marc C.","Malner, Stefan","Nolan, Patricia M.","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B."
64,"Malner, Stefan","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
65,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
66,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
67,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
68,"Tauber, Nancy","McGovern, Marc C.","Lemily Wiggins, Gail","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped
69,"Schuster, Luc","Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped
70,"Tauber, Nancy","Lemily Wiggins, Gail","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
71,"Tauber, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
72,"Harding, Richard, Jr.","Grassi, Joseph G.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
73,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped
74,"Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
75,"Tauber, Nancy","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
76,"Tauber, Nancy","Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
77,"Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
78,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
79,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
80,"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
81,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
82,"Nolan, Patricia M.","Lemily Wiggins, Gail","Schuster, Luc","Harding, Richard, Jr.","Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped
83,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
84,"McGovern, Marc C.","Fantini, Alfred B.","Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail","Schuster, Luc",skipped,skipped,skipped
85,"Nolan, Patricia M.","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
86,"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
87,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
88,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
89,"Tauber, Nancy","Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Malner, Stefan","Harding, Richard, Jr.",skipped,skipped,skipped
90,"Tauber, Nancy","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
91,"Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
92,"McGovern, Marc C.","Lemily Wiggins, Gail","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
93,"McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
94,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
95,"Tauber, Nancy","Schuster, Luc","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
96,"Tauber, Nancy","Lemily Wiggins, Gail","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
97,"Grassi, Joseph G.","Tauber, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
98,"Harding, Richard, Jr.","Nolan, Patricia M.","Schuster, Luc","Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped
99,"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Grassi, Joseph G.","Harding, Richard, Jr.","Lemily Wiggins, Gail",skipped,skipped,skipped
100,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
101,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
102,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","Tauber, Nancy","Schuster, Luc",skipped,skipped
103,"Schuster, Luc","Harding, Richard, Jr.","McGovern, Marc C.","Fantini, Alfred B.","Nolan, Patricia M.","Lemily Wiggins, Gail","Grassi, Joseph G.","Tauber, Nancy",skipped
104,"Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
105,"Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
106,"Fantini, Alfred B.","Grassi, Joseph G.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
107,"Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
108,"Fantini, Alfred B.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
109,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
110,"Lemily Wiggins, Gail","Tauber, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
111,"Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped
112,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.","Tauber, Nancy",skipped,skipped,skipped,skipped
113,"Nolan, Patricia M.","Harding, Richard, Jr.","Grassi, Joseph G.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
114,"Schuster, Luc","Nolan, Patricia M.","Fantini, Alfred B.","Lemily Wiggins, Gail","Grassi, Joseph G.",skipped,skipped,skipped,skipped
115,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
116,"Tauber, Nancy","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
117,"Tauber, Nancy","Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
118,"Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
119,"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
120,"Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
121,"Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
122,"Tauber, Nancy","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
123,"Schuster, Luc","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
124,"Fantini, Alfred B.","Schuster, Luc","Grassi, Joseph G.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
125,"Tauber, Nancy","Nolan, Patricia M.","Fantini, Alfred B.","Schuster, Luc","McGovern, Marc C.","Grassi, Joseph G.","Harding, Richard, Jr.","Lemily Wiggins, Gail","Malner, Stefan"
126,"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
127,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
128,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
129,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
130,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped,skipped
131,"Lemily Wiggins, Gail","Schuster, Luc","Grassi, Joseph G.","Harding, Richard, Jr.","Malner, Stefan","Fantini, Alfred B.","Nolan, Patricia M.","Tauber, Nancy","McGovern, Marc C."
132,"McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
133,"Malner, Stefan","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
134,"Lemily Wiggins, Gail","Tauber, Nancy","McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.",skipped
135,"Lemily Wiggins, Gail","Tauber, Nancy","McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.",skipped
136,"Grassi, Joseph G.","McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
137,"Lemily Wiggins, Gail","Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
138,"Lemily Wiggins, Gail","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
139,"Schuster, Luc","Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy","Lemily Wiggins, Gail","Grassi, Joseph G.",skipped,skipped
140,"Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
141,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
142,"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
143,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
144,"Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
145,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
146,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
147,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
148,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
149,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
150,"Fantini, Alfred B.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
151,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
152,"Harding, Richard, Jr.","Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
153,"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
154,"Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
155,"McGovern, Marc C.","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
156,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Fantini, Alfred B.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped
157,"Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
158,"Malner, Stefan","Harding, Richard, Jr.","Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped
159,"Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
160,"Nolan, Patricia M.","Schuster, Luc","Grassi, Joseph G.","Lemily Wiggins, Gail","Harding, Richard, Jr.","Tauber, Nancy","Fantini, Alfred B.","Malner, Stefan","McGovern, Marc C."
161,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
162,"Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
163,"McGovern, Marc C.","Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
164,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
165,"Harding, Richard, Jr.","Grassi, Joseph G.","Schuster, Luc","Nolan, Patricia M.","Tauber, Nancy","Fantini, Alfred B.","McGovern, Marc C.","Malner, Stefan",skipped
166,"Schuster, Luc","Tauber, Nancy","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
167,"Tauber, Nancy","Lemily Wiggins, Gail","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
168,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped
169,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Malner, Stefan","Tauber, Nancy","Lemily Wiggins, Gail","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B."
170,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
171,"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped
172,"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","Malner, Stefan","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
173,"Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.","Tauber, Nancy","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped
174,"McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
175,"Harding, Richard, Jr.","Grassi, Joseph G.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
176,"Nolan, Patricia M.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
177,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
178,"Schuster, Luc","Fantini, Alfred B.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
179,"Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
180,"Harding, Richard, Jr.","Tauber, Nancy","Lemily Wiggins, Gail","McGovern, Marc C.","Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped
181,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
182,"Nolan, Patricia M.","Lemily Wiggins, Gail","Tauber, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
183,"Schuster, Luc","Lemily Wiggins, Gail","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
184,"Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped
185,"Lemily Wiggins, Gail","Schuster, Luc","McGovern, Marc C.","Harding, Richard, Jr.","Tauber, Nancy",skipped,skipped,skipped,skipped
186,"Fantini, Alfred B.","Nolan, Patricia M.","Grassi, Joseph G.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
187,"Fantini, Alfred B.","Nolan, Patricia M.","Grassi, Joseph G.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
188,"McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
189,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
190,"Schuster, Luc","Nolan, Patricia M.","Lemily Wiggins, Gail","Fantini, Alfred B.","Tauber, Nancy",skipped,skipped,skipped,skipped
191,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
192,"Nolan, Patricia M.","Tauber, Nancy","Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
193,"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
194,"Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
195,"Tauber, Nancy","McGovern, Marc C.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
196,"McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
197,"McGovern, Marc C.","Schuster, Luc","Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
198,"Harding, Richard, Jr.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
199,"McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
200,"Harding, Richard, Jr.","Schuster, Luc","McGovern, Marc C.","Grassi, Joseph G.","Tauber, Nancy",skipped,skipped,skipped,skipped
201,"Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
202,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
203,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
204,"Lemily Wiggins, Gail","Tauber, Nancy","Malner, Stefan","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
205,"Tauber, Nancy","McGovern, Marc C.","Schuster, Luc","Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
206,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
207,"Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy","Malner, Stefan",skipped,skipped,skipped,skipped,skipped
208,"Harding, Richard, Jr.","Fantini, Alfred B.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
209,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
