ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16
7105,"Reeves, Kenneth E.","Decker, Marjorie C.","Sullivan, Edward J.","Murphy, Brian","Simmons, E. Denise","Davis, Henrietta","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7106,"Simmons, E. Denise","Davis, Henrietta","Reeves, Kenneth E.","Podgers, Kathy","Seidel, Sam","Decker, Marjorie C.","Murphy, Brian","Maher, David P.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7107,"Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7108,"Seidel, Sam","Murphy, Brian","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7109,"Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7110,"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7111,"Janik, Jonathan S.","Davis, Henrietta","Decker, Marjorie C.","Sullivan, Edward J.","Simmons, E. Denise","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7112,"Murphy, Brian","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7113,"Decker, Marjorie C.","Janik, Jonathan S.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7114,"Sullivan, Edward J.","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7115,"Reeves, Kenneth E.","Simmons, E. Denise","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Sullivan, Edward J.","Seidel, Sam","Janik, Jonathan S.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped
7116,"Reeves, Kenneth E.","Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7117,"Janik, Jonathan S.","Murphy, Brian","Ward, Larry W.","Seidel, Sam","Kelley, Craig A.","Decker, Marjorie C.","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7118,"Sullivan, Edward J.","Maher, David P.","Toomey, Timothy J., Jr.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7119,"Decker, Marjorie C.","Reeves, Kenneth E.","Sullivan, Edward J.","Maher, David P.","Toomey, Timothy J., Jr.","Davis, Henrietta","Murphy, Brian","Ward, Larry W.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7120,"Seidel, Sam","Murphy, Brian","Galluccio, Anthony D.","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7121,"Ward, Larry W.","Moree, Gregg J.","Janik, Jonathan S.","Maher, David P.","Seidel, Sam","Moore, M. Kevin","Reeves, Kenneth E.","Davis, Henrietta","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7122,"Ward, Larry W.","Moore, M. Kevin","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7123,"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7124,"Reeves, Kenneth E.","Simmons, E. Denise","Moore, M. Kevin","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7125,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7126,"Reeves, Kenneth E.","Simmons, E. Denise","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7127,"Reeves, Kenneth E.","Ward, Larry W.","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7128,"Davis, Henrietta","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7129,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7130,"Ward, Larry W.","Moore, M. Kevin","Kelley, Craig A.","Murphy, Brian","Seidel, Sam","Podgers, Kathy","Maher, David P.","Sullivan, Edward J.",skipped,"Simmons, E. Denise","Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped
7131,"Sullivan, Edward J.","Murphy, Brian","Maher, David P.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7132,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7133,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7134,"Sullivan, Edward J.","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7135,"Reeves, Kenneth E.","Murphy, Brian","Moore, M. Kevin","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7136,"Murphy, Brian","Seidel, Sam","Davis, Henrietta","Maher, David P.","Kelley, Craig A.","Moore, M. Kevin","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7137,"Murphy, Brian","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7138,"Murphy, Brian","Seidel, Sam","Davis, Henrietta","Moore, M. Kevin","Simmons, E. Denise","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7139,"Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7140,"Galluccio, Anthony D.","Sullivan, Edward J.","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7141,"Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.","Murphy, Brian","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7142,"Reeves, Kenneth E.","Simmons, E. Denise","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7143,"Reeves, Kenneth E.","Simmons, E. Denise","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7144,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7145,"Murphy, Brian","Janik, Jonathan S.","Simmons, E. Denise","Moore, M. Kevin","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7146,"Kelley, Craig A.","Seidel, Sam","Sullivan, Edward J.","Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7147,"Maher, David P.","Sullivan, Edward J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7148,"Kelley, Craig A.","Janik, Jonathan S.","Seidel, Sam","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7149,"Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7150,"Moore, M. Kevin","Ward, Larry W.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7151,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7152,"Kelley, Craig A.","Decker, Marjorie C.","Maher, David P.","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7153,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7154,"Moore, M. Kevin","Ward, Larry W.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7155,"Simmons, E. Denise","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Kelley, Craig A.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7156,"Murphy, Brian","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Sullivan, Edward J.","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7157,"Decker, Marjorie C.","Sullivan, Edward J.","Reeves, Kenneth E.","Murphy, Brian","Kelley, Craig A.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7158,"Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7159,"Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7160,"Decker, Marjorie C.","Moore, M. Kevin","Ward, Larry W.","Reeves, Kenneth E.","Simmons, E. Denise","Moree, Gregg J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7161,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7162,"Ward, Larry W.","Reeves, Kenneth E.","Moore, M. Kevin","Galluccio, Anthony D.","Sullivan, Edward J.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7163,"Reeves, Kenneth E.","Simmons, E. Denise","Sullivan, Edward J.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7164,"Murphy, Brian","Simmons, E. Denise","Moore, M. Kevin","Seidel, Sam","Davis, Henrietta","Kelley, Craig A.","Janik, Jonathan S.","Ward, Larry W.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7165,"Ward, Larry W.","Seidel, Sam","Kelley, Craig A.","Davis, Henrietta","Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7166,"Moore, M. Kevin","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Galluccio, Anthony D.","Janik, Jonathan S.","Reeves, Kenneth E.","Sullivan, Edward J.","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped
7167,"Simmons, E. Denise","Murphy, Brian","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Kelley, Craig A.",overvote,"Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Davis, Henrietta","Galluccio, Anthony D.","Janik, Jonathan S.","Moore, M. Kevin",skipped,skipped,skipped
7168,"Reeves, Kenneth E.","Murphy, Brian","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7169,"Maher, David P.","Sullivan, Edward J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7170,"Kelley, Craig A.","Decker, Marjorie C.","Murphy, Brian","Reeves, Kenneth E.","Maher, David P.","Davis, Henrietta","Toomey, Timothy J., Jr.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7171,"Maher, David P.","Davis, Henrietta","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7172,"Murphy, Brian","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7173,"Davis, Henrietta","Maher, David P.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7174,"Galluccio, Anthony D.","Reeves, Kenneth E.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7175,"Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Moore, M. Kevin","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7176,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7177,skipped,skipped,skipped,"Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7178,"Ward, Larry W.","Moore, M. Kevin","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7179,"Janik, Jonathan S.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7180,"Simmons, E. Denise","Ward, Larry W.","Reeves, Kenneth E.","Moore, M. Kevin","Toomey, Timothy J., Jr.","Maher, David P.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Podgers, Kathy","Seidel, Sam","Sullivan, Edward J.",skipped,skipped,skipped,skipped
7181,"Maher, David P.","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7182,"Moore, M. Kevin","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.","Ward, Larry W.","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7183,"Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7184,"Murphy, Brian","Galluccio, Anthony D.","Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7185,"Toomey, Timothy J., Jr.",skipped,"Murphy, Brian","Galluccio, Anthony D.",skipped,"Janik, Jonathan S.",skipped,"Kelley, Craig A.","Ward, Larry W.",skipped,"Davis, Henrietta","Moore, M. Kevin",skipped,"Reeves, Kenneth E.",skipped,skipped
7186,"Simmons, E. Denise","Moore, M. Kevin","Murphy, Brian","Davis, Henrietta","Toomey, Timothy J., Jr.","Kelley, Craig A.","Ward, Larry W.","Maher, David P.","Podgers, Kathy","Reeves, Kenneth E.","Sullivan, Edward J.","Decker, Marjorie C.","Janik, Jonathan S.","Seidel, Sam","Moree, Gregg J.",skipped
7187,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7188,"Toomey, Timothy J., Jr.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S.","Kelley, Craig A.","Maher, David P.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Sullivan, Edward J."
7189,"Seidel, Sam","Ward, Larry W.","Moore, M. Kevin","Maher, David P.","Murphy, Brian","Kelley, Craig A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7190,"Seidel, Sam","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7191,"Seidel, Sam","Murphy, Brian","Maher, David P.","Davis, Henrietta","Toomey, Timothy J., Jr.",skipped,"Kelley, Craig A.","Moore, M. Kevin","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7192,"Sullivan, Edward J.","Janik, Jonathan S.","Maher, David P.","Kelley, Craig A.","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7193,"Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7194,"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7195,"Podgers, Kathy","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Janik, Jonathan S.","Moore, M. Kevin","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7196,"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7197,"Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7198,"Sullivan, Edward J.","Seidel, Sam","Reeves, Kenneth E.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7199,"Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Reeves, Kenneth E.","Murphy, Brian","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Moore, M. Kevin","Moree, Gregg J.","Seidel, Sam","Podgers, Kathy","Galluccio, Anthony D.","Maher, David P.","Kelley, Craig A."
7200,"Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7201,"Sullivan, Edward J.",skipped,"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7202,"Ward, Larry W.","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7203,"Reeves, Kenneth E.","Maher, David P.","Decker, Marjorie C.","Davis, Henrietta","Toomey, Timothy J., Jr.","Seidel, Sam","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7204,"Ward, Larry W.","Seidel, Sam","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7205,"Ward, Larry W.","Simmons, E. Denise","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7206,"Ward, Larry W.","Janik, Jonathan S.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7207,"Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Toomey, Timothy J., Jr.","Maher, David P.","Ward, Larry W.","Decker, Marjorie C.","Reeves, Kenneth E.","Moore, M. Kevin","Simmons, E. Denise","Murphy, Brian","Janik, Jonathan S.",skipped,skipped,skipped,skipped
