ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18
7421,"Adkins, Lawrence J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7422,"Adkins, Lawrence J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7423,"Davis, Henrietta","Galluccio, Anthony D.","Decker, Marjorie C.","Hees, Bill","Condit, James E., III","Hall, Robert Lee, Sr.","Gordon, Jesse A.","Kelley, Craig A.","Green, Andre Lerone","Sullivan, Michael A.","LaTremouille, Robert J.","Murphy, Brian","Adkins, Lawrence J.","Maher, David P.","Seidel, Sam",skipped,"Simmons, Denise","Reeves, Kenneth E."
7424,"Simmons, Denise","Adkins, Lawrence J.","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7425,"Decker, Marjorie C.","Reeves, Kenneth E.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7426,"Galluccio, Anthony D.","Hees, Bill","Sullivan, Michael A.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7427,"Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7428,"Sullivan, Michael A.","Reeves, Kenneth E.","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7429,"Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7430,"Simmons, Denise","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7431,"Simmons, Denise","Gordon, Jesse A.","Seidel, Sam","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","LaTremouille, Robert J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7432,"Decker, Marjorie C.","Reeves, Kenneth E.","Murphy, Brian","Davis, Henrietta","Simmons, Denise","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.","Hees, Bill","Seidel, Sam","LaTremouille, Robert J.","Hall, Robert Lee, Sr.","Green, Andre Lerone","Gordon, Jesse A.","Condit, James E., III","Adkins, Lawrence J.",skipped
7433,"Reeves, Kenneth E.","Sullivan, Michael A.","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7434,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Seidel, Sam","Simmons, Denise","Murphy, Brian","LaTremouille, Robert J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7435,"Decker, Marjorie C.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7436,"Decker, Marjorie C.","Davis, Henrietta","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7437,"Reeves, Kenneth E.","LaTremouille, Robert J.","Hall, Robert Lee, Sr.","Green, Andre Lerone","Sullivan, Michael A.","Decker, Marjorie C.","Davis, Henrietta","Toomey, Timothy J., Jr.",skipped,"Kelley, Craig A.","Maher, David P.","Simmons, Denise","Seidel, Sam","Hees, Bill","Gordon, Jesse A.","Galluccio, Anthony D.","Adkins, Lawrence J.","Murphy, Brian"
7438,"Seidel, Sam","Kelley, Craig A.","Davis, Henrietta","Sullivan, Michael A.","Green, Andre Lerone","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7439,"Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7440,"Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7441,"Simmons, Denise","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7442,"Simmons, Denise","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Murphy, Brian","Seidel, Sam","Kelley, Craig A.","Galluccio, Anthony D.","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7443,"Sullivan, Michael A.","Galluccio, Anthony D.","Simmons, Denise","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7444,"Murphy, Brian","Davis, Henrietta","Reeves, Kenneth E.","LaTremouille, Robert J.","Maher, David P.","Seidel, Sam","Toomey, Timothy J., Jr.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7445,"Seidel, Sam","Murphy, Brian","Kelley, Craig A.","Davis, Henrietta","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","LaTremouille, Robert J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7446,"Simmons, Denise","Reeves, Kenneth E.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7447,"Adkins, Lawrence J.","Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Green, Andre Lerone","Davis, Henrietta","Decker, Marjorie C.","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7448,"Davis, Henrietta","Decker, Marjorie C.","Gordon, Jesse A.","Reeves, Kenneth E.","Simmons, Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7449,"Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, Denise","Davis, Henrietta","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7450,"Adkins, Lawrence J.","Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","LaTremouille, Robert J.","Davis, Henrietta","Galluccio, Anthony D.","Hall, Robert Lee, Sr.","Hees, Bill","Gordon, Jesse A.","Kelley, Craig A.","Condit, James E., III","Seidel, Sam","Green, Andre Lerone","Murphy, Brian","Maher, David P."
7451,"Decker, Marjorie C.","Simmons, Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7452,"Adkins, Lawrence J.","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7453,"Reeves, Kenneth E.","Simmons, Denise","Decker, Marjorie C.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7454,"Adkins, Lawrence J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7455,"Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Simmons, Denise","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7456,"Reeves, Kenneth E.","Galluccio, Anthony D.","Simmons, Denise","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7457,"Galluccio, Anthony D.","Sullivan, Michael A.","Decker, Marjorie C.","Simmons, Denise","Davis, Henrietta","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Adkins, Lawrence J.","Gordon, Jesse A.","Green, Andre Lerone","Hall, Robert Lee, Sr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7458,"Decker, Marjorie C.","Galluccio, Anthony D.","Reeves, Kenneth E.","Simmons, Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7459,"Gordon, Jesse A.","Davis, Henrietta","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7460,"Decker, Marjorie C.","Galluccio, Anthony D.","Murphy, Brian","Reeves, Kenneth E.","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7461,"Simmons, Denise","Reeves, Kenneth E.","Galluccio, Anthony D.","Adkins, Lawrence J.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7462,"Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7463,"Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Davis, Henrietta","Hees, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7464,"Decker, Marjorie C.","Maher, David P.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7465,"Adkins, Lawrence J.","Reeves, Kenneth E.","Simmons, Denise","Decker, Marjorie C.","Sullivan, Michael A.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7466,"Adkins, Lawrence J.","Gordon, Jesse A.","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7467,"Simmons, Denise","Reeves, Kenneth E.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7468,"LaTremouille, Robert J.","Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7469,"Decker, Marjorie C.","Sullivan, Michael A.","Gordon, Jesse A.","Green, Andre Lerone","Hall, Robert Lee, Sr.","Hees, Bill","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7470,"Simmons, Denise","Decker, Marjorie C.","Adkins, Lawrence J.","Reeves, Kenneth E.","Kelley, Craig A.","Davis, Henrietta","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7471,"Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7472,"Adkins, Lawrence J.","Simmons, Denise","Reeves, Kenneth E.","Sullivan, Michael A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7473,"Reeves, Kenneth E.","Simmons, Denise","Decker, Marjorie C.","LaTremouille, Robert J.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7474,"Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,"Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Kelley, Craig A.",skipped,skipped
7475,"Sullivan, Michael A.","Green, Andre Lerone","Hall, Robert Lee, Sr.","Hees, Bill","Kelley, Craig A.","Seidel, Sam","Adkins, Lawrence J.","Condit, James E., III","Gordon, Jesse A.","LaTremouille, Robert J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7476,skipped,"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7477,"Kelley, Craig A.","Adkins, Lawrence J.","Davis, Henrietta","Galluccio, Anthony D.","Maher, David P.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7478,"Murphy, Brian","Davis, Henrietta","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7479,"Reeves, Kenneth E.","Sullivan, Michael A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7480,"Reeves, Kenneth E.","Sullivan, Michael A.","Adkins, Lawrence J.","Maher, David P.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7481,"Reeves, Kenneth E.","Sullivan, Michael A.","Galluccio, Anthony D.","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7482,"Kelley, Craig A.","Reeves, Kenneth E.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7483,"Simmons, Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7484,"Reeves, Kenneth E.","Adkins, Lawrence J.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Simmons, Denise","Maher, David P.","Toomey, Timothy J., Jr.","Murphy, Brian","Gordon, Jesse A.","Green, Andre Lerone","Hall, Robert Lee, Sr.","Hees, Bill","Kelley, Craig A.","LaTremouille, Robert J.","Seidel, Sam","Condit, James E., III","Sullivan, Michael A."
7485,"Reeves, Kenneth E.","Simmons, Denise","Decker, Marjorie C.","Davis, Henrietta","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7486,"Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Murphy, Brian","Maher, David P.","Adkins, Lawrence J.","Hall, Robert Lee, Sr.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped
7487,"Simmons, Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7488,"Reeves, Kenneth E.","Simmons, Denise","Decker, Marjorie C.","Maher, David P.","Murphy, Brian","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7489,"Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7490,"Reeves, Kenneth E.","Adkins, Lawrence J.","Simmons, Denise","Sullivan, Michael A.","Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7491,"Simmons, Denise","Decker, Marjorie C.","Kelley, Craig A.","Davis, Henrietta","Toomey, Timothy J., Jr.","Hees, Bill","Green, Andre Lerone","Gordon, Jesse A.","Sullivan, Michael A.","Adkins, Lawrence J.","Condit, James E., III","Hall, Robert Lee, Sr.","LaTremouille, Robert J.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Galluccio, Anthony D."
7492,"Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7493,"Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7494,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7495,"Sullivan, Michael A.","Maher, David P.","Galluccio, Anthony D.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7496,"Decker, Marjorie C.","Maher, David P.","Sullivan, Michael A.","Reeves, Kenneth E.","Davis, Henrietta","Galluccio, Anthony D.","Gordon, Jesse A.","Murphy, Brian","Simmons, Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7497,"Reeves, Kenneth E.","Simmons, Denise","Davis, Henrietta","Murphy, Brian","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7498,"Murphy, Brian","Maher, David P.","Simmons, Denise","Reeves, Kenneth E.","Seidel, Sam","Toomey, Timothy J., Jr.","Condit, James E., III","Adkins, Lawrence J.","Sullivan, Michael A.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Kelley, Craig A.","Hall, Robert Lee, Sr.","LaTremouille, Robert J.","Hees, Bill","Green, Andre Lerone","Gordon, Jesse A."
7499,"Sullivan, Michael A.","Maher, David P.","LaTremouille, Robert J.","Kelley, Craig A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7500,"Maher, David P.","Galluccio, Anthony D.","Davis, Henrietta","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7501,"Maher, David P.","Davis, Henrietta","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7502,"Reeves, Kenneth E.","Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.",skipped,"Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7503,"Adkins, Lawrence J.","Seidel, Sam","Murphy, Brian","Simmons, Denise","Reeves, Kenneth E.","Sullivan, Michael A.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7504,"Adkins, Lawrence J.","Simmons, Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7505,"Reeves, Kenneth E.","Seidel, Sam","Decker, Marjorie C.","Galluccio, Anthony D.","Gordon, Jesse A.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7506,"Hees, Bill","Gordon, Jesse A.","Sullivan, Michael A.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7507,"Reeves, Kenneth E.","Galluccio, Anthony D.","Simmons, Denise","Adkins, Lawrence J.","Green, Andre Lerone","Hall, Robert Lee, Sr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7508,"Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7509,"Sullivan, Michael A.","Galluccio, Anthony D.","Davis, Henrietta","Condit, James E., III","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7510,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7511,"Reeves, Kenneth E.","Simmons, Denise","Davis, Henrietta","Decker, Marjorie C.","Sullivan, Michael A.","Adkins, Lawrence J.","Green, Andre Lerone","Hall, Robert Lee, Sr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7512,"Reeves, Kenneth E.","Simmons, Denise","Hees, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7513,"Reeves, Kenneth E.","Galluccio, Anthony D.","Adkins, Lawrence J.","Simmons, Denise","Sullivan, Michael A.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7514,"Davis, Henrietta","Sullivan, Michael A.","Decker, Marjorie C.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7515,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7516,"Reeves, Kenneth E.","Seidel, Sam","Simmons, Denise","Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.","Gordon, Jesse A.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7517,"Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Adkins, Lawrence J.","Galluccio, Anthony D.","Seidel, Sam","Maher, David P.","Gordon, Jesse A.","Simmons, Denise","Davis, Henrietta","Murphy, Brian","Sullivan, Michael A.","Kelley, Craig A.","Green, Andre Lerone","Hall, Robert Lee, Sr.","LaTremouille, Robert J.","Condit, James E., III","Hees, Bill"
7518,"Simmons, Denise","Reeves, Kenneth E.","Adkins, Lawrence J.","Sullivan, Michael A.","Decker, Marjorie C.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7519,"Gordon, Jesse A.","Decker, Marjorie C.","Adkins, Lawrence J.","Kelley, Craig A.","Davis, Henrietta","Simmons, Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7520,"Adkins, Lawrence J.","Galluccio, Anthony D.","LaTremouille, Robert J.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7521,"Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7522,"Decker, Marjorie C.","Sullivan, Michael A.","Simmons, Denise","Davis, Henrietta","Adkins, Lawrence J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7523,"Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, Denise","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Murphy, Brian","Davis, Henrietta","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7524,"Galluccio, Anthony D.","Reeves, Kenneth E.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7525,"Simmons, Denise","Davis, Henrietta","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7526,"Simmons, Denise","Davis, Henrietta","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7527,"Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7528,"Murphy, Brian","Simmons, Denise","LaTremouille, Robert J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7529,"Gordon, Jesse A.","Seidel, Sam","Decker, Marjorie C.","Green, Andre Lerone","Adkins, Lawrence J.","Kelley, Craig A.","Condit, James E., III","LaTremouille, Robert J.","Hall, Robert Lee, Sr.","Hees, Bill","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7530,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7531,"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7532,"Simmons, Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7533,"Sullivan, Michael A.","Decker, Marjorie C.","Davis, Henrietta","Simmons, Denise","Reeves, Kenneth E.","Galluccio, Anthony D.","Murphy, Brian","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7534,"Davis, Henrietta","Kelley, Craig A.","Reeves, Kenneth E.","Hees, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7535,"Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7536,"Simmons, Denise","Adkins, Lawrence J.","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
