ranks,ballotID,rank1,rank2,rank3
"['MIKE ALVAREZ COHEN', 'skipped', 'skipped']",1,MIKE ALVAREZ COHEN,skipped,skipped
"['MIKE ALVAREZ COHEN', 'skipped', 'skipped']",2,MIKE ALVAREZ COHEN,skipped,skipped
"['MIKE ALVAREZ COHEN', 'skipped', 'skipped']",3,MIKE ALVAREZ COHEN,skipped,skipped
"['MIKE ALVAREZ COHEN', 'skipped', 'skipped']",4,MIKE ALVAREZ COHEN,skipped,skipped
"['GEORGE BEIER', 'LORI DROSTE', 'JACQUELYN MCCORMICK']",5,GEORGE BEIER,LORI DROSTE,JACQUELYN MCCORMICK
"['GEORGE BEIER', 'LORI DROSTE', 'MIKE ALVAREZ COHEN']",6,GEORGE BEIER,LORI DROSTE,MIKE ALVAREZ COHEN
"['GEORGE BEIER', 'LORI DROSTE', 'MIKE ALVAREZ COHEN']",7,GEORGE BEIER,LORI DROSTE,MIKE ALVAREZ COHEN
"['JACQUELYN MCCORMICK', 'LORI DROSTE', 'GEORGE BEIER']",8,JACQUELYN MCCORMICK,LORI DROSTE,GEORGE BEIER
"['JACQUELYN MCCORMICK', 'LORI DROSTE', 'GEORGE BEIER']",9,JACQUELYN MCCORMICK,LORI DROSTE,GEORGE BEIER
"['GEORGE BEIER', 'GEORGE BEIER', 'GEORGE BEIER']",10,GEORGE BEIER,GEORGE BEIER,GEORGE BEIER
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'skipped']",11,MIKE ALVAREZ COHEN,LORI DROSTE,skipped
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'skipped']",12,MIKE ALVAREZ COHEN,LORI DROSTE,skipped
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'skipped']",13,MIKE ALVAREZ COHEN,LORI DROSTE,skipped
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'skipped']",14,MIKE ALVAREZ COHEN,LORI DROSTE,skipped
"['LORI DROSTE', 'MIKE ALVAREZ COHEN', 'JACQUELYN MCCORMICK']",15,LORI DROSTE,MIKE ALVAREZ COHEN,JACQUELYN MCCORMICK
"['LORI DROSTE', 'MIKE ALVAREZ COHEN', 'JACQUELYN MCCORMICK']",16,LORI DROSTE,MIKE ALVAREZ COHEN,JACQUELYN MCCORMICK
"['LORI DROSTE', 'MIKE ALVAREZ COHEN', 'JACQUELYN MCCORMICK']",17,LORI DROSTE,MIKE ALVAREZ COHEN,JACQUELYN MCCORMICK
"['MIKE ALVAREZ COHEN', 'skipped', 'JACQUELYN MCCORMICK']",18,MIKE ALVAREZ COHEN,skipped,JACQUELYN MCCORMICK
"['MIKE ALVAREZ COHEN', 'JACQUELYN MCCORMICK', 'skipped']",19,MIKE ALVAREZ COHEN,JACQUELYN MCCORMICK,skipped
"['GEORGE BEIER', 'skipped', 'skipped']",20,GEORGE BEIER,skipped,skipped
"['LORI DROSTE', 'JACQUELYN MCCORMICK', 'GEORGE BEIER']",21,LORI DROSTE,JACQUELYN MCCORMICK,GEORGE BEIER
"['LORI DROSTE', 'JACQUELYN MCCORMICK', 'GEORGE BEIER']",22,LORI DROSTE,JACQUELYN MCCORMICK,GEORGE BEIER
"['GEORGE BEIER', 'MIKE ALVAREZ COHEN', 'LORI DROSTE']",23,GEORGE BEIER,MIKE ALVAREZ COHEN,LORI DROSTE
"['GEORGE BEIER', 'MIKE ALVAREZ COHEN', 'LORI DROSTE']",24,GEORGE BEIER,MIKE ALVAREZ COHEN,LORI DROSTE
"['GEORGE BEIER', 'MIKE ALVAREZ COHEN', 'LORI DROSTE']",25,GEORGE BEIER,MIKE ALVAREZ COHEN,LORI DROSTE
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'JACQUELYN MCCORMICK']",26,MIKE ALVAREZ COHEN,LORI DROSTE,JACQUELYN MCCORMICK
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'JACQUELYN MCCORMICK']",27,MIKE ALVAREZ COHEN,LORI DROSTE,JACQUELYN MCCORMICK
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'JACQUELYN MCCORMICK']",28,MIKE ALVAREZ COHEN,LORI DROSTE,JACQUELYN MCCORMICK
"['LORI DROSTE', 'JACQUELYN MCCORMICK', 'MIKE ALVAREZ COHEN']",29,LORI DROSTE,JACQUELYN MCCORMICK,MIKE ALVAREZ COHEN
"['LORI DROSTE', 'JACQUELYN MCCORMICK', 'MIKE ALVAREZ COHEN']",30,LORI DROSTE,JACQUELYN MCCORMICK,MIKE ALVAREZ COHEN
"['LORI DROSTE', 'JACQUELYN MCCORMICK', 'MIKE ALVAREZ COHEN']",31,LORI DROSTE,JACQUELYN MCCORMICK,MIKE ALVAREZ COHEN
"['LORI DROSTE', 'JACQUELYN MCCORMICK', 'MIKE ALVAREZ COHEN']",32,LORI DROSTE,JACQUELYN MCCORMICK,MIKE ALVAREZ COHEN
"['JACQUELYN MCCORMICK', 'LORI DROSTE', 'skipped']",33,JACQUELYN MCCORMICK,LORI DROSTE,skipped
"['JACQUELYN MCCORMICK', 'LORI DROSTE', 'skipped']",34,JACQUELYN MCCORMICK,LORI DROSTE,skipped
"['JACQUELYN MCCORMICK', 'LORI DROSTE', 'skipped']",35,JACQUELYN MCCORMICK,LORI DROSTE,skipped
"['skipped', 'skipped', 'skipped']",36,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",37,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",38,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",39,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",40,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",41,skipped,skipped,skipped
"['MIKE ALVAREZ COHEN', 'GEORGE BEIER', 'skipped']",42,MIKE ALVAREZ COHEN,GEORGE BEIER,skipped
"['MIKE ALVAREZ COHEN', 'GEORGE BEIER', 'skipped']",43,MIKE ALVAREZ COHEN,GEORGE BEIER,skipped
"['MIKE ALVAREZ COHEN', 'GEORGE BEIER', 'skipped']",44,MIKE ALVAREZ COHEN,GEORGE BEIER,skipped
"['MIKE ALVAREZ COHEN', 'GEORGE BEIER', 'skipped']",45,MIKE ALVAREZ COHEN,GEORGE BEIER,skipped
"['MIKE ALVAREZ COHEN', 'GEORGE BEIER', 'skipped']",46,MIKE ALVAREZ COHEN,GEORGE BEIER,skipped
"['MIKE ALVAREZ COHEN', 'GEORGE BEIER', 'skipped']",47,MIKE ALVAREZ COHEN,GEORGE BEIER,skipped
"['MIKE ALVAREZ COHEN', 'GEORGE BEIER', 'skipped']",48,MIKE ALVAREZ COHEN,GEORGE BEIER,skipped
"['MIKE ALVAREZ COHEN', 'GEORGE BEIER', 'skipped']",49,MIKE ALVAREZ COHEN,GEORGE BEIER,skipped
"['GEORGE BEIER', 'MIKE ALVAREZ COHEN', 'skipped']",50,GEORGE BEIER,MIKE ALVAREZ COHEN,skipped
"['GEORGE BEIER', 'MIKE ALVAREZ COHEN', 'skipped']",51,GEORGE BEIER,MIKE ALVAREZ COHEN,skipped
"['GEORGE BEIER', 'MIKE ALVAREZ COHEN', 'skipped']",52,GEORGE BEIER,MIKE ALVAREZ COHEN,skipped
"['GEORGE BEIER', 'MIKE ALVAREZ COHEN', 'skipped']",53,GEORGE BEIER,MIKE ALVAREZ COHEN,skipped
"['JACQUELYN MCCORMICK', 'MIKE ALVAREZ COHEN', 'GEORGE BEIER']",54,JACQUELYN MCCORMICK,MIKE ALVAREZ COHEN,GEORGE BEIER
"['JACQUELYN MCCORMICK', 'GEORGE BEIER', 'LORI DROSTE']",55,JACQUELYN MCCORMICK,GEORGE BEIER,LORI DROSTE
"['JACQUELYN MCCORMICK', 'LORI DROSTE', 'MIKE ALVAREZ COHEN']",56,JACQUELYN MCCORMICK,LORI DROSTE,MIKE ALVAREZ COHEN
"['LORI DROSTE', 'MIKE ALVAREZ COHEN', 'GEORGE BEIER']",57,LORI DROSTE,MIKE ALVAREZ COHEN,GEORGE BEIER
"['LORI DROSTE', 'MIKE ALVAREZ COHEN', 'GEORGE BEIER']",58,LORI DROSTE,MIKE ALVAREZ COHEN,GEORGE BEIER
"['JACQUELYN MCCORMICK', 'MIKE ALVAREZ COHEN', 'LORI DROSTE']",59,JACQUELYN MCCORMICK,MIKE ALVAREZ COHEN,LORI DROSTE
"['JACQUELYN MCCORMICK', 'MIKE ALVAREZ COHEN', 'LORI DROSTE']",60,JACQUELYN MCCORMICK,MIKE ALVAREZ COHEN,LORI DROSTE
"['JACQUELYN MCCORMICK', 'MIKE ALVAREZ COHEN', 'LORI DROSTE']",61,JACQUELYN MCCORMICK,MIKE ALVAREZ COHEN,LORI DROSTE
"['JACQUELYN MCCORMICK', 'JACQUELYN MCCORMICK', 'JACQUELYN MCCORMICK']",62,JACQUELYN MCCORMICK,JACQUELYN MCCORMICK,JACQUELYN MCCORMICK
"['LORI DROSTE', 'MIKE ALVAREZ COHEN', 'GEORGE BEIER']",63,LORI DROSTE,MIKE ALVAREZ COHEN,GEORGE BEIER
"['GEORGE BEIER', 'MIKE ALVAREZ COHEN', 'JACQUELYN MCCORMICK']",64,GEORGE BEIER,MIKE ALVAREZ COHEN,JACQUELYN MCCORMICK
"['MIKE ALVAREZ COHEN', 'GEORGE BEIER', 'JACQUELYN MCCORMICK']",65,MIKE ALVAREZ COHEN,GEORGE BEIER,JACQUELYN MCCORMICK
"['LORI DROSTE', 'JACQUELYN MCCORMICK', 'MIKE ALVAREZ COHEN']",66,LORI DROSTE,JACQUELYN MCCORMICK,MIKE ALVAREZ COHEN
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'GEORGE BEIER']",67,MIKE ALVAREZ COHEN,LORI DROSTE,GEORGE BEIER
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'GEORGE BEIER']",68,MIKE ALVAREZ COHEN,LORI DROSTE,GEORGE BEIER
"['MIKE ALVAREZ COHEN', 'LORI DROSTE', 'GEORGE BEIER']",69,MIKE ALVAREZ COHEN,LORI DROSTE,GEORGE BEIER
