ranks,ballotID,rank1,rank2,rank3
"['writein', 'skipped', 'skipped']",1,writein,skipped,skipped
"['writein', 'writein', 'writein']",2,writein,writein,writein
"['Mary Merrill Anderson', 'writein', 'skipped']",3,Mary Merrill Anderson,writein,skipped
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",4,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",5,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",6,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",7,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",8,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",9,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",10,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",11,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",12,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",13,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",14,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",15,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",16,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",17,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",18,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",19,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",20,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",21,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",22,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",23,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Butler']",24,Mary Merrill Anderson,Nancy Bernard,John Butler
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",25,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",26,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",27,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",28,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",29,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",30,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",31,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",32,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",33,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",34,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",35,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",36,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",37,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",38,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",39,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",40,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'John Erwin']",41,Mary Merrill Anderson,Nancy Bernard,John Erwin
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",42,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",43,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",44,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",45,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",46,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",47,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",48,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",49,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",50,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",51,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",52,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",53,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",54,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",55,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",56,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",57,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",58,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",59,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",60,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",61,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",62,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",63,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",64,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",65,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",66,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Bob Fine']",67,Mary Merrill Anderson,Nancy Bernard,Bob Fine
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",68,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",69,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",70,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",71,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",72,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",73,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",74,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",75,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",76,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",77,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",78,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",79,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",80,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",81,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",82,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",83,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",84,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",85,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",86,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",87,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",88,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'Tom Nordyke']",89,Mary Merrill Anderson,Nancy Bernard,Tom Nordyke
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",90,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",91,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",92,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",93,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",94,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",95,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",96,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",97,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",98,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",99,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",100,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",101,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",102,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",103,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'David Wahstedt']",104,Mary Merrill Anderson,Nancy Bernard,David Wahstedt
"['Mary Merrill Anderson', 'Nancy Bernard', 'skipped']",105,Mary Merrill Anderson,Nancy Bernard,skipped
"['Mary Merrill Anderson', 'Nancy Bernard', 'skipped']",106,Mary Merrill Anderson,Nancy Bernard,skipped
"['Mary Merrill Anderson', 'Nancy Bernard', 'skipped']",107,Mary Merrill Anderson,Nancy Bernard,skipped
"['Mary Merrill Anderson', 'Nancy Bernard', 'skipped']",108,Mary Merrill Anderson,Nancy Bernard,skipped
"['Mary Merrill Anderson', 'Nancy Bernard', 'skipped']",109,Mary Merrill Anderson,Nancy Bernard,skipped
"['Mary Merrill Anderson', 'Nancy Bernard', 'skipped']",110,Mary Merrill Anderson,Nancy Bernard,skipped
"['Mary Merrill Anderson', 'Nancy Bernard', 'skipped']",111,Mary Merrill Anderson,Nancy Bernard,skipped
"['Mary Merrill Anderson', 'Nancy Bernard', 'skipped']",112,Mary Merrill Anderson,Nancy Bernard,skipped
