ballotID,rank1,rank2,rank3
1,LAURIE CAPITELLI,skipped,skipped
2,LAURIE CAPITELLI,BEN GOULD,BERNT RAINER WAHL
3,LAURIE CAPITELLI,KRISS WORTHINGTON,JESSE ARREGUÍN
4,JESSE ARREGUÍN,JESSE ARREGUÍN,GUY ''MIKE'' LEE
5,LAURIE CAPITELLI,skipped,skipped
6,LAURIE CAPITELLI,BERNT RAINER WAHL,JESSE ARREGUÍN
7,JESSE ARREGUÍN,KRISS WORTHINGTON,skipped
8,LAURIE CAPITELLI,skipped,skipped
9,BERNT RAINER WAHL,KRISS WORTHINGTON,LAURIE CAPITELLI
10,NAOMI D. PETE,BERNT RAINER WAHL,GUY ''MIKE'' LEE
11,LAURIE CAPITELLI,BERNT RAINER WAHL,JESSE ARREGUÍN
12,LAURIE CAPITELLI,JESSE ARREGUÍN,skipped
13,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI
14,LAURIE CAPITELLI,JESSE ARREGUÍN,skipped
15,KRISS WORTHINGTON,ZACHARY RUNNINGWOLF,BERNT RAINER WAHL
16,KRISS WORTHINGTON,ZACHARY RUNNINGWOLF,BERNT RAINER WAHL
17,LAURIE CAPITELLI,skipped,skipped
18,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI
19,BEN GOULD,LAURIE CAPITELLI,skipped
20,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON
21,BEN GOULD,GUY ''MIKE'' LEE,GUY ''MIKE'' LEE
22,LAURIE CAPITELLI,JESSE ARREGUÍN,KRISS WORTHINGTON
23,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI
24,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI
25,LAURIE CAPITELLI,JESSE ARREGUÍN,skipped
26,JESSE ARREGUÍN,BERNT RAINER WAHL,skipped
27,BEN GOULD,LAURIE CAPITELLI,LAURIE CAPITELLI
28,GUY ''MIKE'' LEE,KRISS WORTHINGTON,JESSE ARREGUÍN
29,LAURIE CAPITELLI,JESSE ARREGUÍN,BEN GOULD
30,LAURIE CAPITELLI,JESSE ARREGUÍN,KRISS WORTHINGTON
31,LAURIE CAPITELLI,skipped,skipped
32,JESSE ARREGUÍN,LAURIE CAPITELLI,skipped
