ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
2894,"Gerber, Joyce C.","Holland, John J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
2895,"Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Fantini, Alfred B.","Osborne, Mervan F.","Harding, Jr., Richard","Holland, John J.","Kadete, Elechi M.","Gerber, Joyce C."
2896,"Nolan, Patricia M.","Osborne, Mervan F.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
2897,"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2898,"Cronin, Fran Albin","Osborne, Mervan F.","Gerber, Joyce C.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
2899,"Gerber, Joyce C.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
2900,"Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
2901,"Nolan, Patricia M.","Cronin, Fran Albin","Gerber, Joyce C.","Osborne, Mervan F.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
2902,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2903,"Nolan, Patricia M.","Kelly, Kathleen M.","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
2904,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2905,"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Osborne, Mervan F.","Gerber, Joyce C.","Holland, John J.",skipped,skipped,skipped
2906,"Cronin, Fran Albin","Osborne, Mervan F.","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Holland, John J.","Harding, Jr., Richard","Gerber, Joyce C.","Fantini, Alfred B."
2907,"Cronin, Fran Albin","Nolan, Patricia M.","Gerber, Joyce C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
2908,"Osborne, Mervan F.","Cronin, Fran Albin","Nolan, Patricia M.","Gerber, Joyce C.","Kelly, Kathleen M.","Harding, Jr., Richard","Kadete, Elechi M.","Fantini, Alfred B.","Holland, John J."
2909,"Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
2910,"Cronin, Fran Albin","Kelly, Kathleen M.","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
2911,"Harding, Jr., Richard","Gerber, Joyce C.","Nolan, Patricia M.","Osborne, Mervan F.","Holland, John J.","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped
2912,"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
2913,"Nolan, Patricia M.","Cronin, Fran Albin","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
2914,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.",skipped,skipped,skipped
2915,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2916,"Kelly, Kathleen M.","Osborne, Mervan F.","Nolan, Patricia M.","Cronin, Fran Albin","Gerber, Joyce C.","Fantini, Alfred B.",skipped,skipped,skipped
2917,"Gerber, Joyce C.","Cronin, Fran Albin","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
2918,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2919,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2920,"Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2921,"Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
2922,"Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.","Cronin, Fran Albin","Gerber, Joyce C.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped
2923,"Cronin, Fran Albin","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
2924,"Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2925,"Gerber, Joyce C.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
2926,"Cronin, Fran Albin","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
2927,"Gerber, Joyce C.","Osborne, Mervan F.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
2928,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2929,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2930,"Cronin, Fran Albin","Gerber, Joyce C.","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
2931,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2932,"Kelly, Kathleen M.","Kadete, Elechi M.","Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Gerber, Joyce C.","Osborne, Mervan F.",skipped,skipped
2933,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2934,"Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
2935,"Gerber, Joyce C.","Nolan, Patricia M.","Osborne, Mervan F.","Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped
2936,"Nolan, Patricia M.","Gerber, Joyce C.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
2937,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2938,"Nolan, Patricia M.","Gerber, Joyce C.","Cronin, Fran Albin","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
2939,"Holland, John J.","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Osborne, Mervan F.","Gerber, Joyce C.",skipped
2940,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2941,"Holland, John J.","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
2942,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2943,"Cronin, Fran Albin","Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.","Osborne, Mervan F.",skipped,skipped,skipped,skipped
2944,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2945,"Holland, John J.","Kadete, Elechi M.","Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C.",skipped,skipped,skipped,skipped
2946,"Nolan, Patricia M.","Osborne, Mervan F.","Kelly, Kathleen M.","Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
2947,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2948,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2949,"Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2950,"Gerber, Joyce C.","Fantini, Alfred B.","Osborne, Mervan F.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
2951,"Osborne, Mervan F.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2952,"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
2953,"Gerber, Joyce C.","Cronin, Fran Albin","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
2954,"Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C.","Nolan, Patricia M.","Osborne, Mervan F.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped
2955,"Cronin, Fran Albin","Nolan, Patricia M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
2956,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2957,"Osborne, Mervan F.","Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped
2958,"Nolan, Patricia M.","Harding, Jr., Richard","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
2959,"Nolan, Patricia M.","Gerber, Joyce C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
2960,"Nolan, Patricia M.","Gerber, Joyce C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
2961,"Fantini, Alfred B.","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
2962,"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Osborne, Mervan F.","Cronin, Fran Albin","Gerber, Joyce C.","Holland, John J.","Kadete, Elechi M."
2963,"Gerber, Joyce C.","Kadete, Elechi M.","Holland, John J.","Cronin, Fran Albin","Osborne, Mervan F.",skipped,skipped,skipped,skipped
2964,"Fantini, Alfred B.","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
2965,"Kelly, Kathleen M.","Osborne, Mervan F.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
2966,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2967,"Osborne, Mervan F.","Fantini, Alfred B.","Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
2968,"Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2969,"Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2970,"Fantini, Alfred B.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2971,"Holland, John J.","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped
2972,"Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2973,"Osborne, Mervan F.","Nolan, Patricia M.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
2974,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2975,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2976,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2977,"Osborne, Mervan F.","Cronin, Fran Albin","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
2978,"Gerber, Joyce C.","Osborne, Mervan F.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
2979,"Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M.","Holland, John J.",skipped,skipped,skipped,skipped,skipped
2980,"Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2981,"Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
2982,"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
2983,"Fantini, Alfred B.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
2984,"Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M.","Gerber, Joyce C.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped
2985,"Harding, Jr., Richard","Fantini, Alfred B.","Osborne, Mervan F.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
2986,"Gerber, Joyce C.","Nolan, Patricia M.","Cronin, Fran Albin","Kadete, Elechi M.","Holland, John J.","Osborne, Mervan F.",skipped,skipped,skipped
2987,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2988,"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Kadete, Elechi M.","Cronin, Fran Albin","Fantini, Alfred B.","Gerber, Joyce C.","Holland, John J.","Osborne, Mervan F."
2989,"Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2990,"Kelly, Kathleen M.","Cronin, Fran Albin","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
2991,"Gerber, Joyce C.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
2992,"Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Osborne, Mervan F.","Cronin, Fran Albin","Fantini, Alfred B.","Gerber, Joyce C.","Holland, John J.","Harding, Jr., Richard"
2993,"Cronin, Fran Albin","Nolan, Patricia M.","Harding, Jr., Richard","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
2994,"Kelly, Kathleen M.","Nolan, Patricia M.","Gerber, Joyce C.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
2995,"Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Osborne, Mervan F.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped
2996,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2997,"Kelly, Kathleen M.","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
2998,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2999,"Harding, Jr., Richard","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
3000,"Holland, John J.","Osborne, Mervan F.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
3001,"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
3002,"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3003,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3004,"Nolan, Patricia M.","Osborne, Mervan F.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3005,"Nolan, Patricia M.","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
3006,"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
3007,"Nolan, Patricia M.","Fantini, Alfred B.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
3008,"Nolan, Patricia M.","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
3009,"Osborne, Mervan F.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
3010,"Kelly, Kathleen M.","Holland, John J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
3011,"Kelly, Kathleen M.","Osborne, Mervan F.","Cronin, Fran Albin","Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.","Holland, John J.",skipped,skipped
3012,"Harding, Jr., Richard","Fantini, Alfred B.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
3013,"Gerber, Joyce C.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3014,"Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.","Harding, Jr., Richard","Holland, John J.","Osborne, Mervan F.",skipped,skipped,skipped
3015,"Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
3016,"Gerber, Joyce C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3017,"Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3018,"Gerber, Joyce C.","Osborne, Mervan F.","Kadete, Elechi M.","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M.","Holland, John J.","Harding, Jr., Richard"
3019,"Nolan, Patricia M.","Gerber, Joyce C.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
3020,"Osborne, Mervan F.","Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
3021,"Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped
3022,"Nolan, Patricia M.","Osborne, Mervan F.","Harding, Jr., Richard","Holland, John J.","Cronin, Fran Albin","Gerber, Joyce C.","Kelly, Kathleen M.","Fantini, Alfred B.","Kadete, Elechi M."
3023,"Nolan, Patricia M.","Kelly, Kathleen M.","Gerber, Joyce C.","Kadete, Elechi M.","Osborne, Mervan F.","Harding, Jr., Richard","Holland, John J.","Fantini, Alfred B.","Cronin, Fran Albin"
3024,"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Gerber, Joyce C.",skipped,skipped,skipped
3025,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3026,"Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
3027,"Osborne, Mervan F.","Nolan, Patricia M.","Gerber, Joyce C.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped
3028,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3029,"Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Osborne, Mervan F.","Fantini, Alfred B.","Kelly, Kathleen M.","Gerber, Joyce C.","Holland, John J.","Kadete, Elechi M."
3030,"Nolan, Patricia M.","Kelly, Kathleen M.","Gerber, Joyce C.","Cronin, Fran Albin","Fantini, Alfred B.","Osborne, Mervan F.","Kadete, Elechi M.","Harding, Jr., Richard","Holland, John J."
3031,"Cronin, Fran Albin","Nolan, Patricia M.","Harding, Jr., Richard","Holland, John J.",skipped,skipped,skipped,skipped,skipped
3032,"Cronin, Fran Albin","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
3033,"Nolan, Patricia M.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3034,"Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3035,"Nolan, Patricia M.","Gerber, Joyce C.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
3036,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3037,"Gerber, Joyce C.","Nolan, Patricia M.","Osborne, Mervan F.","Kadete, Elechi M.","Holland, John J.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped
3038,"Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Holland, John J.","Kadete, Elechi M.","Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C."
3039,"Cronin, Fran Albin","Gerber, Joyce C.","Kelly, Kathleen M.","Kadete, Elechi M.","Holland, John J.",skipped,skipped,skipped,skipped
3040,"Cronin, Fran Albin","Kelly, Kathleen M.","Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
3041,"Nolan, Patricia M.","Kadete, Elechi M.","Osborne, Mervan F.","Holland, John J.","Cronin, Fran Albin",skipped,skipped,skipped,skipped
3042,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3043,"Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
3044,"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard","Holland, John J.","Kadete, Elechi M.","Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C."
3045,"Cronin, Fran Albin","Gerber, Joyce C.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
3046,"Cronin, Fran Albin","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3047,"Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3048,"Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3049,"Cronin, Fran Albin","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
3050,"Gerber, Joyce C.","Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
3051,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3052,"Osborne, Mervan F.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C.",skipped,skipped,skipped
3053,"Nolan, Patricia M.","Gerber, Joyce C.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
3054,"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Gerber, Joyce C.","Fantini, Alfred B.","Osborne, Mervan F.",skipped,skipped,skipped
3055,"Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3056,"Nolan, Patricia M.","Harding, Jr., Richard","Holland, John J.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped
3057,"Holland, John J.","Gerber, Joyce C.","Nolan, Patricia M.","Osborne, Mervan F.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
3058,"Nolan, Patricia M.","Kelly, Kathleen M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
3059,"Holland, John J.","Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
3060,"Nolan, Patricia M.","Holland, John J.","Gerber, Joyce C.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
3061,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3062,"Cronin, Fran Albin","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3063,"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped
3064,"Fantini, Alfred B.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3065,"Gerber, Joyce C.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3066,"Kelly, Kathleen M.","Gerber, Joyce C.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3067,"Cronin, Fran Albin","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
3068,"Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3069,"Fantini, Alfred B.","Gerber, Joyce C.","Harding, Jr., Richard","Holland, John J.","Kadete, Elechi M.","Osborne, Mervan F.",skipped,skipped,skipped
3070,"Nolan, Patricia M.","Kelly, Kathleen M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
3071,"Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Osborne, Mervan F.",skipped,skipped,skipped
3072,"Nolan, Patricia M.","Osborne, Mervan F.","Kadete, Elechi M.","Holland, John J.",skipped,skipped,skipped,skipped,skipped
3073,"Harding, Jr., Richard","Osborne, Mervan F.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
3074,"Nolan, Patricia M.","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
3075,"Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3076,"Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3077,"Gerber, Joyce C.","Nolan, Patricia M.","Fantini, Alfred B.","Osborne, Mervan F.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped
3078,"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C.","Holland, John J.","Kadete, Elechi M."
3079,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3080,"Gerber, Joyce C.","Nolan, Patricia M.","Fantini, Alfred B.","Osborne, Mervan F.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped
3081,"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.","Holland, John J.",skipped,skipped,skipped,skipped
3082,"Gerber, Joyce C.","Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Kadete, Elechi M.","Cronin, Fran Albin","Holland, John J."
3083,"Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
3084,"Cronin, Fran Albin","Osborne, Mervan F.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
3085,"Osborne, Mervan F.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3086,"Holland, John J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3087,"Cronin, Fran Albin","Kelly, Kathleen M.","Kadete, Elechi M.","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped
3088,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3089,"Cronin, Fran Albin","Gerber, Joyce C.","Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped
3090,"Nolan, Patricia M.","Kelly, Kathleen M.","Gerber, Joyce C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
3091,"Holland, John J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3092,"Holland, John J.","Harding, Jr., Richard","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
3093,"Gerber, Joyce C.","Kelly, Kathleen M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
