ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12
18473,"Nolan, Patricia M.","Bowman, Manikka L.","Fantini, Alfred B.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18474,"Weinstein, David J.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Kelly, Kathleen M.","Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
18475,"Kelly, Kathleen M.","Nolan, Patricia M.","Kimbrough, Laurance V.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18476,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18477,"Kimbrough, Laurance V.","Kadete, Elechi M.","Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18478,"Nolan, Patricia M.","Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Fantini, Alfred B.","Kelly, Kathleen M.","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
18479,"Fantini, Alfred B.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18480,"Nolan, Patricia M.","Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18481,"Fantini, Alfred B.","Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18482,"Fantini, Alfred B.","Kelly, Kathleen M.","Dexter, Emily R.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18483,"Dexter, Emily R.","Kelly, Kathleen M.","Fantini, Alfred B.","Kadete, Elechi M.","MacArthur, William","Kimbrough, Laurance V.","Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.",skipped,skipped,skipped
18484,"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Kadete, Elechi M.","MacArthur, William","Cronin, Fran A.","Mitros, Piotr Flawiusz","Dexter, Emily R.","Crutchfield, Jake W.","Fantini, Alfred B.","Kimbrough, Laurance V.","Weinstein, David J."
18485,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18486,"Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18487,"Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18488,"Fantini, Alfred B.","Cronin, Fran A.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
18489,"Mitros, Piotr Flawiusz","Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.","Cronin, Fran A.","Crutchfield, Jake W.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
18490,"Kelly, Kathleen M.","Nolan, Patricia M.","Fantini, Alfred B.","Dexter, Emily R.","Bowman, Manikka L.","MacArthur, William","Weinstein, David J.","Crutchfield, Jake W.","Cronin, Fran A.","Kadete, Elechi M.","Kimbrough, Laurance V.","Mitros, Piotr Flawiusz"
18491,"MacArthur, William","Weinstein, David J.","Fantini, Alfred B.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Dexter, Emily R.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped
18492,"Fantini, Alfred B.","Kadete, Elechi M.","Kelly, Kathleen M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.","Cronin, Fran A.","Crutchfield, Jake W.","Dexter, Emily R."
18493,"Fantini, Alfred B.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18494,"Fantini, Alfred B.","Cronin, Fran A.","Kelly, Kathleen M.","Kimbrough, Laurance V.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18495,"Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18496,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18497,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18498,"Dexter, Emily R.","Kelly, Kathleen M.","Bowman, Manikka L.","Fantini, Alfred B.","MacArthur, William","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
18499,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18500,"Crutchfield, Jake W.","Mitros, Piotr Flawiusz","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18501,"Cronin, Fran A.","Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.","Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Bowman, Manikka L.","Kimbrough, Laurance V.","MacArthur, William","Weinstein, David J.","Kelly, Kathleen M.","Kadete, Elechi M."
18502,"Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18503,"Fantini, Alfred B.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18504,"Bowman, Manikka L.","Nolan, Patricia M.","Fantini, Alfred B.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18505,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18506,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18507,"Dexter, Emily R.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18508,"Crutchfield, Jake W.","Cronin, Fran A.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18509,"Weinstein, David J.","Crutchfield, Jake W.","Cronin, Fran A.","Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.","Kelly, Kathleen M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Fantini, Alfred B.",skipped
18510,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18511,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18512,"MacArthur, William","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18513,"Dexter, Emily R.","Weinstein, David J.","Kelly, Kathleen M.","Mitros, Piotr Flawiusz","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18514,"Kimbrough, Laurance V.","Kadete, Elechi M.","Fantini, Alfred B.","Weinstein, David J.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18515,"Weinstein, David J.","Kelly, Kathleen M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18516,"Kimbrough, Laurance V.","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18517,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran A.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18518,"Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Crutchfield, Jake W.","Kadete, Elechi M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Weinstein, David J.","Cronin, Fran A."
18519,"MacArthur, William","Kimbrough, Laurance V.","Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.","Weinstein, David J.","Mitros, Piotr Flawiusz","Cronin, Fran A.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped
18520,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18521,"Kelly, Kathleen M.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18522,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18523,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18524,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18525,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18526,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18527,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18528,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18529,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18530,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18531,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18532,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18533,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18534,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18535,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18536,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18537,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18538,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18539,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18540,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18541,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18542,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18543,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18544,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18545,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18546,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18547,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18548,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18549,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18550,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18551,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18552,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18553,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18554,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18555,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18556,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18557,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18558,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18559,Write-In 01,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18560,"Crutchfield, Jake W.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18561,"Kimbrough, Laurance V.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,overvote
18562,Write-In 01,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18563,Write-In 01,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18564,"MacArthur, William","Crutchfield, Jake W.","Kadete, Elechi M.","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran A.",Write-In 01,skipped,skipped,skipped,skipped,skipped
18565,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18566,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18567,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18568,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18569,"Fantini, Alfred B.","Weinstein, David J.","Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18570,"Kelly, Kathleen M.","Crutchfield, Jake W.","Weinstein, David J.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18571,"Bowman, Manikka L.","Kimbrough, Laurance V.","Kadete, Elechi M.","Nolan, Patricia M.","Cronin, Fran A.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
18572,"Crutchfield, Jake W.","MacArthur, William","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18573,"Bowman, Manikka L.","Kelly, Kathleen M.","Dexter, Emily R.","Cronin, Fran A.","Crutchfield, Jake W.","Kadete, Elechi M.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped
18574,"Kimbrough, Laurance V.","Crutchfield, Jake W.","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18575,"Crutchfield, Jake W.","Kadete, Elechi M.","Dexter, Emily R.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18576,"Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
18577,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18578,"Nolan, Patricia M.","Kadete, Elechi M.","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18579,"Bowman, Manikka L.","Crutchfield, Jake W.","Cronin, Fran A.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18580,"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18581,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18582,"Kelly, Kathleen M.","Bowman, Manikka L.","Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran A.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
18583,"Bowman, Manikka L.","Cronin, Fran A.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18584,"Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18585,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18586,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18587,"Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,"Nolan, Patricia M.",skipped,skipped,skipped,skipped
18588,"Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18589,"Fantini, Alfred B.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18590,"Mitros, Piotr Flawiusz","Cronin, Fran A.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18591,"Crutchfield, Jake W.","Kimbrough, Laurance V.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18592,"Nolan, Patricia M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18593,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18594,"Nolan, Patricia M.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18595,"Bowman, Manikka L.","Cronin, Fran A.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18596,"Nolan, Patricia M.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Dexter, Emily R.","Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
18597,"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kimbrough, Laurance V.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped
18598,"Crutchfield, Jake W.","Bowman, Manikka L.","Kelly, Kathleen M.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18599,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18600,"Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18601,"Kelly, Kathleen M.","Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.","Fantini, Alfred B.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped
18602,"Cronin, Fran A.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18603,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18604,"Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.","MacArthur, William","Kimbrough, Laurance V.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
18605,"Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18606,"Fantini, Alfred B.","Dexter, Emily R.","Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18607,"Crutchfield, Jake W.","Kadete, Elechi M.","Kimbrough, Laurance V.","Fantini, Alfred B.","Weinstein, David J.","MacArthur, William","Dexter, Emily R.","Nolan, Patricia M.","Mitros, Piotr Flawiusz","Cronin, Fran A.","Kelly, Kathleen M.","Bowman, Manikka L."
18608,"Bowman, Manikka L.","Dexter, Emily R.","Kimbrough, Laurance V.","Kadete, Elechi M.","Nolan, Patricia M.","Weinstein, David J.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
18609,"Nolan, Patricia M.","Mitros, Piotr Flawiusz","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18610,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18611,"Kimbrough, Laurance V.","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18612,"Kimbrough, Laurance V.","Dexter, Emily R.","Weinstein, David J.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18613,"Kimbrough, Laurance V.","Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18614,"Mitros, Piotr Flawiusz","Weinstein, David J.","Bowman, Manikka L.","Fantini, Alfred B.","Kadete, Elechi M.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped
18615,"Nolan, Patricia M.","Dexter, Emily R.","Mitros, Piotr Flawiusz","Fantini, Alfred B.","Kadete, Elechi M.","MacArthur, William","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
18616,"Nolan, Patricia M.","Dexter, Emily R.","Mitros, Piotr Flawiusz","Fantini, Alfred B.","Kadete, Elechi M.","Crutchfield, Jake W.","MacArthur, William","Weinstein, David J.",skipped,skipped,skipped,skipped
18617,"Nolan, Patricia M.","Kadete, Elechi M.","Kimbrough, Laurance V.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18618,"Mitros, Piotr Flawiusz","Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18619,"Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18620,"Kimbrough, Laurance V.","Crutchfield, Jake W.","Nolan, Patricia M.","Cronin, Fran A.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18621,"Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18622,"Crutchfield, Jake W.","Nolan, Patricia M.","Dexter, Emily R.","Cronin, Fran A.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18623,"Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18624,"Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.","MacArthur, William","Bowman, Manikka L.","Mitros, Piotr Flawiusz","Weinstein, David J.","Cronin, Fran A.","Fantini, Alfred B.","Kadete, Elechi M.","Kelly, Kathleen M.","Kimbrough, Laurance V."
18625,"Kimbrough, Laurance V.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18626,"Crutchfield, Jake W.","Dexter, Emily R.","MacArthur, William","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
18627,"MacArthur, William",skipped,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18628,"Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18629,"Kimbrough, Laurance V.","Nolan, Patricia M.","Bowman, Manikka L.","Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Kelly, Kathleen M.","MacArthur, William",skipped,skipped,skipped,skipped,skipped
18630,"Fantini, Alfred B.","Dexter, Emily R.","Bowman, Manikka L.","Cronin, Fran A.","Crutchfield, Jake W.","Nolan, Patricia M.","MacArthur, William","Mitros, Piotr Flawiusz","Kimbrough, Laurance V.","Kadete, Elechi M.","Kelly, Kathleen M.","Weinstein, David J."
18631,"Bowman, Manikka L.","Kimbrough, Laurance V.","Crutchfield, Jake W.","Dexter, Emily R.","Weinstein, David J.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped
18632,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18633,"Crutchfield, Jake W.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18634,"Kimbrough, Laurance V.","Mitros, Piotr Flawiusz","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18635,"Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18636,"Kadete, Elechi M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18637,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18638,"Dexter, Emily R.","Nolan, Patricia M.","MacArthur, William","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18639,"Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Cronin, Fran A.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
18640,"Kimbrough, Laurance V.","Nolan, Patricia M.","Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18641,"Bowman, Manikka L.","Cronin, Fran A.","Kimbrough, Laurance V.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18642,"Dexter, Emily R.","Nolan, Patricia M.","Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Weinstein, David J.","Kimbrough, Laurance V.","Kadete, Elechi M.","MacArthur, William","Fantini, Alfred B.","Cronin, Fran A.","Bowman, Manikka L.","Kelly, Kathleen M."
18643,"Dexter, Emily R.","Nolan, Patricia M.","Crutchfield, Jake W.","MacArthur, William","Mitros, Piotr Flawiusz","Fantini, Alfred B.","Weinstein, David J.","Kelly, Kathleen M.","Cronin, Fran A.",skipped,skipped,skipped
18644,"Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18645,"Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18646,"Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Fantini, Alfred B.","MacArthur, William","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped
18647,"Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
18648,"Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
