ranks,ballotID,rank1,rank2,rank3
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",1,CHRISTOPHER DOBBINS,skipped,skipped
"['skipped', 'skipped', 'skipped']",2,skipped,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",3,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",4,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",5,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",6,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",7,CHRISTOPHER DOBBINS,skipped,skipped
"['skipped', 'skipped', 'skipped']",8,skipped,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",9,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",10,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS']",11,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS
"['skipped', 'skipped', 'skipped']",12,skipped,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",13,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS']",14,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS
"['skipped', 'skipped', 'skipped']",15,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",16,skipped,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",17,CHRISTOPHER DOBBINS,skipped,skipped
"['skipped', 'skipped', 'skipped']",18,skipped,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",19,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS']",20,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS
"['CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS']",21,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS
"['skipped', 'skipped', 'skipped']",22,skipped,skipped,skipped
"['CHRISTOPHER DOBBINS', 'writein', 'writein']",23,CHRISTOPHER DOBBINS,writein,writein
"['CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS']",24,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",25,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",26,CHRISTOPHER DOBBINS,skipped,skipped
"['skipped', 'skipped', 'skipped']",27,skipped,skipped,skipped
"['CHRISTOPHER DOBBINS', 'CHRISTOPHER DOBBINS', 'writein']",28,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,writein
"['CHRISTOPHER DOBBINS', 'writein', 'writein']",29,CHRISTOPHER DOBBINS,writein,writein
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",30,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",31,CHRISTOPHER DOBBINS,skipped,skipped
"['writein', 'skipped', 'skipped']",32,writein,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",33,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",34,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",35,CHRISTOPHER DOBBINS,skipped,skipped
"['CHRISTOPHER DOBBINS', 'skipped', 'skipped']",36,CHRISTOPHER DOBBINS,skipped,skipped
