ranks,ballotID,rank1,rank2,rank3
"['NATASHA MIDDLETON', 'NATASHA MIDDLETON', 'NATASHA MIDDLETON']",1,NATASHA MIDDLETON,NATASHA MIDDLETON,NATASHA MIDDLETON
"['DESLEY BROOKS', 'LOREN TAYLOR', 'MYA WHITAKER']",2,DESLEY BROOKS,LOREN TAYLOR,MYA WHITAKER
"['DESLEY BROOKS', 'skipped', 'skipped']",3,DESLEY BROOKS,skipped,skipped
"['skipped', 'skipped', 'skipped']",4,skipped,skipped,skipped
"['DESLEY BROOKS', 'LOREN TAYLOR', 'DESLEY BROOKS']",5,DESLEY BROOKS,LOREN TAYLOR,DESLEY BROOKS
"['DESLEY BROOKS', 'DESLEY BROOKS', 'DESLEY BROOKS']",6,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
"['MARLO RODRIGUEZ', 'MYA WHITAKER', 'DESLEY BROOKS']",7,MARLO RODRIGUEZ,MYA WHITAKER,DESLEY BROOKS
"['DESLEY BROOKS', 'DESLEY BROOKS', 'DESLEY BROOKS']",8,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
"['DESLEY BROOKS', 'NATASHA MIDDLETON', 'MYA WHITAKER']",9,DESLEY BROOKS,NATASHA MIDDLETON,MYA WHITAKER
"['LOREN TAYLOR', 'NATASHA MIDDLETON', 'MYA WHITAKER']",10,LOREN TAYLOR,NATASHA MIDDLETON,MYA WHITAKER
"['DESLEY BROOKS', 'NATASHA MIDDLETON', 'MARLO RODRIGUEZ']",11,DESLEY BROOKS,NATASHA MIDDLETON,MARLO RODRIGUEZ
"['LOREN TAYLOR', 'NATASHA MIDDLETON', 'MARLO RODRIGUEZ']",12,LOREN TAYLOR,NATASHA MIDDLETON,MARLO RODRIGUEZ
"['NATASHA MIDDLETON', 'NATASHA MIDDLETON', 'NATASHA MIDDLETON']",13,NATASHA MIDDLETON,NATASHA MIDDLETON,NATASHA MIDDLETON
"['MARLO RODRIGUEZ', 'MARLO RODRIGUEZ', 'MARLO RODRIGUEZ']",14,MARLO RODRIGUEZ,MARLO RODRIGUEZ,MARLO RODRIGUEZ
"['DESLEY BROOKS', 'NATASHA MIDDLETON', 'MARLO RODRIGUEZ']",15,DESLEY BROOKS,NATASHA MIDDLETON,MARLO RODRIGUEZ
"['LOREN TAYLOR', 'MARLO RODRIGUEZ', 'MYA WHITAKER']",16,LOREN TAYLOR,MARLO RODRIGUEZ,MYA WHITAKER
"['LOREN TAYLOR', 'MARLO RODRIGUEZ', 'skipped']",17,LOREN TAYLOR,MARLO RODRIGUEZ,skipped
"['DESLEY BROOKS', 'MYA WHITAKER', 'NATASHA MIDDLETON']",18,DESLEY BROOKS,MYA WHITAKER,NATASHA MIDDLETON
"['LOREN TAYLOR', 'MYA WHITAKER', 'NATASHA MIDDLETON']",19,LOREN TAYLOR,MYA WHITAKER,NATASHA MIDDLETON
"['DESLEY BROOKS', 'MYA WHITAKER', 'MARLO RODRIGUEZ']",20,DESLEY BROOKS,MYA WHITAKER,MARLO RODRIGUEZ
"['DESLEY BROOKS', 'MARLO RODRIGUEZ', 'MYA WHITAKER']",21,DESLEY BROOKS,MARLO RODRIGUEZ,MYA WHITAKER
"['DESLEY BROOKS', 'MYA WHITAKER', 'NATASHA MIDDLETON']",22,DESLEY BROOKS,MYA WHITAKER,NATASHA MIDDLETON
"['DESLEY BROOKS', 'NATASHA MIDDLETON', 'LOREN TAYLOR']",23,DESLEY BROOKS,NATASHA MIDDLETON,LOREN TAYLOR
"['DESLEY BROOKS', 'LOREN TAYLOR', 'DESLEY BROOKS']",24,DESLEY BROOKS,LOREN TAYLOR,DESLEY BROOKS
"['DESLEY BROOKS', 'LOREN TAYLOR', 'DESLEY BROOKS']",25,DESLEY BROOKS,LOREN TAYLOR,DESLEY BROOKS
"['DESLEY BROOKS', 'MARLO RODRIGUEZ', 'LOREN TAYLOR']",26,DESLEY BROOKS,MARLO RODRIGUEZ,LOREN TAYLOR
"['DESLEY BROOKS', 'DESLEY BROOKS', 'DESLEY BROOKS']",27,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
"['DESLEY BROOKS', 'MARLO RODRIGUEZ', 'NATASHA MIDDLETON']",28,DESLEY BROOKS,MARLO RODRIGUEZ,NATASHA MIDDLETON
"['DESLEY BROOKS', 'LOREN TAYLOR', 'DESLEY BROOKS']",29,DESLEY BROOKS,LOREN TAYLOR,DESLEY BROOKS
