ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
3567,"Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3568,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3569,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3570,"Crutchfield, Jake W.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3571,"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3572,"Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Harding, Jr., Richard","Cronin, Fran Albin","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped
3573,"Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3574,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3575,"Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
3576,"Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
3577,"Kelly, Kathleen M.","Cronin, Fran Albin","Crutchfield, Jake W.","Fantini, Alfred B.","Nolan, Patricia M.","Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped
3578,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3579,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3580,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3581,"Kelly, Kathleen M.","Bowman, Manikka L.","Harding, Jr., Richard","Cronin, Fran Albin","Fantini, Alfred B.","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
3582,"Bowman, Manikka L.","Cisternino, Pia","Kelly, Kathleen M.","Weinstein, David J.","Cronin, Fran Albin","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
3583,"Bowman, Manikka L.","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped
3584,"Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3585,"Kelly, Kathleen M.","Dexter, Emily R.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3586,"Kelly, Kathleen M.","Harding, Jr., Richard","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3587,"Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3588,"Kelly, Kathleen M.","Bowman, Manikka L.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3589,"Kelly, Kathleen M.","Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3590,"Kelly, Kathleen M.","Dexter, Emily R.","Nolan, Patricia M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3591,"Cisternino, Pia","Crutchfield, Jake W.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
3592,"Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3593,"Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3594,"Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3595,"Kelly, Kathleen M.","Harding, Jr., Richard","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Cisternino, Pia","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped
3596,"Cisternino, Pia","Crutchfield, Jake W.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,"Weinstein, David J.","Harding, Jr., Richard"
3597,"Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
3598,"Nolan, Patricia M.","Cronin, Fran Albin","Weinstein, David J.","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
3599,"Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Cronin, Fran Albin","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
3600,"Kelly, Kathleen M.","Dexter, Emily R.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3601,"Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3602,"Bowman, Manikka L.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3603,"Dexter, Emily R.","Kadete, Elechi M.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.",skipped
3604,"Dexter, Emily R.","Cisternino, Pia","Crutchfield, Jake W.","Bowman, Manikka L.","Fantini, Alfred B.","Harding, Jr., Richard","Weinstein, David J.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped
3605,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3606,"Nolan, Patricia M.","Bowman, Manikka L.","Harding, Jr., Richard","Cronin, Fran Albin","Weinstein, David J.","Kelly, Kathleen M.","Cisternino, Pia",skipped,skipped,skipped,skipped
3607,"Nolan, Patricia M.","Fantini, Alfred B.","Cisternino, Pia","Harding, Jr., Richard","Cronin, Fran Albin","Kelly, Kathleen M.","Crutchfield, Jake W.","Weinstein, David J.","Dexter, Emily R.","Kadete, Elechi M.","Bowman, Manikka L."
3608,"Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3609,"Nolan, Patricia M.","Harding, Jr., Richard","Cronin, Fran Albin","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
3610,"Kadete, Elechi M.","Cisternino, Pia","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3611,"Kelly, Kathleen M.","Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3612,"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3613,"Bowman, Manikka L.","Dexter, Emily R.","Cisternino, Pia","Weinstein, David J.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Crutchfield, Jake W.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped
3614,"Dexter, Emily R.","Crutchfield, Jake W.","Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3615,"Nolan, Patricia M.","Cronin, Fran Albin","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3616,"Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3617,"Bowman, Manikka L.","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3618,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3619,"Bowman, Manikka L.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3620,"Crutchfield, Jake W.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3621,"Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
3622,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3623,"Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.","Kadete, Elechi M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R."
3624,"Cisternino, Pia","Harding, Jr., Richard","Kelly, Kathleen M.","Bowman, Manikka L.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3625,"Cronin, Fran Albin","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3626,"Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3627,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3628,"Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3629,"Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
3630,"Bowman, Manikka L.","Kadete, Elechi M.","Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3631,"Dexter, Emily R.","Cisternino, Pia","Harding, Jr., Richard","Crutchfield, Jake W.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
3632,"Kelly, Kathleen M.","Bowman, Manikka L.","Crutchfield, Jake W.","Cisternino, Pia","Dexter, Emily R.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
3633,"Nolan, Patricia M.","Cronin, Fran Albin","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3634,"Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3635,"Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3636,"Bowman, Manikka L.","Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3637,"Nolan, Patricia M.","Dexter, Emily R.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3638,"Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3639,"Weinstein, David J.","Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3640,"Dexter, Emily R.","Bowman, Manikka L.","Cisternino, Pia","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Weinstein, David J.","Cronin, Fran Albin","Crutchfield, Jake W.",skipped
3641,"Nolan, Patricia M.","Cisternino, Pia","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3642,"Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Nolan, Patricia M.","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
3643,"Bowman, Manikka L.","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3644,"Kelly, Kathleen M.","Kadete, Elechi M.","Crutchfield, Jake W.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
3645,"Cisternino, Pia","Weinstein, David J.","Cronin, Fran Albin","Fantini, Alfred B.","Kadete, Elechi M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
3646,"Nolan, Patricia M.","Weinstein, David J.","Cisternino, Pia","Bowman, Manikka L.","Fantini, Alfred B.","Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard"
3647,"Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
3648,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3649,"Cronin, Fran Albin","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3650,"Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3651,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3652,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3653,"Cisternino, Pia","Dexter, Emily R.","Weinstein, David J.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
3654,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3655,"Cisternino, Pia","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Weinstein, David J.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped
3656,"Nolan, Patricia M.","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3657,"Cronin, Fran Albin","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3658,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3659,"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Dexter, Emily R.","Harding, Jr., Richard","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
3660,"Dexter, Emily R.","Weinstein, David J.","Nolan, Patricia M.","Cisternino, Pia","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
3661,"Nolan, Patricia M.","Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin","Bowman, Manikka L.","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped
3662,"Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3663,"Cisternino, Pia","Cronin, Fran Albin","Kadete, Elechi M.","Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.","Crutchfield, Jake W.","Harding, Jr., Richard","Kelly, Kathleen M.","Weinstein, David J.",skipped
3664,"Nolan, Patricia M.","Dexter, Emily R.","Fantini, Alfred B.","Bowman, Manikka L.","Crutchfield, Jake W.","Kelly, Kathleen M.","Cisternino, Pia","Weinstein, David J.","Cronin, Fran Albin",skipped,skipped
3665,"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3666,"Cisternino, Pia","Bowman, Manikka L.","Dexter, Emily R.","Weinstein, David J.","Nolan, Patricia M.","Harding, Jr., Richard","Kadete, Elechi M.","Crutchfield, Jake W.","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin"
3667,"Harding, Jr., Richard","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3668,"Bowman, Manikka L.","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3669,"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3670,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3671,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3672,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3673,"Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
3674,"Dexter, Emily R.","Weinstein, David J.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3675,"Crutchfield, Jake W.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3676,"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3677,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3678,"Cisternino, Pia","Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Weinstein, David J.","Bowman, Manikka L.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped
3679,"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3680,"Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
3681,"Bowman, Manikka L.","Cronin, Fran Albin","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3682,"Nolan, Patricia M.","Dexter, Emily R.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3683,"Harding, Jr., Richard","Cronin, Fran Albin","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3684,"Cronin, Fran Albin","Kelly, Kathleen M.","Kadete, Elechi M.","Harding, Jr., Richard","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
3685,"Harding, Jr., Richard","Kelly, Kathleen M.","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3686,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3687,"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Dexter, Emily R.","Harding, Jr., Richard","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
3688,"Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Harding, Jr., Richard","Cronin, Fran Albin","Crutchfield, Jake W.","Weinstein, David J.","Kadete, Elechi M.","Cisternino, Pia","Dexter, Emily R.","Fantini, Alfred B."
3689,"Dexter, Emily R.","Nolan, Patricia M.","Cisternino, Pia","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3690,"Dexter, Emily R.","Cisternino, Pia","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3691,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Kadete, Elechi M.","Harding, Jr., Richard","Weinstein, David J.",skipped,skipped,skipped,skipped
3692,"Kelly, Kathleen M.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3693,"Nolan, Patricia M.","Weinstein, David J.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3694,"Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
3695,"Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
3696,"Fantini, Alfred B.","Bowman, Manikka L.","Harding, Jr., Richard","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
3697,"Weinstein, David J.","Dexter, Emily R.","Bowman, Manikka L.","Kadete, Elechi M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
3698,"Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Cisternino, Pia","Fantini, Alfred B.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped
3699,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3700,"Fantini, Alfred B.","Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3701,"Fantini, Alfred B.","Crutchfield, Jake W.","Cisternino, Pia","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3702,"Cisternino, Pia","Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
3703,"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3704,"Dexter, Emily R.","Bowman, Manikka L.","Crutchfield, Jake W.","Nolan, Patricia M.","Cisternino, Pia","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard","Kadete, Elechi M.","Weinstein, David J."
3705,"Harding, Jr., Richard","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3706,skipped,skipped,skipped,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3707,"Nolan, Patricia M.","Cronin, Fran Albin","Dexter, Emily R.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
3708,"Harding, Jr., Richard","Weinstein, David J.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3709,"Harding, Jr., Richard","Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Weinstein, David J.","Bowman, Manikka L.",skipped,skipped,skipped,skipped
3710,"Cisternino, Pia","Nolan, Patricia M.","Dexter, Emily R.","Weinstein, David J.","Harding, Jr., Richard","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
3711,"Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Harding, Jr., Richard","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
3712,"Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.","Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Weinstein, David J.","Cisternino, Pia","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M."
3713,"Cisternino, Pia","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3714,"Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia"
3715,"Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Kadete, Elechi M.","Bowman, Manikka L.","Harding, Jr., Richard","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped
3716,"Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3717,"Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R.","Kadete, Elechi M.","Fantini, Alfred B.","Harding, Jr., Richard","Crutchfield, Jake W.","Weinstein, David J."
3718,"Dexter, Emily R.","Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3719,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3720,"Cronin, Fran Albin","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
3721,"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3722,"Crutchfield, Jake W.","Weinstein, David J.","Harding, Jr., Richard","Cisternino, Pia","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3723,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3724,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3725,"Harding, Jr., Richard","Kadete, Elechi M.","Crutchfield, Jake W.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3726,"Weinstein, David J.","Cisternino, Pia","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3727,"Dexter, Emily R.",skipped,skipped,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3728,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3729,"Cronin, Fran Albin","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3730,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3731,"Cisternino, Pia","Cronin, Fran Albin","Harding, Jr., Richard","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3732,"Nolan, Patricia M.","Bowman, Manikka L.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3733,"Crutchfield, Jake W.","Cronin, Fran Albin","Nolan, Patricia M.","Kadete, Elechi M.","Harding, Jr., Richard","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
3734,"Nolan, Patricia M.","Dexter, Emily R.","Cisternino, Pia","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
3735,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3736,"Dexter, Emily R.","Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin","Cisternino, Pia","Nolan, Patricia M.",skipped,skipped,skipped,skipped
