ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
13613,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13614,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13615,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13616,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13617,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13618,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13619,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13620,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13621,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13622,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13623,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13624,"Cronin, Fran Albin","Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13625,writein,"Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13626,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13627,"Dexter, Emily R.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13628,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13629,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13630,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13631,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13632,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13633,"Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13634,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13635,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13636,"Weinstein, David J.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13637,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13638,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13639,"Crutchfield, Jake W.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13640,"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13641,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
13642,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13643,"Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13644,"Cisternino, Pia","Harding, Jr., Richard","Bowman, Manikka L.","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
13645,"Fantini, Alfred B.","Harding, Jr., Richard","Cronin, Fran Albin","Kelly, Kathleen M.","Crutchfield, Jake W.","Cisternino, Pia","Weinstein, David J.","Bowman, Manikka L.","Nolan, Patricia M.","Kadete, Elechi M.","Dexter, Emily R."
13646,"Bowman, Manikka L.","Cisternino, Pia","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
13647,"Harding, Jr., Richard","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13648,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13649,"Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Dexter, Emily R.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped
13650,"Kadete, Elechi M.","Cisternino, Pia","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13651,"Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13652,"Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13653,"Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.","Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran Albin","Cisternino, Pia"
13654,"Kelly, Kathleen M.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13655,"Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped
13656,"Fantini, Alfred B.","Kadete, Elechi M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13657,"Kelly, Kathleen M.","Nolan, Patricia M.","Fantini, Alfred B.","Kadete, Elechi M.","Cisternino, Pia","Cronin, Fran Albin","Crutchfield, Jake W.","Harding, Jr., Richard","Dexter, Emily R.",skipped,skipped
13658,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13659,"Bowman, Manikka L.","Cisternino, Pia","Nolan, Patricia M.","Weinstein, David J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
13660,"Cronin, Fran Albin","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13661,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13662,"Cisternino, Pia","Harding, Jr., Richard","Cronin, Fran Albin","Fantini, Alfred B.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
13663,"Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.","Bowman, Manikka L.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
13664,"Cisternino, Pia","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Kadete, Elechi M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped
13665,"Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Cisternino, Pia","Kelly, Kathleen M.","Kadete, Elechi M.","Dexter, Emily R.","Weinstein, David J.","Bowman, Manikka L.","Cronin, Fran Albin","Crutchfield, Jake W."
13666,"Cisternino, Pia","Crutchfield, Jake W.","Fantini, Alfred B.","Kadete, Elechi M.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped
13667,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13668,"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
13669,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13670,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13671,"Cronin, Fran Albin","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13672,"Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13673,"Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
13674,"Cronin, Fran Albin","Harding, Jr., Richard","Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped
13675,"Cronin, Fran Albin","Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
13676,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13677,"Dexter, Emily R.","Fantini, Alfred B.","Cronin, Fran Albin","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
13678,"Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
13679,"Fantini, Alfred B.","Kadete, Elechi M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13680,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13681,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13682,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13683,"Crutchfield, Jake W.","Dexter, Emily R.","Cisternino, Pia","Weinstein, David J.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
13684,"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped
13685,"Crutchfield, Jake W.","Nolan, Patricia M.","Bowman, Manikka L.","Kadete, Elechi M.","Cronin, Fran Albin","Weinstein, David J.","Cisternino, Pia","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard",skipped
13686,"Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
13687,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13688,"Dexter, Emily R.","Bowman, Manikka L.","Cisternino, Pia","Weinstein, David J.","Crutchfield, Jake W.","Kadete, Elechi M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped
13689,"Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.","Dexter, Emily R.","Cisternino, Pia","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
13690,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13691,"Harding, Jr., Richard","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13692,"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.","Cisternino, Pia","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped
13693,"Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
13694,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13695,"Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13696,"Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Weinstein, David J.","Crutchfield, Jake W.","Dexter, Emily R.","Cisternino, Pia",skipped
13697,"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.","Weinstein, David J.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
13698,"Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13699,"Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
13700,"Dexter, Emily R.","Bowman, Manikka L.","Fantini, Alfred B.","Weinstein, David J.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
13701,"Fantini, Alfred B.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13702,"Harding, Jr., Richard","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13703,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13704,"Dexter, Emily R.","Kadete, Elechi M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13705,"Nolan, Patricia M.","Weinstein, David J.","Cronin, Fran Albin","Bowman, Manikka L.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
13706,"Cisternino, Pia","Nolan, Patricia M.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13707,"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Kadete, Elechi M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped
13708,"Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
13709,"Crutchfield, Jake W.","Cisternino, Pia","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13710,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13711,"Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.","Harding, Jr., Richard","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped
13712,"Harding, Jr., Richard","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13713,"Nolan, Patricia M.","Harding, Jr., Richard","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13714,"Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13715,"Nolan, Patricia M.","Harding, Jr., Richard","Bowman, Manikka L.","Kelly, Kathleen M.","Cisternino, Pia","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
13716,"Nolan, Patricia M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13717,"Crutchfield, Jake W.","Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13718,"Kelly, Kathleen M.","Crutchfield, Jake W.","Harding, Jr., Richard","Cronin, Fran Albin","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
13719,"Kadete, Elechi M.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13720,"Dexter, Emily R.","Cronin, Fran Albin","Harding, Jr., Richard","Nolan, Patricia M.","Cisternino, Pia","Kelly, Kathleen M.","Weinstein, David J.","Kadete, Elechi M.","Bowman, Manikka L.","Crutchfield, Jake W.",skipped
13721,"Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13722,"Nolan, Patricia M.","Weinstein, David J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13723,"Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13724,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13725,"Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13726,"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13727,"Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13728,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13729,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13730,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13731,"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
13732,"Dexter, Emily R.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
13733,"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin","Crutchfield, Jake W.","Nolan, Patricia M.","Cisternino, Pia","Weinstein, David J.","Dexter, Emily R.","Harding, Jr., Richard","Kadete, Elechi M.",skipped
13734,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13735,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13736,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13737,"Dexter, Emily R.","Fantini, Alfred B.","Kadete, Elechi M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped
13738,skipped,"Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13739,"Fantini, Alfred B.","Harding, Jr., Richard","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13740,"Fantini, Alfred B.","Bowman, Manikka L.","Dexter, Emily R.","Cisternino, Pia","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Harding, Jr., Richard","Cronin, Fran Albin","Crutchfield, Jake W.","Weinstein, David J."
13741,"Fantini, Alfred B.","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13742,"Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Kelly, Kathleen M.","Weinstein, David J.","Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Cisternino, Pia","Kadete, Elechi M."
13743,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13744,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13745,"Fantini, Alfred B.","Nolan, Patricia M.","Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13746,"Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13747,"Harding, Jr., Richard","Crutchfield, Jake W.","Dexter, Emily R.","Bowman, Manikka L.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
13748,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13749,"Dexter, Emily R.","Bowman, Manikka L.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13750,"Fantini, Alfred B.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13751,"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
13752,"Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
13753,"Nolan, Patricia M.","Cisternino, Pia","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13754,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13755,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13756,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13757,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13758,"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard","Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.","Cisternino, Pia","Crutchfield, Jake W.",skipped
13759,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13760,"Cisternino, Pia","Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
13761,"Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
13762,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13763,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13764,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13765,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13766,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13767,"Harding, Jr., Richard","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J."
13768,"Kelly, Kathleen M.","Fantini, Alfred B.","Harding, Jr., Richard","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
13769,"Crutchfield, Jake W.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13770,"Nolan, Patricia M.","Harding, Jr., Richard","Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
13771,"Nolan, Patricia M.","Harding, Jr., Richard","Crutchfield, Jake W.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
13772,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13773,"Fantini, Alfred B.","Kadete, Elechi M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13774,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13775,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13776,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13777,"Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
13778,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13779,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13780,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13781,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13782,"Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13783,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13784,"Cisternino, Pia","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13785,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13786,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13787,"Dexter, Emily R.","Nolan, Patricia M.","Crutchfield, Jake W.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13788,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13789,"Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
13790,"Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Cisternino, Pia","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
13791,"Kelly, Kathleen M.","Bowman, Manikka L.","Cisternino, Pia","Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
13792,"Nolan, Patricia M.","Kelly, Kathleen M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13793,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13794,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13795,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13796,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
13797,skipped,skipped,skipped,"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
13798,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
