ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8
6071,"Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
6072,"Nolan, Patricia M.","Schuster, Luc","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped
6073,"Lummis, Ben","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6074,"Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","Harding, Richard, Jr.","Lummis, Ben",skipped,skipped,skipped
6075,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6076,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6077,"Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
6078,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6079,"Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Lummis, Ben","Harding, Richard, Jr.","McGovern, Marc C.","Grassi, Joseph G.","Walser, Nancy"
6080,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6081,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6082,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6083,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6084,"Lummis, Ben","McGovern, Marc C.","Fantini, Alfred B.","Walser, Nancy",skipped,skipped,skipped,skipped
6085,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6086,"Harding, Richard, Jr.","Lummis, Ben","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
6087,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6088,"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
6089,"Grassi, Joseph G.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
6090,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M.","Walser, Nancy",skipped
6091,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6092,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6093,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6094,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6095,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6096,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6097,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6098,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6099,"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped
6100,"Lummis, Ben","McGovern, Marc C.","Walser, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped
6101,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6102,"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Lummis, Ben","Fantini, Alfred B.",skipped,skipped
6103,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6104,"Fantini, Alfred B.","Lummis, Ben","Grassi, Joseph G.","Walser, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped
6105,"Harding, Richard, Jr.","Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6106,"Schuster, Luc","Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
6107,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6108,"Grassi, Joseph G.","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
6109,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6110,skipped,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6111,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped
6112,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6113,"Fantini, Alfred B.","Grassi, Joseph G.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
6114,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped
6115,"Fantini, Alfred B.","Lummis, Ben","Grassi, Joseph G.","Schuster, Luc",skipped,skipped,skipped,skipped
6116,"Fantini, Alfred B.","Walser, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
6117,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6118,"Harding, Richard, Jr.","Lummis, Ben","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped
6119,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6120,"Lummis, Ben","Schuster, Luc","Harding, Richard, Jr.","Nolan, Patricia M.","Grassi, Joseph G.","Walser, Nancy",skipped,skipped
6121,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6122,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6123,"Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.",skipped,skipped
6124,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6125,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6126,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6127,"Grassi, Joseph G.","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
6128,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6129,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6130,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6131,"Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Lummis, Ben","Harding, Richard, Jr."
6132,"Grassi, Joseph G.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
6133,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6134,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6135,"Nolan, Patricia M.","Schuster, Luc","Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped,skipped
6136,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6137,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6138,"Lummis, Ben","Harding, Richard, Jr.","McGovern, Marc C.","Walser, Nancy",skipped,skipped,skipped,skipped
6139,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6140,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6141,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6142,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6143,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6144,"Walser, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6145,"Nolan, Patricia M.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6146,"Nolan, Patricia M.","Schuster, Luc","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped
6147,skipped,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6148,"Fantini, Alfred B.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
6149,"McGovern, Marc C.","Nolan, Patricia M.","Grassi, Joseph G.","Fantini, Alfred B.","Walser, Nancy","Harding, Richard, Jr.","Lummis, Ben","Schuster, Luc"
6150,"Grassi, Joseph G.","McGovern, Marc C.","Fantini, Alfred B.","Lummis, Ben",skipped,skipped,skipped,skipped
6151,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6152,"Grassi, Joseph G.","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
6153,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6154,"Nolan, Patricia M.","McGovern, Marc C.","Grassi, Joseph G.","Fantini, Alfred B.","Lummis, Ben","Walser, Nancy","Harding, Richard, Jr.","Schuster, Luc"
6155,"Schuster, Luc","Grassi, Joseph G.","Harding, Richard, Jr.","Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.","Lummis, Ben",skipped
6156,"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6157,"McGovern, Marc C.","Nolan, Patricia M.","Walser, Nancy","Fantini, Alfred B.","Lummis, Ben","Grassi, Joseph G.",skipped,skipped
6158,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6159,"Fantini, Alfred B.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6160,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6161,"Fantini, Alfred B.","Harding, Richard, Jr.","Nolan, Patricia M.","Schuster, Luc","Walser, Nancy","Lummis, Ben","McGovern, Marc C.",skipped
6162,"Fantini, Alfred B.","Harding, Richard, Jr.","Lummis, Ben","Grassi, Joseph G.","Walser, Nancy","McGovern, Marc C.",skipped,skipped
6163,skipped,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6164,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6165,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6166,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6167,"Nolan, Patricia M.","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Schuster, Luc",skipped,skipped,skipped
6168,"Schuster, Luc","Nolan, Patricia M.","Grassi, Joseph G.","Harding, Richard, Jr.","Walser, Nancy","Lummis, Ben",skipped,skipped
6169,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6170,"Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
6171,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6172,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6173,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6174,"Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6175,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6176,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6177,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6178,"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","Harding, Richard, Jr.","McGovern, Marc C.","Lummis, Ben","Walser, Nancy",skipped
6179,"Harding, Richard, Jr.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
6180,"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","Walser, Nancy",skipped,skipped,skipped,skipped
6181,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6182,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6183,"Grassi, Joseph G.","Fantini, Alfred B.","Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped,skipped
6184,"Walser, Nancy","Lummis, Ben","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped
6185,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6186,"Harding, Richard, Jr.","Walser, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6187,"Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
6188,"Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
6189,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6190,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Walser, Nancy","Schuster, Luc","Lummis, Ben",skipped,skipped
6191,"Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Walser, Nancy","Fantini, Alfred B.","Nolan, Patricia M.","Schuster, Luc"
6192,"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
6193,"Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped
6194,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6195,"McGovern, Marc C.","Nolan, Patricia M.","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
6196,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6197,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6198,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6199,"Schuster, Luc","Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy",skipped,skipped,skipped
6200,"Fantini, Alfred B.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6201,"Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
6202,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6203,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6204,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6205,"Fantini, Alfred B.","Schuster, Luc","Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.",skipped,skipped
6206,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6207,"Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
6208,"Nolan, Patricia M.","Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.","Walser, Nancy","Lummis, Ben","Schuster, Luc"
6209,"Walser, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
6210,"Harding, Richard, Jr.","Grassi, Joseph G.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
6211,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6212,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
6213,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6214,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6215,"Harding, Richard, Jr.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6216,"Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
6217,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Walser, Nancy","McGovern, Marc C.","Lummis, Ben",skipped,skipped
6218,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Lummis, Ben","Schuster, Luc",skipped,skipped,skipped
6219,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6220,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Harding, Richard, Jr.","Lummis, Ben","Walser, Nancy",skipped,skipped
6221,"Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
6222,"Fantini, Alfred B.","Grassi, Joseph G.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
6223,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6224,"Grassi, Joseph G.","Harding, Richard, Jr.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
6225,"Harding, Richard, Jr.","Grassi, Joseph G.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
6226,"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Lummis, Ben","Walser, Nancy","Harding, Richard, Jr.",skipped,skipped
6227,"Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
6228,"Grassi, Joseph G.","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Walser, Nancy","Fantini, Alfred B.","Harding, Richard, Jr.","Lummis, Ben"
6229,"Grassi, Joseph G.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
6230,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6231,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Lummis, Ben","Walser, Nancy",skipped,skipped
6232,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6233,"McGovern, Marc C.","Harding, Richard, Jr.","Lummis, Ben","Walser, Nancy","Grassi, Joseph G.","Schuster, Luc","Fantini, Alfred B.","Nolan, Patricia M."
6234,"Walser, Nancy","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
6235,"Schuster, Luc","Nolan, Patricia M.","Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C."
6236,"McGovern, Marc C.","Lummis, Ben","Nolan, Patricia M.","Schuster, Luc","Walser, Nancy","Harding, Richard, Jr.",skipped,skipped
6237,"Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.",skipped,skipped
6238,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6239,"Walser, Nancy","Nolan, Patricia M.","Lummis, Ben","Fantini, Alfred B.",skipped,skipped,skipped,skipped
6240,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
6241,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6242,"Harding, Richard, Jr.","Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6243,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Walser, Nancy",skipped,skipped,skipped,skipped
6244,"Nolan, Patricia M.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6245,"Nolan, Patricia M.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6246,"Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.","Walser, Nancy","Schuster, Luc","Nolan, Patricia M."
6247,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6248,"Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
6249,"Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
6250,overvote,skipped,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped
6251,"Fantini, Alfred B.","Grassi, Joseph G.",overvote,overvote,skipped,skipped,skipped,skipped
6252,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6253,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6254,"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6255,"Nolan, Patricia M.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6256,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6257,"Grassi, Joseph G.","Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6258,"Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc"
6259,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6260,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6261,skipped,skipped,skipped,overvote,skipped,skipped,skipped,skipped
6262,"Schuster, Luc","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Walser, Nancy",skipped,skipped,skipped
6263,"Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6264,"Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
6265,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6266,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6267,"Walser, Nancy",overvote,overvote,skipped,skipped,skipped,skipped,skipped
6268,"Grassi, Joseph G.","Fantini, Alfred B.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
6269,"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
6270,"Fantini, Alfred B.","Nolan, Patricia M.","McGovern, Marc C.",skipped,"Schuster, Luc","Walser, Nancy","Grassi, Joseph G.","Harding, Richard, Jr."
6271,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6272,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6273,"Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
6274,"Fantini, Alfred B.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
6275,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6276,"Schuster, Luc","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6277,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Fantini, Alfred B.","Lummis, Ben","Walser, Nancy","Schuster, Luc","Grassi, Joseph G."
6278,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6279,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
6280,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6281,"Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
6282,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
6283,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6284,"Schuster, Luc","Walser, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
6285,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6286,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6287,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Lummis, Ben",skipped,skipped,skipped,skipped
6288,"Grassi, Joseph G.","Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
6289,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6290,"Grassi, Joseph G.","Fantini, Alfred B.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
6291,skipped,skipped,skipped,skipped,skipped,"Grassi, Joseph G.","Fantini, Alfred B.",skipped
6292,"Nolan, Patricia M.","McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6293,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Schuster, Luc","McGovern, Marc C.","Lummis, Ben",skipped,skipped
6294,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
6295,"Walser, Nancy","Nolan, Patricia M.","Lummis, Ben","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped
6296,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6297,"Nolan, Patricia M.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Walser, Nancy","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G."
6298,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6299,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6300,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
6301,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6302,"Lummis, Ben","Walser, Nancy","Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped
6303,"Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
6304,"Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
6305,"Harding, Richard, Jr.","Walser, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
6306,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6307,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6308,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
